FROM,TO,TRIPS
Harney Canal,TPA  Anderson Rd,519.526012659073
Harney Canal,Tampa Central,22894.2761656383
Harney Canal,USF  Hosp  Busch,1540.74342219532
Harney Canal,West Brandon,1740.45502306521
Harney Canal,Westshore  Rocky Point,647.513784438372
Hernando  Citrus,Apollo Beach  Ruskin,18.5647479593754
Hernando  Citrus,CZ2,61.0672809779644
Hernando  Citrus,CZ4,74.6861938827642
Hernando  Citrus,Citrus Park,180.408630877733
Hernando  Citrus,Downtown,826.507876075804
Hernando  Citrus,East Town,439.245351553313
Hernando  Citrus,External,0
Hernando  Citrus,Gibsonton,107.796823821962
Hernando  Citrus,Harney Canal,160.896142274141
Hernando  Citrus,Hernando  Citrus,0
Hernando  Citrus,MacDill AFB,48.6166945695877
Hernando  Citrus,Manatee Spur,0
Hernando  Citrus,NE Hilsborough,932.184376152232
Hernando  Citrus,NW Hilsborough,3434.99244828444
Hernando  Citrus,New Tampa,96.4455905258656
Hernando  Citrus,Pasco,0
Hernando  Citrus,Pinellas,0
Hernando  Citrus,Plant City Area,68.1297940760851
Hernando  Citrus,Port of Tampa  50th St Corridor,49.5056657195091
Hernando  Citrus,SE Hillsborough,354.791994636878
Hernando  Citrus,SW Hillsborough,351.000187285943
Hernando  Citrus,TPA  Anderson Rd,2011.34294587362
Hernando  Citrus,Tampa Central,2153.3034005033
Hernando  Citrus,USF  Hosp  Busch,785.663677103818
Hernando  Citrus,West Brandon,152.058241471648
Hernando  Citrus,Westshore  Rocky Point,689.116026170552
MacDill AFB,Apollo Beach  Ruskin,71.9204255640507
MacDill AFB,CZ2,172.870289295912
MacDill AFB,CZ4,255.874473571777
MacDill AFB,Citrus Park,3.88761329650879
MacDill AFB,Downtown,668.430913865566
MacDill AFB,East Town,82.9191525876522
MacDill AFB,External,458.016930259764
MacDill AFB,Gibsonton,299.989391207695
MacDill AFB,Harney Canal,13.116552323103
MacDill AFB,Hernando  Citrus,48.6166941523552
MacDill AFB,MacDill AFB,7807.31591796875
MacDill AFB,Manatee Spur,28.0694529414177
MacDill AFB,NE Hilsborough,251.620971113443
MacDill AFB,NW Hilsborough,671.741199076176
MacDill AFB,New Tampa,3.02956634759903
MacDill AFB,Pasco,338.266417145729
MacDill AFB,Pinellas,1726.10754614105
MacDill AFB,Plant City Area,0.720359563827515
MacDill AFB,Port of Tampa  50th St Corridor,17.4835756719112
MacDill AFB,SE Hillsborough,571.631675856537
MacDill AFB,SW Hillsborough,11266.966681838
MacDill AFB,TPA  Anderson Rd,227.717905373254
MacDill AFB,Tampa Central,831.491985946894
MacDill AFB,USF  Hosp  Busch,59.7125953733921
MacDill AFB,West Brandon,171.734157651663
MacDill AFB,Westshore  Rocky Point,878.893274019123
Manatee Spur,Apollo Beach  Ruskin,164.038778319955
Manatee Spur,CZ2,82.1691097021103
Manatee Spur,CZ4,758.510358991509
Manatee Spur,Citrus Park,4.650719165802
Manatee Spur,Downtown,64.889638364315
Manatee Spur,East Town,59.895498752594
Manatee Spur,External,0
Manatee Spur,Gibsonton,146.145150832832
Manatee Spur,Harney Canal,56.2965466380119
Manatee Spur,Hernando  Citrus,0
Manatee Spur,MacDill AFB,28.0694529414177
Manatee Spur,Manatee Spur,0
Manatee Spur,NE Hilsborough,194.844109743834
Manatee Spur,NW Hilsborough,184.562856991368
Manatee Spur,New Tampa,14.4037258028984
Manatee Spur,Pasco,0
Manatee Spur,Pinellas,0
Manatee Spur,Plant City Area,22.2559148967266
Manatee Spur,Port of Tampa  50th St Corridor,23.9786950647831
Manatee Spur,SE Hillsborough,631.603002285003
Manatee Spur,SW Hillsborough,35.3552854657173
Manatee Spur,TPA  Anderson Rd,107.499903678894
Manatee Spur,Tampa Central,219.057860091329
Manatee Spur,USF  Hosp  Busch,68.7254382371903
Manatee Spur,West Brandon,127.095739662647
Manatee Spur,Westshore  Rocky Point,62.8316026926041
NE Hilsborough,Apollo Beach  Ruskin,887.426464438438
NE Hilsborough,CZ2,2795.78924750982
NE Hilsborough,CZ4,3105.01788790242
NE Hilsborough,Citrus Park,211.109105944634
NE Hilsborough,Downtown,7370.16730846698
NE Hilsborough,East Town,20262.1528463898
NE Hilsborough,External,27510.692923083
NE Hilsborough,Gibsonton,3457.49344979069
NE Hilsborough,Harney Canal,6938.8706081369
NE Hilsborough,Hernando  Citrus,932.184375079349
NE Hilsborough,MacDill AFB,251.620970100164
NE Hilsborough,Manatee Spur,194.844109028578
NE Hilsborough,NE Hilsborough,283024.76605247
NE Hilsborough,NW Hilsborough,8938.89558799435
NE Hilsborough,New Tampa,2130.57438329607
NE Hilsborough,Pasco,18973.0507191984
NE Hilsborough,Pinellas,6156.52083012232
NE Hilsborough,Plant City Area,29108.7643168792
NE Hilsborough,Port of Tampa  50th St Corridor,1519.25136154372
NE Hilsborough,SE Hillsborough,49062.0219621854
NE Hilsborough,SW Hillsborough,2705.49498768733
NE Hilsborough,TPA  Anderson Rd,2644.38269129396
NE Hilsborough,Tampa Central,33795.5528116033
NE Hilsborough,USF  Hosp  Busch,5518.23843464535
NE Hilsborough,West Brandon,12117.3694916346
NE Hilsborough,Westshore  Rocky Point,2364.89183504455
NW Hilsborough,Apollo Beach  Ruskin,196.086608842015
NW Hilsborough,CZ2,309.016619808957
NW Hilsborough,CZ4,739.907227885924
NW Hilsborough,Citrus Park,13914.2462528795
NW Hilsborough,Downtown,10548.5575290926
NW Hilsborough,East Town,4118.43910868721
NW Hilsborough,External,7513.44972937647
NW Hilsborough,Gibsonton,807.770538478188
NW Hilsborough,Harney Canal,1586.6363634119
NW Hilsborough,Hernando  Citrus,3434.99247229021
NW Hilsborough,MacDill AFB,671.741198837757
NW Hilsborough,Manatee Spur,184.562857348996
NW Hilsborough,NE Hilsborough,8938.89556981494
NW Hilsborough,NW Hilsborough,458601.231387608
NW Hilsborough,New Tampa,742.503435254097
NW Hilsborough,Pasco,40569.0162470259
NW Hilsborough,Pinellas,43676.1206875888
NW Hilsborough,Plant City Area,189.49648634484
NW Hilsborough,Port of Tampa  50th St Corridor,869.999985245726
NW Hilsborough,SE Hillsborough,2956.91812726486
