FROM,TO,RESIDENT TRIPS,VISITOR TRIPS
Manatee Spur,Citrus,3.90778189897537,0.510237455368042
Hillsborough Other,Manatee Spur,2126.4914875445,320.175701200962
USF  Hosp  Busch,Manatee Spur,63.1635558009148,5.56188493967056
Tampa,Manatee Spur,384.550460532308,97.0081141591072
Pinellas Other,Manatee Spur,683.755634542846,68.5583208799362
Clearwater,Manatee Spur,57.5149114131928,20.8249583244324
Pinellas_Beaches,Manatee Spur,35.7419488430023,13.6394029557705
St_Petersburg,Manatee Spur,986.637295678258,217.67487308383
Pasco Other,Manatee Spur,98.1200213879347,15.0159485638142
Spring_Hill,Manatee Spur,4.82928484678268,0
Manatee Spur,Manatee Spur,4231.91348093748,1111.18504214287
External,Manatee Spur,6996.13049308666,5258.08707258214
Plant City,Manatee Spur,53.110118240118,6.81808829307556
New_Port_Richey,Manatee Spur,3.87132966518402,0
Hernando Other,Manatee Spur,6.28749805688858,0.536276400089264
Citrus,Manatee Spur,3.90778189897537,0.510237455368042
Hillsborough Other,External,36679.2255264748,35959.8402110118
Tampa,External,9507.13651116041,18725.1034900723
USF  Hosp  Busch,External,859.397545331391,3530.43548591877
Plant City,External,9033.78347021563,10197.114563305
Pinellas Other,External,6821.38167422271,7576.47218407094
Pinellas_Beaches,External,745.938433976902,3458.32492623827
Clearwater,External,1624.67091664462,1836.59334098613
St_Petersburg,External,5391.09415750243,7103.03556973266
Pasco Other,External,9482.1971138768,7413.09977654449
New_Port_Richey,External,280.968891104494,265.123734495777
Hernando Other,External,2747.04520086724,2781.16237974158
Spring_Hill,External,1343.3045167102,834.857297314113
Citrus,External,13465.6205358282,9108.87520230014
Manatee Spur,External,6996.13049308666,5258.08707258214
External,External,810.336120619148,23513.6984812634
