GEOID,STATE,GROUP,Sum of home_device_count
34025810502,New Jersey,0,6062
34025810503,New Jersey,0,2344
34025810600,New Jersey,0,5842
34025810700,New Jersey,0,843
34025810800,New Jersey,0,995
34025810900,New Jersey,0,1040
34025811000,New Jersey,0,1287
34025811101,New Jersey,0,3107
34025811102,New Jersey,0,4771
34025811200,New Jersey,0,4467
34025811301,New Jersey,0,4084
34025811303,New Jersey,0,4043
34025811304,New Jersey,0,2730
34025811401,New Jersey,0,4430
34025811402,New Jersey,0,2319
34025811501,New Jersey,0,4079
34025811502,New Jersey,0,2160
34025811600,New Jersey,0,473
34025811900,New Jersey,0,5019
34025812000,New Jersey,0,1079
34025812100,New Jersey,0,375
34025812200,New Jersey,0,1821
34025812300,New Jersey,0,3527
34025812400,New Jersey,0,583
34025812501,New Jersey,0,4855
34025812502,New Jersey,0,3191
34025990000,New Jersey,0,122
34027040101,New Jersey,0,2556
34027040102,New Jersey,0,3761
34027040200,New Jersey,0,5910
34027040300,New Jersey,0,4687
34027040400,New Jersey,0,2162
34027040500,New Jersey,0,1915
34027040600,New Jersey,0,2865
34027040701,New Jersey,0,3502
34027040702,New Jersey,0,2123
34027040801,New Jersey,0,3775
34027040803,New Jersey,0,4598
34027040804,New Jersey,0,2708
34027040805,New Jersey,0,4140
34027040900,New Jersey,0,2446
34027041000,New Jersey,0,3538
34027041100,New Jersey,0,2052
34027041200,New Jersey,0,2365
34027041300,New Jersey,0,3017
34027041400,New Jersey,0,4501
34027041500,New Jersey,0,4131
34027041601,New Jersey,0,3354
34027041602,New Jersey,0,1414
34027041603,New Jersey,0,1674
34027041604,New Jersey,0,3015
34027041701,New Jersey,0,2401
34027041702,New Jersey,0,2244
34027041704,New Jersey,0,2388
34027041705,New Jersey,0,329
34027041706,New Jersey,0,2243
34027041801,New Jersey,0,685
34027041802,New Jersey,0,1844
34027041803,New Jersey,0,2536
34027041901,New Jersey,0,3979
34027041902,New Jersey,0,3140
34027042000,New Jersey,0,2795
34027042100,New Jersey,0,2105
34027042200,New Jersey,0,3703
34027042301,New Jersey,0,1025
34027042302,New Jersey,0,1666
34027042500,New Jersey,0,2449
34027042600,New Jersey,0,3837
34027042700,New Jersey,0,1449
34027042800,New Jersey,0,2743
34027042900,New Jersey,0,1598
34027043000,New Jersey,0,1877
34027043100,New Jersey,0,2233
34027043200,New Jersey,0,1457
34027043301,New Jersey,0,1069
34027043302,New Jersey,0,1377
34027043303,New Jersey,0,1545
34027043401,New Jersey,0,3694
34027043402,New Jersey,0,1799
34027043500,New Jersey,0,1267
34027043600,New Jersey,0,1230
34027043700,New Jersey,0,1230
34027043800,New Jersey,0,2083
34027043900,New Jersey,0,2098
34027044000,New Jersey,0,2144
34027044101,New Jersey,0,1352
34027044102,New Jersey,0,1999
34027044200,New Jersey,0,1458
34027044300,New Jersey,0,2969
34027044401,New Jersey,0,2976
34027044403,New Jersey,0,3106
34027044404,New Jersey,0,2782
34027044501,New Jersey,0,3174
34027044502,New Jersey,0,2522
34027044601,New Jersey,0,3301
34027044602,New Jersey,0,3892
34027044701,New Jersey,0,1835
34027044702,New Jersey,0,4336
34027044800,New Jersey,0,2308
34027044900,New Jersey,0,1883
34027045000,New Jersey,0,1481
34027045100,New Jersey,0,4065
34027045200,New Jersey,0,2597
34027045300,New Jersey,0,2688
34027045401,New Jersey,0,2826
34027045402,New Jersey,0,3143
34027045501,New Jersey,0,3934
34027045502,New Jersey,0,6254
34027045602,New Jersey,0,641
34027045603,New Jersey,0,2074
34027045701,New Jersey,0,3664
34027045703,New Jersey,0,2518
34027045704,New Jersey,0,3330
34027045804,New Jersey,0,2371
34027045901,New Jersey,0,530
34027045902,New Jersey,0,4106
34027046000,New Jersey,0,1523
34027046103,New Jersey,0,3745
34027046104,New Jersey,0,4053
34027046105,New Jersey,0,4648
34027046106,New Jersey,0,6502
34027046201,New Jersey,0,3018
34027046202,New Jersey,0,1851
34027046297,New Jersey,0,2187
34027046298,New Jersey,0,2547
34027046300,New Jersey,0,2887
34027046400,New Jersey,0,1590
34029710100,New Jersey,0,3173
34029711100,New Jersey,0,2281
34029711200,New Jersey,0,2736
34029711300,New Jersey,0,2945
34029711400,New Jersey,0,4175
34029712000,New Jersey,0,663
34029713000,New Jersey,0,3013
34029713100,New Jersey,0,4328
34029713201,New Jersey,0,1485
34029713202,New Jersey,0,2749
34029713203,New Jersey,0,2501
34029713300,New Jersey,0,2301
34029713401,New Jersey,0,3626
34029713402,New Jersey,0,2365
34029713500,New Jersey,0,1900
34029713600,New Jersey,0,2916
34029713700,New Jersey,0,1686
34029713800,New Jersey,0,2422
34029713900,New Jersey,0,4648
34029714000,New Jersey,0,4590
34029714100,New Jersey,0,1513
34029714200,New Jersey,0,5602
34029714300,New Jersey,0,1924
34029714400,New Jersey,0,165
34029715000,New Jersey,0,2280
34029715200,New Jersey,0,1204
34029715301,New Jersey,0,1296
34029715302,New Jersey,0,487
34029715401,New Jersey,0,612
34029715402,New Jersey,0,80
34029715500,New Jersey,0,1275
34029715600,New Jersey,0,495
34029715700,New Jersey,0,1737
34029715800,New Jersey,0,1181
34029715901,New Jersey,0,528
34029715902,New Jersey,0,1440
34029716000,New Jersey,0,1708
34029717001,New Jersey,0,2365
34029717002,New Jersey,0,2403
34029717101,New Jersey,0,7902
34029717102,New Jersey,0,3603
34029717200,New Jersey,0,7892
34029717300,New Jersey,0,4877
34029717400,New Jersey,0,5019
34029717501,New Jersey,0,5103
34029717502,New Jersey,0,3592
34029718000,New Jersey,0,6262
34029720001,New Jersey,0,2361
34029720101,New Jersey,0,1777
34029720102,New Jersey,0,1073
34029720103,New Jersey,0,1281
34029720202,New Jersey,0,1039
34029720203,New Jersey,0,3052
34029720204,New Jersey,0,4834
34029720205,New Jersey,0,1477
34029720206,New Jersey,0,3086
34029721000,New Jersey,0,2384
34029722001,New Jersey,0,2611
34029722002,New Jersey,0,5523
34029722100,New Jersey,0,3906
34029722200,New Jersey,0,861
34029722300,New Jersey,0,3278
34029722401,New Jersey,0,4297
34029722402,New Jersey,0,3262
34029722500,New Jersey,0,406
34029722600,New Jersey,0,2009
34029722701,New Jersey,0,4634
34029722702,New Jersey,0,4753
34029722800,New Jersey,0,2806
34029722900,New Jersey,0,4483
34029723000,New Jersey,0,4963
34029723100,New Jersey,0,2481
34029723200,New Jersey,0,6498
34029723300,New Jersey,0,5540
34029723400,New Jersey,0,2560
34029723500,New Jersey,0,1670
34029723600,New Jersey,0,2405
34029724000,New Jersey,0,2110
34029725001,New Jersey,0,2368
34029725002,New Jersey,0,4449
34029725100,New Jersey,0,1224
34029726000,New Jersey,0,886
34029727001,New Jersey,0,602
34029727002,New Jersey,0,749
34029728000,New Jersey,0,2237
34029729000,New Jersey,0,1261
34029730000,New Jersey,0,1480
34029731001,New Jersey,0,2786
34029731002,New Jersey,0,3279
34029731101,New Jersey,0,3045
34029731102,New Jersey,0,4832
34029731103,New Jersey,0,4434
34029731201,New Jersey,0,1333
34029731202,New Jersey,0,1080
34029731203,New Jersey,0,446
34029731204,New Jersey,0,821
34029731205,New Jersey,0,1229
34029731206,New Jersey,0,882
34029732001,New Jersey,0,6798
34029732002,New Jersey,0,8190
34029732101,New Jersey,0,5956
34029732103,New Jersey,0,2014
34029732104,New Jersey,0,4001
34029733000,New Jersey,0,4752
34029734001,New Jersey,0,4515
34029734002,New Jersey,0,5125
34029734003,New Jersey,0,5329
34029735001,New Jersey,0,5454
34029735002,New Jersey,0,9369
34029735101,New Jersey,0,1716
34029735103,New Jersey,0,2838
34029735104,New Jersey,0,2601
34029736001,New Jersey,0,2295
34029736002,New Jersey,0,1115
34029736101,New Jersey,0,3357
34029736102,New Jersey,0,5476
34029736105,New Jersey,0,2090
34029737000,New Jersey,0,2193
34029738001,New Jersey,0,558
34029738002,New Jersey,0,327
34029738100,New Jersey,0,419
34029739000,New Jersey,0,1006
34029739100,New Jersey,0,313
34029980000,New Jersey,0,0
34029990000,New Jersey,0,4
34031116500,New Jersey,0,4120
34031124200,New Jersey,0,2882
34031124311,New Jersey,0,2257
34031124312,New Jersey,0,1438
34031124321,New Jersey,0,2533
34031124322,New Jersey,0,2403
34031124323,New Jersey,0,1105
34031124401,New Jersey,0,2974
34031124402,New Jersey,0,3106
34031124500,New Jersey,0,1901
34031124601,New Jersey,0,2198
34031124602,New Jersey,0,2622
34031124700,New Jersey,0,2480
34031124800,New Jersey,0,2447
34031124900,New Jersey,0,2086
34031125000,New Jersey,0,2250
34031125100,New Jersey,0,1253
34031133701,New Jersey,0,2663
34031133702,New Jersey,0,1706
34031143200,New Jersey,0,3954
34031143300,New Jersey,0,3450
34031143400,New Jersey,0,3810
34031154001,New Jersey,0,2175
34031154002,New Jersey,0,4488
34031163500,New Jersey,0,4830
34031175200,New Jersey,0,1340
34031175301,New Jersey,0,863
34031175302,New Jersey,0,1465
34031175401,New Jersey,0,1191
34031175402,New Jersey,0,844
34031175500,New Jersey,0,1893
34031175601,New Jersey,0,317
34031175602,New Jersey,0,1656
34031175701,New Jersey,0,1210
34031175703,New Jersey,0,1259
34031175704,New Jersey,0,458
34031175801,New Jersey,0,1117
34031175802,New Jersey,0,1449
34031175900,New Jersey,0,619
34031180100,New Jersey,0,3612
34031180201,New Jersey,0,1776
34031180202,New Jersey,0,3838
34031180300,New Jersey,0,3240
34031180600,New Jersey,0,1387
34031180700,New Jersey,0,739
34031180800,New Jersey,0,739
34031180900,New Jersey,0,904
34031181000,New Jersey,0,1517
34031181100,New Jersey,0,1876
34031181200,New Jersey,0,767
34031181300,New Jersey,0,1226
34031181400,New Jersey,0,968
34031181500,New Jersey,0,769
34031181702,New Jersey,0,1098
34031181800,New Jersey,0,971
34031181900,New Jersey,0,3031
34031182000,New Jersey,0,339
34031182100,New Jersey,0,1324
34031182200,New Jersey,0,793
34031182301,New Jersey,0,644
34031182302,New Jersey,0,1479
34031182400,New Jersey,0,1590
34031182500,New Jersey,0,2865
34031182600,New Jersey,0,1921
34031182700,New Jersey,0,2020
34031182800,New Jersey,0,816
34031182900,New Jersey,0,750
34031183000,New Jersey,0,3698
34031183101,New Jersey,0,1929
34031183102,New Jersey,0,1850
34031183200,New Jersey,0,968
34031196401,New Jersey,0,2855
34031196402,New Jersey,0,3376
34031203600,New Jersey,0,2611
34031216701,New Jersey,0,2989
34031216702,New Jersey,0,2506
34031223801,New Jersey,0,1355
34031223802,New Jersey,0,5045
34031223900,New Jersey,0,17
34031236601,New Jersey,0,2615
34031236602,New Jersey,0,3349
34031246001,New Jersey,0,3523
34031246002,New Jersey,0,1714
34031246003,New Jersey,0,3794
34031246101,New Jersey,0,4864
34031246102,New Jersey,0,1346
34031246103,New Jersey,0,5319
34031246104,New Jersey,0,1826
34031246201,New Jersey,0,5688
34031246202,New Jersey,0,4044
34031246203,New Jersey,0,2669
34031246300,New Jersey,0,3069
34031256801,New Jersey,0,3210
34031256802,New Jersey,0,1883
34031256803,New Jersey,0,2394
34031256804,New Jersey,0,4046
34031256805,New Jersey,0,3188
34031264101,New Jersey,0,3463
34031264102,New Jersey,0,3840
34031264200,New Jersey,0,1500
34035050100,New Jersey,0,1060
34035050200,New Jersey,0,973
34035050300,New Jersey,0,1443
34035050400,New Jersey,0,1081
34035050500,New Jersey,0,1252
34035050600,New Jersey,0,2581
34035050701,New Jersey,0,2003
34035050703,New Jersey,0,2430
34035050704,New Jersey,0,2976
34035050801,New Jersey,0,3255
34035050802,New Jersey,0,2526
34035050901,New Jersey,0,3264
34035050902,New Jersey,0,2103
34035050903,New Jersey,0,3535
34035051000,New Jersey,0,3686
34035051100,New Jersey,0,1280
34035051200,New Jersey,0,1864
34035051300,New Jersey,0,1495
34035051400,New Jersey,0,2254
34035051500,New Jersey,0,1048
34035051600,New Jersey,0,1582
34035051700,New Jersey,0,1365
34035051800,New Jersey,0,1535
34035051900,New Jersey,0,2774
34035052001,New Jersey,0,1903
34035052002,New Jersey,0,1888
34035052100,New Jersey,0,4294
34035052201,New Jersey,0,2892
34035052203,New Jersey,0,2795
34035052204,New Jersey,0,2591
34035052300,New Jersey,0,2829
34035052400,New Jersey,0,2415
34035052601,New Jersey,0,4205
34035052603,New Jersey,0,1443
34035052700,New Jersey,0,4428
34035052800,New Jersey,0,1005
34035052901,New Jersey,0,309
34035052903,New Jersey,0,2270
34035052904,New Jersey,0,1026
34035053000,New Jersey,0,1922
34035053102,New Jersey,0,1170
34035053103,New Jersey,0,2578
34035053105,New Jersey,0,3301
34035053200,New Jersey,0,2475
34035053300,New Jersey,0,2504
34035053402,New Jersey,0,3090
34035053403,New Jersey,0,2083
34035053404,New Jersey,0,5165
34035053501,New Jersey,0,2353
34035053602,New Jersey,0,3363
34035053603,New Jersey,0,2920
34035053604,New Jersey,0,2138
34035053703,New Jersey,0,2044
34035053704,New Jersey,0,1798
34035053705,New Jersey,0,2889
34035053706,New Jersey,0,3101
34035053707,New Jersey,0,2975
34035053801,New Jersey,0,238
34035053803,New Jersey,0,6070
34035053804,New Jersey,0,2349
34035053805,New Jersey,0,3495
34035053901,New Jersey,0,366
34035053904,New Jersey,0,1415
34035053905,New Jersey,0,2595
34035054100,New Jersey,0,3480
34035054201,New Jersey,0,2593
34035054202,New Jersey,0,2357
34035054300,New Jersey,0,3196
34037371000,New Jersey,0,1896
34037371100,New Jersey,0,2046
34037371200,New Jersey,0,1028
34037371300,New Jersey,0,1749
34037371400,New Jersey,0,1509
34037371502,New Jersey,0,2883
34037371503,New Jersey,0,1164
34037371600,New Jersey,0,1973
34037371700,New Jersey,0,4101
34037371800,New Jersey,0,3453
34037371900,New Jersey,0,703
34037372000,New Jersey,0,1284
34037372100,New Jersey,0,869
34037372200,New Jersey,0,645
34037372300,New Jersey,0,1812
34037372400,New Jersey,0,979
34037372500,New Jersey,0,1909
34037372600,New Jersey,0,2313
34037372700,New Jersey,0,1988
34037372800,New Jersey,0,769
34037372900,New Jersey,0,2050
34037373000,New Jersey,0,978
34037373100,New Jersey,0,3136
34037373200,New Jersey,0,2105
34037373300,New Jersey,0,1731
34037373400,New Jersey,0,4470
34037373500,New Jersey,0,1980
34037373600,New Jersey,0,1630
34037373700,New Jersey,0,1665
34037373800,New Jersey,0,2277
34037373900,New Jersey,0,1345
34037374000,New Jersey,0,1462
34037374100,New Jersey,0,2814
34037374200,New Jersey,0,1419
34037374300,New Jersey,0,2401
34037374400,New Jersey,0,1345
34037374500,New Jersey,0,641
34037374600,New Jersey,0,1972
34037374700,New Jersey,0,2517
34037374800,New Jersey,0,2325
34037374900,New Jersey,0,2926
34039030200,New Jersey,0,1019
34039030400,New Jersey,0,2653
34039030500,New Jersey,0,2255
34039030600,New Jersey,0,1335
34039030701,New Jersey,0,901
34039030702,New Jersey,0,3178
34039030802,New Jersey,0,1269
34039030900,New Jersey,0,2450
34039031000,New Jersey,0,1043
34039031100,New Jersey,0,1638
34039031200,New Jersey,0,2335
34039031300,New Jersey,0,2618
34039031400,New Jersey,0,2477
34039031500,New Jersey,0,2268
34039031601,New Jersey,0,1853
34039031602,New Jersey,0,2296
34039031700,New Jersey,0,2264
34039031801,New Jersey,0,1707
34039031802,New Jersey,0,1385
34039031903,New Jersey,0,2646
34039031904,New Jersey,0,1238
34039032001,New Jersey,0,3233
34039032002,New Jersey,0,1666
34039032100,New Jersey,0,2992
34039032200,New Jersey,0,1983
34039032300,New Jersey,0,892
34039032400,New Jersey,0,3522
34039032500,New Jersey,0,2333
34039032600,New Jersey,0,2422
34039032700,New Jersey,0,3308
34039032800,New Jersey,0,2025
34039032901,New Jersey,0,2948
34039032902,New Jersey,0,2524
34039033000,New Jersey,0,1941
34039033100,New Jersey,0,2742
34039033200,New Jersey,0,2740
34039033300,New Jersey,0,2256
34039033400,New Jersey,0,1984
34039033500,New Jersey,0,3376
34039033600,New Jersey,0,4566
34039033700,New Jersey,0,2488
34039033800,New Jersey,0,2719
34039033900,New Jersey,0,1732
34039034000,New Jersey,0,2599
34039034100,New Jersey,0,1513
34039034200,New Jersey,0,1497
34039034300,New Jersey,0,1827
34039034400,New Jersey,0,2158
34039034500,New Jersey,0,1576
34039034600,New Jersey,0,1322
34039034700,New Jersey,0,1623
34039034800,New Jersey,0,1888
34039034900,New Jersey,0,3316
34039035000,New Jersey,0,996
34039035100,New Jersey,0,1306
34039035200,New Jersey,0,1119
34039035300,New Jersey,0,2611
34039035400,New Jersey,0,1075
34039035500,New Jersey,0,3273
34039035600,New Jersey,0,1852
34039035700,New Jersey,0,2839
34039035800,New Jersey,0,1455
34039035900,New Jersey,0,1574
34039036000,New Jersey,0,2448
34039036100,New Jersey,0,585
34039036200,New Jersey,0,3839
34039036301,New Jersey,0,2913
34039036302,New Jersey,0,2695
34039036400,New Jersey,0,4777
34039036500,New Jersey,0,3405
34039036600,New Jersey,0,2657
34039036700,New Jersey,0,2689
34039036800,New Jersey,0,4378
34039036900,New Jersey,0,2906
34039037000,New Jersey,0,2466
34039037100,New Jersey,0,2284
34039037200,New Jersey,0,2105
34039037300,New Jersey,0,2377
34039037400,New Jersey,0,2224
34039037500,New Jersey,0,2939
34039037601,New Jersey,0,2516
34039037602,New Jersey,0,3685
34039037700,New Jersey,0,1869
34039037800,New Jersey,0,2117
34039037900,New Jersey,0,2325
34039038000,New Jersey,0,1986
34039038101,New Jersey,0,2189
34039038102,New Jersey,0,4010
34039038201,New Jersey,0,2806
34039038202,New Jersey,0,4399
34039038300,New Jersey,0,3754
34039038400,New Jersey,0,3610
34039038500,New Jersey,0,3219
34039038601,New Jersey,0,4447
34039038602,New Jersey,0,2906
34039038700,New Jersey,0,4236
34039038800,New Jersey,0,1752
34039038900,New Jersey,0,1813
34039039000,New Jersey,0,1001
34039039100,New Jersey,0,1014
34039039200,New Jersey,0,1788
34039039300,New Jersey,0,1090
34039039400,New Jersey,0,1542
34039039500,New Jersey,0,1845
34039039600,New Jersey,0,2068
34039039700,New Jersey,0,1872
34039039800,New Jersey,0,2148
34039039900,New Jersey,0,767
36005000100,New York,0,8
36005000200,New York,0,1158
36005000400,New York,0,1853
36005001600,New York,0,1377
36005001900,New York,0,1876
36005002000,New York,0,2750
36005002300,New York,0,1541
36005002400,New York,0,95
36005002500,New York,0,1263
36005002701,New York,0,1102
36005002702,New York,0,1083
36005002800,New York,0,2723
36005003100,New York,0,1268
36005003300,New York,0,997
36005003500,New York,0,1831
36005003700,New York,0,103
36005003800,New York,0,441
36005003900,New York,0,1733
36005004001,New York,0,804
36005004100,New York,0,2741
36005004200,New York,0,2730
36005004300,New York,0,1543
36005004400,New York,0,1901
36005004600,New York,0,636
36005004800,New York,0,1334
36005005001,New York,0,1387
36005005002,New York,0,1822
36005005100,New York,0,2200
36005005200,New York,0,666
36005005300,New York,0,1103
36005005400,New York,0,2907
36005005600,New York,0,848
36005005902,New York,0,693
36005006000,New York,0,521
36005006100,New York,0,2235
36005006200,New York,0,2476
36005006300,New York,0,2257
36005006400,New York,0,2263
36005006500,New York,0,2212
36005006700,New York,0,2917
36005006800,New York,0,1699
36005006900,New York,0,3038
36005007000,New York,0,2579
36005007100,New York,0,1639
36005007200,New York,0,3038
36005007300,New York,0,1904
36005007400,New York,0,943
36005007500,New York,0,2424
36005007600,New York,0,2022
36005007700,New York,0,838
36005007800,New York,0,2878
36005007900,New York,0,2915
36005008300,New York,0,1604
36005008400,New York,0,1030
36005008500,New York,0,1566
36005008600,New York,0,1462
36005008700,New York,0,1792
36005008900,New York,0,585
36005009000,New York,0,1564
36005009200,New York,0,2728
36005009300,New York,0,2409
36005009600,New York,0,1236
36005009800,New York,0,1304
36005011000,New York,0,14
36005011502,New York,0,1313
36005011700,New York,0,840
36005011800,New York,0,1004
36005011900,New York,0,1777
36005012101,New York,0,1338
36005012102,New York,0,585
36005012300,New York,0,1317
36005012500,New York,0,1346
36005012701,New York,0,716
36005012901,New York,0,1671
36005013000,New York,0,436
36005013100,New York,0,1945
36005013200,New York,0,1596
36005013300,New York,0,2551
36005013500,New York,0,1309
36005013800,New York,0,827
36005014100,New York,0,3816
36005014300,New York,0,953
36005014400,New York,0,1428
36005014500,New York,0,4352
36005014701,New York,0,2529
36005014702,New York,0,2257
36005014900,New York,0,1883
36005015100,New York,0,3022
36005015200,New York,0,625
36005015300,New York,0,1897
36005015500,New York,0,1013
36005015700,New York,0,2377
36005015800,New York,0,647
36005015900,New York,0,695
36005016000,New York,0,773
36005016100,New York,0,2670
36005016200,New York,0,692
36005016300,New York,0,127
36005016400,New York,0,175
36005016500,New York,0,707
36005016600,New York,0,417
36005016700,New York,0,1404
36005016900,New York,0,715
36005017100,New York,0,69
36005017300,New York,0,2657
36005017500,New York,0,2786
36005017701,New York,0,1449
36005017702,New York,0,2018
36005017901,New York,0,1863
36005017902,New York,0,1758
36005018101,New York,0,1192
36005018102,New York,0,2749
36005018301,New York,0,764
36005018302,New York,0,1746
36005018400,New York,0,821
36005018500,New York,0,4581
36005018900,New York,0,2485
36005019300,New York,0,2044
36005019400,New York,0,781
36005019500,New York,0,2438
36005019700,New York,0,2264
36005019900,New York,0,1999
36005020000,New York,0,2570
36005020100,New York,0,856
36005020200,New York,0,1396
36005020400,New York,0,1441
36005020501,New York,0,1623
36005020502,New York,0,430
36005020601,New York,0,1611
36005020900,New York,0,1661
36005021001,New York,0,3622
36005021002,New York,0,3651
36005021100,New York,0,1941
36005021200,New York,0,4073
36005021301,New York,0,254
36005021302,New York,0,2427
36005021501,New York,0,835
36005021502,New York,0,2077
36005021601,New York,0,1582
36005021602,New York,0,3734
36005021700,New York,0,2707
36005021800,New York,0,2277
36005021900,New York,0,637
36005022000,New York,0,716
36005022101,New York,0,1291
36005022102,New York,0,1131
36005022200,New York,0,2243
36005022300,New York,0,1338
36005022401,New York,0,875
36005022403,New York,0,1283
36005022404,New York,0,1726
36005022500,New York,0,2912
36005022701,New York,0,2398
36005022702,New York,0,747
36005022703,New York,0,761
36005022800,New York,0,2063
36005022901,New York,0,2010
36005022902,New York,0,1048
36005023000,New York,0,1291
36005023100,New York,0,419
36005023200,New York,0,1377
36005023301,New York,0,1612
36005023302,New York,0,1112
36005023501,New York,0,1056
36005023502,New York,0,1345
36005023600,New York,0,648
36005023702,New York,0,550
36005023703,New York,0,1779
36005023704,New York,0,948
36005023800,New York,0,873
36005023900,New York,0,2672
36005024000,New York,0,1585
36005024100,New York,0,2303
36005024300,New York,0,1560
36005024400,New York,0,1081
36005024501,New York,0,1123
36005024502,New York,0,1283
36005024600,New York,0,876
36005024700,New York,0,496
36005024800,New York,0,947
36005024900,New York,0,5
36005025000,New York,0,877
36005025100,New York,0,2195
36005025200,New York,0,798
36005025300,New York,0,2101
36005025400,New York,0,531
36005025500,New York,0,1783
36005025600,New York,0,589
36005025700,New York,0,611
36005026100,New York,0,672
36005026300,New York,0,1488
36005026400,New York,0,1794
36005026500,New York,0,2062
36005026601,New York,0,860
36005026602,New York,0,2111
36005026701,New York,0,896
36005026702,New York,0,1724
36005026900,New York,0,1058
36005027300,New York,0,1958
36005027401,New York,0,1443
36005027402,New York,0,944
36005027600,New York,0,138
36005027700,New York,0,1559
36005027900,New York,0,1955
36005028100,New York,0,859
36005028300,New York,0,877
36005028400,New York,0,511
36005028500,New York,0,856
36005028600,New York,0,583
36005028700,New York,0,1153
36005028800,New York,0,1124
36005028900,New York,0,1593
36005029301,New York,0,306
36005029302,New York,0,1025
36005029500,New York,0,763
36005029600,New York,0,955
36005029700,New York,0,589
36005030000,New York,0,2344
36005030100,New York,0,182
36005030200,New York,0,2841
36005030701,New York,0,1019
36005030900,New York,0,297
36005031000,New York,0,1030
36005031200,New York,0,728
36005031400,New York,0,558
36005031600,New York,0,1033
36005031800,New York,0,471
36005031900,New York,0,16
36005032300,New York,0,742
36005032400,New York,0,838
36005032600,New York,0,1117
36005032800,New York,0,1474
36005033000,New York,0,2635
36005033201,New York,0,1571
36005033202,New York,0,1596
36005033400,New York,0,870
36005033500,New York,0,429
36005033600,New York,0,2274
36005033700,New York,0,572
36005033800,New York,0,1347
36005034000,New York,0,1395
36005034200,New York,0,1060
36005034300,New York,0,335
36005034400,New York,0,557
36005034500,New York,0,836
36005034800,New York,0,2464
36005035000,New York,0,661
36005035100,New York,0,699
36005035600,New York,0,743
36005035800,New York,0,2394
36005035900,New York,0,915
36005036000,New York,0,592
36005036100,New York,0,1317
36005036300,New York,0,2187
36005036400,New York,0,1118
36005036501,New York,0,1684
36005036502,New York,0,673
36005036700,New York,0,746
36005036800,New York,0,1035
36005036901,New York,0,914
36005036902,New York,0,611
36005037000,New York,0,514
36005037100,New York,0,1277
36005037200,New York,0,565
36005037300,New York,0,1791
36005037400,New York,0,1920
36005037504,New York,0,2097
36005037600,New York,0,687
36005037800,New York,0,1202
36005037900,New York,0,2772
36005038000,New York,0,2132
36005038100,New York,0,2172
36005038200,New York,0,882
36005038301,New York,0,1634
36005038302,New York,0,2232
36005038500,New York,0,1797
36005038600,New York,0,2989
36005038700,New York,0,1368
36005038800,New York,0,975
36005038900,New York,0,1718
36005039000,New York,0,1568
36005039100,New York,0,2370
36005039200,New York,0,849
36005039300,New York,0,2305
36005039400,New York,0,1991
36005039500,New York,0,2157
36005039600,New York,0,1532
36005039700,New York,0,848
36005039800,New York,0,1313
36005039901,New York,0,2118
36005039902,New York,0,2181
36005040100,New York,0,1970
36005040302,New York,0,1225
36005040303,New York,0,996
36005040304,New York,0,1370
36005040400,New York,0,1138
36005040501,New York,0,1326
36005040502,New York,0,2727
36005040600,New York,0,1211
36005040701,New York,0,861
36005040702,New York,0,1724
36005040800,New York,0,1257
36005040900,New York,0,1490
36005041100,New York,0,669
36005041300,New York,0,1933
36005041400,New York,0,1902
36005041500,New York,0,2276
36005041800,New York,0,1239
36005041900,New York,0,2258
36005042000,New York,0,1075
36005042100,New York,0,2489
36005042200,New York,0,975
36005042300,New York,0,1387
36005042400,New York,0,985
36005042500,New York,0,3002
36005042600,New York,0,2164
36005042800,New York,0,733
36005042901,New York,0,1368
36005042902,New York,0,1683
36005043000,New York,0,903
36005043100,New York,0,3019
36005043400,New York,0,1196
36005043500,New York,0,884
36005043600,New York,0,477
36005044200,New York,0,1282
36005044400,New York,0,888
36005044800,New York,0,512
36005044901,New York,0,312
36005044902,New York,0,316
36005045101,New York,0,347
36005045102,New York,0,549
36005045600,New York,0,1382
36005045800,New York,0,1791
36005046000,New York,0,899
36005046201,New York,0,8376
36005046202,New York,0,3261
36005048400,New York,0,1122
36005050400,New York,0,14
36005051600,New York,0,893
36047000100,New York,0,557
36047000200,New York,0,336
36047000301,New York,0,272
36047000501,New York,0,436
36047000502,New York,0,213
36047000700,New York,0,482
36047000900,New York,0,455
36047001100,New York,0,403
36047001300,New York,0,155
36047001500,New York,0,2747
36047001800,New York,0,272
36047002000,New York,0,420
36047002100,New York,0,549
36047002200,New York,0,867
36047002300,New York,0,1094
36047002901,New York,0,998
36047003000,New York,0,502
36047003100,New York,0,365
36047003300,New York,0,882
36047003400,New York,0,947
36047003500,New York,0,637
36047003600,New York,0,1063
36047003700,New York,0,877
36047003800,New York,0,279
36047003900,New York,0,754
36047004100,New York,0,440
36047004300,New York,0,539
36047004400,New York,0,434
36047004500,New York,0,322
36047004600,New York,0,695
36047004700,New York,0,296
36047004900,New York,0,273
36047005000,New York,0,820
36047005100,New York,0,400
36047005201,New York,0,763
36047005202,New York,0,544
36047005300,New York,0,425
36047005400,New York,0,1013
36047005601,New York,0,615
36047005602,New York,0,460
36047005800,New York,0,1485
36047005900,New York,0,276
36047006000,New York,0,861
36047006200,New York,0,1129
36047006300,New York,0,201
36047006400,New York,0,1216
36047006500,New York,0,918
36047006600,New York,0,1309
36047006700,New York,0,232
36047006800,New York,0,2302
36047006900,New York,0,650
36047007000,New York,0,969
36047007100,New York,0,1254
