GEOID,STATE,Date,Sum of home_device_count
36103146300,New York,13-Feb,1016
36103146402,New York,13-Feb,2638
36103146403,New York,13-Feb,2006
36103146404,New York,13-Feb,1519
36103146500,New York,13-Feb,3167
36103146604,New York,13-Feb,3239
36103146605,New York,13-Feb,869
36103146606,New York,13-Feb,3804
36103146607,New York,13-Feb,1324
36103146608,New York,13-Feb,1134
36103146611,New York,13-Feb,1564
36103146612,New York,13-Feb,2450
36103146613,New York,13-Feb,2435
36103146614,New York,13-Feb,3587
36103146615,New York,13-Feb,2703
36103146703,New York,13-Feb,2406
36103146704,New York,13-Feb,1718
36103146705,New York,13-Feb,1832
36103146706,New York,13-Feb,1707
36103146800,New York,13-Feb,4415
36103146901,New York,13-Feb,4443
36103146902,New York,13-Feb,2362
36103147001,New York,13-Feb,3114
36103147003,New York,13-Feb,1963
36103147004,New York,13-Feb,88
36103147100,New York,13-Feb,1219
36103147200,New York,13-Feb,2551
36103147300,New York,13-Feb,3394
36103147401,New York,13-Feb,2981
36103147402,New York,13-Feb,1609
36103147501,New York,13-Feb,3951
36103147502,New York,13-Feb,3663
36103147503,New York,13-Feb,1107
36103147601,New York,13-Feb,1237
36103147602,New York,13-Feb,2743
36103147701,New York,13-Feb,1846
36103147702,New York,13-Feb,2449
36103147802,New York,13-Feb,1804
36103147803,New York,13-Feb,1194
36103147804,New York,13-Feb,2992
36103147901,New York,13-Feb,2479
36103147902,New York,13-Feb,2126
36103158001,New York,13-Feb,1734
36103158002,New York,13-Feb,1687
36103158006,New York,13-Feb,3572
36103158007,New York,13-Feb,4770
36103158009,New York,13-Feb,1309
36103158010,New York,13-Feb,1659
36103158011,New York,13-Feb,2688
36103158102,New York,13-Feb,2959
36103158103,New York,13-Feb,2778
36103158104,New York,13-Feb,3044
36103158107,New York,13-Feb,2240
36103158108,New York,13-Feb,1645
36103158110,New York,13-Feb,2315
36103158111,New York,13-Feb,1869
36103158112,New York,13-Feb,2707
36103158114,New York,13-Feb,2013
36103158115,New York,13-Feb,3604
36103158116,New York,13-Feb,1143
36103158202,New York,13-Feb,3942
36103158203,New York,13-Feb,449
36103158205,New York,13-Feb,977
36103158206,New York,13-Feb,1392
36103158207,New York,13-Feb,1594
36103158304,New York,13-Feb,3458
36103158306,New York,13-Feb,3887
36103158308,New York,13-Feb,4923
36103158309,New York,13-Feb,2431
36103158310,New York,13-Feb,2208
36103158315,New York,13-Feb,2397
36103158317,New York,13-Feb,3133
36103158318,New York,13-Feb,2530
36103158319,New York,13-Feb,2126
36103158320,New York,13-Feb,3804
36103158321,New York,13-Feb,4957
36103158322,New York,13-Feb,1081
36103158323,New York,13-Feb,4729
36103158401,New York,13-Feb,894
36103158402,New York,13-Feb,1759
36103158403,New York,13-Feb,1210
36103158405,New York,13-Feb,2676
36103158407,New York,13-Feb,3078
36103158408,New York,13-Feb,2296
36103158409,New York,13-Feb,1725
36103158410,New York,13-Feb,612
36103158502,New York,13-Feb,2066
36103158505,New York,13-Feb,3501
36103158506,New York,13-Feb,1197
36103158507,New York,13-Feb,2485
36103158508,New York,13-Feb,3503
36103158509,New York,13-Feb,2933
36103158510,New York,13-Feb,4161
36103158511,New York,13-Feb,3883
36103158512,New York,13-Feb,2262
36103158604,New York,13-Feb,3278
36103158605,New York,13-Feb,2808
36103158606,New York,13-Feb,2879
36103158607,New York,13-Feb,1519
36103158608,New York,13-Feb,2397
36103158609,New York,13-Feb,2312
36103158704,New York,13-Feb,3741
36103158705,New York,13-Feb,1888
36103158707,New York,13-Feb,945
36103158708,New York,13-Feb,2071
36103158709,New York,13-Feb,1303
36103158710,New York,13-Feb,2300
36103158711,New York,13-Feb,2351
36103158712,New York,13-Feb,3968
36103158802,New York,13-Feb,3196
36103158803,New York,13-Feb,3592
36103158804,New York,13-Feb,3268
36103158900,New York,13-Feb,3242
36103159000,New York,13-Feb,1693
36103159102,New York,13-Feb,3232
36103159103,New York,13-Feb,3477
36103159105,New York,13-Feb,3606
36103159106,New York,13-Feb,3281
36103159107,New York,13-Feb,1994
36103159108,New York,13-Feb,4565
36103159201,New York,13-Feb,1745
36103159203,New York,13-Feb,2294
36103159204,New York,13-Feb,2267
36103159300,New York,13-Feb,898
36103159404,New York,13-Feb,3737
36103159406,New York,13-Feb,2588
36103159407,New York,13-Feb,4041
36103159408,New York,13-Feb,2564
36103159410,New York,13-Feb,5195
36103159411,New York,13-Feb,1976
36103159412,New York,13-Feb,4216
36103159505,New York,13-Feb,4887
36103159506,New York,13-Feb,4238
36103159508,New York,13-Feb,4392
36103159509,New York,13-Feb,1708
36103159510,New York,13-Feb,66
36103159511,New York,13-Feb,3720
36103159512,New York,13-Feb,1297
36103159601,New York,13-Feb,3073
36103159602,New York,13-Feb,1505
36103169701,New York,13-Feb,3831
36103169703,New York,13-Feb,434
36103169704,New York,13-Feb,3077
36103169800,New York,13-Feb,2371
36103169901,New York,13-Feb,2585
36103169902,New York,13-Feb,2914
36103170001,New York,13-Feb,1820
36103170002,New York,13-Feb,894
36103170101,New York,13-Feb,556
36103170201,New York,13-Feb,1676
36103170202,New York,13-Feb,636
36103180300,New York,13-Feb,702
36103190401,New York,13-Feb,2596
36103190402,New York,13-Feb,1226
36103190403,New York,13-Feb,1389
36103190502,New York,13-Feb,657
36103190503,New York,13-Feb,1327
36103190504,New York,13-Feb,475
36103190601,New York,13-Feb,1723
36103190603,New York,13-Feb,1400
36103190604,New York,13-Feb,1641
36103190704,New York,13-Feb,497
36103190705,New York,13-Feb,958
36103190706,New York,13-Feb,1149
36103190707,New York,13-Feb,1126
36103190708,New York,13-Feb,281
36103190800,New York,13-Feb,576
36103200901,New York,13-Feb,235
36103200902,New York,13-Feb,1488
36103201001,New York,13-Feb,1055
36103201003,New York,13-Feb,833
36103201004,New York,13-Feb,676
36103201100,New York,13-Feb,2021
36103990100,New York,13-Feb,0
36119000101,New York,13-Feb,2157
36119000103,New York,13-Feb,1850
36119000104,New York,13-Feb,187
36119000201,New York,13-Feb,2653
36119000202,New York,13-Feb,928
36119000203,New York,13-Feb,706
36119000300,New York,13-Feb,1728
36119000401,New York,13-Feb,1279
36119000402,New York,13-Feb,1894
36119000500,New York,13-Feb,1829
36119000600,New York,13-Feb,1978
36119000701,New York,13-Feb,760
36119000702,New York,13-Feb,1065
36119000801,New York,13-Feb,1573
36119000802,New York,13-Feb,1033
36119000803,New York,13-Feb,1165
36119000900,New York,13-Feb,1289
36119001000,New York,13-Feb,940
36119001101,New York,13-Feb,977
36119001102,New York,13-Feb,1614
36119001200,New York,13-Feb,1562
36119001301,New York,13-Feb,1356
36119001302,New York,13-Feb,1493
36119001303,New York,13-Feb,2055
36119001401,New York,13-Feb,1098
36119001402,New York,13-Feb,493
36119001403,New York,13-Feb,778
36119001502,New York,13-Feb,908
36119001503,New York,13-Feb,757
36119001504,New York,13-Feb,1700
36119001505,New York,13-Feb,592
36119001600,New York,13-Feb,1659
36119001700,New York,13-Feb,2439
36119001800,New York,13-Feb,399
36119001900,New York,13-Feb,718
36119002000,New York,13-Feb,1870
36119002101,New York,13-Feb,1332
36119002103,New York,13-Feb,981
36119002104,New York,13-Feb,1727
36119002105,New York,13-Feb,693
36119002106,New York,13-Feb,801
36119002107,New York,13-Feb,509
36119002201,New York,13-Feb,633
36119002202,New York,13-Feb,574
36119002203,New York,13-Feb,347
36119002204,New York,13-Feb,1031
36119002300,New York,13-Feb,1738
36119002401,New York,13-Feb,847
36119002402,New York,13-Feb,562
36119002403,New York,13-Feb,2210
36119002404,New York,13-Feb,950
36119002405,New York,13-Feb,1116
36119002600,New York,13-Feb,1492
36119002700,New York,13-Feb,1026
36119002800,New York,13-Feb,720
36119002900,New York,13-Feb,1715
36119003000,New York,13-Feb,1023
36119003100,New York,13-Feb,1428
36119003200,New York,13-Feb,937
36119003300,New York,13-Feb,1102
36119003400,New York,13-Feb,1422
36119003500,New York,13-Feb,1002
36119003600,New York,13-Feb,1809
36119003700,New York,13-Feb,989
36119003800,New York,13-Feb,1067
36119003900,New York,13-Feb,1117
36119004000,New York,13-Feb,2083
36119004100,New York,13-Feb,990
36119004200,New York,13-Feb,1536
36119004300,New York,13-Feb,424
36119004400,New York,13-Feb,886
36119004500,New York,13-Feb,284
36119004600,New York,13-Feb,660
36119004700,New York,13-Feb,1025
36119004800,New York,13-Feb,1803
36119004900,New York,13-Feb,515
36119005001,New York,13-Feb,1884
36119005002,New York,13-Feb,2059
36119005100,New York,13-Feb,2176
36119005200,New York,13-Feb,2796
36119005300,New York,13-Feb,1630
36119005400,New York,13-Feb,586
36119005500,New York,13-Feb,1057
36119005701,New York,13-Feb,1387
36119005702,New York,13-Feb,842
36119005800,New York,13-Feb,916
36119005901,New York,13-Feb,1839
36119005902,New York,13-Feb,1848
36119006000,New York,13-Feb,1703
36119006100,New York,13-Feb,1282
36119006200,New York,13-Feb,1775
36119006300,New York,13-Feb,1793
36119006400,New York,13-Feb,1852
36119006500,New York,13-Feb,2372
36119006600,New York,13-Feb,2060
36119006700,New York,13-Feb,1281
36119006801,New York,13-Feb,1675
36119006802,New York,13-Feb,1733
36119006900,New York,13-Feb,1275
36119007000,New York,13-Feb,1714
36119007100,New York,13-Feb,1319
36119007200,New York,13-Feb,2136
36119007300,New York,13-Feb,1548
36119007401,New York,13-Feb,1564
36119007402,New York,13-Feb,924
36119007500,New York,13-Feb,1022
36119007600,New York,13-Feb,1686
36119007700,New York,13-Feb,1554
36119007800,New York,13-Feb,1407
36119007900,New York,13-Feb,2171
36119008000,New York,13-Feb,1686
36119008100,New York,13-Feb,1445
36119008200,New York,13-Feb,1919
36119008301,New York,13-Feb,892
36119008302,New York,13-Feb,3944
36119008401,New York,13-Feb,908
36119008403,New York,13-Feb,1088
36119008404,New York,13-Feb,1811
36119008500,New York,13-Feb,1138
36119008602,New York,13-Feb,2700
36119008700,New York,13-Feb,1579
36119008800,New York,13-Feb,1017
36119008901,New York,13-Feb,1278
36119008902,New York,13-Feb,1130
36119009000,New York,13-Feb,1028
36119009100,New York,13-Feb,2046
36119009200,New York,13-Feb,2141
36119009300,New York,13-Feb,1207
36119009400,New York,13-Feb,2188
36119009500,New York,13-Feb,1434
36119009600,New York,13-Feb,1264
36119009701,New York,13-Feb,1087
36119009702,New York,13-Feb,969
36119009703,New York,13-Feb,962
36119009800,New York,13-Feb,1777
36119009900,New York,13-Feb,1391
36119010000,New York,13-Feb,2268
36119010100,New York,13-Feb,1050
36119010200,New York,13-Feb,895
36119010300,New York,13-Feb,415
36119010400,New York,13-Feb,1815
36119010500,New York,13-Feb,2695
36119010600,New York,13-Feb,2091
36119010701,New York,13-Feb,2074
36119010702,New York,13-Feb,1149
36119010801,New York,13-Feb,1083
36119010803,New York,13-Feb,1141
36119010804,New York,13-Feb,725
36119010901,New York,13-Feb,662
36119010902,New York,13-Feb,2063
36119010903,New York,13-Feb,1637
36119011000,New York,13-Feb,1259
36119011101,New York,13-Feb,1770
36119011102,New York,13-Feb,1441
36119011200,New York,13-Feb,1736
36119011300,New York,13-Feb,1557
36119011400,New York,13-Feb,2369
36119011500,New York,13-Feb,1260
36119011600,New York,13-Feb,1714
36119011700,New York,13-Feb,573
36119011800,New York,13-Feb,3121
36119011902,New York,13-Feb,1193
36119012000,New York,13-Feb,2053
36119012101,New York,13-Feb,2218
36119012102,New York,13-Feb,2116
36119012200,New York,13-Feb,2265
36119012301,New York,13-Feb,441
36119012303,New York,13-Feb,1603
36119012304,New York,13-Feb,1465
36119012400,New York,13-Feb,1088
36119012501,New York,13-Feb,871
36119012502,New York,13-Feb,1077
36119012503,New York,13-Feb,1114
36119012600,New York,13-Feb,940
36119012700,New York,13-Feb,1059
36119012802,New York,13-Feb,1345
36119012900,New York,13-Feb,1344
36119013000,New York,13-Feb,1666
36119013102,New York,13-Feb,2132
36119013103,New York,13-Feb,1706
36119013104,New York,13-Feb,2278
36119013201,New York,13-Feb,1259
36119013202,New York,13-Feb,845
36119013301,New York,13-Feb,894
36119013304,New York,13-Feb,1411
36119013400,New York,13-Feb,1833
36119013500,New York,13-Feb,1832
36119013600,New York,13-Feb,1283
36119013700,New York,13-Feb,1374
36119013800,New York,13-Feb,594
36119013900,New York,13-Feb,1257
36119014000,New York,13-Feb,1028
36119014100,New York,13-Feb,2856
36119014200,New York,13-Feb,1233
36119014300,New York,13-Feb,1465
36119014400,New York,13-Feb,2088
36119014500,New York,13-Feb,1556
36119014604,New York,13-Feb,1601
36119014605,New York,13-Feb,1006
36119014606,New York,13-Feb,1250
36119014607,New York,13-Feb,11120
36119014701,New York,13-Feb,2132
36119014703,New York,13-Feb,2649
36119014704,New York,13-Feb,983
36119014804,New York,13-Feb,3120
36119014805,New York,13-Feb,1235
36119014806,New York,13-Feb,2374
36119014808,New York,13-Feb,1310
36119014809,New York,13-Feb,2597
36119014810,New York,13-Feb,426
36119014811,New York,13-Feb,2687
36119014901,New York,13-Feb,1963
36119014903,New York,13-Feb,954
36119014907,New York,13-Feb,2166
36119014908,New York,13-Feb,1337
36119014909,New York,13-Feb,826
36119015000,New York,13-Feb,950
36119981000,New York,13-Feb,396
36119982000,New York,13-Feb,54
36119983000,New York,13-Feb,27
36119984000,New York,13-Feb,72
36119985000,New York,13-Feb,838
42103950102,Pennsylvania,13-Feb,854
42103950103,Pennsylvania,13-Feb,1521
42103950104,Pennsylvania,13-Feb,1133
42103950201,Pennsylvania,13-Feb,1105
42103950202,Pennsylvania,13-Feb,658
42103950301,Pennsylvania,13-Feb,933
42103950302,Pennsylvania,13-Feb,109
42103950501,Pennsylvania,13-Feb,536
42103950502,Pennsylvania,13-Feb,1117
42103950601,Pennsylvania,13-Feb,703
42103950603,Pennsylvania,13-Feb,527
42103950605,Pennsylvania,13-Feb,3309
42103950606,Pennsylvania,13-Feb,3159
42103950701,Pennsylvania,13-Feb,1667
42103950702,Pennsylvania,13-Feb,1334
42103950801,Pennsylvania,13-Feb,2192
42103950802,Pennsylvania,13-Feb,2189
42103950900,Pennsylvania,13-Feb,1405
34003001000,New Jersey,26-Mar,2956
34003002100,New Jersey,26-Mar,622
34003002200,New Jersey,26-Mar,3198
34003002300,New Jersey,26-Mar,3839
34003003100,New Jersey,26-Mar,1903
34003003200,New Jersey,26-Mar,2532
34003003300,New Jersey,26-Mar,3287
34003003401,New Jersey,26-Mar,1089
34003003402,New Jersey,26-Mar,1226
34003003500,New Jersey,26-Mar,2040
34003004001,New Jersey,26-Mar,1605
34003004002,New Jersey,26-Mar,2047
34003005000,New Jersey,26-Mar,3933
34003006100,New Jersey,26-Mar,3057
34003006201,New Jersey,26-Mar,2359
34003006202,New Jersey,26-Mar,1548
34003006300,New Jersey,26-Mar,3548
34003007001,New Jersey,26-Mar,2856
34003007002,New Jersey,26-Mar,3330
34003008000,New Jersey,26-Mar,5090
34003009100,New Jersey,26-Mar,2865
34003009200,New Jersey,26-Mar,1821
34003010100,New Jersey,26-Mar,2778
34003010200,New Jersey,26-Mar,2346
34003010300,New Jersey,26-Mar,3890
34003011100,New Jersey,26-Mar,2634
34003011200,New Jersey,26-Mar,2757
34003011300,New Jersey,26-Mar,2292
34003011400,New Jersey,26-Mar,4024
34003012001,New Jersey,26-Mar,3698
34003012002,New Jersey,26-Mar,1735
34003013001,New Jersey,26-Mar,3175
34003013002,New Jersey,26-Mar,2658
34003014000,New Jersey,26-Mar,4289
34003015100,New Jersey,26-Mar,766
34003015200,New Jersey,26-Mar,2614
34003015300,New Jersey,26-Mar,2164
34003015400,New Jersey,26-Mar,2435
34003015500,New Jersey,26-Mar,1975
34003016000,New Jersey,26-Mar,2256
34003017100,New Jersey,26-Mar,4629
34003017200,New Jersey,26-Mar,3785
34003017300,New Jersey,26-Mar,4195
34003017400,New Jersey,26-Mar,4014
34003017500,New Jersey,26-Mar,5559
34003018100,New Jersey,26-Mar,2317
34003018200,New Jersey,26-Mar,2660
34003019102,New Jersey,26-Mar,843
34003019103,New Jersey,26-Mar,1904
34003019104,New Jersey,26-Mar,1823
34003019202,New Jersey,26-Mar,1974
34003019203,New Jersey,26-Mar,1356
34003019204,New Jersey,26-Mar,1800
34003019303,New Jersey,26-Mar,3647
34003019304,New Jersey,26-Mar,1328
34003019305,New Jersey,26-Mar,2172
34003019306,New Jersey,26-Mar,1187
34003020100,New Jersey,26-Mar,2319
34003020200,New Jersey,26-Mar,3912
34003021100,New Jersey,26-Mar,2316
34003021200,New Jersey,26-Mar,2572
34003021300,New Jersey,26-Mar,2443
34003021400,New Jersey,26-Mar,2214
34003021500,New Jersey,26-Mar,1831
34003021600,New Jersey,26-Mar,2269
34003022100,New Jersey,26-Mar,1577
34003022200,New Jersey,26-Mar,3683
34003023100,New Jersey,26-Mar,1685
34003023200,New Jersey,26-Mar,2774
34003023301,New Jersey,26-Mar,1265
34003023302,New Jersey,26-Mar,1557
34003023401,New Jersey,26-Mar,1047
34003023402,New Jersey,26-Mar,2388
34003023501,New Jersey,26-Mar,2085
34003023502,New Jersey,26-Mar,1340
34003023601,New Jersey,26-Mar,1651
34003023602,New Jersey,26-Mar,1656
34003024100,New Jersey,26-Mar,4283
34003024200,New Jersey,26-Mar,2953
34003025100,New Jersey,26-Mar,3870
34003025200,New Jersey,26-Mar,5003
34003026100,New Jersey,26-Mar,2205
34003026200,New Jersey,26-Mar,3376
34003027000,New Jersey,26-Mar,2417
34003028001,New Jersey,26-Mar,2519
34003028002,New Jersey,26-Mar,2139
34003029100,New Jersey,26-Mar,2351
34003029200,New Jersey,26-Mar,3742
34003030100,New Jersey,26-Mar,2962
34003030200,New Jersey,26-Mar,2786
34003030300,New Jersey,26-Mar,1866
34003030400,New Jersey,26-Mar,3428
34003031100,New Jersey,26-Mar,3056
34003031200,New Jersey,26-Mar,3114
34003031300,New Jersey,26-Mar,2947
34003031400,New Jersey,26-Mar,3944
34003032102,New Jersey,26-Mar,2984
34003032103,New Jersey,26-Mar,1801
34003032104,New Jersey,26-Mar,1647
34003032201,New Jersey,26-Mar,3331
34003032202,New Jersey,26-Mar,2973
34003033100,New Jersey,26-Mar,2825
34003033200,New Jersey,26-Mar,1429
34003033300,New Jersey,26-Mar,1540
34003034000,New Jersey,26-Mar,3181
34003035100,New Jersey,26-Mar,6195
34003035200,New Jersey,26-Mar,4782
34003036100,New Jersey,26-Mar,1481
34003036200,New Jersey,26-Mar,1393
34003037100,New Jersey,26-Mar,3605
34003037201,New Jersey,26-Mar,1814
34003037202,New Jersey,26-Mar,3574
34003038100,New Jersey,26-Mar,3812
34003038200,New Jersey,26-Mar,2380
34003038300,New Jersey,26-Mar,4507
34003039100,New Jersey,26-Mar,2781
34003039200,New Jersey,26-Mar,4539
34003039300,New Jersey,26-Mar,1892
34003040001,New Jersey,26-Mar,1815
34003040002,New Jersey,26-Mar,2385
34003041100,New Jersey,26-Mar,2496
34003041200,New Jersey,26-Mar,2216
34003041301,New Jersey,26-Mar,2603
34003041302,New Jersey,26-Mar,1840
34003042100,New Jersey,26-Mar,4844
34003042301,New Jersey,26-Mar,2241
34003042302,New Jersey,26-Mar,2355
34003042400,New Jersey,26-Mar,2757
34003042500,New Jersey,26-Mar,2407
34003043001,New Jersey,26-Mar,1658
34003043002,New Jersey,26-Mar,2779
34003044100,New Jersey,26-Mar,3383
34003044201,New Jersey,26-Mar,2497
34003044202,New Jersey,26-Mar,2923
34003045100,New Jersey,26-Mar,4487
34003045200,New Jersey,26-Mar,1716
34003046100,New Jersey,26-Mar,2014
34003046200,New Jersey,26-Mar,2447
34003046300,New Jersey,26-Mar,2422
34003047100,New Jersey,26-Mar,3100
34003047200,New Jersey,26-Mar,1844
34003047300,New Jersey,26-Mar,1376
34003047400,New Jersey,26-Mar,2534
34003047500,New Jersey,26-Mar,3280
34003048100,New Jersey,26-Mar,2791
34003048200,New Jersey,26-Mar,5176
34003049001,New Jersey,26-Mar,2015
34003049002,New Jersey,26-Mar,4121
34003050000,New Jersey,26-Mar,3967
34003051100,New Jersey,26-Mar,2546
34003051200,New Jersey,26-Mar,1902
34003051300,New Jersey,26-Mar,2853
34003051400,New Jersey,26-Mar,3483
34003052100,New Jersey,26-Mar,4725
34003052200,New Jersey,26-Mar,3083
34003053100,New Jersey,26-Mar,2330
34003053200,New Jersey,26-Mar,5725
34003054100,New Jersey,26-Mar,3846
34003054200,New Jersey,26-Mar,2562
34003054300,New Jersey,26-Mar,2310
34003054400,New Jersey,26-Mar,2561
34003054500,New Jersey,26-Mar,2431
34003054600,New Jersey,26-Mar,4244
34003055100,New Jersey,26-Mar,4580
34003055200,New Jersey,26-Mar,4469
34003056100,New Jersey,26-Mar,2673
34003056200,New Jersey,26-Mar,2748
34003057101,New Jersey,26-Mar,1776
34003057102,New Jersey,26-Mar,2074
34003057200,New Jersey,26-Mar,1363
34003058100,New Jersey,26-Mar,2201
34003058200,New Jersey,26-Mar,2819
34003059100,New Jersey,26-Mar,2451
34003059200,New Jersey,26-Mar,3590
34003060000,New Jersey,26-Mar,6517
34003061100,New Jersey,26-Mar,3336
34003061200,New Jersey,26-Mar,2959
34003061300,New Jersey,26-Mar,1806
34003061400,New Jersey,26-Mar,3089
34013000100,New Jersey,26-Mar,1576
34013000200,New Jersey,26-Mar,1171
34013000300,New Jersey,26-Mar,1208
34013000400,New Jersey,26-Mar,277
34013000500,New Jersey,26-Mar,630
34013000600,New Jersey,26-Mar,1395
34013000700,New Jersey,26-Mar,2685
34013000800,New Jersey,26-Mar,1272
34013000900,New Jersey,26-Mar,1451
34013001000,New Jersey,26-Mar,1459
34013001100,New Jersey,26-Mar,773
34013001300,New Jersey,26-Mar,730
34013001400,New Jersey,26-Mar,1140
34013001500,New Jersey,26-Mar,1071
34013001600,New Jersey,26-Mar,704
34013001700,New Jersey,26-Mar,1380
34013001800,New Jersey,26-Mar,1000
34013001900,New Jersey,26-Mar,1091
34013002000,New Jersey,26-Mar,1446
34013002100,New Jersey,26-Mar,1542
34013002201,New Jersey,26-Mar,2997
34013002202,New Jersey,26-Mar,1325
34013002300,New Jersey,26-Mar,1868
34013002400,New Jersey,26-Mar,1491
34013002500,New Jersey,26-Mar,2217
34013002600,New Jersey,26-Mar,866
34013002800,New Jersey,26-Mar,1526
34013003100,New Jersey,26-Mar,1291
34013003500,New Jersey,26-Mar,1173
34013003700,New Jersey,26-Mar,1527
34013003800,New Jersey,26-Mar,1370
34013003900,New Jersey,26-Mar,613
34013004100,New Jersey,26-Mar,1709
34013004200,New Jersey,26-Mar,1660
34013004300,New Jersey,26-Mar,1335
34013004400,New Jersey,26-Mar,740
34013004500,New Jersey,26-Mar,1365
34013004600,New Jersey,26-Mar,1766
34013004700,New Jersey,26-Mar,1467
34013004801,New Jersey,26-Mar,885
34013004802,New Jersey,26-Mar,1766
34013004900,New Jersey,26-Mar,2142
34013005000,New Jersey,26-Mar,1898
34013005100,New Jersey,26-Mar,890
34013005200,New Jersey,26-Mar,679
34013005300,New Jersey,26-Mar,1026
34013005400,New Jersey,26-Mar,1800
34013005700,New Jersey,26-Mar,1134
34013006200,New Jersey,26-Mar,516
34013006400,New Jersey,26-Mar,464
34013006600,New Jersey,26-Mar,853
34013006700,New Jersey,26-Mar,2137
34013006800,New Jersey,26-Mar,1608
34013006900,New Jersey,26-Mar,1088
34013007000,New Jersey,26-Mar,1127
34013007100,New Jersey,26-Mar,1161
34013007200,New Jersey,26-Mar,1281
34013007300,New Jersey,26-Mar,1890
34013007400,New Jersey,26-Mar,1162
34013007501,New Jersey,26-Mar,1287
34013007502,New Jersey,26-Mar,901
34013007600,New Jersey,26-Mar,1091
34013007700,New Jersey,26-Mar,575
34013007800,New Jersey,26-Mar,938
34013007900,New Jersey,26-Mar,868
34013008000,New Jersey,26-Mar,1190
34013008100,New Jersey,26-Mar,2418
34013008200,New Jersey,26-Mar,757
34013008700,New Jersey,26-Mar,1057
34013008800,New Jersey,26-Mar,486
34013008900,New Jersey,26-Mar,893
34013009000,New Jersey,26-Mar,791
34013009100,New Jersey,26-Mar,945
34013009200,New Jersey,26-Mar,1011
34013009300,New Jersey,26-Mar,2254
34013009400,New Jersey,26-Mar,1523
34013009500,New Jersey,26-Mar,1529
34013009600,New Jersey,26-Mar,1663
34013009700,New Jersey,26-Mar,1678
34013009900,New Jersey,26-Mar,789
34013010000,New Jersey,26-Mar,1280
34013010100,New Jersey,26-Mar,1064
34013010200,New Jersey,26-Mar,1855
34013010300,New Jersey,26-Mar,1964
34013010400,New Jersey,26-Mar,2585
34013010500,New Jersey,26-Mar,2101
34013010600,New Jersey,26-Mar,2014
34013010700,New Jersey,26-Mar,1457
34013010800,New Jersey,26-Mar,1121
34013010900,New Jersey,26-Mar,1164
34013011100,New Jersey,26-Mar,2189
34013011200,New Jersey,26-Mar,1462
34013011300,New Jersey,26-Mar,1862
34013011400,New Jersey,26-Mar,1991
34013011500,New Jersey,26-Mar,894
34013011600,New Jersey,26-Mar,1311
34013011700,New Jersey,26-Mar,1946
34013011800,New Jersey,26-Mar,683
34013011900,New Jersey,26-Mar,607
34013012000,New Jersey,26-Mar,1934
34013012100,New Jersey,26-Mar,1420
34013012200,New Jersey,26-Mar,2237
34013012300,New Jersey,26-Mar,1670
34013012400,New Jersey,26-Mar,1347
34013012500,New Jersey,26-Mar,1503
34013012600,New Jersey,26-Mar,1386
34013012700,New Jersey,26-Mar,1734
34013012800,New Jersey,26-Mar,1323
34013012900,New Jersey,26-Mar,2204
34013013000,New Jersey,26-Mar,1315
34013013100,New Jersey,26-Mar,1310
34013013200,New Jersey,26-Mar,1269
34013013300,New Jersey,26-Mar,1485
34013013400,New Jersey,26-Mar,2707
34013013500,New Jersey,26-Mar,2814
34013013600,New Jersey,26-Mar,4124
34013013700,New Jersey,26-Mar,2879
34013013800,New Jersey,26-Mar,2670
34013013900,New Jersey,26-Mar,2403
34013014000,New Jersey,26-Mar,1453
34013014100,New Jersey,26-Mar,1574
34013014200,New Jersey,26-Mar,1747
34013014300,New Jersey,26-Mar,2593
34013014400,New Jersey,26-Mar,1912
34013014500,New Jersey,26-Mar,1919
34013014600,New Jersey,26-Mar,1996
34013014700,New Jersey,26-Mar,3299
34013014800,New Jersey,26-Mar,1771
34013014900,New Jersey,26-Mar,2057
34013015000,New Jersey,26-Mar,1194
34013015100,New Jersey,26-Mar,2333
34013015200,New Jersey,26-Mar,1936
34013015300,New Jersey,26-Mar,1254
34013015400,New Jersey,26-Mar,1599
34013015500,New Jersey,26-Mar,1496
34013015600,New Jersey,26-Mar,1506
34013015700,New Jersey,26-Mar,1487
34013015800,New Jersey,26-Mar,2045
34013015900,New Jersey,26-Mar,2208
34013016000,New Jersey,26-Mar,2133
34013016100,New Jersey,26-Mar,1068
34013016200,New Jersey,26-Mar,1133
34013016300,New Jersey,26-Mar,843
34013016400,New Jersey,26-Mar,1058
34013016500,New Jersey,26-Mar,1060
34013016600,New Jersey,26-Mar,588
34013016700,New Jersey,26-Mar,906
34013016800,New Jersey,26-Mar,1461
34013016900,New Jersey,26-Mar,1204
34013017000,New Jersey,26-Mar,888
34013017100,New Jersey,26-Mar,650
34013017200,New Jersey,26-Mar,857
34013017301,New Jersey,26-Mar,2347
34013017302,New Jersey,26-Mar,2836
34013017400,New Jersey,26-Mar,2170
34013017500,New Jersey,26-Mar,2757
34013017600,New Jersey,26-Mar,2113
34013017700,New Jersey,26-Mar,1712
34013017800,New Jersey,26-Mar,1457
34013017900,New Jersey,26-Mar,1161
34013018000,New Jersey,26-Mar,2282
34013018100,New Jersey,26-Mar,862
34013018200,New Jersey,26-Mar,1183
34013018300,New Jersey,26-Mar,1149
34013018400,New Jersey,26-Mar,1037
34013018600,New Jersey,26-Mar,1815
34013018700,New Jersey,26-Mar,1722
34013018800,New Jersey,26-Mar,1747
34013018900,New Jersey,26-Mar,1504
