GEOID,STATE,Date,Sum of home_device_count
36005018102,New York,13-Feb,2767
36005018301,New York,13-Feb,1090
36005018302,New York,13-Feb,1998
36005018400,New York,13-Feb,766
36005018500,New York,13-Feb,4338
36005018900,New York,13-Feb,2659
36005019300,New York,13-Feb,2278
36005019400,New York,13-Feb,571
36005019500,New York,13-Feb,2802
36005019700,New York,13-Feb,2906
36005019900,New York,13-Feb,1989
36005020000,New York,13-Feb,2380
36005020100,New York,13-Feb,1127
36005020200,New York,13-Feb,1105
36005020400,New York,13-Feb,1374
36005020501,New York,13-Feb,1994
36005020502,New York,13-Feb,742
36005020601,New York,13-Feb,1497
36005020900,New York,13-Feb,2046
36005021001,New York,13-Feb,3611
36005021002,New York,13-Feb,3977
36005021100,New York,13-Feb,2142
36005021200,New York,13-Feb,3296
36005021301,New York,13-Feb,302
36005021302,New York,13-Feb,2595
36005021501,New York,13-Feb,878
36005021502,New York,13-Feb,2129
36005021601,New York,13-Feb,1615
36005021602,New York,13-Feb,3223
36005021700,New York,13-Feb,3143
36005021800,New York,13-Feb,2161
36005021900,New York,13-Feb,767
36005022000,New York,13-Feb,748
36005022101,New York,13-Feb,1218
36005022102,New York,13-Feb,1520
36005022200,New York,13-Feb,1888
36005022300,New York,13-Feb,1576
36005022401,New York,13-Feb,1000
36005022403,New York,13-Feb,1301
36005022404,New York,13-Feb,1803
36005022500,New York,13-Feb,3163
36005022701,New York,13-Feb,2597
36005022702,New York,13-Feb,620
36005022703,New York,13-Feb,675
36005022800,New York,13-Feb,1836
36005022901,New York,13-Feb,1914
36005022902,New York,13-Feb,1054
36005023000,New York,13-Feb,1342
36005023100,New York,13-Feb,623
36005023200,New York,13-Feb,1278
36005023301,New York,13-Feb,1562
36005023302,New York,13-Feb,1352
36005023501,New York,13-Feb,1020
36005023502,New York,13-Feb,1465
36005023600,New York,13-Feb,813
36005023702,New York,13-Feb,598
36005023703,New York,13-Feb,1771
36005023704,New York,13-Feb,1038
36005023800,New York,13-Feb,1140
36005023900,New York,13-Feb,2800
36005024000,New York,13-Feb,1574
36005024100,New York,13-Feb,2279
36005024300,New York,13-Feb,1723
36005024400,New York,13-Feb,915
36005024501,New York,13-Feb,1472
36005024502,New York,13-Feb,1099
36005024600,New York,13-Feb,740
36005024700,New York,13-Feb,563
36005024800,New York,13-Feb,925
36005024900,New York,13-Feb,9
36005025000,New York,13-Feb,806
36005025100,New York,13-Feb,2571
36005025200,New York,13-Feb,744
36005025300,New York,13-Feb,2195
36005025400,New York,13-Feb,415
36005025500,New York,13-Feb,1824
36005025600,New York,13-Feb,680
36005025700,New York,13-Feb,608
36005026100,New York,13-Feb,610
36005026300,New York,13-Feb,1728
36005026400,New York,13-Feb,1764
36005026500,New York,13-Feb,2498
36005026601,New York,13-Feb,912
36005026602,New York,13-Feb,2009
36005026701,New York,13-Feb,1190
36005026702,New York,13-Feb,1624
36005026900,New York,13-Feb,1280
36005027300,New York,13-Feb,1943
36005027401,New York,13-Feb,1281
36005027402,New York,13-Feb,746
36005027600,New York,13-Feb,93
36005027700,New York,13-Feb,1679
36005027900,New York,13-Feb,2037
36005028100,New York,13-Feb,895
36005028300,New York,13-Feb,1129
36005028400,New York,13-Feb,551
36005028500,New York,13-Feb,979
36005028600,New York,13-Feb,525
36005028700,New York,13-Feb,1047
36005028800,New York,13-Feb,1000
36005028900,New York,13-Feb,1738
36005029301,New York,13-Feb,330
36005029302,New York,13-Feb,825
36005029500,New York,13-Feb,685
36005029600,New York,13-Feb,895
36005029700,New York,13-Feb,470
36005030000,New York,13-Feb,2104
36005030100,New York,13-Feb,163
36005030200,New York,13-Feb,3077
36005030701,New York,13-Feb,701
36005030900,New York,13-Feb,506
36005031000,New York,13-Feb,1201
36005031200,New York,13-Feb,490
36005031400,New York,13-Feb,520
36005031600,New York,13-Feb,964
36005031800,New York,13-Feb,430
36005031900,New York,13-Feb,63
36005032300,New York,13-Feb,592
36005032400,New York,13-Feb,1207
36005032600,New York,13-Feb,1052
36005032800,New York,13-Feb,1656
36005033000,New York,13-Feb,2684
36005033201,New York,13-Feb,1494
36005033202,New York,13-Feb,1533
36005033400,New York,13-Feb,739
36005033500,New York,13-Feb,411
36005033600,New York,13-Feb,2204
36005033700,New York,13-Feb,294
36005033800,New York,13-Feb,1513
36005034000,New York,13-Feb,1490
36005034200,New York,13-Feb,918
36005034300,New York,13-Feb,264
36005034400,New York,13-Feb,641
36005034500,New York,13-Feb,768
36005034800,New York,13-Feb,2309
36005035000,New York,13-Feb,695
36005035100,New York,13-Feb,1452
36005035600,New York,13-Feb,2024
36005035800,New York,13-Feb,2449
36005035900,New York,13-Feb,1202
36005036000,New York,13-Feb,683
36005036100,New York,13-Feb,1622
36005036300,New York,13-Feb,2983
36005036400,New York,13-Feb,1052
36005036501,New York,13-Feb,1727
36005036502,New York,13-Feb,802
36005036700,New York,13-Feb,866
36005036800,New York,13-Feb,752
36005036901,New York,13-Feb,656
36005036902,New York,13-Feb,895
36005037000,New York,13-Feb,784
36005037100,New York,13-Feb,1729
36005037200,New York,13-Feb,583
36005037300,New York,13-Feb,1951
36005037400,New York,13-Feb,1846
36005037504,New York,13-Feb,1922
36005037600,New York,13-Feb,809
36005037800,New York,13-Feb,1322
36005037900,New York,13-Feb,3144
36005038000,New York,13-Feb,2204
36005038100,New York,13-Feb,2668
36005038200,New York,13-Feb,1004
36005038301,New York,13-Feb,1568
36005038302,New York,13-Feb,2567
36005038500,New York,13-Feb,2075
36005038600,New York,13-Feb,3321
36005038700,New York,13-Feb,1673
36005038800,New York,13-Feb,981
36005038900,New York,13-Feb,2238
36005039000,New York,13-Feb,1572
36005039100,New York,13-Feb,2525
36005039200,New York,13-Feb,691
36005039300,New York,13-Feb,3139
36005039400,New York,13-Feb,2138
36005039500,New York,13-Feb,2194
36005039600,New York,13-Feb,1481
36005039700,New York,13-Feb,3808
36005039800,New York,13-Feb,1161
36005039901,New York,13-Feb,2455
36005039902,New York,13-Feb,2326
36005040100,New York,13-Feb,1871
36005040302,New York,13-Feb,1485
36005040303,New York,13-Feb,1071
36005040304,New York,13-Feb,1118
36005040400,New York,13-Feb,1127
36005040501,New York,13-Feb,1302
36005040502,New York,13-Feb,2674
36005040600,New York,13-Feb,1250
36005040701,New York,13-Feb,779
36005040702,New York,13-Feb,2022
36005040800,New York,13-Feb,1463
36005040900,New York,13-Feb,1377
36005041100,New York,13-Feb,749
36005041300,New York,13-Feb,2041
36005041400,New York,13-Feb,1806
36005041500,New York,13-Feb,2004
36005041800,New York,13-Feb,1292
36005041900,New York,13-Feb,2478
36005042000,New York,13-Feb,1869
36005042100,New York,13-Feb,2631
36005042200,New York,13-Feb,1097
36005042300,New York,13-Feb,1349
36005042400,New York,13-Feb,894
36005042500,New York,13-Feb,2830
36005042600,New York,13-Feb,2476
36005042800,New York,13-Feb,732
36005042901,New York,13-Feb,1437
36005042902,New York,13-Feb,1623
36005043000,New York,13-Feb,993
36005043100,New York,13-Feb,3257
36005043400,New York,13-Feb,1127
36005043500,New York,13-Feb,797
36005043600,New York,13-Feb,633
36005044200,New York,13-Feb,1346
36005044400,New York,13-Feb,1228
36005044800,New York,13-Feb,666
36005044901,New York,13-Feb,317
36005044902,New York,13-Feb,405
36005045101,New York,13-Feb,385
36005045102,New York,13-Feb,579
36005045600,New York,13-Feb,1175
36005045800,New York,13-Feb,2494
36005046000,New York,13-Feb,1070
36005046201,New York,13-Feb,8271
36005046202,New York,13-Feb,3230
36005048400,New York,13-Feb,1139
36005050400,New York,13-Feb,63
36005051600,New York,13-Feb,883
36047000100,New York,13-Feb,455
36047000200,New York,13-Feb,334
36047000301,New York,13-Feb,133
36047000501,New York,13-Feb,446
36047000502,New York,13-Feb,350
36047000700,New York,13-Feb,406
36047000900,New York,13-Feb,592
36047001100,New York,13-Feb,751
36047001300,New York,13-Feb,251
36047001500,New York,13-Feb,2870
36047001800,New York,13-Feb,420
36047002000,New York,13-Feb,310
36047002100,New York,13-Feb,563
36047002200,New York,13-Feb,924
36047002300,New York,13-Feb,1508
36047002901,New York,13-Feb,1171
36047003000,New York,13-Feb,372
36047003100,New York,13-Feb,407
36047003300,New York,13-Feb,837
36047003400,New York,13-Feb,762
36047003500,New York,13-Feb,596
36047003600,New York,13-Feb,1273
36047003700,New York,13-Feb,831
36047003800,New York,13-Feb,181
36047003900,New York,13-Feb,602
36047004100,New York,13-Feb,364
36047004300,New York,13-Feb,717
36047004400,New York,13-Feb,325
36047004500,New York,13-Feb,320
36047004600,New York,13-Feb,450
36047004700,New York,13-Feb,231
36047004900,New York,13-Feb,208
36047005000,New York,13-Feb,629
36047005100,New York,13-Feb,502
36047005201,New York,13-Feb,323
36047005202,New York,13-Feb,380
36047005300,New York,13-Feb,602
36047005400,New York,13-Feb,925
36047005601,New York,13-Feb,501
36047005602,New York,13-Feb,439
36047005800,New York,13-Feb,1116
36047005900,New York,13-Feb,404
36047006000,New York,13-Feb,818
36047006200,New York,13-Feb,1328
36047006300,New York,13-Feb,150
36047006400,New York,13-Feb,1303
36047006500,New York,13-Feb,760
36047006600,New York,13-Feb,1065
36047006700,New York,13-Feb,159
36047006800,New York,13-Feb,2152
36047006900,New York,13-Feb,553
36047007000,New York,13-Feb,909
36047007100,New York,13-Feb,1448
36047007200,New York,13-Feb,846
36047007400,New York,13-Feb,1491
36047007500,New York,13-Feb,464
36047007600,New York,13-Feb,1048
36047007700,New York,13-Feb,838
36047007800,New York,13-Feb,1576
36047008000,New York,13-Feb,771
36047008200,New York,13-Feb,853
36047008400,New York,13-Feb,1037
36047008500,New York,13-Feb,3164
36047008600,New York,13-Feb,39
36047008800,New York,13-Feb,602
36047009000,New York,13-Feb,627
36047009200,New York,13-Feb,919
36047009400,New York,13-Feb,954
36047009600,New York,13-Feb,726
36047009800,New York,13-Feb,1121
36047010000,New York,13-Feb,1027
36047010100,New York,13-Feb,1192
36047010200,New York,13-Feb,453
36047010400,New York,13-Feb,574
36047010600,New York,13-Feb,603
36047010800,New York,13-Feb,670
36047011000,New York,13-Feb,535
36047011200,New York,13-Feb,1233
36047011400,New York,13-Feb,753
36047011600,New York,13-Feb,789
36047011700,New York,13-Feb,497
36047011800,New York,13-Feb,453
36047011900,New York,13-Feb,311
36047012000,New York,13-Feb,292
36047012100,New York,13-Feb,301
36047012200,New York,13-Feb,1251
36047012600,New York,13-Feb,925
36047012700,New York,13-Feb,1330
36047012801,New York,13-Feb,787
36047012901,New York,13-Feb,680
36047012902,New York,13-Feb,621
36047013000,New York,13-Feb,1567
36047013100,New York,13-Feb,747
36047013200,New York,13-Feb,720
36047013300,New York,13-Feb,852
36047013400,New York,13-Feb,1011
36047013500,New York,13-Feb,437
36047013600,New York,13-Feb,1031
36047013700,New York,13-Feb,657
36047013800,New York,13-Feb,1030
36047013900,New York,13-Feb,988
36047014000,New York,13-Feb,823
36047014100,New York,13-Feb,403
36047014200,New York,13-Feb,973
36047014300,New York,13-Feb,812
36047014500,New York,13-Feb,920
36047014700,New York,13-Feb,459
36047014800,New York,13-Feb,585
36047014900,New York,13-Feb,965
36047015000,New York,13-Feb,602
36047015100,New York,13-Feb,511
36047015200,New York,13-Feb,716
36047015300,New York,13-Feb,654
36047015400,New York,13-Feb,83
36047015500,New York,13-Feb,721
36047015700,New York,13-Feb,559
36047015900,New York,13-Feb,580
36047016000,New York,13-Feb,1965
36047016100,New York,13-Feb,451
36047016200,New York,13-Feb,399
36047016300,New York,13-Feb,628
36047016400,New York,13-Feb,136
36047016500,New York,13-Feb,554
36047016600,New York,13-Feb,505
36047016700,New York,13-Feb,392
36047016800,New York,13-Feb,500
36047016900,New York,13-Feb,608
36047017000,New York,13-Feb,1392
36047017100,New York,13-Feb,748
36047017200,New York,13-Feb,965
36047017400,New York,13-Feb,656
36047017500,New York,13-Feb,25
36047017600,New York,13-Feb,804
36047017700,New York,13-Feb,490
36047017800,New York,13-Feb,1421
36047017900,New York,13-Feb,1282
36047018000,New York,13-Feb,1361
36047018100,New York,13-Feb,499
36047018200,New York,13-Feb,1054
36047018300,New York,13-Feb,144
36047018400,New York,13-Feb,539
36047018501,New York,13-Feb,1563
36047018600,New York,13-Feb,486
36047018700,New York,13-Feb,192
36047018800,New York,13-Feb,986
36047019000,New York,13-Feb,1591
36047019100,New York,13-Feb,730
36047019200,New York,13-Feb,414
36047019300,New York,13-Feb,1590
36047019400,New York,13-Feb,903
36047019500,New York,13-Feb,405
36047019600,New York,13-Feb,1138
36047019700,New York,13-Feb,328
36047019800,New York,13-Feb,666
36047019900,New York,13-Feb,481
36047020000,New York,13-Feb,990
36047020100,New York,13-Feb,531
36047020200,New York,13-Feb,310
36047020300,New York,13-Feb,321
36047020400,New York,13-Feb,543
36047020500,New York,13-Feb,351
36047020600,New York,13-Feb,483
36047020700,New York,13-Feb,464
36047020800,New York,13-Feb,667
36047021000,New York,13-Feb,581
36047021100,New York,13-Feb,413
36047021200,New York,13-Feb,844
36047021300,New York,13-Feb,818
36047021400,New York,13-Feb,287
36047021500,New York,13-Feb,731
36047021600,New York,13-Feb,264
36047021700,New York,13-Feb,771
36047021800,New York,13-Feb,433
36047021900,New York,13-Feb,908
36047022000,New York,13-Feb,533
36047022100,New York,13-Feb,985
36047022200,New York,13-Feb,475
36047022400,New York,13-Feb,726
36047022600,New York,13-Feb,612
36047022700,New York,13-Feb,1243
36047022800,New York,13-Feb,1127
36047022900,New York,13-Feb,741
36047023000,New York,13-Feb,568
36047023100,New York,13-Feb,407
36047023200,New York,13-Feb,560
36047023300,New York,13-Feb,1492
36047023400,New York,13-Feb,257
36047023500,New York,13-Feb,648
36047023600,New York,13-Feb,558
36047023800,New York,13-Feb,386
36047024000,New York,13-Feb,356
36047024100,New York,13-Feb,378
36047024200,New York,13-Feb,183
36047024300,New York,13-Feb,607
36047024400,New York,13-Feb,602
36047024500,New York,13-Feb,1056
36047024600,New York,13-Feb,972
36047024700,New York,13-Feb,859
36047024800,New York,13-Feb,930
36047024900,New York,13-Feb,922
36047025000,New York,13-Feb,783
36047025100,New York,13-Feb,1164
36047025200,New York,13-Feb,2113
36047025300,New York,13-Feb,556
36047025400,New York,13-Feb,1329
36047025500,New York,13-Feb,1558
36047025600,New York,13-Feb,1175
36047025700,New York,13-Feb,497
36047025800,New York,13-Feb,1974
36047025901,New York,13-Feb,388
36047025902,New York,13-Feb,1145
36047026000,New York,13-Feb,894
36047026100,New York,13-Feb,1340
36047026200,New York,13-Feb,1002
36047026300,New York,13-Feb,550
36047026400,New York,13-Feb,1408
36047026500,New York,13-Feb,855
36047026600,New York,13-Feb,1272
36047026700,New York,13-Feb,686
36047026800,New York,13-Feb,1467
36047026900,New York,13-Feb,1068
36047027000,New York,13-Feb,884
36047027100,New York,13-Feb,1092
36047027200,New York,13-Feb,1180
36047027300,New York,13-Feb,780
36047027400,New York,13-Feb,987
36047027500,New York,13-Feb,1081
36047027600,New York,13-Feb,1277
36047027700,New York,13-Feb,1263
36047027800,New York,13-Feb,1936
36047027900,New York,13-Feb,986
36047028000,New York,13-Feb,804
36047028100,New York,13-Feb,1485
36047028200,New York,13-Feb,2027
36047028300,New York,13-Feb,1145
36047028400,New York,13-Feb,2443
36047028501,New York,13-Feb,481
36047028502,New York,13-Feb,1210
36047028600,New York,13-Feb,4384
36047028700,New York,13-Feb,713
36047028800,New York,13-Feb,1320
36047028900,New York,13-Feb,1151
36047029000,New York,13-Feb,2553
36047029100,New York,13-Feb,542
36047029200,New York,13-Feb,1924
36047029300,New York,13-Feb,962
36047029400,New York,13-Feb,1163
36047029500,New York,13-Feb,606
36047029600,New York,13-Feb,2696
36047029700,New York,13-Feb,1005
36047029800,New York,13-Feb,1464
36047029900,New York,13-Feb,1227
36047030000,New York,13-Feb,1948
36047030100,New York,13-Feb,1162
36047030200,New York,13-Feb,1679
36047030300,New York,13-Feb,2031
36047030400,New York,13-Feb,2112
36047030500,New York,13-Feb,1498
36047030600,New York,13-Feb,789
36047030700,New York,13-Feb,1748
36047030800,New York,13-Feb,1057
36047030900,New York,13-Feb,801
36047031100,New York,13-Feb,1042
36047031300,New York,13-Feb,1236
36047031400,New York,13-Feb,1762
36047031500,New York,13-Feb,1242
36047031701,New York,13-Feb,904
36047031702,New York,13-Feb,505
36047031900,New York,13-Feb,824
36047032100,New York,13-Feb,1471
36047032300,New York,13-Feb,994
36047032500,New York,13-Feb,4014
36047032600,New York,13-Feb,2844
36047032700,New York,13-Feb,1211
36047032800,New York,13-Feb,1106
36047032900,New York,13-Feb,1093
36047033000,New York,13-Feb,1340
36047033100,New York,13-Feb,657
36047033300,New York,13-Feb,758
36047033500,New York,13-Feb,604
36047033600,New York,13-Feb,1656
36047033700,New York,13-Feb,980
36047033900,New York,13-Feb,1058
36047034000,New York,13-Feb,831
36047034100,New York,13-Feb,707
36047034200,New York,13-Feb,2321
36047034300,New York,13-Feb,1608
36047034500,New York,13-Feb,882
36047034700,New York,13-Feb,1439
36047034800,New York,13-Feb,1146
36047034900,New York,13-Feb,2499
36047035000,New York,13-Feb,1341
36047035100,New York,13-Feb,1369
36047035200,New York,13-Feb,373
36047035300,New York,13-Feb,2280
36047035400,New York,13-Feb,2005
36047035500,New York,13-Feb,1399
36047035601,New York,13-Feb,935
36047035602,New York,13-Feb,1770
36047035700,New York,13-Feb,861
36047035900,New York,13-Feb,1727
36047036001,New York,13-Feb,975
36047036002,New York,13-Feb,1363
36047036100,New York,13-Feb,1192
36047036200,New York,13-Feb,2104
36047036300,New York,13-Feb,1839
36047036400,New York,13-Feb,1401
36047036501,New York,13-Feb,1311
36047036502,New York,13-Feb,777
36047036600,New York,13-Feb,2469
36047036700,New York,13-Feb,541
36047036900,New York,13-Feb,2275
36047037000,New York,13-Feb,1956
36047037100,New York,13-Feb,1278
36047037300,New York,13-Feb,1398
36047037401,New York,13-Feb,1634
36047037402,New York,13-Feb,2680
36047037500,New York,13-Feb,1232
36047037700,New York,13-Feb,1092
36047037900,New York,13-Feb,1429
36047038100,New York,13-Feb,1405
36047038200,New York,13-Feb,1918
36047038300,New York,13-Feb,930
36047038500,New York,13-Feb,1016
36047038600,New York,13-Feb,973
36047038700,New York,13-Feb,1514
36047038800,New York,13-Feb,1256
36047038900,New York,13-Feb,911
36047039000,New York,13-Feb,647
36047039100,New York,13-Feb,936
36047039200,New York,13-Feb,736
36047039300,New York,13-Feb,819
36047039400,New York,13-Feb,686
36047039500,New York,13-Feb,546
36047039600,New York,13-Feb,538
36047039700,New York,13-Feb,953
36047039800,New York,13-Feb,1022
36047039900,New York,13-Feb,1018
36047040000,New York,13-Feb,1239
36047040100,New York,13-Feb,963
36047040200,New York,13-Feb,1026
36047040300,New York,13-Feb,807
36047040400,New York,13-Feb,703
36047040500,New York,13-Feb,608
36047040600,New York,13-Feb,795
36047040700,New York,13-Feb,8
36047040800,New York,13-Feb,1278
36047040900,New York,13-Feb,1186
36047041000,New York,13-Feb,694
36047041100,New York,13-Feb,458
36047041200,New York,13-Feb,1180
36047041300,New York,13-Feb,1013
36047041401,New York,13-Feb,347
36047041402,New York,13-Feb,624
36047041500,New York,13-Feb,1131
36047041600,New York,13-Feb,334
36047041700,New York,13-Feb,945
36047041800,New York,13-Feb,853
36047041900,New York,13-Feb,1152
36047042000,New York,13-Feb,504
36047042100,New York,13-Feb,1069
36047042200,New York,13-Feb,1076
36047042300,New York,13-Feb,770
36047042400,New York,13-Feb,1400
36047042500,New York,13-Feb,585
36047042600,New York,13-Feb,1404
36047042700,New York,13-Feb,890
36047042800,New York,13-Feb,1916
36047042900,New York,13-Feb,1001
36047043000,New York,13-Feb,2028
36047043100,New York,13-Feb,922
36047043200,New York,13-Feb,1487
36047043300,New York,13-Feb,818
36047043400,New York,13-Feb,1466
36047043500,New York,13-Feb,1028
36047043600,New York,13-Feb,1324
36047043700,New York,13-Feb,1108
36047043800,New York,13-Feb,1099
36047043900,New York,13-Feb,1179
36047044000,New York,13-Feb,681
36047044100,New York,13-Feb,1019
36047044200,New York,13-Feb,488
36047044300,New York,13-Feb,1324
36047044400,New York,13-Feb,870
36047044500,New York,13-Feb,1122
36047044600,New York,13-Feb,663
36047044700,New York,13-Feb,505
36047044800,New York,13-Feb,458
36047044900,New York,13-Feb,1118
36047045000,New York,13-Feb,223
36047045200,New York,13-Feb,605
36047045300,New York,13-Feb,604
36047045400,New York,13-Feb,331
36047045600,New York,13-Feb,1120
36047045800,New York,13-Feb,245
36047046000,New York,13-Feb,1623
36047046201,New York,13-Feb,585
36047046202,New York,13-Feb,468
36047046400,New York,13-Feb,311
36047046800,New York,13-Feb,155
36047047000,New York,13-Feb,88
36047047200,New York,13-Feb,199
36047047400,New York,13-Feb,406
36047047600,New York,13-Feb,505
36047047700,New York,13-Feb,434
36047047800,New York,13-Feb,1178
36047048000,New York,13-Feb,955
36047048100,New York,13-Feb,420
36047048200,New York,13-Feb,3081
36047048400,New York,13-Feb,2237
36047048500,New York,13-Feb,441
36047048600,New York,13-Feb,1456
36047048800,New York,13-Feb,1540
36047048900,New York,13-Feb,1727
36047049000,New York,13-Feb,2973
36047049100,New York,13-Feb,1796
36047049200,New York,13-Feb,1696
36047049300,New York,13-Feb,1876
36047049400,New York,13-Feb,1630
36047049500,New York,13-Feb,550
36047049600,New York,13-Feb,2000
36047049700,New York,13-Feb,272
36047049800,New York,13-Feb,1776
36047049900,New York,13-Feb,130
36047050000,New York,13-Feb,769
36047050100,New York,13-Feb,385
36047050202,New York,13-Feb,412
36047050300,New York,13-Feb,472
36047050400,New York,13-Feb,1406
36047050500,New York,13-Feb,906
36047050600,New York,13-Feb,1350
36047050700,New York,13-Feb,340
36047050801,New York,13-Feb,1373
36047050803,New York,13-Feb,680
36047050804,New York,13-Feb,1362
36047050900,New York,13-Feb,255
36047051001,New York,13-Feb,1161
36047051002,New York,13-Feb,1543
36047051100,New York,13-Feb,838
36047051200,New York,13-Feb,1577
36047051300,New York,13-Feb,897
36047051400,New York,13-Feb,2185
36047051500,New York,13-Feb,180
36047051601,New York,13-Feb,1575
36047051602,New York,13-Feb,1227
36047051700,New York,13-Feb,128
36047051800,New York,13-Feb,888
36047051900,New York,13-Feb,516
36047052000,New York,13-Feb,1527
36047052300,New York,13-Feb,659
36047052500,New York,13-Feb,855
36047052600,New York,13-Feb,1697
36047052700,New York,13-Feb,957
36047052800,New York,13-Feb,663
36047052900,New York,13-Feb,169
36047053000,New York,13-Feb,1539
36047053100,New York,13-Feb,160
36047053200,New York,13-Feb,528
36047053300,New York,13-Feb,130
36047053400,New York,13-Feb,1816
36047053500,New York,13-Feb,212
36047053700,New York,13-Feb,96
36047053800,New York,13-Feb,2327
36047053900,New York,13-Feb,284
36047054200,New York,13-Feb,1465
36047054300,New York,13-Feb,157
36047054400,New York,13-Feb,1399
36047054500,New York,13-Feb,1006
36047054600,New York,13-Feb,2156
36047054700,New York,13-Feb,373
36047054800,New York,13-Feb,382
36047054900,New York,13-Feb,367
36047055000,New York,13-Feb,1195
36047055100,New York,13-Feb,805
36047055200,New York,13-Feb,1970
36047055300,New York,13-Feb,404
36047055400,New York,13-Feb,2311
36047055500,New York,13-Feb,834
36047055600,New York,13-Feb,1006
36047055700,New York,13-Feb,220
36047055800,New York,13-Feb,1124
36047056000,New York,13-Feb,1388
36047056100,New York,13-Feb,455
36047056200,New York,13-Feb,327
36047056300,New York,13-Feb,878
36047056400,New York,13-Feb,856
36047056500,New York,13-Feb,475
36047056600,New York,13-Feb,1211
36047056800,New York,13-Feb,626
36047056900,New York,13-Feb,238
36047057000,New York,13-Feb,1686
36047057100,New York,13-Feb,415
36047057200,New York,13-Feb,2628
36047057300,New York,13-Feb,342
36047057400,New York,13-Feb,685
36047057500,New York,13-Feb,698
36047057600,New York,13-Feb,1104
36047057800,New York,13-Feb,1589
36047057900,New York,13-Feb,358
36047058000,New York,13-Feb,1431
36047058200,New York,13-Feb,1160
36047058400,New York,13-Feb,1269
36047058600,New York,13-Feb,694
36047058800,New York,13-Feb,1682
36047058900,New York,13-Feb,358
36047059000,New York,13-Feb,1274
36047059100,New York,13-Feb,610
36047059200,New York,13-Feb,2023
36047059300,New York,13-Feb,396
36047059401,New York,13-Feb,3699
36047059402,New York,13-Feb,2356
36047059600,New York,13-Feb,1554
36047059800,New York,13-Feb,1932
36047060000,New York,13-Feb,3419
36047060600,New York,13-Feb,1332
36047060800,New York,13-Feb,2260
36047061002,New York,13-Feb,1859
36047061003,New York,13-Feb,1390
36047061004,New York,13-Feb,2706
36047061200,New York,13-Feb,650
36047061600,New York,13-Feb,444
36047062000,New York,13-Feb,412
36047062200,New York,13-Feb,1009
36047062600,New York,13-Feb,1503
36047062800,New York,13-Feb,2652
36047063200,New York,13-Feb,595
36047063600,New York,13-Feb,666
36047063800,New York,13-Feb,550
36047064000,New York,13-Feb,476
36047064200,New York,13-Feb,1027
36047064400,New York,13-Feb,604
36047064600,New York,13-Feb,758
36047064800,New York,13-Feb,504
36047065000,New York,13-Feb,681
36047065200,New York,13-Feb,547
36047065400,New York,13-Feb,702
36047065600,New York,13-Feb,920
36047065800,New York,13-Feb,654
36047066000,New York,13-Feb,869
36047066200,New York,13-Feb,960
36047066600,New York,13-Feb,212
36047067000,New York,13-Feb,1689
36047067200,New York,13-Feb,822
36047067400,New York,13-Feb,913
36047067600,New York,13-Feb,573
36047067800,New York,13-Feb,1072
36047068000,New York,13-Feb,818
36047068200,New York,13-Feb,835
36047068600,New York,13-Feb,804
36047068800,New York,13-Feb,670
36047069000,New York,13-Feb,701
36047069200,New York,13-Feb,1083
36047069601,New York,13-Feb,1932
36047069602,New York,13-Feb,3053
36047069800,New York,13-Feb,757
36047070000,New York,13-Feb,1011
36047070201,New York,13-Feb,3921
36047070202,New York,13-Feb,9
36047070203,New York,13-Feb,0
36047070600,New York,13-Feb,1258
36047072000,New York,13-Feb,495
36047072200,New York,13-Feb,976
36047072400,New York,13-Feb,533
36047072600,New York,13-Feb,952
36047072800,New York,13-Feb,1381
36047073000,New York,13-Feb,748
36047073200,New York,13-Feb,603
36047073400,New York,13-Feb,770
36047073600,New York,13-Feb,1891
36047073800,New York,13-Feb,1285
36047074000,New York,13-Feb,1356
36047074200,New York,13-Feb,934
36047074400,New York,13-Feb,458
36047074600,New York,13-Feb,923
36047074800,New York,13-Feb,292
36047075000,New York,13-Feb,673
36047075200,New York,13-Feb,173
36047075400,New York,13-Feb,74
36047075600,New York,13-Feb,217
36047075800,New York,13-Feb,343
36047076000,New York,13-Feb,893
36047076200,New York,13-Feb,1799
36047076400,New York,13-Feb,1177
36047076600,New York,13-Feb,474
36047076800,New York,13-Feb,1081
36047077000,New York,13-Feb,1001
36047077200,New York,13-Feb,764
36047077400,New York,13-Feb,1567
36047077600,New York,13-Feb,1586
36047078000,New York,13-Feb,763
36047078200,New York,13-Feb,1240
36047078400,New York,13-Feb,938
36047078600,New York,13-Feb,1991
36047078800,New York,13-Feb,1392
36047079000,New York,13-Feb,1440
36047079200,New York,13-Feb,2128
36047079400,New York,13-Feb,892
36047079601,New York,13-Feb,742
36047079602,New York,13-Feb,1659
36047079801,New York,13-Feb,1151
36047079802,New York,13-Feb,1068
36047080000,New York,13-Feb,687
36047080200,New York,13-Feb,956
36047080400,New York,13-Feb,779
36047080600,New York,13-Feb,840
36047080800,New York,13-Feb,1022
36047081000,New York,13-Feb,325
36047081400,New York,13-Feb,1036
36047081600,New York,13-Feb,807
36047081800,New York,13-Feb,1605
36047082000,New York,13-Feb,1512
36047082200,New York,13-Feb,2162
36047082400,New York,13-Feb,1816
36047082600,New York,13-Feb,1994
36047082800,New York,13-Feb,1731
36047083000,New York,13-Feb,1997
36047083200,New York,13-Feb,712
36047083400,New York,13-Feb,495
36047083600,New York,13-Feb,820
36047083800,New York,13-Feb,609
