GEOID,County,Time of Day,Change in Percent Devices at Home
36059981100,Nassau,Midday,-73.56
36059982100,Nassau,Midday,-5.78
36061000100,New York,Midday,50
36061000201,New York,Midday,18.81
36061000202,New York,Midday,18.55
36061000500,New York,Midday,-36.47
36061000600,New York,Midday,30
36061000700,New York,Midday,13.57
36061000800,New York,Midday,24.87
36061000900,New York,Midday,2.17
36061001001,New York,Midday,45.06
36061001002,New York,Midday,16.68
36061001200,New York,Midday,37.99
36061001300,New York,Midday,18.32
36061001401,New York,Midday,20.75
36061001402,New York,Midday,21.52
36061001501,New York,Midday,-18.01
36061001502,New York,Midday,-2.06
36061001600,New York,Midday,22.04
36061001800,New York,Midday,26.68
36061002000,New York,Midday,21.6
36061002100,New York,Midday,18.99
36061002201,New York,Midday,19.29
36061002202,New York,Midday,20.98
36061002400,New York,Midday,11.01
36061002500,New York,Midday,8.49
36061002601,New York,Midday,25.81
36061002602,New York,Midday,17.95
36061002700,New York,Midday,17.52
36061002800,New York,Midday,23.65
36061002900,New York,Midday,15.11
36061003001,New York,Midday,30.72
36061003002,New York,Midday,29.67
36061003100,New York,Midday,17.88
36061003200,New York,Midday,25.52
36061003300,New York,Midday,5.51
36061003400,New York,Midday,18.13
36061003601,New York,Midday,9.98
36061003602,New York,Midday,4.29
36061003700,New York,Midday,15.03
36061003800,New York,Midday,6.22
36061003900,New York,Midday,12.03
36061004000,New York,Midday,20.68
36061004100,New York,Midday,38.21
36061004200,New York,Midday,-34.82
36061004300,New York,Midday,8.94
36061004400,New York,Midday,30.73
36061004500,New York,Midday,-0.43
36061004700,New York,Midday,7.56
36061004800,New York,Midday,23.19
36061004900,New York,Midday,-2.21
36061005000,New York,Midday,-2.64
36061005200,New York,Midday,-7.52
36061005400,New York,Midday,27.42
36061005501,New York,Midday,-6.9
36061005502,New York,Midday,-9.03
36061005600,New York,Midday,14.42
36061005700,New York,Midday,-4.4
36061005800,New York,Midday,29.84
36061005900,New York,Midday,-40.18
36061006000,New York,Midday,26.62
36061006100,New York,Midday,-39.02
36061006200,New York,Midday,21.7
36061006300,New York,Midday,8.52
36061006400,New York,Midday,9.71
36061006500,New York,Midday,5.25
36061006600,New York,Midday,20.78
36061006700,New York,Midday,-2.4
36061006800,New York,Midday,18.43
36061006900,New York,Midday,46.26
36061007000,New York,Midday,13.89
36061007100,New York,Midday,8.82
36061007200,New York,Midday,20.62
36061007300,New York,Midday,16.62
36061007400,New York,Midday,34.46
36061007500,New York,Midday,13.19
36061007600,New York,Midday,16.11
36061007700,New York,Midday,9.15
36061007800,New York,Midday,36.59
36061007900,New York,Midday,29.65
36061008000,New York,Midday,10.06
36061008100,New York,Midday,26.54
36061008200,New York,Midday,27.94
36061008300,New York,Midday,18.32
36061008400,New York,Midday,-0.45
36061008601,New York,Midday,23.93
36061008602,New York,Midday,51.16
36061008603,New York,Midday,23.62
36061008700,New York,Midday,12.02
36061008800,New York,Midday,22.6
36061008900,New York,Midday,25.17
36061009000,New York,Midday,14.01
36061009100,New York,Midday,20.94
36061009200,New York,Midday,-23.62
36061009300,New York,Midday,29.24
36061009400,New York,Midday,3.72
36061009500,New York,Midday,-45.09
36061009600,New York,Midday,-2.19
36061009700,New York,Midday,19.66
36061009800,New York,Midday,24.49
36061009900,New York,Midday,11.58
36061010000,New York,Midday,-3.76
36061010100,New York,Midday,7.23
36061010200,New York,Midday,7.09
36061010300,New York,Midday,-3.8
36061010400,New York,Midday,-5.29
36061010601,New York,Midday,24.71
36061010602,New York,Midday,47.8
36061010800,New York,Midday,4.36
36061010900,New York,Midday,-35.87
36061011000,New York,Midday,15.17
36061011100,New York,Midday,27
36061011201,New York,Midday,23.24
36061011202,New York,Midday,-10.1
36061011203,New York,Midday,22
36061011300,New York,Midday,-6.99
36061011401,New York,Midday,-12.82
36061011402,New York,Midday,29.46
36061011500,New York,Midday,9.21
36061011600,New York,Midday,-7.07
36061011700,New York,Midday,50.14
36061011800,New York,Midday,25.56
36061011900,New York,Midday,-3.16
36061012000,New York,Midday,-4.74
36061012100,New York,Midday,33.47
36061012200,New York,Midday,2.73
36061012400,New York,Midday,22.59
36061012500,New York,Midday,7.47
36061012600,New York,Midday,30.84
36061012700,New York,Midday,28.71
36061012800,New York,Midday,18.38
36061012900,New York,Midday,27.82
36061013000,New York,Midday,25.5
36061013100,New York,Midday,21.51
36061013200,New York,Midday,19.87
36061013300,New York,Midday,17.11
36061013400,New York,Midday,41.37
36061013500,New York,Midday,25.7
36061013600,New York,Midday,29.71
36061013700,New York,Midday,24.83
36061013800,New York,Midday,9.79
36061013900,New York,Midday,17.37
36061014000,New York,Midday,-11.44
36061014200,New York,Midday,-2.97
36061014300,New York,Midday,14.13
36061014401,New York,Midday,23.09
36061014402,New York,Midday,51.93
36061014500,New York,Midday,10.56
36061014601,New York,Midday,15.86
36061014602,New York,Midday,42.61
36061014700,New York,Midday,51
36061014801,New York,Midday,9.66
36061014802,New York,Midday,-11.04
36061014900,New York,Midday,18.69
36061015001,New York,Midday,-6.74
36061015002,New York,Midday,15.18
36061015100,New York,Midday,27.2
36061015200,New York,Midday,15.58
36061015300,New York,Midday,-0.27
36061015400,New York,Midday,17.36
36061015500,New York,Midday,32.91
36061015601,New York,Midday,19.48
36061015602,New York,Midday,32.49
36061015700,New York,Midday,23.72
36061015801,New York,Midday,22.48
36061015802,New York,Midday,22.39
36061015900,New York,Midday,41.39
36061016001,New York,Midday,2.94
36061016002,New York,Midday,8.38
36061016100,New York,Midday,39.71
36061016200,New York,Midday,19.96
36061016300,New York,Midday,19.82
36061016400,New York,Midday,12.88
36061016500,New York,Midday,17.07
36061016600,New York,Midday,15.12
36061016700,New York,Midday,24.75
36061016800,New York,Midday,18
36061016900,New York,Midday,21.57
36061017000,New York,Midday,18.42
36061017100,New York,Midday,26.04
36061017200,New York,Midday,11.21
36061017300,New York,Midday,2.88
36061017401,New York,Midday,22.41
36061017402,New York,Midday,5.93
36061017500,New York,Midday,6.22
36061017700,New York,Midday,20.29
36061017800,New York,Midday,17.74
36061017900,New York,Midday,16.91
36061018000,New York,Midday,13.86
36061018100,New York,Midday,22.29
36061018200,New York,Midday,14.61
36061018300,New York,Midday,23.84
36061018400,New York,Midday,17.38
36061018500,New York,Midday,7.51
36061018600,New York,Midday,16.41
36061018700,New York,Midday,18
36061018800,New York,Midday,24.78
36061018900,New York,Midday,5.59
36061019000,New York,Midday,13.72
36061019100,New York,Midday,13.01
36061019200,New York,Midday,17.94
36061019300,New York,Midday,10.84
36061019400,New York,Midday,23.89
36061019500,New York,Midday,11.21
36061019600,New York,Midday,23.73
36061019701,New York,Midday,5.61
36061019702,New York,Midday,24.25
36061019800,New York,Midday,25.21
36061019900,New York,Midday,2.11
36061020000,New York,Midday,17.24
36061020101,New York,Midday,-49.57
36061020102,New York,Midday,18.37
36061020300,New York,Midday,-58.23
36061020500,New York,Midday,13.65
36061020600,New York,Midday,24.56
36061020701,New York,Midday,-24.54
36061020800,New York,Midday,12
36061020901,New York,Midday,26.29
36061021000,New York,Midday,17.77
36061021100,New York,Midday,24.5
36061021200,New York,Midday,25.32
36061021303,New York,Midday,19.02
36061021400,New York,Midday,24.78
36061021500,New York,Midday,20.06
36061021600,New York,Midday,22.14
36061021703,New York,Midday,-25.12
36061021800,New York,Midday,20.1
36061021900,New York,Midday,19.6
36061022000,New York,Midday,29.52
36061022102,New York,Midday,16.82
36061022200,New York,Midday,16.6
36061022301,New York,Midday,23.27
36061022302,New York,Midday,18.84
36061022400,New York,Midday,23.05
36061022500,New York,Midday,17.11
36061022600,New York,Midday,14.66
36061022700,New York,Midday,20.45
36061022800,New York,Midday,15.77
36061022900,New York,Midday,6.95
36061023000,New York,Midday,20.27
36061023100,New York,Midday,13.58
36061023200,New York,Midday,24.2
36061023300,New York,Midday,22.9
36061023400,New York,Midday,23.63
36061023501,New York,Midday,29.9
36061023502,New York,Midday,23.55
36061023600,New York,Midday,22.99
36061023700,New York,Midday,21.46
36061023801,New York,Midday,34.28
36061023802,New York,Midday,63.36
36061023900,New York,Midday,25.58
36061024000,New York,Midday,4.08
36061024100,New York,Midday,29.53
36061024200,New York,Midday,21.96
36061024301,New York,Midday,15.34
36061024302,New York,Midday,12.62
36061024500,New York,Midday,24.15
36061024700,New York,Midday,27.12
36061024900,New York,Midday,-19.03
36061025100,New York,Midday,-12.09
36061025300,New York,Midday,22.76
36061025500,New York,Midday,9.08
36061025700,New York,Midday,15.94
36061025900,New York,Midday,21.43
36061026100,New York,Midday,25.17
36061026300,New York,Midday,27.06
36061026500,New York,Midday,22.62
36061026700,New York,Midday,1.31
36061026900,New York,Midday,18.63
36061027100,New York,Midday,18.83
36061027300,New York,Midday,38.5
36061027500,New York,Midday,30.41
36061027700,New York,Midday,24.18
36061027900,New York,Midday,16.71
36061028100,New York,Midday,39.45
36061028300,New York,Midday,30.05
36061028500,New York,Midday,29
36061028700,New York,Midday,30.95
36061029100,New York,Midday,26.06
36061029300,New York,Midday,33.14
36061029500,New York,Midday,28.07
36061029700,New York,Midday,14.31
36061029900,New York,Midday,13.04
36061030300,New York,Midday,22.46
36061030700,New York,Midday,35.83
36061030900,New York,Midday,14.41
36061031100,New York,Midday,9.7
36061031703,New York,Midday,14.48
36061031704,New York,Midday,36.45
36061031900,New York,Midday,25
36079010100,Putnam,Midday,35.06
36079010200,Putnam,Midday,27.84
36079010300,Putnam,Midday,26.9
36079010400,Putnam,Midday,30.44
36079010500,Putnam,Midday,41.02
36079010600,Putnam,Midday,24.56
36079010700,Putnam,Midday,22.42
36079010800,Putnam,Midday,17.88
36079010900,Putnam,Midday,33.32
36079011000,Putnam,Midday,44.58
36079011100,Putnam,Midday,38.09
36079011200,Putnam,Midday,33.74
36079011300,Putnam,Midday,33.97
36079011400,Putnam,Midday,43.01
36079011500,Putnam,Midday,31.64
36079011600,Putnam,Midday,38.21
36079011700,Putnam,Midday,34.54
36079011800,Putnam,Midday,24.26
36079011900,Putnam,Midday,24
36081000100,Queens,Midday,20.64
36081000200,Queens,Midday,23.02
36081000400,Queens,Midday,34.55
36081000600,Queens,Midday,40.6
36081000700,Queens,Midday,34.17
36081000800,Queens,Midday,31.82
36081001000,Queens,Midday,43.27
36081001200,Queens,Midday,34.3
36081001400,Queens,Midday,30.78
36081001600,Queens,Midday,30.27
36081001800,Queens,Midday,36.62
36081001900,Queens,Midday,34.45
36081002000,Queens,Midday,36.69
36081002200,Queens,Midday,40.76
36081002400,Queens,Midday,31.79
36081002500,Queens,Midday,14.79
36081002600,Queens,Midday,31.28
36081002800,Queens,Midday,37.7
36081003000,Queens,Midday,33.47
36081003100,Queens,Midday,23.47
36081003200,Queens,Midday,32.28
36081003300,Queens,Midday,23.21
36081003400,Queens,Midday,25.93
36081003600,Queens,Midday,32.4
36081003700,Queens,Midday,48.33
36081003800,Queens,Midday,25.86
36081003900,Queens,Midday,17.64
36081004001,Queens,Midday,31.54
36081004002,Queens,Midday,40.83
36081004200,Queens,Midday,24.19
36081004300,Queens,Midday,25.1
36081004401,Queens,Midday,20.13
36081004500,Queens,Midday,27.27
36081004700,Queens,Midday,18.16
36081005000,Queens,Midday,26.85
36081005100,Queens,Midday,23.53
36081005200,Queens,Midday,25.54
36081005300,Queens,Midday,29.14
36081005400,Queens,Midday,36.11
36081005500,Queens,Midday,33.56
36081005700,Queens,Midday,19.23
36081005800,Queens,Midday,42.66
36081005900,Queens,Midday,35.21
36081006100,Queens,Midday,44.37
36081006201,Queens,Midday,23.95
36081006202,Queens,Midday,47.48
36081006300,Queens,Midday,35.34
36081006501,Queens,Midday,31.78
36081006502,Queens,Midday,19.94
36081006900,Queens,Midday,32.17
36081007100,Queens,Midday,28.62
36081007300,Queens,Midday,38.12
36081007500,Queens,Midday,40.91
36081007700,Queens,Midday,48.07
36081007900,Queens,Midday,19.24
36081008100,Queens,Midday,36.62
36081008300,Queens,Midday,34.04
36081008500,Queens,Midday,28.77
36081008600,Queens,Midday,27.83
36081008700,Queens,Midday,33.32
36081008800,Queens,Midday,26.1
36081009100,Queens,Midday,35.12
36081009400,Queens,Midday,31.02
36081009500,Queens,Midday,39.12
36081009600,Queens,Midday,25.46
36081009700,Queens,Midday,30.09
36081009800,Queens,Midday,27.07
36081009900,Queens,Midday,35.28
36081010000,Queens,Midday,33.89
36081010100,Queens,Midday,43.15
36081010200,Queens,Midday,26.49
36081010300,Queens,Midday,32.33
36081010400,Queens,Midday,23.95
36081010500,Queens,Midday,31.25
36081010600,Queens,Midday,31.18
36081010701,Queens,Midday,15.28
36081010800,Queens,Midday,24.53
36081011000,Queens,Midday,26.77
36081011100,Queens,Midday,15.38
36081011200,Queens,Midday,24.97
36081011300,Queens,Midday,33.32
36081011400,Queens,Midday,20.65
36081011500,Queens,Midday,33.25
36081011600,Queens,Midday,32.28
36081011700,Queens,Midday,29.79
36081011800,Queens,Midday,28.1
36081011900,Queens,Midday,37.36
36081012000,Queens,Midday,30.65
36081012100,Queens,Midday,48.89
36081012200,Queens,Midday,32.13
36081012301,Queens,Midday,33.68
36081012400,Queens,Midday,33.78
36081012500,Queens,Midday,56.3
36081012601,Queens,Midday,35.26
36081012602,Queens,Midday,28.3
36081012800,Queens,Midday,21.9
36081013000,Queens,Midday,6.03
36081013200,Queens,Midday,28.22
36081013400,Queens,Midday,44.35
36081013500,Queens,Midday,39.87
36081013600,Queens,Midday,47.29
36081013700,Queens,Midday,32.85
36081013800,Queens,Midday,28.63
36081014000,Queens,Midday,29.79
36081014100,Queens,Midday,19.16
36081014201,Queens,Midday,30.09
36081014202,Queens,Midday,20.46
36081014300,Queens,Midday,28.52
36081014400,Queens,Midday,29.75
36081014500,Queens,Midday,32.75
36081014700,Queens,Midday,23.1
36081014800,Queens,Midday,39.49
36081014900,Queens,Midday,19.42
36081015000,Queens,Midday,40.46
36081015100,Queens,Midday,35.64
36081015200,Queens,Midday,24.7
36081015300,Queens,Midday,28.27
36081015400,Queens,Midday,35.68
36081015500,Queens,Midday,41.27
36081015600,Queens,Midday,29.04
36081015700,Queens,Midday,28.4
36081015801,Queens,Midday,25.1
36081015802,Queens,Midday,26.73
36081015900,Queens,Midday,17.25
36081016100,Queens,Midday,35.06
36081016300,Queens,Midday,16.82
36081016400,Queens,Midday,21.58
36081016600,Queens,Midday,20.71
36081016800,Queens,Midday,31.53
36081016900,Queens,Midday,27.27
36081017000,Queens,Midday,28.41
36081017100,Queens,Midday,2.71
36081017200,Queens,Midday,21.65
36081017400,Queens,Midday,33.86
36081017600,Queens,Midday,36.25
36081017800,Queens,Midday,42.34
36081017900,Queens,Midday,3.37
36081018000,Queens,Midday,24.98
36081018101,Queens,Midday,25.99
36081018102,Queens,Midday,41.18
36081018200,Queens,Midday,22.55
36081018300,Queens,Midday,43.56
36081018401,Queens,Midday,19.91
36081018402,Queens,Midday,24.39
36081018501,Queens,Midday,35.25
36081018502,Queens,Midday,18.2
36081018600,Queens,Midday,27.03
36081018700,Queens,Midday,32.24
36081018800,Queens,Midday,47.77
36081018900,Queens,Midday,38.63
36081019000,Queens,Midday,28.17
36081019200,Queens,Midday,28.78
36081019400,Queens,Midday,46.12
36081019600,Queens,Midday,42.38
36081019800,Queens,Midday,36.73
36081019900,Queens,Midday,14.15
36081020200,Queens,Midday,41.96
36081020400,Queens,Midday,18.45
36081020500,Queens,Midday,9.33
36081020600,Queens,Midday,12.88
36081020800,Queens,Midday,21.85
36081021200,Queens,Midday,16.98
36081021400,Queens,Midday,27.27
36081021600,Queens,Midday,26.71
36081021900,Queens,Midday,-9.47
36081022001,Queens,Midday,34.2
36081022002,Queens,Midday,45.77
36081022900,Queens,Midday,23.3
36081023000,Queens,Midday,33.6
36081023200,Queens,Midday,26.27
36081023500,Queens,Midday,26.35
36081023600,Queens,Midday,18.6
36081023800,Queens,Midday,17.02
36081024000,Queens,Midday,25.59
36081024300,Queens,Midday,37.25
36081024500,Queens,Midday,20.73
36081024600,Queens,Midday,35.1
36081024700,Queens,Midday,39.19
36081024900,Queens,Midday,39.22
36081025100,Queens,Midday,42.41
36081025301,Queens,Midday,40.24
36081025302,Queens,Midday,27.81
36081025400,Queens,Midday,26.37
36081025500,Queens,Midday,49.15
36081025700,Queens,Midday,22.14
36081025800,Queens,Midday,26.75
36081025900,Queens,Midday,29.09
36081026000,Queens,Midday,27.24
36081026100,Queens,Midday,25.5
36081026200,Queens,Midday,26.17
36081026300,Queens,Midday,33.26
36081026400,Queens,Midday,24.08
36081026500,Queens,Midday,27.3
36081026600,Queens,Midday,4.39
36081026700,Queens,Midday,32.2
36081026901,Queens,Midday,30.27
36081026902,Queens,Midday,35.92
36081027000,Queens,Midday,24.8
36081027100,Queens,Midday,31.32
36081027200,Queens,Midday,22.11
36081027300,Queens,Midday,33.75
36081027400,Queens,Midday,24.09
36081027500,Queens,Midday,31.84
36081027600,Queens,Midday,29.44
36081027700,Queens,Midday,40.69
36081027800,Queens,Midday,22.1
36081027900,Queens,Midday,28.36
36081028000,Queens,Midday,34.83
36081028100,Queens,Midday,20.1
36081028200,Queens,Midday,33.4
36081028300,Queens,Midday,27.5
36081028400,Queens,Midday,33.77
36081028500,Queens,Midday,30.77
36081028700,Queens,Midday,33.35
36081028800,Queens,Midday,33.1
36081028900,Queens,Midday,32.37
36081029100,Queens,Midday,23.24
36081029300,Queens,Midday,49.76
36081029400,Queens,Midday,28.64
36081029500,Queens,Midday,31.92
36081029700,Queens,Midday,29.67
36081029900,Queens,Midday,0
36081030600,Queens,Midday,30.92
36081030902,Queens,Midday,36.19
36081030903,Queens,Midday,29.99
36081030904,Queens,Midday,30.06
36081031700,Queens,Midday,40.19
36081032000,Queens,Midday,31.15
36081032700,Queens,Midday,37.14
36081032800,Queens,Midday,29.44
36081032900,Queens,Midday,32.24
36081033000,Queens,Midday,23.29
36081033100,Queens,Midday,8.31
36081033401,Queens,Midday,27.3
36081033402,Queens,Midday,34.06
36081033700,Queens,Midday,36.96
36081033900,Queens,Midday,41.25
36081034700,Queens,Midday,19.54
36081035100,Queens,Midday,45.49
36081035200,Queens,Midday,30.49
36081035300,Queens,Midday,28.96
36081035700,Queens,Midday,33.05
36081035800,Queens,Midday,27.4
36081036100,Queens,Midday,27.64
36081036300,Queens,Midday,36.57
36081036500,Queens,Midday,35.86
36081036600,Queens,Midday,47.69
36081036700,Queens,Midday,33.02
36081036800,Queens,Midday,24.39
36081037100,Queens,Midday,56.86
36081037300,Queens,Midday,32.71
36081037500,Queens,Midday,35.5
36081037600,Queens,Midday,27.11
36081037700,Queens,Midday,27
36081037900,Queens,Midday,27.46
36081038100,Queens,Midday,36.13
36081038301,Queens,Midday,-25.73
36081038302,Queens,Midday,36.58
36081038400,Queens,Midday,34.76
36081039400,Queens,Midday,25.66
36081039800,Queens,Midday,41.84
36081039900,Queens,Midday,20.03
36081040000,Queens,Midday,29.53
36081040100,Queens,Midday,34.88
36081040200,Queens,Midday,30.46
36081040300,Queens,Midday,49.93
36081040400,Queens,Midday,27.49
36081040500,Queens,Midday,44.05
36081040700,Queens,Midday,33
36081040900,Queens,Midday,30.71
36081041100,Queens,Midday,44.74
36081041300,Queens,Midday,31.39
36081041400,Queens,Midday,24.17
36081041500,Queens,Midday,31.98
36081042400,Queens,Midday,36.4
36081042600,Queens,Midday,1.39
36081042700,Queens,Midday,34.27
36081043200,Queens,Midday,31.25
36081043400,Queens,Midday,33.74
36081043701,Queens,Midday,32.45
36081043702,Queens,Midday,42.24
36081043900,Queens,Midday,43.19
36081044000,Queens,Midday,29.74
36081044301,Queens,Midday,33.39
36081044302,Queens,Midday,29.04
36081044400,Queens,Midday,27.29
36081044601,Queens,Midday,18
36081044602,Queens,Midday,26.17
36081044800,Queens,Midday,28.42
36081045000,Queens,Midday,32.73
36081045200,Queens,Midday,11.37
36081045400,Queens,Midday,26.5
36081045500,Queens,Midday,33.11
36081045600,Queens,Midday,15.72
36081045700,Queens,Midday,37.76
36081045800,Queens,Midday,35.34
36081045900,Queens,Midday,31.33
36081046000,Queens,Midday,22.08
36081046100,Queens,Midday,37.87
36081046200,Queens,Midday,30.19
36081046300,Queens,Midday,35.06
36081046400,Queens,Midday,40.83
36081046500,Queens,Midday,30.85
36081046600,Queens,Midday,35.36
36081046700,Queens,Midday,42.86
36081046800,Queens,Midday,20.25
36081046900,Queens,Midday,30.89
36081047000,Queens,Midday,25.41
36081047100,Queens,Midday,19.86
36081047200,Queens,Midday,20.96
36081047300,Queens,Midday,32.64
36081047500,Queens,Midday,23.22
36081047600,Queens,Midday,47.11
36081047800,Queens,Midday,28.5
36081047900,Queens,Midday,45.86
36081048000,Queens,Midday,46.81
36081048100,Queens,Midday,29.93
36081048200,Queens,Midday,21.99
36081048300,Queens,Midday,30.25
36081048400,Queens,Midday,32.15
36081048500,Queens,Midday,34.45
36081048900,Queens,Midday,45.31
36081049200,Queens,Midday,33.26
36081049301,Queens,Midday,52.89
36081049302,Queens,Midday,38.12
36081049500,Queens,Midday,31.89
36081049600,Queens,Midday,25.78
36081049700,Queens,Midday,40.03
36081049900,Queens,Midday,49.27
36081050000,Queens,Midday,23.44
36081050201,Queens,Midday,24.55
36081050202,Queens,Midday,33.19
36081050400,Queens,Midday,20.64
36081050500,Queens,Midday,40.91
36081050600,Queens,Midday,21.66
36081050700,Queens,Midday,48.84
36081050800,Queens,Midday,20.48
36081051000,Queens,Midday,46.83
36081051100,Queens,Midday,42.85
36081051200,Queens,Midday,31.61
36081051300,Queens,Midday,41.38
36081051500,Queens,Midday,30.16
36081051600,Queens,Midday,23.96
36081051700,Queens,Midday,35.28
36081051800,Queens,Midday,25.38
36081052000,Queens,Midday,44.17
36081052100,Queens,Midday,38.42
36081052200,Queens,Midday,31.28
36081052400,Queens,Midday,23.38
36081052500,Queens,Midday,41.3
36081052600,Queens,Midday,27.94
36081052800,Queens,Midday,24.51
36081053000,Queens,Midday,47.94
36081053100,Queens,Midday,31.21
36081053200,Queens,Midday,33.88
36081053401,Queens,Midday,33.8
36081053500,Queens,Midday,44.57
36081053601,Queens,Midday,32.59
36081053800,Queens,Midday,30.83
36081053900,Queens,Midday,26.21
36081054000,Queens,Midday,26.13
36081054200,Queens,Midday,30.89
36081054500,Queens,Midday,43.29
36081054700,Queens,Midday,13.7
36081054800,Queens,Midday,39.59
36081054900,Queens,Midday,32.48
36081055100,Queens,Midday,27.61
36081055200,Queens,Midday,26.42
36081055300,Queens,Midday,31.24
36081055400,Queens,Midday,27.48
36081055500,Queens,Midday,38.17
36081055600,Queens,Midday,35.17
36081055700,Queens,Midday,27.57
36081055800,Queens,Midday,30.16
36081055900,Queens,Midday,18.5
36081056000,Queens,Midday,39.71
36081056100,Queens,Midday,28.15
36081056200,Queens,Midday,42.28
36081056400,Queens,Midday,30.83
36081056500,Queens,Midday,16.7
36081056600,Queens,Midday,38.99
36081056700,Queens,Midday,27.14
36081056800,Queens,Midday,33.37
36081057700,Queens,Midday,37.49
36081057900,Queens,Midday,22.73
36081058000,Queens,Midday,35.04
36081058100,Queens,Midday,29.51
36081058200,Queens,Midday,26.41
36081058300,Queens,Midday,36.01
36081058500,Queens,Midday,26.57
36081058700,Queens,Midday,48.48
36081058900,Queens,Midday,37.81
36081059000,Queens,Midday,28.79
36081059100,Queens,Midday,33.66
36081059200,Queens,Midday,32.68
36081059300,Queens,Midday,33.96
36081059400,Queens,Midday,44.15
36081059500,Queens,Midday,32.48
36081059600,Queens,Midday,16.1
36081059800,Queens,Midday,36.7
36081059900,Queens,Midday,38.18
36081060000,Queens,Midday,17.32
36081060100,Queens,Midday,49.86
36081060300,Queens,Midday,31.65
36081060600,Queens,Midday,28.49
36081060701,Queens,Midday,0.98
36081060800,Queens,Midday,33.55
36081061000,Queens,Midday,26.17
36081061200,Queens,Midday,32.91
36081061301,Queens,Midday,30
36081061302,Queens,Midday,-100
36081061400,Queens,Midday,41.31
36081061601,Queens,Midday,37.78
36081061602,Queens,Midday,23.06
36081061800,Queens,Midday,45.85
36081061900,Queens,Midday,33.13
36081062000,Queens,Midday,49.71
36081062100,Queens,Midday,33.12
36081062200,Queens,Midday,47.01
36081062300,Queens,Midday,41.04
36081062500,Queens,Midday,48.58
36081062600,Queens,Midday,21.88
36081062700,Queens,Midday,42.02
36081062900,Queens,Midday,44.12
36081063000,Queens,Midday,38.74
36081063200,Queens,Midday,54.87
36081063301,Queens,Midday,63.91
36081063302,Queens,Midday,48.2
36081063500,Queens,Midday,42.62
36081063700,Queens,Midday,44.79
36081063800,Queens,Midday,33.1
36081063900,Queens,Midday,36.67
36081064101,Queens,Midday,38.94
36081064102,Queens,Midday,33.62
36081064500,Queens,Midday,40.63
36081064600,Queens,Midday,25.83
36081065000,Queens,Midday,29.63
36081065400,Queens,Midday,33.87
36081065501,Queens,Midday,-100
36081065600,Queens,Midday,24.7
36081065702,Queens,Midday,44.94
36081065703,Queens,Midday,27.4
36081065900,Queens,Midday,36.75
36081066000,Queens,Midday,32.34
36081066100,Queens,Midday,57.94
36081066300,Queens,Midday,43.12
36081066400,Queens,Midday,31.35
36081066501,Queens,Midday,41.57
36081066701,Queens,Midday,43.4
36081066900,Queens,Midday,44.54
36081067100,Queens,Midday,46.54
36081067700,Queens,Midday,39.89
36081067900,Queens,Midday,38.72
36081068000,Queens,Midday,32.96
36081068200,Queens,Midday,27.45
36081068300,Queens,Midday,33.23
36081068700,Queens,Midday,34.98
36081069000,Queens,Midday,33.37
36081069300,Queens,Midday,26.11
36081069400,Queens,Midday,28.06
36081069500,Queens,Midday,41.39
36081069701,Queens,Midday,31.47
36081069702,Queens,Midday,45.47
36081070300,Queens,Midday,49.28
36081070700,Queens,Midday,41.5
36081070900,Queens,Midday,41.31
36081071100,Queens,Midday,36.65
36081071303,Queens,Midday,42.45
36081071304,Queens,Midday,45.32
36081071305,Queens,Midday,39.36
36081071306,Queens,Midday,36.35
36081071600,Queens,Midday,-1.06
36081071701,Queens,Midday,34.97
36081071702,Queens,Midday,40.85
36081071900,Queens,Midday,28.69
36081072100,Queens,Midday,33.4
36081072300,Queens,Midday,35.66
36081072900,Queens,Midday,30.22
36081073100,Queens,Midday,64.38
36081073700,Queens,Midday,20.45
36081073900,Queens,Midday,34.71
36081074100,Queens,Midday,39.66
36081074300,Queens,Midday,30.87
36081074500,Queens,Midday,46.81
36081074700,Queens,Midday,39.76
36081074900,Queens,Midday,48.93
36081075701,Queens,Midday,43.64
36081075702,Queens,Midday,52.26
36081076901,Queens,Midday,47.16
36081076902,Queens,Midday,26.68
36081077300,Queens,Midday,32.82
36081077500,Queens,Midday,27.07
36081077902,Queens,Midday,17.49
36081077903,Queens,Midday,49.26
36081077904,Queens,Midday,33.47
36081077905,Queens,Midday,44.89
36081077906,Queens,Midday,31.62
36081077907,Queens,Midday,45.53
36081077908,Queens,Midday,27.3
36081078800,Queens,Midday,17.39
36081079000,Queens,Midday,31.85
36081079200,Queens,Midday,39.06
36081079300,Queens,Midday,0
36081079701,Queens,Midday,22.59
36081079702,Queens,Midday,16.64
36081079900,Queens,Midday,18.34
36081080301,Queens,Midday,47.84
36081080302,Queens,Midday,26.82
36081080900,Queens,Midday,25.03
36081081400,Queens,Midday,33.19
36081081800,Queens,Midday,30.47
36081083700,Queens,Midday,37.86
36081083800,Queens,Midday,39.02
36081084000,Queens,Midday,24.96
36081084500,Queens,Midday,40.89
36081084601,Queens,Midday,26.34
36081084602,Queens,Midday,21.57
36081084900,Queens,Midday,19.93
36081085300,Queens,Midday,37.04
36081085500,Queens,Midday,31.77
36081085700,Queens,Midday,22.8
36081085900,Queens,Midday,28.52
36081086100,Queens,Midday,43.66
36081086300,Queens,Midday,34.74
36081086400,Queens,Midday,34.72
36081086500,Queens,Midday,27.28
36081086900,Queens,Midday,16.52
36081087100,Queens,Midday,21.86
