GEOID,County,Time of Day,Change in Percent Devices at Home
36103145804,Suffolk,Morning,12.64
36103145805,Suffolk,Morning,15.71
36103145807,Suffolk,Morning,19.2
36103145808,Suffolk,Morning,-0.47
36103145901,Suffolk,Morning,6.39
36103145902,Suffolk,Morning,7.7
36103145903,Suffolk,Morning,21.83
36103146001,Suffolk,Morning,6.62
36103146002,Suffolk,Morning,4.95
36103146003,Suffolk,Morning,14.38
36103146102,Suffolk,Morning,6.43
36103146103,Suffolk,Morning,15.04
36103146105,Suffolk,Morning,13.49
36103146106,Suffolk,Morning,12.09
36103146201,Suffolk,Morning,-6.06
36103146202,Suffolk,Morning,1.19
36103146203,Suffolk,Morning,11.24
36103146204,Suffolk,Morning,7.59
36103146205,Suffolk,Morning,18.34
36103146206,Suffolk,Morning,8.7
36103146300,Suffolk,Morning,2.4
36103146402,Suffolk,Morning,9.19
36103146403,Suffolk,Morning,-4.92
36103146404,Suffolk,Morning,11.45
36103146500,Suffolk,Morning,11.35
36103146604,Suffolk,Morning,17.13
36103146605,Suffolk,Morning,20.32
36103146606,Suffolk,Morning,15.67
36103146607,Suffolk,Morning,18.17
36103146608,Suffolk,Morning,17.32
36103146611,Suffolk,Morning,6.75
36103146612,Suffolk,Morning,18.98
36103146613,Suffolk,Morning,20.89
36103146614,Suffolk,Morning,21.7
36103146615,Suffolk,Morning,14.11
36103146703,Suffolk,Morning,10.92
36103146704,Suffolk,Morning,22.55
36103146705,Suffolk,Morning,16.36
36103146706,Suffolk,Morning,21.98
36103146800,Suffolk,Morning,21.81
36103146901,Suffolk,Morning,11.8
36103146902,Suffolk,Morning,12.09
36103147001,Suffolk,Morning,22.19
36103147003,Suffolk,Morning,23.31
36103147004,Suffolk,Morning,62.78
36103147100,Suffolk,Morning,22.94
36103147200,Suffolk,Morning,21.11
36103147300,Suffolk,Morning,12.15
36103147401,Suffolk,Morning,17.99
36103147402,Suffolk,Morning,20.13
36103147501,Suffolk,Morning,21.14
36103147502,Suffolk,Morning,24.68
36103147503,Suffolk,Morning,26.21
36103147601,Suffolk,Morning,13.68
36103147602,Suffolk,Morning,18.32
36103147701,Suffolk,Morning,17
36103147702,Suffolk,Morning,18.34
36103147802,Suffolk,Morning,22.83
36103147803,Suffolk,Morning,23.13
36103147804,Suffolk,Morning,19.85
36103147901,Suffolk,Morning,10.31
36103147902,Suffolk,Morning,21.81
36103158001,Suffolk,Morning,19.7
36103158002,Suffolk,Morning,19.41
36103158006,Suffolk,Morning,22.64
36103158007,Suffolk,Morning,-73.16
36103158009,Suffolk,Morning,19.93
36103158010,Suffolk,Morning,23.25
36103158011,Suffolk,Morning,23.69
36103158102,Suffolk,Morning,15.64
36103158103,Suffolk,Morning,13.23
36103158104,Suffolk,Morning,17.8
36103158107,Suffolk,Morning,24.37
36103158108,Suffolk,Morning,16.52
36103158110,Suffolk,Morning,5.82
36103158111,Suffolk,Morning,12.7
36103158112,Suffolk,Morning,2.99
36103158114,Suffolk,Morning,16.9
36103158115,Suffolk,Morning,22.22
36103158116,Suffolk,Morning,18.88
36103158202,Suffolk,Morning,15.37
36103158203,Suffolk,Morning,12.57
36103158205,Suffolk,Morning,23.06
36103158206,Suffolk,Morning,16.37
36103158207,Suffolk,Morning,17.9
36103158304,Suffolk,Morning,21.26
36103158306,Suffolk,Morning,21.27
36103158308,Suffolk,Morning,14.25
36103158309,Suffolk,Morning,11.97
36103158310,Suffolk,Morning,20.81
36103158315,Suffolk,Morning,16.63
36103158317,Suffolk,Morning,20.85
36103158318,Suffolk,Morning,18.77
36103158319,Suffolk,Morning,9.46
36103158320,Suffolk,Morning,11.18
36103158321,Suffolk,Morning,14.88
36103158322,Suffolk,Morning,23.65
36103158323,Suffolk,Morning,19.99
36103158401,Suffolk,Morning,13.05
36103158402,Suffolk,Morning,18.14
36103158403,Suffolk,Morning,1.9
36103158405,Suffolk,Morning,9.31
36103158407,Suffolk,Morning,24.66
36103158408,Suffolk,Morning,28.73
36103158409,Suffolk,Morning,9.33
36103158410,Suffolk,Morning,9.23
36103158502,Suffolk,Morning,12.62
36103158505,Suffolk,Morning,8.85
36103158506,Suffolk,Morning,11.91
36103158507,Suffolk,Morning,23.88
36103158508,Suffolk,Morning,19.8
36103158509,Suffolk,Morning,14.42
36103158510,Suffolk,Morning,11.14
36103158511,Suffolk,Morning,6.14
36103158512,Suffolk,Morning,15.73
36103158604,Suffolk,Morning,19.87
36103158605,Suffolk,Morning,12.07
36103158606,Suffolk,Morning,9.98
36103158607,Suffolk,Morning,10.3
36103158608,Suffolk,Morning,14.55
36103158609,Suffolk,Morning,15.21
36103158704,Suffolk,Morning,15.88
36103158705,Suffolk,Morning,0.55
36103158707,Suffolk,Morning,18.99
36103158708,Suffolk,Morning,5.11
36103158709,Suffolk,Morning,8.45
36103158710,Suffolk,Morning,16.03
36103158711,Suffolk,Morning,8.95
36103158712,Suffolk,Morning,9.12
36103158802,Suffolk,Morning,22.13
36103158803,Suffolk,Morning,15.13
36103158804,Suffolk,Morning,12.57
36103158900,Suffolk,Morning,13.09
36103159000,Suffolk,Morning,14.8
36103159102,Suffolk,Morning,9.48
36103159103,Suffolk,Morning,6.58
36103159105,Suffolk,Morning,15.99
36103159106,Suffolk,Morning,18.83
36103159107,Suffolk,Morning,21.76
36103159108,Suffolk,Morning,12.89
36103159201,Suffolk,Morning,15.11
36103159203,Suffolk,Morning,17.25
36103159204,Suffolk,Morning,12.87
36103159300,Suffolk,Morning,11.34
36103159404,Suffolk,Morning,10.75
36103159406,Suffolk,Morning,22.14
36103159407,Suffolk,Morning,15.34
36103159408,Suffolk,Morning,17.85
36103159410,Suffolk,Morning,16.66
36103159411,Suffolk,Morning,18.31
36103159412,Suffolk,Morning,20.9
36103159505,Suffolk,Morning,9.79
36103159506,Suffolk,Morning,15.47
36103159508,Suffolk,Morning,-1.6
36103159509,Suffolk,Morning,0.82
36103159510,Suffolk,Morning,30.56
36103159511,Suffolk,Morning,13.73
36103159512,Suffolk,Morning,11.93
36103159601,Suffolk,Morning,17.46
36103159602,Suffolk,Morning,14.75
36103169701,Suffolk,Morning,18.19
36103169703,Suffolk,Morning,12.75
36103169704,Suffolk,Morning,10.58
36103169800,Suffolk,Morning,8.15
36103169901,Suffolk,Morning,7.39
36103169902,Suffolk,Morning,6.61
36103170001,Suffolk,Morning,8.37
36103170002,Suffolk,Morning,14.58
36103170101,Suffolk,Morning,1.34
36103170201,Suffolk,Morning,7.63
36103170202,Suffolk,Morning,22.31
36103180300,Suffolk,Morning,19.28
36103190401,Suffolk,Morning,15.26
36103190402,Suffolk,Morning,-2.81
36103190403,Suffolk,Morning,17.52
36103190502,Suffolk,Morning,32.28
36103190503,Suffolk,Morning,16.37
36103190504,Suffolk,Morning,10.99
36103190601,Suffolk,Morning,21.35
36103190603,Suffolk,Morning,16.53
36103190604,Suffolk,Morning,8.54
36103190704,Suffolk,Morning,13.36
36103190705,Suffolk,Morning,11.9
36103190706,Suffolk,Morning,4.29
36103190707,Suffolk,Morning,13.82
36103190708,Suffolk,Morning,-2.1
36103190800,Suffolk,Morning,18.77
36103200901,Suffolk,Morning,9.03
36103200902,Suffolk,Morning,13.02
36103201001,Suffolk,Morning,13.02
36103201003,Suffolk,Morning,19.21
36103201004,Suffolk,Morning,7.29
36103201100,Suffolk,Morning,9.38
36119000101,Westchester,Morning,10.36
36119000103,Westchester,Morning,7.73
36119000104,Westchester,Morning,5.42
36119000201,Westchester,Morning,-6.88
36119000202,Westchester,Morning,0.68
36119000203,Westchester,Morning,-0.91
36119000300,Westchester,Morning,6.95
36119000401,Westchester,Morning,4.43
36119000402,Westchester,Morning,7.19
36119000500,Westchester,Morning,-9.85
36119000600,Westchester,Morning,10.65
36119000701,Westchester,Morning,18.2
36119000702,Westchester,Morning,5.17
36119000801,Westchester,Morning,15.66
36119000802,Westchester,Morning,5.42
36119000803,Westchester,Morning,11.66
36119000900,Westchester,Morning,16.81
36119001000,Westchester,Morning,5.18
36119001101,Westchester,Morning,18.11
36119001102,Westchester,Morning,6.12
36119001200,Westchester,Morning,9.83
36119001301,Westchester,Morning,8.04
36119001302,Westchester,Morning,4.61
36119001303,Westchester,Morning,6.14
36119001401,Westchester,Morning,5.18
36119001402,Westchester,Morning,12.64
36119001403,Westchester,Morning,24.82
36119001502,Westchester,Morning,25.63
36119001503,Westchester,Morning,5.42
36119001504,Westchester,Morning,14.29
36119001505,Westchester,Morning,5.45
36119001600,Westchester,Morning,15.53
36119001700,Westchester,Morning,14.9
36119001800,Westchester,Morning,9.36
36119001900,Westchester,Morning,10.99
36119002000,Westchester,Morning,20.07
36119002101,Westchester,Morning,23.37
36119002103,Westchester,Morning,26.48
36119002104,Westchester,Morning,17.15
36119002105,Westchester,Morning,7.35
36119002106,Westchester,Morning,13.18
36119002107,Westchester,Morning,16.21
36119002201,Westchester,Morning,22.49
36119002202,Westchester,Morning,8.34
36119002203,Westchester,Morning,1.03
36119002204,Westchester,Morning,-2.45
36119002300,Westchester,Morning,15.34
36119002401,Westchester,Morning,6.81
36119002402,Westchester,Morning,7.76
36119002403,Westchester,Morning,10.29
36119002404,Westchester,Morning,13.78
36119002405,Westchester,Morning,4.36
36119002600,Westchester,Morning,-0.79
36119002700,Westchester,Morning,2.69
36119002800,Westchester,Morning,7.58
36119002900,Westchester,Morning,-6.48
36119003000,Westchester,Morning,-8.57
36119003100,Westchester,Morning,-2.42
36119003200,Westchester,Morning,-3.14
36119003300,Westchester,Morning,-4.45
36119003400,Westchester,Morning,13.08
36119003500,Westchester,Morning,10.21
36119003600,Westchester,Morning,1.34
36119003700,Westchester,Morning,9.99
36119003800,Westchester,Morning,5.55
36119003900,Westchester,Morning,12.54
36119004000,Westchester,Morning,6.13
36119004100,Westchester,Morning,18.65
36119004200,Westchester,Morning,6.79
36119004300,Westchester,Morning,17.36
36119004400,Westchester,Morning,26.67
36119004500,Westchester,Morning,34.9
36119004600,Westchester,Morning,8.33
36119004700,Westchester,Morning,5.49
36119004800,Westchester,Morning,18.07
36119004900,Westchester,Morning,26.23
36119005001,Westchester,Morning,29.45
36119005002,Westchester,Morning,18.8
36119005100,Westchester,Morning,8.65
36119005200,Westchester,Morning,17.85
36119005300,Westchester,Morning,19.61
36119005400,Westchester,Morning,-2.59
36119005500,Westchester,Morning,16.89
36119005701,Westchester,Morning,10.76
36119005702,Westchester,Morning,17.82
36119005800,Westchester,Morning,23.03
36119005901,Westchester,Morning,4.56
36119005902,Westchester,Morning,11.16
36119006000,Westchester,Morning,3.99
36119006100,Westchester,Morning,7.06
36119006200,Westchester,Morning,-5.26
36119006300,Westchester,Morning,11.59
36119006400,Westchester,Morning,6.6
36119006500,Westchester,Morning,3.12
36119006600,Westchester,Morning,7.41
36119006700,Westchester,Morning,17.53
36119006801,Westchester,Morning,20.82
36119006802,Westchester,Morning,11.33
36119006900,Westchester,Morning,19.72
36119007000,Westchester,Morning,30.05
36119007100,Westchester,Morning,12.01
36119007200,Westchester,Morning,11.65
36119007300,Westchester,Morning,9.86
36119007401,Westchester,Morning,9.25
36119007402,Westchester,Morning,22.86
36119007500,Westchester,Morning,15.9
36119007600,Westchester,Morning,20.45
36119007700,Westchester,Morning,7.16
36119007800,Westchester,Morning,9.05
36119007900,Westchester,Morning,10.54
36119008000,Westchester,Morning,9.84
36119008100,Westchester,Morning,11.58
36119008200,Westchester,Morning,11.05
36119008301,Westchester,Morning,5.58
36119008302,Westchester,Morning,19.53
36119008401,Westchester,Morning,16.63
36119008403,Westchester,Morning,14.04
36119008404,Westchester,Morning,14.55
36119008500,Westchester,Morning,24.9
36119008602,Westchester,Morning,5.76
36119008700,Westchester,Morning,20.83
36119008800,Westchester,Morning,11.36
36119008901,Westchester,Morning,3.32
36119008902,Westchester,Morning,13.36
36119009000,Westchester,Morning,10.6
36119009100,Westchester,Morning,11.01
36119009200,Westchester,Morning,9.77
36119009300,Westchester,Morning,7.14
36119009400,Westchester,Morning,0.72
36119009500,Westchester,Morning,8.9
36119009600,Westchester,Morning,13.87
36119009701,Westchester,Morning,9.5
36119009702,Westchester,Morning,10.75
36119009703,Westchester,Morning,20.68
36119009800,Westchester,Morning,15.87
36119009900,Westchester,Morning,21.11
36119010000,Westchester,Morning,23.52
36119010100,Westchester,Morning,22.66
36119010200,Westchester,Morning,15.9
36119010300,Westchester,Morning,16.79
36119010400,Westchester,Morning,-14.44
36119010500,Westchester,Morning,16.29
36119010600,Westchester,Morning,12.75
36119010701,Westchester,Morning,16.56
36119010702,Westchester,Morning,19.91
36119010801,Westchester,Morning,5.07
36119010803,Westchester,Morning,12.02
36119010804,Westchester,Morning,17.71
36119010901,Westchester,Morning,14.53
36119010902,Westchester,Morning,-0.28
36119010903,Westchester,Morning,6.8
36119011000,Westchester,Morning,17.87
36119011101,Westchester,Morning,15.09
36119011102,Westchester,Morning,13.99
36119011200,Westchester,Morning,14.25
36119011300,Westchester,Morning,14.41
36119011400,Westchester,Morning,13.27
36119011500,Westchester,Morning,8.52
36119011600,Westchester,Morning,7.55
36119011700,Westchester,Morning,14.4
36119011800,Westchester,Morning,-11.57
36119011902,Westchester,Morning,13.99
36119012000,Westchester,Morning,18.31
36119012101,Westchester,Morning,17.32
36119012102,Westchester,Morning,18.9
36119012200,Westchester,Morning,21.37
36119012301,Westchester,Morning,8.26
36119012303,Westchester,Morning,16.27
36119012304,Westchester,Morning,20.61
36119012400,Westchester,Morning,19.61
36119012501,Westchester,Morning,11.27
36119012502,Westchester,Morning,22.04
36119012503,Westchester,Morning,11.72
36119012600,Westchester,Morning,17.43
36119012700,Westchester,Morning,9.18
36119012802,Westchester,Morning,19.75
36119012900,Westchester,Morning,18.51
36119013000,Westchester,Morning,8.24
36119013102,Westchester,Morning,12.78
36119013103,Westchester,Morning,14.65
36119013104,Westchester,Morning,23.75
36119013201,Westchester,Morning,14.4
36119013202,Westchester,Morning,16.12
36119013301,Westchester,Morning,12.25
36119013304,Westchester,Morning,5.35
36119013400,Westchester,Morning,2.33
36119013500,Westchester,Morning,18.58
36119013600,Westchester,Morning,10.75
36119013700,Westchester,Morning,26.79
36119013800,Westchester,Morning,13.35
36119013900,Westchester,Morning,9.45
36119014000,Westchester,Morning,13.61
36119014100,Westchester,Morning,8.64
36119014200,Westchester,Morning,13.94
36119014300,Westchester,Morning,-4.87
36119014400,Westchester,Morning,7.46
36119014500,Westchester,Morning,14.94
36119014604,Westchester,Morning,8.35
36119014605,Westchester,Morning,9.46
36119014606,Westchester,Morning,22.2
36119014607,Westchester,Morning,-14.27
36119014701,Westchester,Morning,19.67
36119014703,Westchester,Morning,19.16
36119014704,Westchester,Morning,8.35
36119014804,Westchester,Morning,13.93
36119014805,Westchester,Morning,31.7
36119014806,Westchester,Morning,7.7
36119014808,Westchester,Morning,15.99
36119014809,Westchester,Morning,8.35
36119014810,Westchester,Morning,16.95
36119014811,Westchester,Morning,26.39
36119014901,Westchester,Morning,9.23
36119014903,Westchester,Morning,14
36119014907,Westchester,Morning,13.02
36119014908,Westchester,Morning,12.78
36119014909,Westchester,Morning,16.66
36119015000,Westchester,Morning,7.83
36119981000,Westchester,Morning,-7.45
36119982000,Westchester,Morning,63.89
36119983000,Westchester,Morning,-4.17
36119984000,Westchester,Morning,-20
36119985000,Westchester,Morning,-82.36
42103950102,Pike,Morning,3.1
42103950103,Pike,Morning,-0.43
42103950104,Pike,Morning,13.28
42103950201,Pike,Morning,10.34
42103950202,Pike,Morning,0.55
42103950301,Pike,Morning,8.21
42103950302,Pike,Morning,22.78
42103950501,Pike,Morning,10.41
42103950502,Pike,Morning,23.09
42103950601,Pike,Morning,-4.23
42103950603,Pike,Morning,-6.11
42103950605,Pike,Morning,6.02
42103950606,Pike,Morning,11.55
42103950701,Pike,Morning,7.59
42103950702,Pike,Morning,11.79
42103950801,Pike,Morning,2.54
42103950802,Pike,Morning,19.23
42103950900,Pike,Morning,14.47
34003001000,Bergen,Midday,39.62
34003002100,Bergen,Midday,26.7
34003002200,Bergen,Midday,38.31
34003002300,Bergen,Midday,42.81
34003003100,Bergen,Midday,31.59
34003003200,Bergen,Midday,27.82
34003003300,Bergen,Midday,38.62
34003003401,Bergen,Midday,48.32
34003003402,Bergen,Midday,37.26
34003003500,Bergen,Midday,40.54
34003004001,Bergen,Midday,37.37
34003004002,Bergen,Midday,41.35
34003005000,Bergen,Midday,33.18
34003006100,Bergen,Midday,35.06
34003006201,Bergen,Midday,41.52
34003006202,Bergen,Midday,49.48
34003006300,Bergen,Midday,36.6
34003007001,Bergen,Midday,41.68
34003007002,Bergen,Midday,46.48
34003008000,Bergen,Midday,44.3
34003009100,Bergen,Midday,43.93
34003009200,Bergen,Midday,41.7
34003010100,Bergen,Midday,37.14
34003010200,Bergen,Midday,40.68
34003010300,Bergen,Midday,40.73
34003011100,Bergen,Midday,31.5
34003011200,Bergen,Midday,31.35
34003011300,Bergen,Midday,33.63
34003011400,Bergen,Midday,28.16
34003012001,Bergen,Midday,34.78
34003012002,Bergen,Midday,45.21
34003013001,Bergen,Midday,40.06
34003013002,Bergen,Midday,37.7
34003014000,Bergen,Midday,48.87
34003015100,Bergen,Midday,43.79
34003015200,Bergen,Midday,49.17
34003015300,Bergen,Midday,34.44
34003015400,Bergen,Midday,27.37
34003015500,Bergen,Midday,40.38
34003016000,Bergen,Midday,36.11
34003017100,Bergen,Midday,46.23
34003017200,Bergen,Midday,49.42
34003017300,Bergen,Midday,34.5
34003017400,Bergen,Midday,41.05
34003017500,Bergen,Midday,44.72
34003018100,Bergen,Midday,26.74
34003018200,Bergen,Midday,33.94
34003019102,Bergen,Midday,42.66
34003019103,Bergen,Midday,40.4
34003019104,Bergen,Midday,36.88
34003019202,Bergen,Midday,26.14
34003019203,Bergen,Midday,47.89
34003019204,Bergen,Midday,47.16
34003019303,Bergen,Midday,54.61
34003019304,Bergen,Midday,36.33
34003019305,Bergen,Midday,44.27
34003019306,Bergen,Midday,58.04
34003020100,Bergen,Midday,37.5
34003020200,Bergen,Midday,48.41
34003021100,Bergen,Midday,21.88
34003021200,Bergen,Midday,26.06
34003021300,Bergen,Midday,28.45
34003021400,Bergen,Midday,23.67
34003021500,Bergen,Midday,28.57
34003021600,Bergen,Midday,26.13
34003022100,Bergen,Midday,42.49
34003022200,Bergen,Midday,49.52
34003023100,Bergen,Midday,36.78
34003023200,Bergen,Midday,35.96
34003023301,Bergen,Midday,34.28
34003023302,Bergen,Midday,31.08
34003023401,Bergen,Midday,33.27
34003023402,Bergen,Midday,28.74
34003023501,Bergen,Midday,37.65
34003023502,Bergen,Midday,32.12
34003023601,Bergen,Midday,32.85
34003023602,Bergen,Midday,27.09
34003024100,Bergen,Midday,41.61
34003024200,Bergen,Midday,54.31
34003025100,Bergen,Midday,30.59
34003025200,Bergen,Midday,41.12
34003026100,Bergen,Midday,49.34
34003026200,Bergen,Midday,41.55
34003027000,Bergen,Midday,43.98
34003028001,Bergen,Midday,44.68
34003028002,Bergen,Midday,41.4
34003029100,Bergen,Midday,28.22
34003029200,Bergen,Midday,32.48
34003030100,Bergen,Midday,33.56
34003030200,Bergen,Midday,32.59
34003030300,Bergen,Midday,32.37
34003030400,Bergen,Midday,40.54
34003031100,Bergen,Midday,26.03
34003031200,Bergen,Midday,35.93
34003031300,Bergen,Midday,39.2
34003031400,Bergen,Midday,36.69
34003032102,Bergen,Midday,48.34
34003032103,Bergen,Midday,36.63
34003032104,Bergen,Midday,-13.64
34003032201,Bergen,Midday,41.04
34003032202,Bergen,Midday,38.71
34003033100,Bergen,Midday,36.83
34003033200,Bergen,Midday,43.31
34003033300,Bergen,Midday,19.45
34003034000,Bergen,Midday,47.14
34003035100,Bergen,Midday,45.97
34003035200,Bergen,Midday,51.17
34003036100,Bergen,Midday,19.73
34003036200,Bergen,Midday,37.95
34003037100,Bergen,Midday,38.57
34003037201,Bergen,Midday,41.15
34003037202,Bergen,Midday,40.3
34003038100,Bergen,Midday,38.9
34003038200,Bergen,Midday,30.55
34003038300,Bergen,Midday,36.75
34003039100,Bergen,Midday,33.99
34003039200,Bergen,Midday,49
34003039300,Bergen,Midday,39.32
34003040001,Bergen,Midday,43.55
34003040002,Bergen,Midday,38.68
34003041100,Bergen,Midday,28.9
34003041200,Bergen,Midday,29.6
34003041301,Bergen,Midday,34.87
34003041302,Bergen,Midday,46.1
34003042100,Bergen,Midday,50.29
34003042301,Bergen,Midday,47.24
34003042302,Bergen,Midday,34.92
34003042400,Bergen,Midday,44.69
34003042500,Bergen,Midday,41.89
34003043001,Bergen,Midday,29.44
34003043002,Bergen,Midday,36.29
34003044100,Bergen,Midday,44.67
34003044201,Bergen,Midday,49.21
34003044202,Bergen,Midday,38.25
34003045100,Bergen,Midday,44.19
34003045200,Bergen,Midday,33.8
34003046100,Bergen,Midday,31.05
34003046200,Bergen,Midday,34.41
34003046300,Bergen,Midday,40.54
34003047100,Bergen,Midday,50.64
34003047200,Bergen,Midday,49.54
34003047300,Bergen,Midday,46.75
34003047400,Bergen,Midday,36.87
34003047500,Bergen,Midday,45.51
34003048100,Bergen,Midday,35.65
34003048200,Bergen,Midday,52.11
34003049001,Bergen,Midday,50.95
34003049002,Bergen,Midday,42.09
34003050000,Bergen,Midday,31.38
34003051100,Bergen,Midday,36.86
34003051200,Bergen,Midday,44.03
34003051300,Bergen,Midday,48.56
34003051400,Bergen,Midday,38.51
34003052100,Bergen,Midday,33.42
34003052200,Bergen,Midday,38.94
34003053100,Bergen,Midday,40.24
34003053200,Bergen,Midday,45.48
34003054100,Bergen,Midday,36.29
34003054200,Bergen,Midday,35.04
34003054300,Bergen,Midday,51.34
34003054400,Bergen,Midday,32.26
34003054500,Bergen,Midday,41.21
34003054600,Bergen,Midday,38.34
34003055100,Bergen,Midday,49.49
34003055200,Bergen,Midday,49.4
34003056100,Bergen,Midday,48.15
34003056200,Bergen,Midday,42.7
34003057101,Bergen,Midday,27.9
34003057102,Bergen,Midday,31.84
34003057200,Bergen,Midday,20.43
34003058100,Bergen,Midday,40.38
34003058200,Bergen,Midday,47.02
34003059100,Bergen,Midday,28.1
34003059200,Bergen,Midday,45.18
34003060000,Bergen,Midday,43.79
34003061100,Bergen,Midday,44.43
34003061200,Bergen,Midday,47.91
34003061300,Bergen,Midday,37
34003061400,Bergen,Midday,47.44
34013000100,Essex,Midday,35.15
34013000200,Essex,Midday,21.59
34013000300,Essex,Midday,18.06
34013000400,Essex,Midday,26.57
34013000500,Essex,Midday,45.34
34013000600,Essex,Midday,24.4
34013000700,Essex,Midday,23.37
34013000800,Essex,Midday,25.64
34013000900,Essex,Midday,19.37
34013001000,Essex,Midday,17.93
34013001100,Essex,Midday,-5.76
34013001300,Essex,Midday,28.28
34013001400,Essex,Midday,12.53
34013001500,Essex,Midday,0.51
34013001600,Essex,Midday,25.07
34013001700,Essex,Midday,15.5
34013001800,Essex,Midday,23.97
34013001900,Essex,Midday,18.05
34013002000,Essex,Midday,11.22
34013002100,Essex,Midday,19.57
34013002201,Essex,Midday,14.58
34013002202,Essex,Midday,31.75
34013002300,Essex,Midday,17.1
34013002400,Essex,Midday,20.59
34013002500,Essex,Midday,24.76
34013002600,Essex,Midday,24.66
34013002800,Essex,Midday,28.2
34013003100,Essex,Midday,29.48
34013003500,Essex,Midday,28.16
34013003700,Essex,Midday,11.9
34013003800,Essex,Midday,14.22
34013003900,Essex,Midday,27.12
34013004100,Essex,Midday,19.73
34013004200,Essex,Midday,16.87
34013004300,Essex,Midday,16.39
34013004400,Essex,Midday,26.54
34013004500,Essex,Midday,24.21
34013004600,Essex,Midday,21.33
34013004700,Essex,Midday,22.47
34013004801,Essex,Midday,3.65
34013004802,Essex,Midday,29.86
34013004900,Essex,Midday,26.47
34013005000,Essex,Midday,12.96
34013005100,Essex,Midday,16.96
34013005200,Essex,Midday,24.85
34013005300,Essex,Midday,17.58
34013005400,Essex,Midday,19.93
34013005700,Essex,Midday,24.98
34013006200,Essex,Midday,8.51
34013006400,Essex,Midday,61.1
34013006600,Essex,Midday,26.44
34013006700,Essex,Midday,14.9
34013006800,Essex,Midday,23.25
34013006900,Essex,Midday,21.2
34013007000,Essex,Midday,16.89
34013007100,Essex,Midday,22.51
34013007200,Essex,Midday,32.4
34013007300,Essex,Midday,22.89
34013007400,Essex,Midday,8.61
34013007501,Essex,Midday,26.28
34013007502,Essex,Midday,6.1
34013007600,Essex,Midday,25.19
34013007700,Essex,Midday,12.25
34013007800,Essex,Midday,24.58
34013007900,Essex,Midday,17.35
34013008000,Essex,Midday,22.19
34013008100,Essex,Midday,23.43
34013008200,Essex,Midday,-4.55
34013008700,Essex,Midday,24.91
34013008800,Essex,Midday,21.34
34013008900,Essex,Midday,15.34
34013009000,Essex,Midday,28.77
34013009100,Essex,Midday,21.16
34013009200,Essex,Midday,21.89
34013009300,Essex,Midday,21.63
34013009400,Essex,Midday,26.68
34013009500,Essex,Midday,22.18
34013009600,Essex,Midday,34.68
34013009700,Essex,Midday,29.59
34013009900,Essex,Midday,26.56
34013010000,Essex,Midday,43.66
34013010100,Essex,Midday,21.37
34013010200,Essex,Midday,36.33
34013010300,Essex,Midday,20.41
34013010400,Essex,Midday,26.75
34013010500,Essex,Midday,20.36
34013010600,Essex,Midday,24.19
34013010700,Essex,Midday,28.26
34013010800,Essex,Midday,23.95
34013010900,Essex,Midday,19.25
34013011100,Essex,Midday,11.54
34013011200,Essex,Midday,31.05
34013011300,Essex,Midday,20.95
34013011400,Essex,Midday,25.51
34013011500,Essex,Midday,22.55
34013011600,Essex,Midday,20.34
34013011700,Essex,Midday,27.54
34013011800,Essex,Midday,17.03
34013011900,Essex,Midday,15.55
34013012000,Essex,Midday,13.2
34013012100,Essex,Midday,22.2
34013012200,Essex,Midday,18.81
34013012300,Essex,Midday,26
34013012400,Essex,Midday,20.52
34013012500,Essex,Midday,19.33
34013012600,Essex,Midday,22.91
34013012700,Essex,Midday,25.13
34013012800,Essex,Midday,13.12
34013012900,Essex,Midday,22.59
34013013000,Essex,Midday,22.56
34013013100,Essex,Midday,12.03
34013013200,Essex,Midday,19.82
34013013300,Essex,Midday,16.72
34013013400,Essex,Midday,47.78
34013013500,Essex,Midday,40.33
34013013600,Essex,Midday,52.47
34013013700,Essex,Midday,41.56
34013013800,Essex,Midday,35.39
34013013900,Essex,Midday,33.09
34013014000,Essex,Midday,32.81
34013014100,Essex,Midday,22.5
34013014200,Essex,Midday,39.45
34013014300,Essex,Midday,39.47
34013014400,Essex,Midday,31.54
34013014500,Essex,Midday,26.16
34013014600,Essex,Midday,29.83
34013014700,Essex,Midday,37.12
34013014800,Essex,Midday,43.04
34013014900,Essex,Midday,51.09
34013015000,Essex,Midday,26.15
34013015100,Essex,Midday,46.29
34013015200,Essex,Midday,29.04
34013015300,Essex,Midday,32.43
34013015400,Essex,Midday,19.45
34013015500,Essex,Midday,39.59
34013015600,Essex,Midday,29.4
34013015700,Essex,Midday,34.66
34013015800,Essex,Midday,27.22
34013015900,Essex,Midday,25.98
34013016000,Essex,Midday,46.72
34013016100,Essex,Midday,36.18
34013016200,Essex,Midday,36.63
34013016300,Essex,Midday,46.18
34013016400,Essex,Midday,48.92
34013016500,Essex,Midday,30.31
34013016600,Essex,Midday,23.84
34013016700,Essex,Midday,39.27
34013016800,Essex,Midday,27.48
34013016900,Essex,Midday,38.13
34013017000,Essex,Midday,46.13
34013017100,Essex,Midday,25.87
34013017200,Essex,Midday,32.76
34013017301,Essex,Midday,48.01
34013017302,Essex,Midday,39.45
34013017400,Essex,Midday,38.94
34013017500,Essex,Midday,44.55
34013017600,Essex,Midday,32.33
34013017700,Essex,Midday,25.29
34013017800,Essex,Midday,40.92
34013017900,Essex,Midday,45.69
34013018000,Essex,Midday,44.68
34013018100,Essex,Midday,28.5
