Person Type Scenario,Period,Location,Percent Active Devices
Visitor Weekday Before,24,OTHER,28.76
Visitor Weekday Before,25,OTHER,29.25
Visitor Weekday Before,26,OTHER,29.63
Visitor Weekday Before,27,OTHER,29.13
Visitor Weekday Before,28,OTHER,28.92
Visitor Weekday Before,29,OTHER,28.55
Visitor Weekday Before,30,OTHER,28.51
Visitor Weekday Before,31,OTHER,27.97
Visitor Weekday Before,32,OTHER,28.10
Visitor Weekday Before,33,OTHER,28.46
Visitor Weekday Before,34,OTHER,29.01
Visitor Weekday Before,35,OTHER,29.96
Visitor Weekday Before,36,OTHER,30.56
Visitor Weekday Before,37,OTHER,31.29
Visitor Weekday Before,38,OTHER,32.11
Visitor Weekday Before,39,OTHER,31.37
Visitor Weekday Before,40,OTHER,31.08
Visitor Weekday Before,41,OTHER,29.42
Visitor Weekday Before,42,OTHER,27.65
Visitor Weekday Before,43,OTHER,25.45
Visitor Weekday Before,44,OTHER,23.90
Visitor Weekday Before,45,OTHER,22.37
Visitor Weekday Before,46,OTHER,21.55
Visitor Weekday Before,47,OTHER,20.15
Visitor Weekday Before,48,OTHER,19.59
Visitor Weekday After,1,HOME,81.85
Visitor Weekday After,2,HOME,82.15
Visitor Weekday After,3,HOME,82.51
Visitor Weekday After,4,HOME,82.72
Visitor Weekday After,5,HOME,82.91
Visitor Weekday After,6,HOME,82.98
Visitor Weekday After,7,HOME,83.10
Visitor Weekday After,8,HOME,82.99
Visitor Weekday After,9,HOME,82.95
Visitor Weekday After,10,HOME,82.78
Visitor Weekday After,11,HOME,82.20
Visitor Weekday After,12,HOME,81.16
Visitor Weekday After,13,HOME,79.60
Visitor Weekday After,14,HOME,77.59
Visitor Weekday After,15,HOME,74.96
Visitor Weekday After,16,HOME,72.78
Visitor Weekday After,17,HOME,70.15
Visitor Weekday After,18,HOME,68.20
Visitor Weekday After,19,HOME,66.52
Visitor Weekday After,20,HOME,65.42
Visitor Weekday After,21,HOME,64.49
Visitor Weekday After,22,HOME,63.79
Visitor Weekday After,23,HOME,63.19
Visitor Weekday After,24,HOME,62.65
Visitor Weekday After,25,HOME,62.13
Visitor Weekday After,26,HOME,61.93
Visitor Weekday After,27,HOME,61.95
Visitor Weekday After,28,HOME,61.85
Visitor Weekday After,29,HOME,61.99
Visitor Weekday After,30,HOME,62.31
Visitor Weekday After,31,HOME,62.96
Visitor Weekday After,32,HOME,63.99
Visitor Weekday After,33,HOME,64.86
Visitor Weekday After,34,HOME,66.09
Visitor Weekday After,35,HOME,68.06
Visitor Weekday After,36,HOME,69.30
Visitor Weekday After,37,HOME,70.24
Visitor Weekday After,38,HOME,70.79
Visitor Weekday After,39,HOME,71.95
Visitor Weekday After,40,HOME,72.30
Visitor Weekday After,41,HOME,75.23
Visitor Weekday After,42,HOME,76.07
Visitor Weekday After,43,HOME,77.13
Visitor Weekday After,44,HOME,77.71
Visitor Weekday After,45,HOME,78.70
Visitor Weekday After,46,HOME,79.29
Visitor Weekday After,47,HOME,80.10
Visitor Weekday After,48,HOME,80.62
Visitor Weekday After,1,WORK,5.28
Visitor Weekday After,2,WORK,5.14
Visitor Weekday After,3,WORK,5.00
Visitor Weekday After,4,WORK,4.92
Visitor Weekday After,5,WORK,4.85
Visitor Weekday After,6,WORK,4.84
Visitor Weekday After,7,WORK,4.82
Visitor Weekday After,8,WORK,4.88
Visitor Weekday After,9,WORK,4.99
Visitor Weekday After,10,WORK,5.07
Visitor Weekday After,11,WORK,5.42
Visitor Weekday After,12,WORK,6.05
Visitor Weekday After,13,WORK,7.11
Visitor Weekday After,14,WORK,8.57
Visitor Weekday After,15,WORK,10.72
Visitor Weekday After,16,WORK,12.38
Visitor Weekday After,17,WORK,14.48
Visitor Weekday After,18,WORK,15.85
Visitor Weekday After,19,WORK,17.19
Visitor Weekday After,20,WORK,17.87
Visitor Weekday After,21,WORK,18.43
Visitor Weekday After,22,WORK,18.78
Visitor Weekday After,23,WORK,19.09
Visitor Weekday After,24,WORK,19.31
Visitor Weekday After,25,WORK,19.29
Visitor Weekday After,26,WORK,19.32
Visitor Weekday After,27,WORK,19.34
Visitor Weekday After,28,WORK,19.32
Visitor Weekday After,29,WORK,19.22
Visitor Weekday After,30,WORK,18.89
Visitor Weekday After,31,WORK,18.31
Visitor Weekday After,32,WORK,17.26
Visitor Weekday After,33,WORK,16.12
Visitor Weekday After,34,WORK,14.59
Visitor Weekday After,35,WORK,12.42
Visitor Weekday After,36,WORK,10.98
Visitor Weekday After,37,WORK,9.98
Visitor Weekday After,38,WORK,9.39
Visitor Weekday After,39,WORK,8.75
Visitor Weekday After,40,WORK,8.52
Visitor Weekday After,41,WORK,7.66
Visitor Weekday After,42,WORK,7.41
Visitor Weekday After,43,WORK,7.06
Visitor Weekday After,44,WORK,6.83
Visitor Weekday After,45,WORK,6.44
Visitor Weekday After,46,WORK,6.19
Visitor Weekday After,47,WORK,5.85
Visitor Weekday After,48,WORK,5.61
Visitor Weekday After,1,OTHER,12.87
Visitor Weekday After,2,OTHER,12.70
Visitor Weekday After,3,OTHER,12.49
Visitor Weekday After,4,OTHER,12.36
Visitor Weekday After,5,OTHER,12.24
Visitor Weekday After,6,OTHER,12.19
Visitor Weekday After,7,OTHER,12.08
Visitor Weekday After,8,OTHER,12.13
Visitor Weekday After,9,OTHER,12.06
Visitor Weekday After,10,OTHER,12.15
Visitor Weekday After,11,OTHER,12.38
Visitor Weekday After,12,OTHER,12.78
Visitor Weekday After,13,OTHER,13.30
Visitor Weekday After,14,OTHER,13.84
Visitor Weekday After,15,OTHER,14.33
Visitor Weekday After,16,OTHER,14.84
Visitor Weekday After,17,OTHER,15.37
Visitor Weekday After,18,OTHER,15.95
Visitor Weekday After,19,OTHER,16.29
Visitor Weekday After,20,OTHER,16.71
Visitor Weekday After,21,OTHER,17.08
Visitor Weekday After,22,OTHER,17.43
Visitor Weekday After,23,OTHER,17.72
Visitor Weekday After,24,OTHER,18.03
Visitor Weekday After,25,OTHER,18.58
Visitor Weekday After,26,OTHER,18.75
Visitor Weekday After,27,OTHER,18.71
Visitor Weekday After,28,OTHER,18.83
Visitor Weekday After,29,OTHER,18.79
Visitor Weekday After,30,OTHER,18.81
Visitor Weekday After,31,OTHER,18.73
Visitor Weekday After,32,OTHER,18.75
Visitor Weekday After,33,OTHER,19.01
Visitor Weekday After,34,OTHER,19.33
Visitor Weekday After,35,OTHER,19.52
Visitor Weekday After,36,OTHER,19.72
Visitor Weekday After,37,OTHER,19.77
Visitor Weekday After,38,OTHER,19.82
Visitor Weekday After,39,OTHER,19.31
Visitor Weekday After,40,OTHER,19.18
Visitor Weekday After,41,OTHER,17.12
Visitor Weekday After,42,OTHER,16.52
Visitor Weekday After,43,OTHER,15.81
Visitor Weekday After,44,OTHER,15.46
Visitor Weekday After,45,OTHER,14.86
Visitor Weekday After,46,OTHER,14.52
Visitor Weekday After,47,OTHER,14.05
Visitor Weekday After,48,OTHER,13.77
Visitor Weekend Before,1,HOME,69.93
Visitor Weekend Before,2,HOME,71.24
Visitor Weekend Before,3,HOME,72.54
Visitor Weekend Before,4,HOME,73.46
Visitor Weekend Before,5,HOME,74.35
Visitor Weekend Before,6,HOME,74.93
Visitor Weekend Before,7,HOME,75.26
Visitor Weekend Before,8,HOME,75.59
Visitor Weekend Before,9,HOME,75.79
Visitor Weekend Before,10,HOME,75.81
Visitor Weekend Before,11,HOME,75.59
Visitor Weekend Before,12,HOME,75.07
Visitor Weekend Before,13,HOME,74.23
Visitor Weekend Before,14,HOME,73.08
Visitor Weekend Before,15,HOME,71.58
Visitor Weekend Before,16,HOME,70.00
Visitor Weekend Before,17,HOME,68.10
Visitor Weekend Before,18,HOME,66.12
Visitor Weekend Before,19,HOME,63.58
Visitor Weekend Before,20,HOME,61.27
Visitor Weekend Before,21,HOME,58.83
Visitor Weekend Before,22,HOME,56.90
Visitor Weekend Before,23,HOME,55.29
Visitor Weekend Before,24,HOME,54.14
Visitor Weekend Before,25,HOME,53.69
Visitor Weekend Before,26,HOME,53.18
Visitor Weekend Before,27,HOME,53.08
Visitor Weekend Before,28,HOME,52.95
Visitor Weekend Before,29,HOME,53.12
Visitor Weekend Before,30,HOME,53.42
Visitor Weekend Before,31,HOME,54.03
Visitor Weekend Before,32,HOME,54.43
Visitor Weekend Before,33,HOME,54.86
Visitor Weekend Before,34,HOME,54.93
Visitor Weekend Before,35,HOME,55.13
Visitor Weekend Before,36,HOME,55.16
Visitor Weekend Before,37,HOME,55.84
Visitor Weekend Before,38,HOME,55.84
Visitor Weekend Before,39,HOME,58.04
Visitor Weekend Before,40,HOME,58.59
Visitor Weekend Before,41,HOME,60.16
Visitor Weekend Before,42,HOME,61.70
Visitor Weekend Before,43,HOME,63.71
Visitor Weekend Before,44,HOME,65.34
Visitor Weekend Before,45,HOME,67.30
Visitor Weekend Before,46,HOME,68.75
Visitor Weekend Before,47,HOME,70.58
Visitor Weekend Before,48,HOME,71.58
Visitor Weekend Before,1,WORK,6.68
Visitor Weekend Before,2,WORK,6.37
Visitor Weekend Before,3,WORK,6.08
Visitor Weekend Before,4,WORK,5.87
Visitor Weekend Before,5,WORK,5.73
Visitor Weekend Before,6,WORK,5.63
Visitor Weekend Before,7,WORK,5.52
Visitor Weekend Before,8,WORK,5.47
Visitor Weekend Before,9,WORK,5.48
Visitor Weekend Before,10,WORK,5.49
Visitor Weekend Before,11,WORK,5.64
Visitor Weekend Before,12,WORK,5.90
Visitor Weekend Before,13,WORK,6.34
Visitor Weekend Before,14,WORK,6.84
Visitor Weekend Before,15,WORK,7.54
Visitor Weekend Before,16,WORK,8.08
Visitor Weekend Before,17,WORK,8.73
Visitor Weekend Before,18,WORK,9.29
Visitor Weekend Before,19,WORK,9.93
Visitor Weekend Before,20,WORK,10.40
Visitor Weekend Before,21,WORK,10.98
Visitor Weekend Before,22,WORK,11.31
Visitor Weekend Before,23,WORK,11.56
Visitor Weekend Before,24,WORK,11.77
Visitor Weekend Before,25,WORK,11.83
Visitor Weekend Before,26,WORK,11.81
Visitor Weekend Before,27,WORK,11.72
Visitor Weekend Before,28,WORK,11.67
Visitor Weekend Before,29,WORK,11.57
Visitor Weekend Before,30,WORK,11.44
Visitor Weekend Before,31,WORK,11.34
Visitor Weekend Before,32,WORK,11.19
Visitor Weekend Before,33,WORK,11.00
Visitor Weekend Before,34,WORK,10.87
Visitor Weekend Before,35,WORK,10.64
Visitor Weekend Before,36,WORK,10.37
Visitor Weekend Before,37,WORK,9.92
Visitor Weekend Before,38,WORK,9.74
Visitor Weekend Before,39,WORK,9.12
Visitor Weekend Before,40,WORK,9.05
Visitor Weekend Before,41,WORK,8.82
Visitor Weekend Before,42,WORK,8.71
Visitor Weekend Before,43,WORK,8.42
Visitor Weekend Before,44,WORK,8.20
Visitor Weekend Before,45,WORK,7.79
Visitor Weekend Before,46,WORK,7.57
Visitor Weekend Before,47,WORK,7.10
Visitor Weekend Before,48,WORK,6.86
Visitor Weekend Before,1,OTHER,23.39
Visitor Weekend Before,2,OTHER,22.39
Visitor Weekend Before,3,OTHER,21.38
Visitor Weekend Before,4,OTHER,20.67
Visitor Weekend Before,5,OTHER,19.91
Visitor Weekend Before,6,OTHER,19.45
Visitor Weekend Before,7,OTHER,19.22
Visitor Weekend Before,8,OTHER,18.94
Visitor Weekend Before,9,OTHER,18.74
Visitor Weekend Before,10,OTHER,18.69
Visitor Weekend Before,11,OTHER,18.77
Visitor Weekend Before,12,OTHER,19.03
Visitor Weekend Before,13,OTHER,19.43
Visitor Weekend Before,14,OTHER,20.08
Visitor Weekend Before,15,OTHER,20.88
Visitor Weekend Before,16,OTHER,21.92
Visitor Weekend Before,17,OTHER,23.17
Visitor Weekend Before,18,OTHER,24.59
Visitor Weekend Before,19,OTHER,26.49
Visitor Weekend Before,20,OTHER,28.32
Visitor Weekend Before,21,OTHER,30.18
Visitor Weekend Before,22,OTHER,31.79
Visitor Weekend Before,23,OTHER,33.14
Visitor Weekend Before,24,OTHER,34.09
Visitor Weekend Before,25,OTHER,34.48
Visitor Weekend Before,26,OTHER,35.00
Visitor Weekend Before,27,OTHER,35.20
Visitor Weekend Before,28,OTHER,35.39
Visitor Weekend Before,29,OTHER,35.32
Visitor Weekend Before,30,OTHER,35.15
Visitor Weekend Before,31,OTHER,34.63
Visitor Weekend Before,32,OTHER,34.38
Visitor Weekend Before,33,OTHER,34.14
Visitor Weekend Before,34,OTHER,34.19
Visitor Weekend Before,35,OTHER,34.24
Visitor Weekend Before,36,OTHER,34.48
Visitor Weekend Before,37,OTHER,34.24
Visitor Weekend Before,38,OTHER,34.43
Visitor Weekend Before,39,OTHER,32.84
Visitor Weekend Before,40,OTHER,32.36
Visitor Weekend Before,41,OTHER,31.02
Visitor Weekend Before,42,OTHER,29.58
Visitor Weekend Before,43,OTHER,27.87
Visitor Weekend Before,44,OTHER,26.46
Visitor Weekend Before,45,OTHER,24.91
Visitor Weekend Before,46,OTHER,23.68
Visitor Weekend Before,47,OTHER,22.32
Visitor Weekend Before,48,OTHER,21.56
Visitor Weekend After,1,HOME,79.43
Visitor Weekend After,2,HOME,79.93
Visitor Weekend After,3,HOME,80.52
Visitor Weekend After,4,HOME,80.86
Visitor Weekend After,5,HOME,81.26
Visitor Weekend After,6,HOME,81.45
Visitor Weekend After,7,HOME,81.71
Visitor Weekend After,8,HOME,81.76
Visitor Weekend After,9,HOME,81.94
Visitor Weekend After,10,HOME,81.93
Visitor Weekend After,11,HOME,81.80
Visitor Weekend After,12,HOME,81.47
Visitor Weekend After,13,HOME,80.95
Visitor Weekend After,14,HOME,80.16
Visitor Weekend After,15,HOME,79.18
Visitor Weekend After,16,HOME,78.46
Visitor Weekend After,17,HOME,77.53
Visitor Weekend After,18,HOME,76.61
Visitor Weekend After,19,HOME,75.62
Visitor Weekend After,20,HOME,74.65
Visitor Weekend After,21,HOME,73.45
Visitor Weekend After,22,HOME,72.45
Visitor Weekend After,23,HOME,71.73
Visitor Weekend After,24,HOME,70.98
Visitor Weekend After,25,HOME,70.55
Visitor Weekend After,26,HOME,69.93
Visitor Weekend After,27,HOME,69.54
Visitor Weekend After,28,HOME,68.97
Visitor Weekend After,29,HOME,68.65
Visitor Weekend After,30,HOME,68.39
Visitor Weekend After,31,HOME,68.21
Visitor Weekend After,32,HOME,68.15
Visitor Weekend After,33,HOME,67.65
Visitor Weekend After,34,HOME,67.13
Visitor Weekend After,35,HOME,67.63
Visitor Weekend After,36,HOME,67.72
Visitor Weekend After,37,HOME,68.35
Visitor Weekend After,38,HOME,68.78
Visitor Weekend After,39,HOME,70.13
Visitor Weekend After,40,HOME,70.48
Visitor Weekend After,41,HOME,74.49
Visitor Weekend After,42,HOME,75.39
Visitor Weekend After,43,HOME,76.48
Visitor Weekend After,44,HOME,77.24
Visitor Weekend After,45,HOME,78.24
Visitor Weekend After,46,HOME,78.95
Visitor Weekend After,47,HOME,79.85
Visitor Weekend After,48,HOME,80.48
Visitor Weekend After,1,WORK,5.46
Visitor Weekend After,2,WORK,5.32
Visitor Weekend After,3,WORK,5.12
Visitor Weekend After,4,WORK,5.03
Visitor Weekend After,5,WORK,4.92
Visitor Weekend After,6,WORK,4.87
Visitor Weekend After,7,WORK,4.81
Visitor Weekend After,8,WORK,4.80
Visitor Weekend After,9,WORK,4.80
Visitor Weekend After,10,WORK,4.82
Visitor Weekend After,11,WORK,4.93
Visitor Weekend After,12,WORK,5.14
Visitor Weekend After,13,WORK,5.45
Visitor Weekend After,14,WORK,5.88
Visitor Weekend After,15,WORK,6.43
Visitor Weekend After,16,WORK,6.80
Visitor Weekend After,17,WORK,7.27
Visitor Weekend After,18,WORK,7.64
Visitor Weekend After,19,WORK,8.05
Visitor Weekend After,20,WORK,8.34
Visitor Weekend After,21,WORK,8.77
Visitor Weekend After,22,WORK,9.04
Visitor Weekend After,23,WORK,9.22
Visitor Weekend After,24,WORK,9.38
Visitor Weekend After,25,WORK,9.46
Visitor Weekend After,26,WORK,9.49
Visitor Weekend After,27,WORK,9.45
Visitor Weekend After,28,WORK,9.47
Visitor Weekend After,29,WORK,9.42
Visitor Weekend After,30,WORK,9.37
Visitor Weekend After,31,WORK,9.31
Visitor Weekend After,32,WORK,9.19
Visitor Weekend After,33,WORK,9.16
Visitor Weekend After,34,WORK,9.12
Visitor Weekend After,35,WORK,8.80
Visitor Weekend After,36,WORK,8.65
Visitor Weekend After,37,WORK,8.41
Visitor Weekend After,38,WORK,8.25
Visitor Weekend After,39,WORK,7.88
Visitor Weekend After,40,WORK,7.85
Visitor Weekend After,41,WORK,6.88
Visitor Weekend After,42,WORK,6.73
Visitor Weekend After,43,WORK,6.50
Visitor Weekend After,44,WORK,6.33
Visitor Weekend After,45,WORK,6.07
Visitor Weekend After,46,WORK,5.90
Visitor Weekend After,47,WORK,5.64
Visitor Weekend After,48,WORK,5.46
Visitor Weekend After,1,OTHER,15.11
Visitor Weekend After,2,OTHER,14.75
Visitor Weekend After,3,OTHER,14.37
Visitor Weekend After,4,OTHER,14.11
Visitor Weekend After,5,OTHER,13.81
Visitor Weekend After,6,OTHER,13.68
Visitor Weekend After,7,OTHER,13.48
Visitor Weekend After,8,OTHER,13.44
Visitor Weekend After,9,OTHER,13.26
Visitor Weekend After,10,OTHER,13.25
Visitor Weekend After,11,OTHER,13.27
Visitor Weekend After,12,OTHER,13.39
Visitor Weekend After,13,OTHER,13.60
Visitor Weekend After,14,OTHER,13.96
Visitor Weekend After,15,OTHER,14.40
Visitor Weekend After,16,OTHER,14.74
Visitor Weekend After,17,OTHER,15.21
Visitor Weekend After,18,OTHER,15.75
Visitor Weekend After,19,OTHER,16.32
Visitor Weekend After,20,OTHER,17.01
Visitor Weekend After,21,OTHER,17.78
Visitor Weekend After,22,OTHER,18.51
Visitor Weekend After,23,OTHER,19.05
Visitor Weekend After,24,OTHER,19.63
Visitor Weekend After,25,OTHER,19.99
Visitor Weekend After,26,OTHER,20.57
Visitor Weekend After,27,OTHER,21.01
Visitor Weekend After,28,OTHER,21.56
Visitor Weekend After,29,OTHER,21.93
Visitor Weekend After,30,OTHER,22.24
Visitor Weekend After,31,OTHER,22.48
Visitor Weekend After,32,OTHER,22.65
Visitor Weekend After,33,OTHER,23.19
Visitor Weekend After,34,OTHER,23.75
Visitor Weekend After,35,OTHER,23.57
Visitor Weekend After,36,OTHER,23.63
Visitor Weekend After,37,OTHER,23.25
Visitor Weekend After,38,OTHER,22.97
Visitor Weekend After,39,OTHER,21.99
Visitor Weekend After,40,OTHER,21.67
Visitor Weekend After,41,OTHER,18.63
Visitor Weekend After,42,OTHER,17.88
Visitor Weekend After,43,OTHER,17.02
Visitor Weekend After,44,OTHER,16.43
Visitor Weekend After,45,OTHER,15.69
Visitor Weekend After,46,OTHER,15.15
Visitor Weekend After,47,OTHER,14.51
Visitor Weekend After,48,OTHER,14.05
