Person Type Scenario,Period,Location,Percent Active Devices
Visitor Weekend After,35,WORK,7.98
Visitor Weekend After,36,WORK,7.91
Visitor Weekend After,37,WORK,7.75
Visitor Weekend After,38,WORK,7.6
Visitor Weekend After,39,WORK,7.31
Visitor Weekend After,40,WORK,7.24
Visitor Weekend After,41,WORK,6.48
Visitor Weekend After,42,WORK,6.37
Visitor Weekend After,43,WORK,6.13
Visitor Weekend After,44,WORK,5.97
Visitor Weekend After,45,WORK,5.68
Visitor Weekend After,46,WORK,5.52
Visitor Weekend After,47,WORK,5.24
Visitor Weekend After,48,WORK,5.06
Visitor Weekday After,1,WORK,4.96
Visitor Weekday After,2,WORK,4.81
Visitor Weekday After,3,WORK,4.67
Visitor Weekday After,4,WORK,4.57
Visitor Weekday After,5,WORK,4.48
Visitor Weekday After,6,WORK,4.44
Visitor Weekday After,7,WORK,4.4
Visitor Weekday After,8,WORK,4.42
Visitor Weekday After,9,WORK,4.52
Visitor Weekday After,10,WORK,4.64
Visitor Weekday After,11,WORK,4.96
Visitor Weekday After,12,WORK,5.52
Visitor Weekday After,13,WORK,6.64
Visitor Weekday After,14,WORK,8.07
Visitor Weekday After,15,WORK,10.1
Visitor Weekday After,16,WORK,11.68
Visitor Weekday After,17,WORK,13.68
Visitor Weekday After,18,WORK,15.01
Visitor Weekday After,19,WORK,16.34
Visitor Weekday After,20,WORK,17.01
Visitor Weekday After,21,WORK,17.56
Visitor Weekday After,22,WORK,17.91
Visitor Weekday After,23,WORK,18.2
Visitor Weekday After,24,WORK,18.42
Visitor Weekday After,25,WORK,18.4
Visitor Weekday After,26,WORK,18.4
Visitor Weekday After,27,WORK,18.36
Visitor Weekday After,28,WORK,18.33
Visitor Weekday After,29,WORK,18.23
Visitor Weekday After,30,WORK,17.88
Visitor Weekday After,31,WORK,17.33
Visitor Weekday After,32,WORK,16.28
Visitor Weekday After,33,WORK,15.09
Visitor Weekday After,34,WORK,13.65
Visitor Weekday After,35,WORK,11.61
Visitor Weekday After,36,WORK,10.29
Visitor Weekday After,37,WORK,9.42
Visitor Weekday After,38,WORK,8.87
Visitor Weekday After,39,WORK,8.3
Visitor Weekday After,40,WORK,8.07
Visitor Weekday After,41,WORK,7.36
Visitor Weekday After,42,WORK,7.09
Visitor Weekday After,43,WORK,6.78
Visitor Weekday After,44,WORK,6.55
Visitor Weekday After,45,WORK,6.13
Visitor Weekday After,46,WORK,5.89
Visitor Weekday After,47,WORK,5.54
Visitor Weekday After,48,WORK,5.29
Visitor Weekend Before,1,WORK,6.43
Visitor Weekend Before,2,WORK,6.09
Visitor Weekend Before,3,WORK,5.75
Visitor Weekend Before,4,WORK,5.54
Visitor Weekend Before,5,WORK,5.37
Visitor Weekend Before,6,WORK,5.24
Visitor Weekend Before,7,WORK,5.15
Visitor Weekend Before,8,WORK,5.09
Visitor Weekend Before,9,WORK,5.08
Visitor Weekend Before,10,WORK,5.09
Visitor Weekend Before,11,WORK,5.25
Visitor Weekend Before,12,WORK,5.49
Visitor Weekend Before,13,WORK,5.95
Visitor Weekend Before,14,WORK,6.44
Visitor Weekend Before,15,WORK,7.17
Visitor Weekend Before,16,WORK,7.72
Visitor Weekend Before,17,WORK,8.37
Visitor Weekend Before,18,WORK,8.95
Visitor Weekend Before,19,WORK,9.58
Visitor Weekend Before,20,WORK,10.08
Visitor Weekend Before,21,WORK,10.73
Visitor Weekend Before,22,WORK,11.1
Visitor Weekend Before,23,WORK,11.36
Visitor Weekend Before,24,WORK,11.58
Visitor Weekend Before,25,WORK,11.62
Visitor Weekend Before,26,WORK,11.63
Visitor Weekend Before,27,WORK,11.55
Visitor Weekend Before,28,WORK,11.5
Visitor Weekend Before,29,WORK,11.41
Visitor Weekend Before,30,WORK,11.31
Visitor Weekend Before,31,WORK,11.21
Visitor Weekend Before,32,WORK,11.12
Visitor Weekend Before,33,WORK,10.95
Visitor Weekend Before,34,WORK,10.85
Visitor Weekend Before,35,WORK,10.62
Visitor Weekend Before,36,WORK,10.37
Visitor Weekend Before,37,WORK,9.81
Visitor Weekend Before,38,WORK,9.63
Visitor Weekend Before,39,WORK,8.94
Visitor Weekend Before,40,WORK,8.86
Visitor Weekend Before,41,WORK,8.62
Visitor Weekend Before,42,WORK,8.52
Visitor Weekend Before,43,WORK,8.19
Visitor Weekend Before,44,WORK,7.95
Visitor Weekend Before,45,WORK,7.52
Visitor Weekend Before,46,WORK,7.27
Visitor Weekend Before,47,WORK,6.81
Visitor Weekend Before,48,WORK,6.56
Visitor Weekday Before,1,WORK,6.68
Visitor Weekday Before,2,WORK,6.38
Visitor Weekday Before,3,WORK,6.12
Visitor Weekday Before,4,WORK,5.93
Visitor Weekday Before,5,WORK,5.79
Visitor Weekday Before,6,WORK,5.7
Visitor Weekday Before,7,WORK,5.66
Visitor Weekday Before,8,WORK,5.66
Visitor Weekday Before,9,WORK,5.76
Visitor Weekday Before,10,WORK,5.97
Visitor Weekday Before,11,WORK,6.45
Visitor Weekday Before,12,WORK,7.27
Visitor Weekday Before,13,WORK,8.97
Visitor Weekday Before,14,WORK,11.14
Visitor Weekday Before,15,WORK,15.59
Visitor Weekday Before,16,WORK,21.48
Visitor Weekday Before,17,WORK,27.26
Visitor Weekday Before,18,WORK,31.32
Visitor Weekday Before,19,WORK,34.54
Visitor Weekday Before,20,WORK,36.1
Visitor Weekday Before,21,WORK,37.07
Visitor Weekday Before,22,WORK,37.77
Visitor Weekday Before,23,WORK,38.22
Visitor Weekday Before,24,WORK,38.23
Visitor Weekday Before,25,WORK,37.79
Visitor Weekday Before,26,WORK,37.53
Visitor Weekday Before,27,WORK,37.81
Visitor Weekday Before,28,WORK,37.79
Visitor Weekday Before,29,WORK,37.69
Visitor Weekday Before,30,WORK,36.18
Visitor Weekday Before,31,WORK,34.16
Visitor Weekday Before,32,WORK,31.41
Visitor Weekday Before,33,WORK,28.34
Visitor Weekday Before,34,WORK,24.98
Visitor Weekday Before,35,WORK,20.56
Visitor Weekday Before,36,WORK,17.27
Visitor Weekday Before,37,WORK,14.86
Visitor Weekday Before,38,WORK,13.49
Visitor Weekday Before,39,WORK,12.1
Visitor Weekday Before,40,WORK,11.54
Visitor Weekday Before,41,WORK,10.88
Visitor Weekday Before,42,WORK,10.4
Visitor Weekday Before,43,WORK,9.79
Visitor Weekday Before,44,WORK,9.31
Visitor Weekday Before,45,WORK,8.62
Visitor Weekday Before,46,WORK,8.22
Visitor Weekday Before,47,WORK,7.58
Visitor Weekday Before,48,WORK,7.21
Visitor Weekend After,1,OTHER,12.53
Visitor Weekend After,2,OTHER,12.22
Visitor Weekend After,3,OTHER,11.89
Visitor Weekend After,4,OTHER,11.71
Visitor Weekend After,5,OTHER,11.39
Visitor Weekend After,6,OTHER,11.32
Visitor Weekend After,7,OTHER,11.12
Visitor Weekend After,8,OTHER,11.1
Visitor Weekend After,9,OTHER,10.96
Visitor Weekend After,10,OTHER,10.94
Visitor Weekend After,11,OTHER,10.98
Visitor Weekend After,12,OTHER,11.09
Visitor Weekend After,13,OTHER,11.34
Visitor Weekend After,14,OTHER,11.69
Visitor Weekend After,15,OTHER,12.13
Visitor Weekend After,16,OTHER,12.42
Visitor Weekend After,17,OTHER,12.76
Visitor Weekend After,18,OTHER,13.13
Visitor Weekend After,19,OTHER,13.54
Visitor Weekend After,20,OTHER,14.1
Visitor Weekend After,21,OTHER,14.84
Visitor Weekend After,22,OTHER,15.46
Visitor Weekend After,23,OTHER,15.9
Visitor Weekend After,24,OTHER,16.38
Visitor Weekend After,25,OTHER,16.67
Visitor Weekend After,26,OTHER,17.17
Visitor Weekend After,27,OTHER,17.45
Visitor Weekend After,28,OTHER,17.85
Visitor Weekend After,29,OTHER,18.13
Visitor Weekend After,30,OTHER,18.43
Visitor Weekend After,31,OTHER,18.53
Visitor Weekend After,32,OTHER,18.63
Visitor Weekend After,33,OTHER,18.6
Visitor Weekend After,34,OTHER,18.74
Visitor Weekend After,35,OTHER,18.55
Visitor Weekend After,36,OTHER,18.88
Visitor Weekend After,37,OTHER,18.73
Visitor Weekend After,38,OTHER,18.71
Visitor Weekend After,39,OTHER,17.87
Visitor Weekend After,40,OTHER,17.67
Visitor Weekend After,41,OTHER,15.22
Visitor Weekend After,42,OTHER,14.74
Visitor Weekend After,43,OTHER,14.09
Visitor Weekend After,44,OTHER,13.76
Visitor Weekend After,45,OTHER,13.17
Visitor Weekend After,46,OTHER,12.81
Visitor Weekend After,47,OTHER,12.29
Visitor Weekend After,48,OTHER,11.96
Visitor Weekday After,1,OTHER,11.48
Visitor Weekday After,2,OTHER,11.33
Visitor Weekday After,3,OTHER,11.12
Visitor Weekday After,4,OTHER,11.03
Visitor Weekday After,5,OTHER,10.93
Visitor Weekday After,6,OTHER,10.89
Visitor Weekday After,7,OTHER,10.79
Visitor Weekday After,8,OTHER,10.83
Visitor Weekday After,9,OTHER,10.78
Visitor Weekday After,10,OTHER,10.88
Visitor Weekday After,11,OTHER,11.12
Visitor Weekday After,12,OTHER,11.51
Visitor Weekday After,13,OTHER,12.07
Visitor Weekday After,14,OTHER,12.57
Visitor Weekday After,15,OTHER,12.99
Visitor Weekday After,16,OTHER,13.35
Visitor Weekday After,17,OTHER,13.72
Visitor Weekday After,18,OTHER,14.13
Visitor Weekday After,19,OTHER,14.31
Visitor Weekday After,20,OTHER,14.64
Visitor Weekday After,21,OTHER,14.97
Visitor Weekday After,22,OTHER,15.26
Visitor Weekday After,23,OTHER,15.44
Visitor Weekday After,24,OTHER,15.68
Visitor Weekday After,25,OTHER,16.04
Visitor Weekday After,26,OTHER,16.14
Visitor Weekday After,27,OTHER,16.03
Visitor Weekday After,28,OTHER,16.1
Visitor Weekday After,29,OTHER,16.03
Visitor Weekday After,30,OTHER,16.05
Visitor Weekday After,31,OTHER,15.93
Visitor Weekday After,32,OTHER,15.9
Visitor Weekday After,33,OTHER,15.9
Visitor Weekday After,34,OTHER,16.01
Visitor Weekday After,35,OTHER,16.31
Visitor Weekday After,36,OTHER,16.6
Visitor Weekday After,37,OTHER,16.74
Visitor Weekday After,38,OTHER,16.79
Visitor Weekday After,39,OTHER,16.3
Visitor Weekday After,40,OTHER,16.27
Visitor Weekday After,41,OTHER,14.39
Visitor Weekday After,42,OTHER,14.06
Visitor Weekday After,43,OTHER,13.63
Visitor Weekday After,44,OTHER,13.52
Visitor Weekday After,45,OTHER,12.97
Visitor Weekday After,46,OTHER,12.75
Visitor Weekday After,47,OTHER,12.33
Visitor Weekday After,48,OTHER,12.13
Visitor Weekend Before,1,OTHER,23.37
Visitor Weekend Before,2,OTHER,22.41
Visitor Weekend Before,3,OTHER,21.42
Visitor Weekend Before,4,OTHER,20.72
Visitor Weekend Before,5,OTHER,19.98
Visitor Weekend Before,6,OTHER,19.53
Visitor Weekend Before,7,OTHER,19.32
Visitor Weekend Before,8,OTHER,19.06
Visitor Weekend Before,9,OTHER,18.84
Visitor Weekend Before,10,OTHER,18.8
Visitor Weekend Before,11,OTHER,18.87
Visitor Weekend Before,12,OTHER,19.12
Visitor Weekend Before,13,OTHER,19.48
Visitor Weekend Before,14,OTHER,20.11
Visitor Weekend Before,15,OTHER,20.85
Visitor Weekend Before,16,OTHER,21.85
Visitor Weekend Before,17,OTHER,23.1
Visitor Weekend Before,18,OTHER,24.49
Visitor Weekend Before,19,OTHER,26.37
Visitor Weekend Before,20,OTHER,28.18
Visitor Weekend Before,21,OTHER,30.05
Visitor Weekend Before,22,OTHER,31.67
Visitor Weekend Before,23,OTHER,33
Visitor Weekend Before,24,OTHER,33.96
Visitor Weekend Before,25,OTHER,34.39
Visitor Weekend Before,26,OTHER,34.88
Visitor Weekend Before,27,OTHER,35.1
Visitor Weekend Before,28,OTHER,35.29
Visitor Weekend Before,29,OTHER,35.22
Visitor Weekend Before,30,OTHER,35.05
Visitor Weekend Before,31,OTHER,34.59
Visitor Weekend Before,32,OTHER,34.42
Visitor Weekend Before,33,OTHER,34.26
Visitor Weekend Before,34,OTHER,34.36
Visitor Weekend Before,35,OTHER,34.51
Visitor Weekend Before,36,OTHER,34.8
Visitor Weekend Before,37,OTHER,34.33
Visitor Weekend Before,38,OTHER,34.46
Visitor Weekend Before,39,OTHER,32.73
Visitor Weekend Before,40,OTHER,32.23
Visitor Weekend Before,41,OTHER,30.86
Visitor Weekend Before,42,OTHER,29.42
Visitor Weekend Before,43,OTHER,27.71
Visitor Weekend Before,44,OTHER,26.29
Visitor Weekend Before,45,OTHER,24.72
Visitor Weekend Before,46,OTHER,23.5
Visitor Weekend Before,47,OTHER,22.19
Visitor Weekend Before,48,OTHER,21.46
Visitor Weekday Before,1,OTHER,17.07
Visitor Weekday Before,2,OTHER,16.52
Visitor Weekday Before,3,OTHER,15.99
Visitor Weekday Before,4,OTHER,15.62
Visitor Weekday Before,5,OTHER,15.36
Visitor Weekday Before,6,OTHER,15.17
Visitor Weekday Before,7,OTHER,14.96
Visitor Weekday Before,8,OTHER,14.93
Visitor Weekday Before,9,OTHER,15.08
Visitor Weekday Before,10,OTHER,15.49
Visitor Weekday Before,11,OTHER,16.21
Visitor Weekday Before,12,OTHER,17.27
Visitor Weekday Before,13,OTHER,18.46
Visitor Weekday Before,14,OTHER,19.88
Visitor Weekday Before,15,OTHER,21.4
Visitor Weekday Before,16,OTHER,22.84
Visitor Weekday Before,17,OTHER,23.69
Visitor Weekday Before,18,OTHER,24.6
Visitor Weekday Before,19,OTHER,25
Visitor Weekday Before,20,OTHER,25.7
Visitor Weekday Before,21,OTHER,26.41
Visitor Weekday Before,22,OTHER,26.87
Visitor Weekday Before,23,OTHER,27.19
Visitor Weekday Before,24,OTHER,27.74
Visitor Weekday Before,25,OTHER,28.25
Visitor Weekday Before,26,OTHER,28.64
Visitor Weekday Before,27,OTHER,28.16
Visitor Weekday Before,28,OTHER,27.96
Visitor Weekday Before,29,OTHER,27.62
Visitor Weekday Before,30,OTHER,27.72
Visitor Weekday Before,31,OTHER,27.34
Visitor Weekday Before,32,OTHER,27.61
Visitor Weekday Before,33,OTHER,28.09
Visitor Weekday Before,34,OTHER,28.76
Visitor Weekday Before,35,OTHER,29.92
Visitor Weekday Before,36,OTHER,30.64
Visitor Weekday Before,37,OTHER,31.15
Visitor Weekday Before,38,OTHER,31.95
Visitor Weekday Before,39,OTHER,31.11
Visitor Weekday Before,40,OTHER,30.77
Visitor Weekday Before,41,OTHER,29.1
Visitor Weekday Before,42,OTHER,27.32
Visitor Weekday Before,43,OTHER,25.15
Visitor Weekday Before,44,OTHER,23.58
Visitor Weekday Before,45,OTHER,22.05
Visitor Weekday Before,46,OTHER,21.23
Visitor Weekday Before,47,OTHER,19.89
Visitor Weekday Before,48,OTHER,19.37
