GEOID,County,State,"Change in percent devices at home, midday"
34025801600,Monmouth,NJ,18.18
34025801700,Monmouth,NJ,16.61
34025801800,Monmouth,NJ,23.21
34025801900,Monmouth,NJ,23.53
34025802000,Monmouth,NJ,20.45
34025802100,Monmouth,NJ,17.92
34025802200,Monmouth,NJ,20.62
34025802300,Monmouth,NJ,16.85
34025802400,Monmouth,NJ,22.98
34025802500,Monmouth,NJ,19.06
34025802600,Monmouth,NJ,17.19
34025802700,Monmouth,NJ,22.28
34025802800,Monmouth,NJ,19.1
34025802900,Monmouth,NJ,24.51
34025803000,Monmouth,NJ,25.23
34025803100,Monmouth,NJ,23.02
34025803201,Monmouth,NJ,27.91
34025803202,Monmouth,NJ,24.69
34025803300,Monmouth,NJ,26.55
34025803400,Monmouth,NJ,20.26
34025803500,Monmouth,NJ,16.64
34025803600,Monmouth,NJ,17.73
34025803700,Monmouth,NJ,24.23
34025803800,Monmouth,NJ,24.36
34025803900,Monmouth,NJ,19.32
34025804100,Monmouth,NJ,22.6
34025804200,Monmouth,NJ,20.95
34025804500,Monmouth,NJ,24.29
34025804600,Monmouth,NJ,25.41
34025804700,Monmouth,NJ,13.89
34025804800,Monmouth,NJ,22.62
34025805001,Monmouth,NJ,15.97
34025805100,Monmouth,NJ,22.25
34025805300,Monmouth,NJ,18.79
34025805400,Monmouth,NJ,18.78
34025805500,Monmouth,NJ,20.37
34025805600,Monmouth,NJ,11.07
34025805700,Monmouth,NJ,15.15
34025805800,Monmouth,NJ,18.95
34025805900,Monmouth,NJ,20.31
34025806000,Monmouth,NJ,20.16
34025806100,Monmouth,NJ,3.48
34025806201,Monmouth,NJ,-6.04
34025806202,Monmouth,NJ,21.14
34025806300,Monmouth,NJ,12.66
34025806400,Monmouth,NJ,19.03
34025806501,Monmouth,NJ,16.79
34025806502,Monmouth,NJ,22.06
34025806503,Monmouth,NJ,24.18
34025806504,Monmouth,NJ,20.96
34025806600,Monmouth,NJ,21.69
34025807003,Monmouth,NJ,16.16
34025807004,Monmouth,NJ,20.14
34025807100,Monmouth,NJ,18.3
34025807200,Monmouth,NJ,12.96
34025807300,Monmouth,NJ,17.89
34025807400,Monmouth,NJ,19.27
34025807500,Monmouth,NJ,17.05
34025807600,Monmouth,NJ,17.83
34025807700,Monmouth,NJ,16.37
34025807800,Monmouth,NJ,13.78
34025807900,Monmouth,NJ,16.21
34025808001,Monmouth,NJ,27.66
34025808002,Monmouth,NJ,19.79
34025808100,Monmouth,NJ,15.78
34025808200,Monmouth,NJ,16.69
34025808300,Monmouth,NJ,21.49
34025808401,Monmouth,NJ,25.73
34025808402,Monmouth,NJ,21.86
34025808500,Monmouth,NJ,21.11
34025808600,Monmouth,NJ,26.32
34025808701,Monmouth,NJ,23.38
34025808702,Monmouth,NJ,24.22
34025808800,Monmouth,NJ,25.29
34025808900,Monmouth,NJ,25.17
34025809000,Monmouth,NJ,27.49
34025809100,Monmouth,NJ,16.17
34025809200,Monmouth,NJ,20.62
34025809301,Monmouth,NJ,23.53
34025809302,Monmouth,NJ,21.06
34025809400,Monmouth,NJ,21.13
34025809501,Monmouth,NJ,28.62
34025809502,Monmouth,NJ,23.92
34025809600,Monmouth,NJ,27.04
34025809701,Monmouth,NJ,23.65
34025809703,Monmouth,NJ,26.33
34025809704,Monmouth,NJ,26.64
34025809901,Monmouth,NJ,24.08
34025809902,Monmouth,NJ,24.57
34025809903,Monmouth,NJ,9.5
34025810001,Monmouth,NJ,26.77
34025810002,Monmouth,NJ,22.11
34025810003,Monmouth,NJ,24.38
34025810004,Monmouth,NJ,22.69
34025810101,Monmouth,NJ,20.71
34025810102,Monmouth,NJ,24.31
34025810200,Monmouth,NJ,25.98
34025810300,Monmouth,NJ,25.33
34025810401,Monmouth,NJ,23.23
34025810402,Monmouth,NJ,26.41
34025810501,Monmouth,NJ,27.59
34025810502,Monmouth,NJ,20.69
34025810503,Monmouth,NJ,17.6
34025810600,Monmouth,NJ,26.53
34025810700,Monmouth,NJ,27.23
34025810800,Monmouth,NJ,13.3
34025810900,Monmouth,NJ,24.81
34025811000,Monmouth,NJ,18.09
34025811101,Monmouth,NJ,19.02
34025811102,Monmouth,NJ,23.23
34025811200,Monmouth,NJ,19.65
34025811301,Monmouth,NJ,24.12
34025811303,Monmouth,NJ,24.99
34025811304,Monmouth,NJ,25.39
34025811401,Monmouth,NJ,21.55
34025811402,Monmouth,NJ,15.16
34025811501,Monmouth,NJ,23.16
34025811502,Monmouth,NJ,21.39
34025811600,Monmouth,NJ,10.92
34025811900,Monmouth,NJ,21.11
34025812000,Monmouth,NJ,23.76
34025812100,Monmouth,NJ,6.67
34025812200,Monmouth,NJ,16.04
34025812300,Monmouth,NJ,23.98
34025812400,Monmouth,NJ,24.39
34025812501,Monmouth,NJ,24.78
34025812502,Monmouth,NJ,20.84
34025990000,Monmouth,NJ,56.61
34027040101,Morris,NJ,19.01
34027040102,Morris,NJ,20.99
34027040200,Morris,NJ,23.67
34027040300,Morris,NJ,20.16
34027040400,Morris,NJ,17.66
34027040500,Morris,NJ,19.35
34027040600,Morris,NJ,16.84
34027040701,Morris,NJ,22.24
34027040702,Morris,NJ,19.41
34027040801,Morris,NJ,25.62
34027040803,Morris,NJ,22.47
34027040804,Morris,NJ,22.42
34027040805,Morris,NJ,22
34027040900,Morris,NJ,19.3
34027041000,Morris,NJ,17.01
34027041100,Morris,NJ,15.78
34027041200,Morris,NJ,20.04
34027041300,Morris,NJ,28.28
34027041400,Morris,NJ,21.94
34027041500,Morris,NJ,23.83
34027041601,Morris,NJ,22.72
34027041602,Morris,NJ,19.7
34027041603,Morris,NJ,17.94
34027041604,Morris,NJ,25.31
34027041701,Morris,NJ,19.34
34027041702,Morris,NJ,21.89
34027041704,Morris,NJ,18.69
34027041705,Morris,NJ,21.4
34027041706,Morris,NJ,19.51
34027041801,Morris,NJ,18.08
34027041802,Morris,NJ,20.88
34027041803,Morris,NJ,17.67
34027041901,Morris,NJ,25.2
34027041902,Morris,NJ,17.01
34027042000,Morris,NJ,23.49
34027042100,Morris,NJ,19.93
34027042200,Morris,NJ,19.77
34027042301,Morris,NJ,23.76
34027042302,Morris,NJ,16.92
34027042500,Morris,NJ,18.23
34027042600,Morris,NJ,12.71
34027042700,Morris,NJ,17.39
34027042800,Morris,NJ,20.42
34027042900,Morris,NJ,24.44
34027043000,Morris,NJ,25.49
34027043100,Morris,NJ,31.03
34027043200,Morris,NJ,17.37
34027043301,Morris,NJ,16.13
34027043302,Morris,NJ,20.52
34027043303,Morris,NJ,21.42
34027043401,Morris,NJ,21.13
34027043402,Morris,NJ,21.74
34027043500,Morris,NJ,21.88
34027043600,Morris,NJ,18.15
34027043700,Morris,NJ,19.21
34027043800,Morris,NJ,19.28
34027043900,Morris,NJ,26.93
34027044000,Morris,NJ,23.27
34027044101,Morris,NJ,17.28
34027044102,Morris,NJ,18.02
34027044200,Morris,NJ,16.75
34027044300,Morris,NJ,21.26
34027044401,Morris,NJ,18.51
34027044403,Morris,NJ,22.41
34027044404,Morris,NJ,23.68
34027044501,Morris,NJ,21.22
34027044502,Morris,NJ,23.7
34027044601,Morris,NJ,24.52
34027044602,Morris,NJ,18.83
34027044701,Morris,NJ,13.25
34027044702,Morris,NJ,20.75
34027044800,Morris,NJ,18.46
34027044900,Morris,NJ,14.26
34027045000,Morris,NJ,17.65
34027045100,Morris,NJ,20.33
34027045200,Morris,NJ,19.28
34027045300,Morris,NJ,16.86
34027045401,Morris,NJ,16.85
34027045402,Morris,NJ,11.38
34027045501,Morris,NJ,24.58
34027045502,Morris,NJ,20.66
34027045602,Morris,NJ,16.92
34027045603,Morris,NJ,18.09
34027045701,Morris,NJ,24.91
34027045703,Morris,NJ,24.64
34027045704,Morris,NJ,18.47
34027045804,Morris,NJ,20.74
34027045901,Morris,NJ,22.26
34027045902,Morris,NJ,20.58
34027046000,Morris,NJ,16.37
34027046103,Morris,NJ,20.77
34027046104,Morris,NJ,24.63
34027046105,Morris,NJ,20.62
34027046106,Morris,NJ,18.7
34027046201,Morris,NJ,21.44
34027046202,Morris,NJ,24.97
34027046297,Morris,NJ,20.92
34027046298,Morris,NJ,21.67
34027046300,Morris,NJ,17.2
34027046400,Morris,NJ,20.21
34029710100,Ocean,NJ,22.37
34029711100,Ocean,NJ,26.89
34029711200,Ocean,NJ,18.86
34029711300,Ocean,NJ,23.55
34029711400,Ocean,NJ,21.53
34029712000,Ocean,NJ,29.75
34029713000,Ocean,NJ,18.3
34029713100,Ocean,NJ,18.58
34029713201,Ocean,NJ,24.64
34029713202,Ocean,NJ,21.76
34029713203,Ocean,NJ,15.98
34029713300,Ocean,NJ,26.05
34029713401,Ocean,NJ,21.26
34029713402,Ocean,NJ,22.45
34029713500,Ocean,NJ,16.83
34029713600,Ocean,NJ,17.51
34029713700,Ocean,NJ,22.39
34029713800,Ocean,NJ,19.8
34029713900,Ocean,NJ,17.06
34029714000,Ocean,NJ,20.59
34029714100,Ocean,NJ,25.56
34029714200,Ocean,NJ,18.82
34029714300,Ocean,NJ,19.75
34029714400,Ocean,NJ,29.81
34029715000,Ocean,NJ,19.03
34029715200,Ocean,NJ,17.09
34029715301,Ocean,NJ,13.24
34029715302,Ocean,NJ,-12.11
34029715401,Ocean,NJ,11.61
34029715402,Ocean,NJ,21.14
34029715500,Ocean,NJ,15.02
34029715600,Ocean,NJ,11.27
34029715700,Ocean,NJ,25.13
34029715800,Ocean,NJ,13.45
34029715901,Ocean,NJ,16.94
34029715902,Ocean,NJ,9.9
34029716000,Ocean,NJ,16.4
34029717001,Ocean,NJ,26.43
34029717002,Ocean,NJ,18.61
34029717101,Ocean,NJ,23.1
34029717102,Ocean,NJ,27.23
34029717200,Ocean,NJ,24.84
34029717300,Ocean,NJ,23.34
34029717400,Ocean,NJ,20.62
34029717501,Ocean,NJ,21.7
34029717502,Ocean,NJ,19.8
34029718000,Ocean,NJ,18.42
34029720001,Ocean,NJ,16.99
34029720101,Ocean,NJ,10.25
34029720102,Ocean,NJ,10.94
34029720103,Ocean,NJ,14.24
34029720202,Ocean,NJ,14.62
34029720203,Ocean,NJ,15.78
34029720204,Ocean,NJ,20.33
34029720205,Ocean,NJ,18.01
34029720206,Ocean,NJ,22.86
34029721000,Ocean,NJ,13.23
34029722001,Ocean,NJ,23.29
34029722002,Ocean,NJ,17.64
34029722100,Ocean,NJ,21.26
34029722200,Ocean,NJ,14.33
34029722300,Ocean,NJ,23.25
34029722401,Ocean,NJ,21.69
34029722402,Ocean,NJ,20.96
34029722500,Ocean,NJ,2.97
34029722600,Ocean,NJ,25.04
34029722701,Ocean,NJ,23.13
34029722702,Ocean,NJ,23.89
34029722800,Ocean,NJ,21.71
34029722900,Ocean,NJ,22.35
34029723000,Ocean,NJ,22.61
34029723100,Ocean,NJ,19.4
34029723200,Ocean,NJ,27.16
34029723300,Ocean,NJ,21.37
34029723400,Ocean,NJ,23.02
34029723500,Ocean,NJ,15.81
34029723600,Ocean,NJ,19.88
34029724000,Ocean,NJ,17.48
34029725001,Ocean,NJ,21.46
34029725002,Ocean,NJ,23.07
34029725100,Ocean,NJ,20.2
34029726000,Ocean,NJ,26.55
34029727001,Ocean,NJ,27.26
34029727002,Ocean,NJ,18.03
34029728000,Ocean,NJ,15.42
34029729000,Ocean,NJ,22.67
34029730000,Ocean,NJ,19.94
34029731001,Ocean,NJ,24.33
34029731002,Ocean,NJ,21.41
34029731101,Ocean,NJ,24.33
34029731102,Ocean,NJ,18.32
34029731103,Ocean,NJ,23.41
34029731201,Ocean,NJ,17.79
34029731202,Ocean,NJ,10.61
34029731203,Ocean,NJ,11.9
34029731204,Ocean,NJ,15.04
34029731205,Ocean,NJ,14.36
34029731206,Ocean,NJ,7.04
34029732001,Ocean,NJ,21.44
34029732002,Ocean,NJ,21.38
34029732101,Ocean,NJ,19.16
34029732103,Ocean,NJ,19.77
34029732104,Ocean,NJ,19.47
34029733000,Ocean,NJ,22.65
34029734001,Ocean,NJ,18.5
34029734002,Ocean,NJ,18.95
34029734003,Ocean,NJ,23.99
34029735001,Ocean,NJ,22.93
34029735002,Ocean,NJ,22.21
34029735101,Ocean,NJ,19.9
34029735103,Ocean,NJ,21.2
34029735104,Ocean,NJ,18.42
34029736001,Ocean,NJ,15.46
34029736002,Ocean,NJ,11.95
34029736101,Ocean,NJ,14.23
34029736102,Ocean,NJ,21
34029736105,Ocean,NJ,21.19
34029737000,Ocean,NJ,17.71
34029738001,Ocean,NJ,11.34
34029738002,Ocean,NJ,30.99
34029738100,Ocean,NJ,25.56
34029739000,Ocean,NJ,22.27
34029739100,Ocean,NJ,0.95
34029980000,Ocean,NJ,-65.83
34029990000,Ocean,NJ,38.12
34031116500,Passaic,NJ,20.33
34031124200,Passaic,NJ,17.33
34031124311,Passaic,NJ,16.35
34031124312,Passaic,NJ,17.34
34031124321,Passaic,NJ,21.23
34031124322,Passaic,NJ,17.36
34031124323,Passaic,NJ,29.34
34031124401,Passaic,NJ,20.12
34031124402,Passaic,NJ,22.05
34031124500,Passaic,NJ,15.98
34031124601,Passaic,NJ,17.72
34031124602,Passaic,NJ,17.65
34031124700,Passaic,NJ,13.07
34031124800,Passaic,NJ,17.48
34031124900,Passaic,NJ,11.38
34031125000,Passaic,NJ,18.8
34031125100,Passaic,NJ,12.36
34031133701,Passaic,NJ,16.68
34031133702,Passaic,NJ,15.12
34031143200,Passaic,NJ,24.11
34031143300,Passaic,NJ,19.67
34031143400,Passaic,NJ,19.53
34031154001,Passaic,NJ,-12.25
34031154002,Passaic,NJ,22.3
34031163500,Passaic,NJ,19.09
34031175200,Passaic,NJ,16.35
34031175301,Passaic,NJ,17.8
34031175302,Passaic,NJ,24.18
34031175401,Passaic,NJ,14.4
34031175402,Passaic,NJ,14.11
34031175500,Passaic,NJ,13.77
34031175601,Passaic,NJ,23.02
34031175602,Passaic,NJ,15.17
34031175701,Passaic,NJ,16.87
34031175703,Passaic,NJ,17.39
34031175704,Passaic,NJ,19.02
34031175801,Passaic,NJ,10.15
34031175802,Passaic,NJ,15.61
34031175900,Passaic,NJ,6.24
34031180100,Passaic,NJ,16.26
34031180201,Passaic,NJ,13.42
34031180202,Passaic,NJ,12.53
34031180300,Passaic,NJ,12.19
34031180600,Passaic,NJ,4.74
34031180700,Passaic,NJ,11.95
34031180800,Passaic,NJ,17.1
34031180900,Passaic,NJ,4.14
34031181000,Passaic,NJ,13.17
34031181100,Passaic,NJ,17.79
34031181200,Passaic,NJ,18.18
34031181300,Passaic,NJ,15.91
34031181400,Passaic,NJ,8.98
34031181500,Passaic,NJ,7.85
34031181702,Passaic,NJ,12.2
34031181800,Passaic,NJ,12.18
34031181900,Passaic,NJ,17.18
34031182000,Passaic,NJ,10.19
34031182100,Passaic,NJ,11.8
34031182200,Passaic,NJ,9.34
34031182301,Passaic,NJ,10.11
34031182302,Passaic,NJ,16.66
34031182400,Passaic,NJ,16.11
34031182500,Passaic,NJ,19.75
34031182600,Passaic,NJ,16.88
34031182700,Passaic,NJ,15.41
34031182800,Passaic,NJ,9.72
34031182900,Passaic,NJ,21.06
34031183000,Passaic,NJ,13.92
34031183101,Passaic,NJ,19.09
34031183102,Passaic,NJ,22.31
34031183200,Passaic,NJ,9.14
34031196401,Passaic,NJ,21.71
34031196402,Passaic,NJ,17.68
34031203600,Passaic,NJ,16.47
34031216701,Passaic,NJ,22.35
34031216702,Passaic,NJ,23.18
34031223801,Passaic,NJ,23.33
34031223802,Passaic,NJ,22.88
34031223900,Passaic,NJ,53.76
34031236601,Passaic,NJ,19.88
34031236602,Passaic,NJ,19.34
34031246001,Passaic,NJ,8.99
34031246002,Passaic,NJ,28.21
34031246003,Passaic,NJ,19.64
34031246101,Passaic,NJ,23.91
34031246102,Passaic,NJ,14.88
34031246103,Passaic,NJ,22.3
34031246104,Passaic,NJ,23.7
34031246201,Passaic,NJ,22.74
34031246202,Passaic,NJ,23.46
34031246203,Passaic,NJ,24.65
34031246300,Passaic,NJ,23.13
34031256801,Passaic,NJ,23.29
34031256802,Passaic,NJ,19
34031256803,Passaic,NJ,16.53
34031256804,Passaic,NJ,17.65
34031256805,Passaic,NJ,26.47
34031264101,Passaic,NJ,25.15
34031264102,Passaic,NJ,22.61
34031264200,Passaic,NJ,14.09
34035050100,Somerset,NJ,26.31
34035050200,Somerset,NJ,17.44
34035050300,Somerset,NJ,11.57
34035050400,Somerset,NJ,23.63
34035050500,Somerset,NJ,28.17
34035050600,Somerset,NJ,18.11
34035050701,Somerset,NJ,22.04
34035050703,Somerset,NJ,15.38
34035050704,Somerset,NJ,23.51
34035050801,Somerset,NJ,18.72
34035050802,Somerset,NJ,23.46
34035050901,Somerset,NJ,22.05
34035050902,Somerset,NJ,26.37
34035050903,Somerset,NJ,22.58
34035051000,Somerset,NJ,17.81
34035051100,Somerset,NJ,15.04
34035051200,Somerset,NJ,19.98
34035051300,Somerset,NJ,14.33
34035051400,Somerset,NJ,19.22
34035051500,Somerset,NJ,14.12
34035051600,Somerset,NJ,22.05
34035051700,Somerset,NJ,14.14
34035051800,Somerset,NJ,10.8
34035051900,Somerset,NJ,23.01
34035052001,Somerset,NJ,20.39
34035052002,Somerset,NJ,12.07
34035052100,Somerset,NJ,24.47
34035052201,Somerset,NJ,25.79
34035052203,Somerset,NJ,28.58
34035052204,Somerset,NJ,24.5
34035052300,Somerset,NJ,24.21
34035052400,Somerset,NJ,19.92
34035052601,Somerset,NJ,23.31
34035052603,Somerset,NJ,30.54
34035052700,Somerset,NJ,23.59
34035052800,Somerset,NJ,20.94
34035052901,Somerset,NJ,27.09
34035052903,Somerset,NJ,25.28
34035052904,Somerset,NJ,22.74
34035053000,Somerset,NJ,21.35
34035053102,Somerset,NJ,18.72
34035053103,Somerset,NJ,18.58
34035053105,Somerset,NJ,23.23
34035053200,Somerset,NJ,15.77
34035053300,Somerset,NJ,16.47
34035053402,Somerset,NJ,19.8
34035053403,Somerset,NJ,15.82
34035053404,Somerset,NJ,19.74
34035053501,Somerset,NJ,18.63
34035053602,Somerset,NJ,20.03
34035053603,Somerset,NJ,24.01
34035053604,Somerset,NJ,23.04
34035053703,Somerset,NJ,24.23
34035053704,Somerset,NJ,26.11
34035053705,Somerset,NJ,18.06
34035053706,Somerset,NJ,20.2
34035053707,Somerset,NJ,24.85
34035053801,Somerset,NJ,18.82
34035053803,Somerset,NJ,22.91
34035053804,Somerset,NJ,22.34
34035053805,Somerset,NJ,23.74
34035053901,Somerset,NJ,24.07
34035053904,Somerset,NJ,22.81
34035053905,Somerset,NJ,21.04
34035054100,Somerset,NJ,20.89
34035054201,Somerset,NJ,20.6
34035054202,Somerset,NJ,21.07
34035054300,Somerset,NJ,16.57
34037371000,Sussex,NJ,17.58
34037371100,Sussex,NJ,21.98
34037371200,Sussex,NJ,9.64
34037371300,Sussex,NJ,18.61
34037371400,Sussex,NJ,20.01
34037371502,Sussex,NJ,22.18
34037371503,Sussex,NJ,17.52
34037371600,Sussex,NJ,18.79
34037371700,Sussex,NJ,21.52
34037371800,Sussex,NJ,15.06
34037371900,Sussex,NJ,8.75
34037372000,Sussex,NJ,10.72
34037372100,Sussex,NJ,23.83
34037372200,Sussex,NJ,12.64
34037372300,Sussex,NJ,21.77
34037372400,Sussex,NJ,16.98
34037372500,Sussex,NJ,20.57
34037372600,Sussex,NJ,20.94
34037372700,Sussex,NJ,16.71
34037372800,Sussex,NJ,14.74
34037372900,Sussex,NJ,18.72
34037373000,Sussex,NJ,19.68
34037373100,Sussex,NJ,21.96
34037373200,Sussex,NJ,22.06
34037373300,Sussex,NJ,20.64
34037373400,Sussex,NJ,25.26
34037373500,Sussex,NJ,19.5
34037373600,Sussex,NJ,22.59
34037373700,Sussex,NJ,20.15
34037373800,Sussex,NJ,19.48
34037373900,Sussex,NJ,19.62
34037374000,Sussex,NJ,25.14
34037374100,Sussex,NJ,26.17
34037374200,Sussex,NJ,25.5
34037374300,Sussex,NJ,21.43
34037374400,Sussex,NJ,18.98
34037374500,Sussex,NJ,14.44
34037374600,Sussex,NJ,17.39
34037374700,Sussex,NJ,18.22
34037374800,Sussex,NJ,11.33
34037374900,Sussex,NJ,18.67
34039030200,Union,NJ,19.65
34039030400,Union,NJ,13.15
34039030500,Union,NJ,19.59
34039030600,Union,NJ,16.1
34039030701,Union,NJ,29.67
34039030702,Union,NJ,18.34
34039030802,Union,NJ,22.68
34039030900,Union,NJ,19.94
34039031000,Union,NJ,21.94
34039031100,Union,NJ,15.13
34039031200,Union,NJ,16.29
34039031300,Union,NJ,15.97
34039031400,Union,NJ,17.2
34039031500,Union,NJ,14.96
34039031601,Union,NJ,18.01
34039031602,Union,NJ,17.2
34039031700,Union,NJ,17.06
34039031801,Union,NJ,17.59
34039031802,Union,NJ,21.94
34039031903,Union,NJ,18.83
34039031904,Union,NJ,16.59
34039032001,Union,NJ,17.14
34039032002,Union,NJ,21.21
34039032100,Union,NJ,21.1
34039032200,Union,NJ,17.12
34039032300,Union,NJ,16.87
34039032400,Union,NJ,18.43
34039032500,Union,NJ,18.64
34039032600,Union,NJ,20.58
34039032700,Union,NJ,20.49
34039032800,Union,NJ,13.23
34039032901,Union,NJ,21.43
34039032902,Union,NJ,17.77
34039033000,Union,NJ,19.8
34039033100,Union,NJ,15.13
34039033200,Union,NJ,25.14
34039033300,Union,NJ,26.28
34039033400,Union,NJ,25.04
34039033500,Union,NJ,8.91
34039033600,Union,NJ,22.15
34039033700,Union,NJ,28.77
34039033800,Union,NJ,22.64
34039033900,Union,NJ,17.18
34039034000,Union,NJ,19.67
34039034100,Union,NJ,19.01
34039034200,Union,NJ,19.66
34039034300,Union,NJ,12.84
34039034400,Union,NJ,17.64
34039034500,Union,NJ,20.27
34039034600,Union,NJ,14.27
34039034700,Union,NJ,13.57
34039034800,Union,NJ,23.34
34039034900,Union,NJ,18.89
34039035000,Union,NJ,21.02
34039035100,Union,NJ,11.98
34039035200,Union,NJ,16.74
34039035300,Union,NJ,15.69
34039035400,Union,NJ,14.69
34039035500,Union,NJ,21.27
34039035600,Union,NJ,26.01
34039035700,Union,NJ,21.36
34039035800,Union,NJ,11.76
34039035900,Union,NJ,13.87
34039036000,Union,NJ,17.41
34039036100,Union,NJ,22.29
34039036200,Union,NJ,23.83
34039036301,Union,NJ,22.57
34039036302,Union,NJ,26.37
34039036400,Union,NJ,23.2
34039036500,Union,NJ,24.19
34039036600,Union,NJ,20.61
34039036700,Union,NJ,19.85
34039036800,Union,NJ,23.89
34039036900,Union,NJ,20.9
34039037000,Union,NJ,22.86
34039037100,Union,NJ,23.11
34039037200,Union,NJ,17.6
34039037300,Union,NJ,23.65
34039037400,Union,NJ,20.66
34039037500,Union,NJ,23.58
34039037601,Union,NJ,23.19
34039037602,Union,NJ,23.55
34039037700,Union,NJ,25.74
34039037800,Union,NJ,16.14
34039037900,Union,NJ,28.78
34039038000,Union,NJ,24.08
34039038101,Union,NJ,19.48
34039038102,Union,NJ,21.29
34039038201,Union,NJ,21.74
34039038202,Union,NJ,23.53
34039038300,Union,NJ,25
34039038400,Union,NJ,19.59
34039038500,Union,NJ,23.27
34039038601,Union,NJ,23.9
34039038602,Union,NJ,24.57
34039038700,Union,NJ,22.6
34039038800,Union,NJ,13.91
34039038900,Union,NJ,17.06
34039039000,Union,NJ,17.14
34039039100,Union,NJ,18.32
34039039200,Union,NJ,24.23
34039039300,Union,NJ,13.67
34039039400,Union,NJ,11.37
34039039500,Union,NJ,11.02
34039039600,Union,NJ,15.92
34039039700,Union,NJ,14.15
34039039800,Union,NJ,13.49
34039039900,Union,NJ,11.07
36005000100,Bronx,NY,-2.27
36005000200,Bronx,NY,25.35
36005000400,Bronx,NY,18.75
36005001600,Bronx,NY,19.63
36005001900,Bronx,NY,12.81
36005002000,Bronx,NY,12.19
36005002300,Bronx,NY,14.33
36005002400,Bronx,NY,18.07
36005002500,Bronx,NY,9.38
36005002701,Bronx,NY,12.67
36005002702,Bronx,NY,8.73
36005002800,Bronx,NY,20.93
36005003100,Bronx,NY,3.48
36005003300,Bronx,NY,19.69
36005003500,Bronx,NY,13.24
36005003700,Bronx,NY,13.07
36005003800,Bronx,NY,19.3
36005003900,Bronx,NY,11.42
36005004001,Bronx,NY,13.37
36005004100,Bronx,NY,9.68
36005004200,Bronx,NY,15.96
36005004300,Bronx,NY,11.63
36005004400,Bronx,NY,15.43
36005004600,Bronx,NY,18.82
36005004800,Bronx,NY,24.32
36005005001,Bronx,NY,14.24
36005005002,Bronx,NY,14.9
36005005100,Bronx,NY,15.51
36005005200,Bronx,NY,12.93
36005005300,Bronx,NY,14.9
36005005400,Bronx,NY,15.04
36005005600,Bronx,NY,11.77
36005005902,Bronx,NY,22.35
36005006000,Bronx,NY,5.26
36005006100,Bronx,NY,12.14
36005006200,Bronx,NY,15.64
36005006300,Bronx,NY,13.45
36005006400,Bronx,NY,16.76
36005006500,Bronx,NY,8.65
36005006700,Bronx,NY,7.26
36005006800,Bronx,NY,16.58
36005006900,Bronx,NY,16.87
36005007000,Bronx,NY,19.33
36005007100,Bronx,NY,14.41
36005007200,Bronx,NY,15.22
36005007300,Bronx,NY,11.14
36005007400,Bronx,NY,24.13
36005007500,Bronx,NY,16.14
36005007600,Bronx,NY,14.61
36005007700,Bronx,NY,23.96
36005007800,Bronx,NY,15.88
36005007900,Bronx,NY,11.53
36005008300,Bronx,NY,6.87
36005008400,Bronx,NY,23.41
36005008500,Bronx,NY,11.84
36005008600,Bronx,NY,15.11
36005008700,Bronx,NY,10.61
36005008900,Bronx,NY,13.83
36005009000,Bronx,NY,17.57
36005009200,Bronx,NY,16.69
36005009300,Bronx,NY,16.01
36005009600,Bronx,NY,20.61
36005009800,Bronx,NY,11
36005011000,Bronx,NY,26.67
36005011502,Bronx,NY,9.26
36005011700,Bronx,NY,-0.4
36005011800,Bronx,NY,6.41
36005011900,Bronx,NY,8.27
36005012101,Bronx,NY,14.11
36005012102,Bronx,NY,23.63
36005012300,Bronx,NY,15.01
36005012500,Bronx,NY,16.22
36005012701,Bronx,NY,4.84
36005012901,Bronx,NY,11.67
36005013000,Bronx,NY,32.78
36005013100,Bronx,NY,7.87
36005013200,Bronx,NY,20.33
36005013300,Bronx,NY,11.61
36005013500,Bronx,NY,17.89
36005013800,Bronx,NY,19.76
36005014100,Bronx,NY,16.04
36005014300,Bronx,NY,19.9
36005014400,Bronx,NY,16.14
36005014500,Bronx,NY,9.1
36005014701,Bronx,NY,11.25
36005014702,Bronx,NY,13.22
36005014900,Bronx,NY,15.3
36005015100,Bronx,NY,14.94
36005015200,Bronx,NY,0.43
36005015300,Bronx,NY,17.37
36005015500,Bronx,NY,11.53
36005015700,Bronx,NY,13.81
36005015800,Bronx,NY,19.8
36005015900,Bronx,NY,9.95
36005016000,Bronx,NY,13.23
36005016100,Bronx,NY,14.23
36005016200,Bronx,NY,26.81
36005016300,Bronx,NY,14.54
36005016400,Bronx,NY,10.07
36005016500,Bronx,NY,14.73
36005016600,Bronx,NY,15.29
36005016700,Bronx,NY,8.4
36005016900,Bronx,NY,14.27
36005017100,Bronx,NY,23.72
36005017300,Bronx,NY,10.75
36005017500,Bronx,NY,9.89
36005017701,Bronx,NY,8.49
36005017702,Bronx,NY,14.26
36005017901,Bronx,NY,17.16
36005017902,Bronx,NY,9.16
36005018101,Bronx,NY,20.45
36005018102,Bronx,NY,19.42
36005018301,Bronx,NY,4.23
36005018302,Bronx,NY,15.87
36005018400,Bronx,NY,12.41
36005018500,Bronx,NY,13.17
36005018900,Bronx,NY,16.8
36005019300,Bronx,NY,9.1
36005019400,Bronx,NY,28.01
36005019500,Bronx,NY,12.48
36005019700,Bronx,NY,15.01
36005019900,Bronx,NY,12.67
36005020000,Bronx,NY,15.03
36005020100,Bronx,NY,19.8
