GEOID,County,Day type,"Change in percent devices at home, midday"
34019011100,Hunterdon,Weekend,20.82
34019011201,Hunterdon,Weekend,22.28
34019011202,Hunterdon,Weekend,27.34
34019011301,Hunterdon,Weekend,25.02
34019011302,Hunterdon,Weekend,22.06
34019011303,Hunterdon,Weekend,26.55
34019011304,Hunterdon,Weekend,20.3
34019011400,Hunterdon,Weekend,14.17
34019011500,Hunterdon,Weekend,17.8
34019011600,Hunterdon,Weekend,22.42
34019011700,Hunterdon,Weekend,23.58
34019011800,Hunterdon,Weekend,16.41
34019011900,Hunterdon,Weekend,17.34
34023000100,Middlesex,Weekend,19.3
34023000200,Middlesex,Weekend,16.83
34023000300,Middlesex,Weekend,17.7
34023000401,Middlesex,Weekend,20.48
34023000403,Middlesex,Weekend,19.66
34023000404,Middlesex,Weekend,20.79
34023000501,Middlesex,Weekend,23.44
34023000502,Middlesex,Weekend,16.64
34023000603,Middlesex,Weekend,23.79
34023000606,Middlesex,Weekend,19.55
34023000608,Middlesex,Weekend,14.52
34023000701,Middlesex,Weekend,20.36
34023000702,Middlesex,Weekend,20.4
34023000801,Middlesex,Weekend,22.92
34023000802,Middlesex,Weekend,23.76
34023000901,Middlesex,Weekend,19.45
34023000902,Middlesex,Weekend,23.99
34023001001,Middlesex,Weekend,20.37
34023001002,Middlesex,Weekend,15.84
34023001100,Middlesex,Weekend,19
34023001200,Middlesex,Weekend,18.58
34023001300,Middlesex,Weekend,18.41
34023001409,Middlesex,Weekend,18.6
34023001410,Middlesex,Weekend,18.2
34023001411,Middlesex,Weekend,18.88
34023001412,Middlesex,Weekend,20.44
34023001413,Middlesex,Weekend,17.63
34023001414,Middlesex,Weekend,18.32
34023001415,Middlesex,Weekend,20.2
34023001416,Middlesex,Weekend,23.74
34023001417,Middlesex,Weekend,21.75
34023001502,Middlesex,Weekend,21.47
34023001504,Middlesex,Weekend,16.75
34023001505,Middlesex,Weekend,27.3
34023001506,Middlesex,Weekend,14
34023001600,Middlesex,Weekend,24.54
34023001701,Middlesex,Weekend,20.86
34023001702,Middlesex,Weekend,19.94
34023001803,Middlesex,Weekend,20.22
34023001804,Middlesex,Weekend,15.11
34023001805,Middlesex,Weekend,21.97
34023001901,Middlesex,Weekend,29.4
34023001902,Middlesex,Weekend,26.41
34023001903,Middlesex,Weekend,21.83
34023002000,Middlesex,Weekend,23.48
34023002101,Middlesex,Weekend,27.01
34023002102,Middlesex,Weekend,25.49
34023002200,Middlesex,Weekend,24.2
34023002301,Middlesex,Weekend,25.44
34023002302,Middlesex,Weekend,25.33
34023002401,Middlesex,Weekend,23.1
34023002402,Middlesex,Weekend,16.04
34023002500,Middlesex,Weekend,16.44
34023002603,Middlesex,Weekend,14.94
34023002604,Middlesex,Weekend,21.13
34023002605,Middlesex,Weekend,25.07
34023002701,Middlesex,Weekend,20.03
34023002703,Middlesex,Weekend,18.97
34023002805,Middlesex,Weekend,26.1
34023002901,Middlesex,Weekend,18.4
34023002902,Middlesex,Weekend,25.55
34023003001,Middlesex,Weekend,17.83
34023003002,Middlesex,Weekend,12.38
34023003101,Middlesex,Weekend,22.72
34023003102,Middlesex,Weekend,20.4
34023003201,Middlesex,Weekend,15.9
34023003203,Middlesex,Weekend,17.36
34023003300,Middlesex,Weekend,17.67
34023003401,Middlesex,Weekend,18.3
34023003500,Middlesex,Weekend,19.66
34023003600,Middlesex,Weekend,18.66
34023003700,Middlesex,Weekend,17.32
34023003800,Middlesex,Weekend,15.55
34023004000,Middlesex,Weekend,19.7
34023004100,Middlesex,Weekend,16.13
34023004200,Middlesex,Weekend,17.11
34023004300,Middlesex,Weekend,22.54
34023004400,Middlesex,Weekend,12.92
34023004500,Middlesex,Weekend,18.84
34023004600,Middlesex,Weekend,19.85
34023004700,Middlesex,Weekend,12.64
34023004800,Middlesex,Weekend,18.88
34023004900,Middlesex,Weekend,14.26
34023005000,Middlesex,Weekend,21.95
34023005100,Middlesex,Weekend,-51.76
34023005200,Middlesex,Weekend,-16.48
34023005300,Middlesex,Weekend,8.98
34023005500,Middlesex,Weekend,15.8
34023005601,Middlesex,Weekend,7.93
34023005602,Middlesex,Weekend,9.84
34023005700,Middlesex,Weekend,14.38
34023005800,Middlesex,Weekend,0.91
34023006001,Middlesex,Weekend,13.06
34023006002,Middlesex,Weekend,-10.65
34023006101,Middlesex,Weekend,14.9
34023006103,Middlesex,Weekend,19.18
34023006104,Middlesex,Weekend,19.16
34023006203,Middlesex,Weekend,20.38
34023006204,Middlesex,Weekend,19.54
34023006205,Middlesex,Weekend,23.59
34023006206,Middlesex,Weekend,18.56
34023006207,Middlesex,Weekend,17.14
34023006300,Middlesex,Weekend,18.94
34023006403,Middlesex,Weekend,12
34023006500,Middlesex,Weekend,22.99
34023006601,Middlesex,Weekend,26.72
34023006604,Middlesex,Weekend,21.45
34023006605,Middlesex,Weekend,25.18
34023006606,Middlesex,Weekend,28.24
34023006607,Middlesex,Weekend,26.91
34023006608,Middlesex,Weekend,30.92
34023006701,Middlesex,Weekend,24.33
34023006703,Middlesex,Weekend,19.42
34023006800,Middlesex,Weekend,18.78
34023006900,Middlesex,Weekend,22.73
34023007000,Middlesex,Weekend,21.37
34023007101,Middlesex,Weekend,18.16
34023007102,Middlesex,Weekend,17.07
34023007103,Middlesex,Weekend,12.5
34023007202,Middlesex,Weekend,23.49
34023007203,Middlesex,Weekend,21.93
34023007301,Middlesex,Weekend,19.39
34023007303,Middlesex,Weekend,17.97
34023007304,Middlesex,Weekend,16.42
34023007402,Middlesex,Weekend,19.41
34023007500,Middlesex,Weekend,14.99
34023007600,Middlesex,Weekend,19.07
34023007702,Middlesex,Weekend,22.82
34023007703,Middlesex,Weekend,25.12
34023007704,Middlesex,Weekend,20.37
34023007801,Middlesex,Weekend,25.04
34023007804,Middlesex,Weekend,19.97
34023007805,Middlesex,Weekend,22.84
34023007806,Middlesex,Weekend,22.1
34023007905,Middlesex,Weekend,27.22
34023007906,Middlesex,Weekend,17.28
34023007907,Middlesex,Weekend,22.23
34023007908,Middlesex,Weekend,19.15
34023007909,Middlesex,Weekend,21.78
34023007910,Middlesex,Weekend,19.98
34023007911,Middlesex,Weekend,27.61
34023007912,Middlesex,Weekend,21.05
34023008001,Middlesex,Weekend,20.59
34023008101,Middlesex,Weekend,18.68
34023008102,Middlesex,Weekend,23.66
34023008103,Middlesex,Weekend,15.21
34023008202,Middlesex,Weekend,23.3
34023008204,Middlesex,Weekend,19.67
34023008205,Middlesex,Weekend,16.92
34023008206,Middlesex,Weekend,18.88
34023008207,Middlesex,Weekend,24.29
34023008208,Middlesex,Weekend,26.32
34023008209,Middlesex,Weekend,23.1
34023008300,Middlesex,Weekend,18.32
34023008403,Middlesex,Weekend,21
34023008404,Middlesex,Weekend,20.52
34023008405,Middlesex,Weekend,18.06
34023008406,Middlesex,Weekend,18.7
34023008501,Middlesex,Weekend,18.81
34023008502,Middlesex,Weekend,12.97
34023008503,Middlesex,Weekend,19.88
34023008504,Middlesex,Weekend,14.57
34023008601,Middlesex,Weekend,22.53
34023008602,Middlesex,Weekend,20.21
34023008604,Middlesex,Weekend,23.65
34023008605,Middlesex,Weekend,24.74
34023008606,Middlesex,Weekend,24.97
34023008700,Middlesex,Weekend,10.41
34023008800,Middlesex,Weekend,-34.88
34023008900,Middlesex,Weekend,13.72
34023009000,Middlesex,Weekend,12.93
34023009100,Middlesex,Weekend,20.74
34023009200,Middlesex,Weekend,18.26
34023009300,Middlesex,Weekend,8.84
34023009400,Middlesex,Weekend,22.23
34025800100,Monmouth,Weekend,17.01
34025800200,Monmouth,Weekend,13.88
34025800400,Monmouth,Weekend,15.57
34025800500,Monmouth,Weekend,22.09
34025800601,Monmouth,Weekend,23.17
34025800602,Monmouth,Weekend,22.63
34025800701,Monmouth,Weekend,19.76
34025800702,Monmouth,Weekend,22.48
34025800800,Monmouth,Weekend,24.07
34025800900,Monmouth,Weekend,20.2
34025801000,Monmouth,Weekend,23.06
34025801100,Monmouth,Weekend,19.75
34025801200,Monmouth,Weekend,26.97
34025801300,Monmouth,Weekend,23.65
34025801400,Monmouth,Weekend,19.78
34025801500,Monmouth,Weekend,25.43
34025801600,Monmouth,Weekend,18.18
34025801700,Monmouth,Weekend,16.61
34025801800,Monmouth,Weekend,23.21
34025801900,Monmouth,Weekend,23.53
34025802000,Monmouth,Weekend,20.45
34025802100,Monmouth,Weekend,17.92
34025802200,Monmouth,Weekend,20.62
34025802300,Monmouth,Weekend,16.85
34025802400,Monmouth,Weekend,22.98
34025802500,Monmouth,Weekend,19.06
34025802600,Monmouth,Weekend,17.19
34025802700,Monmouth,Weekend,22.28
34025802800,Monmouth,Weekend,19.1
34025802900,Monmouth,Weekend,24.51
34025803000,Monmouth,Weekend,25.23
34025803100,Monmouth,Weekend,23.02
34025803201,Monmouth,Weekend,27.91
34025803202,Monmouth,Weekend,24.69
34025803300,Monmouth,Weekend,26.55
34025803400,Monmouth,Weekend,20.26
34025803500,Monmouth,Weekend,16.64
34025803600,Monmouth,Weekend,17.73
34025803700,Monmouth,Weekend,24.23
34025803800,Monmouth,Weekend,24.36
34025803900,Monmouth,Weekend,19.32
34025804100,Monmouth,Weekend,22.6
34025804200,Monmouth,Weekend,20.95
34025804500,Monmouth,Weekend,24.29
34025804600,Monmouth,Weekend,25.41
34025804700,Monmouth,Weekend,13.89
34025804800,Monmouth,Weekend,22.62
34025805001,Monmouth,Weekend,15.97
34025805100,Monmouth,Weekend,22.25
34025805300,Monmouth,Weekend,18.79
34025805400,Monmouth,Weekend,18.78
34025805500,Monmouth,Weekend,20.37
34025805600,Monmouth,Weekend,11.07
34025805700,Monmouth,Weekend,15.15
34025805800,Monmouth,Weekend,18.95
34025805900,Monmouth,Weekend,20.31
34025806000,Monmouth,Weekend,20.16
34025806100,Monmouth,Weekend,3.48
34025806201,Monmouth,Weekend,-6.04
34025806202,Monmouth,Weekend,21.14
34025806300,Monmouth,Weekend,12.66
34025806400,Monmouth,Weekend,19.03
34025806501,Monmouth,Weekend,16.79
34025806502,Monmouth,Weekend,22.06
34025806503,Monmouth,Weekend,24.18
34025806504,Monmouth,Weekend,20.96
34025806600,Monmouth,Weekend,21.69
34025807003,Monmouth,Weekend,16.16
34025807004,Monmouth,Weekend,20.14
34025807100,Monmouth,Weekend,18.3
34025807200,Monmouth,Weekend,12.96
34025807300,Monmouth,Weekend,17.89
34025807400,Monmouth,Weekend,19.27
34025807500,Monmouth,Weekend,17.05
34025807600,Monmouth,Weekend,17.83
34025807700,Monmouth,Weekend,16.37
34025807800,Monmouth,Weekend,13.78
34025807900,Monmouth,Weekend,16.21
34025808001,Monmouth,Weekend,27.66
34025808002,Monmouth,Weekend,19.79
34025808100,Monmouth,Weekend,15.78
34025808200,Monmouth,Weekend,16.69
34025808300,Monmouth,Weekend,21.49
34025808401,Monmouth,Weekend,25.73
34025808402,Monmouth,Weekend,21.86
34025808500,Monmouth,Weekend,21.11
34025808600,Monmouth,Weekend,26.32
34025808701,Monmouth,Weekend,23.38
34025808702,Monmouth,Weekend,24.22
34025808800,Monmouth,Weekend,25.29
34025808900,Monmouth,Weekend,25.17
34025809000,Monmouth,Weekend,27.49
34025809100,Monmouth,Weekend,16.17
34025809200,Monmouth,Weekend,20.62
34025809301,Monmouth,Weekend,23.53
34025809302,Monmouth,Weekend,21.06
34025809400,Monmouth,Weekend,21.13
34025809501,Monmouth,Weekend,28.62
34025809502,Monmouth,Weekend,23.92
34025809600,Monmouth,Weekend,27.04
34025809701,Monmouth,Weekend,23.65
34025809703,Monmouth,Weekend,26.33
34025809704,Monmouth,Weekend,26.64
34025809901,Monmouth,Weekend,24.08
34025809902,Monmouth,Weekend,24.57
34025809903,Monmouth,Weekend,9.5
34025810001,Monmouth,Weekend,26.77
34025810002,Monmouth,Weekend,22.11
34025810003,Monmouth,Weekend,24.38
34025810004,Monmouth,Weekend,22.69
34025810101,Monmouth,Weekend,20.71
34025810102,Monmouth,Weekend,24.31
34025810200,Monmouth,Weekend,25.98
34025810300,Monmouth,Weekend,25.33
34025810401,Monmouth,Weekend,23.23
34025810402,Monmouth,Weekend,26.41
34025810501,Monmouth,Weekend,27.59
34025810502,Monmouth,Weekend,20.69
34025810503,Monmouth,Weekend,17.6
34025810600,Monmouth,Weekend,26.53
34025810700,Monmouth,Weekend,27.23
34025810800,Monmouth,Weekend,13.3
34025810900,Monmouth,Weekend,24.81
34025811000,Monmouth,Weekend,18.09
34025811101,Monmouth,Weekend,19.02
34025811102,Monmouth,Weekend,23.23
34025811200,Monmouth,Weekend,19.65
34025811301,Monmouth,Weekend,24.12
34025811303,Monmouth,Weekend,24.99
34025811304,Monmouth,Weekend,25.39
34025811401,Monmouth,Weekend,21.55
34025811402,Monmouth,Weekend,15.16
34025811501,Monmouth,Weekend,23.16
34025811502,Monmouth,Weekend,21.39
34025811600,Monmouth,Weekend,10.92
34025811900,Monmouth,Weekend,21.11
34025812000,Monmouth,Weekend,23.76
34025812100,Monmouth,Weekend,6.67
34025812200,Monmouth,Weekend,16.04
34025812300,Monmouth,Weekend,23.98
34025812400,Monmouth,Weekend,24.39
34025812501,Monmouth,Weekend,24.78
34025812502,Monmouth,Weekend,20.84
34025990000,Monmouth,Weekend,56.61
34027040101,Morris,Weekend,19.01
34027040102,Morris,Weekend,20.99
34027040200,Morris,Weekend,23.67
34027040300,Morris,Weekend,20.16
34027040400,Morris,Weekend,17.66
34027040500,Morris,Weekend,19.35
34027040600,Morris,Weekend,16.84
34027040701,Morris,Weekend,22.24
34027040702,Morris,Weekend,19.41
34027040801,Morris,Weekend,25.62
34027040803,Morris,Weekend,22.47
34027040804,Morris,Weekend,22.42
34027040805,Morris,Weekend,22
34027040900,Morris,Weekend,19.3
34027041000,Morris,Weekend,17.01
34027041100,Morris,Weekend,15.78
34027041200,Morris,Weekend,20.04
34027041300,Morris,Weekend,28.28
34027041400,Morris,Weekend,21.94
34027041500,Morris,Weekend,23.83
34027041601,Morris,Weekend,22.72
34027041602,Morris,Weekend,19.7
34027041603,Morris,Weekend,17.94
34027041604,Morris,Weekend,25.31
34027041701,Morris,Weekend,19.34
34027041702,Morris,Weekend,21.89
34027041704,Morris,Weekend,18.69
34027041705,Morris,Weekend,21.4
34027041706,Morris,Weekend,19.51
34027041801,Morris,Weekend,18.08
34027041802,Morris,Weekend,20.88
34027041803,Morris,Weekend,17.67
34027041901,Morris,Weekend,25.2
34027041902,Morris,Weekend,17.01
34027042000,Morris,Weekend,23.49
34027042100,Morris,Weekend,19.93
34027042200,Morris,Weekend,19.77
34027042301,Morris,Weekend,23.76
34027042302,Morris,Weekend,16.92
34027042500,Morris,Weekend,18.23
34027042600,Morris,Weekend,12.71
34027042700,Morris,Weekend,17.39
34027042800,Morris,Weekend,20.42
34027042900,Morris,Weekend,24.44
34027043000,Morris,Weekend,25.49
34027043100,Morris,Weekend,31.03
34027043200,Morris,Weekend,17.37
34027043301,Morris,Weekend,16.13
34027043302,Morris,Weekend,20.52
34027043303,Morris,Weekend,21.42
34027043401,Morris,Weekend,21.13
34027043402,Morris,Weekend,21.74
34027043500,Morris,Weekend,21.88
34027043600,Morris,Weekend,18.15
34027043700,Morris,Weekend,19.21
34027043800,Morris,Weekend,19.28
34027043900,Morris,Weekend,26.93
34027044000,Morris,Weekend,23.27
34027044101,Morris,Weekend,17.28
34027044102,Morris,Weekend,18.02
34027044200,Morris,Weekend,16.75
34027044300,Morris,Weekend,21.26
34027044401,Morris,Weekend,18.51
34027044403,Morris,Weekend,22.41
34027044404,Morris,Weekend,23.68
34027044501,Morris,Weekend,21.22
34027044502,Morris,Weekend,23.7
34027044601,Morris,Weekend,24.52
34027044602,Morris,Weekend,18.83
34027044701,Morris,Weekend,13.25
34027044702,Morris,Weekend,20.75
34027044800,Morris,Weekend,18.46
34027044900,Morris,Weekend,14.26
34027045000,Morris,Weekend,17.65
34027045100,Morris,Weekend,20.33
34027045200,Morris,Weekend,19.28
34027045300,Morris,Weekend,16.86
34027045401,Morris,Weekend,16.85
34027045402,Morris,Weekend,11.38
34027045501,Morris,Weekend,24.58
34027045502,Morris,Weekend,20.66
34027045602,Morris,Weekend,16.92
34027045603,Morris,Weekend,18.09
34027045701,Morris,Weekend,24.91
34027045703,Morris,Weekend,24.64
34027045704,Morris,Weekend,18.47
34027045804,Morris,Weekend,20.74
34027045901,Morris,Weekend,22.26
34027045902,Morris,Weekend,20.58
34027046000,Morris,Weekend,16.37
34027046103,Morris,Weekend,20.77
34027046104,Morris,Weekend,24.63
34027046105,Morris,Weekend,20.62
34027046106,Morris,Weekend,18.7
34027046201,Morris,Weekend,21.44
34027046202,Morris,Weekend,24.97
34027046297,Morris,Weekend,20.92
34027046298,Morris,Weekend,21.67
34027046300,Morris,Weekend,17.2
34027046400,Morris,Weekend,20.21
34029710100,Ocean,Weekend,22.37
34029711100,Ocean,Weekend,26.89
34029711200,Ocean,Weekend,18.86
34029711300,Ocean,Weekend,23.55
34029711400,Ocean,Weekend,21.53
34029712000,Ocean,Weekend,29.75
34029713000,Ocean,Weekend,18.3
34029713100,Ocean,Weekend,18.58
34029713201,Ocean,Weekend,24.64
34029713202,Ocean,Weekend,21.76
34029713203,Ocean,Weekend,15.98
34029713300,Ocean,Weekend,26.05
34029713401,Ocean,Weekend,21.26
34029713402,Ocean,Weekend,22.45
34029713500,Ocean,Weekend,16.83
34029713600,Ocean,Weekend,17.51
34029713700,Ocean,Weekend,22.39
34029713800,Ocean,Weekend,19.8
34029713900,Ocean,Weekend,17.06
34029714000,Ocean,Weekend,20.59
34029714100,Ocean,Weekend,25.56
34029714200,Ocean,Weekend,18.82
34029714300,Ocean,Weekend,19.75
34029714400,Ocean,Weekend,29.81
34029715000,Ocean,Weekend,19.03
34029715200,Ocean,Weekend,17.09
34029715301,Ocean,Weekend,13.24
34029715302,Ocean,Weekend,-12.11
34029715401,Ocean,Weekend,11.61
34029715402,Ocean,Weekend,21.14
34029715500,Ocean,Weekend,15.02
34029715600,Ocean,Weekend,11.27
34029715700,Ocean,Weekend,25.13
34029715800,Ocean,Weekend,13.45
34029715901,Ocean,Weekend,16.94
34029715902,Ocean,Weekend,9.9
34029716000,Ocean,Weekend,16.4
34029717001,Ocean,Weekend,26.43
34029717002,Ocean,Weekend,18.61
34029717101,Ocean,Weekend,23.1
34029717102,Ocean,Weekend,27.23
34029717200,Ocean,Weekend,24.84
34029717300,Ocean,Weekend,23.34
34029717400,Ocean,Weekend,20.62
34029717501,Ocean,Weekend,21.7
34029717502,Ocean,Weekend,19.8
34029718000,Ocean,Weekend,18.42
34029720001,Ocean,Weekend,16.99
34029720101,Ocean,Weekend,10.25
34029720102,Ocean,Weekend,10.94
34029720103,Ocean,Weekend,14.24
34029720202,Ocean,Weekend,14.62
34029720203,Ocean,Weekend,15.78
34029720204,Ocean,Weekend,20.33
34029720205,Ocean,Weekend,18.01
34029720206,Ocean,Weekend,22.86
34029721000,Ocean,Weekend,13.23
34029722001,Ocean,Weekend,23.29
34029722002,Ocean,Weekend,17.64
34029722100,Ocean,Weekend,21.26
34029722200,Ocean,Weekend,14.33
34029722300,Ocean,Weekend,23.25
34029722401,Ocean,Weekend,21.69
34029722402,Ocean,Weekend,20.96
34029722500,Ocean,Weekend,2.97
34029722600,Ocean,Weekend,25.04
34029722701,Ocean,Weekend,23.13
34029722702,Ocean,Weekend,23.89
34029722800,Ocean,Weekend,21.71
34029722900,Ocean,Weekend,22.35
34029723000,Ocean,Weekend,22.61
34029723100,Ocean,Weekend,19.4
34029723200,Ocean,Weekend,27.16
34029723300,Ocean,Weekend,21.37
34029723400,Ocean,Weekend,23.02
34029723500,Ocean,Weekend,15.81
34029723600,Ocean,Weekend,19.88
34029724000,Ocean,Weekend,17.48
34029725001,Ocean,Weekend,21.46
34029725002,Ocean,Weekend,23.07
34029725100,Ocean,Weekend,20.2
34029726000,Ocean,Weekend,26.55
34029727001,Ocean,Weekend,27.26
34029727002,Ocean,Weekend,18.03
34029728000,Ocean,Weekend,15.42
34029729000,Ocean,Weekend,22.67
34029730000,Ocean,Weekend,19.94
34029731001,Ocean,Weekend,24.33
34029731002,Ocean,Weekend,21.41
34029731101,Ocean,Weekend,24.33
34029731102,Ocean,Weekend,18.32
34029731103,Ocean,Weekend,23.41
34029731201,Ocean,Weekend,17.79
34029731202,Ocean,Weekend,10.61
34029731203,Ocean,Weekend,11.9
34029731204,Ocean,Weekend,15.04
34029731205,Ocean,Weekend,14.36
34029731206,Ocean,Weekend,7.04
34029732001,Ocean,Weekend,21.44
34029732002,Ocean,Weekend,21.38
34029732101,Ocean,Weekend,19.16
34029732103,Ocean,Weekend,19.77
34029732104,Ocean,Weekend,19.47
34029733000,Ocean,Weekend,22.65
34029734001,Ocean,Weekend,18.5
34029734002,Ocean,Weekend,18.95
34029734003,Ocean,Weekend,23.99
34029735001,Ocean,Weekend,22.93
34029735002,Ocean,Weekend,22.21
34029735101,Ocean,Weekend,19.9
34029735103,Ocean,Weekend,21.2
34029735104,Ocean,Weekend,18.42
34029736001,Ocean,Weekend,15.46
34029736002,Ocean,Weekend,11.95
34029736101,Ocean,Weekend,14.23
34029736102,Ocean,Weekend,21
34029736105,Ocean,Weekend,21.19
34029737000,Ocean,Weekend,17.71
34029738001,Ocean,Weekend,11.34
34029738002,Ocean,Weekend,30.99
34029738100,Ocean,Weekend,25.56
34029739000,Ocean,Weekend,22.27
34029739100,Ocean,Weekend,0.95
34029980000,Ocean,Weekend,-65.83
34029990000,Ocean,Weekend,38.12
34031116500,Passaic,Weekend,20.33
34031124200,Passaic,Weekend,17.33
34031124311,Passaic,Weekend,16.35
34031124312,Passaic,Weekend,17.34
34031124321,Passaic,Weekend,21.23
34031124322,Passaic,Weekend,17.36
34031124323,Passaic,Weekend,29.34
34031124401,Passaic,Weekend,20.12
34031124402,Passaic,Weekend,22.05
34031124500,Passaic,Weekend,15.98
34031124601,Passaic,Weekend,17.72
34031124602,Passaic,Weekend,17.65
34031124700,Passaic,Weekend,13.07
34031124800,Passaic,Weekend,17.48
34031124900,Passaic,Weekend,11.38
34031125000,Passaic,Weekend,18.8
34031125100,Passaic,Weekend,12.36
34031133701,Passaic,Weekend,16.68
34031133702,Passaic,Weekend,15.12
34031143200,Passaic,Weekend,24.11
34031143300,Passaic,Weekend,19.67
34031143400,Passaic,Weekend,19.53
34031154001,Passaic,Weekend,-12.25
34031154002,Passaic,Weekend,22.3
34031163500,Passaic,Weekend,19.09
34031175200,Passaic,Weekend,16.35
34031175301,Passaic,Weekend,17.8
34031175302,Passaic,Weekend,24.18
34031175401,Passaic,Weekend,14.4
34031175402,Passaic,Weekend,14.11
34031175500,Passaic,Weekend,13.77
34031175601,Passaic,Weekend,23.02
34031175602,Passaic,Weekend,15.17
34031175701,Passaic,Weekend,16.87
34031175703,Passaic,Weekend,17.39
34031175704,Passaic,Weekend,19.02
34031175801,Passaic,Weekend,10.15
34031175802,Passaic,Weekend,15.61
34031175900,Passaic,Weekend,6.24
34031180100,Passaic,Weekend,16.26
34031180201,Passaic,Weekend,13.42
34031180202,Passaic,Weekend,12.53
34031180300,Passaic,Weekend,12.19
34031180600,Passaic,Weekend,4.74
34031180700,Passaic,Weekend,11.95
34031180800,Passaic,Weekend,17.1
34031180900,Passaic,Weekend,4.14
34031181000,Passaic,Weekend,13.17
34031181100,Passaic,Weekend,17.79
34031181200,Passaic,Weekend,18.18
34031181300,Passaic,Weekend,15.91
34031181400,Passaic,Weekend,8.98
34031181500,Passaic,Weekend,7.85
34031181702,Passaic,Weekend,12.2
34031181800,Passaic,Weekend,12.18
34031181900,Passaic,Weekend,17.18
34031182000,Passaic,Weekend,10.19
34031182100,Passaic,Weekend,11.8
34031182200,Passaic,Weekend,9.34
34031182301,Passaic,Weekend,10.11
34031182302,Passaic,Weekend,16.66
34031182400,Passaic,Weekend,16.11
34031182500,Passaic,Weekend,19.75
34031182600,Passaic,Weekend,16.88
34031182700,Passaic,Weekend,15.41
34031182800,Passaic,Weekend,9.72
34031182900,Passaic,Weekend,21.06
34031183000,Passaic,Weekend,13.92
34031183101,Passaic,Weekend,19.09
34031183102,Passaic,Weekend,22.31
34031183200,Passaic,Weekend,9.14
34031196401,Passaic,Weekend,21.71
34031196402,Passaic,Weekend,17.68
34031203600,Passaic,Weekend,16.47
34031216701,Passaic,Weekend,22.35
34031216702,Passaic,Weekend,23.18
34031223801,Passaic,Weekend,23.33
34031223802,Passaic,Weekend,22.88
34031223900,Passaic,Weekend,53.76
34031236601,Passaic,Weekend,19.88
34031236602,Passaic,Weekend,19.34
34031246001,Passaic,Weekend,8.99
34031246002,Passaic,Weekend,28.21
34031246003,Passaic,Weekend,19.64
34031246101,Passaic,Weekend,23.91
34031246102,Passaic,Weekend,14.88
34031246103,Passaic,Weekend,22.3
34031246104,Passaic,Weekend,23.7
34031246201,Passaic,Weekend,22.74
34031246202,Passaic,Weekend,23.46
34031246203,Passaic,Weekend,24.65
34031246300,Passaic,Weekend,23.13
34031256801,Passaic,Weekend,23.29
34031256802,Passaic,Weekend,19
34031256803,Passaic,Weekend,16.53
34031256804,Passaic,Weekend,17.65
34031256805,Passaic,Weekend,26.47
34031264101,Passaic,Weekend,25.15
34031264102,Passaic,Weekend,22.61
34031264200,Passaic,Weekend,14.09
34035050100,Somerset,Weekend,26.31
34035050200,Somerset,Weekend,17.44
34035050300,Somerset,Weekend,11.57
34035050400,Somerset,Weekend,23.63
34035050500,Somerset,Weekend,28.17
34035050600,Somerset,Weekend,18.11
34035050701,Somerset,Weekend,22.04
34035050703,Somerset,Weekend,15.38
34035050704,Somerset,Weekend,23.51
34035050801,Somerset,Weekend,18.72
34035050802,Somerset,Weekend,23.46
34035050901,Somerset,Weekend,22.05
34035050902,Somerset,Weekend,26.37
34035050903,Somerset,Weekend,22.58
34035051000,Somerset,Weekend,17.81
34035051100,Somerset,Weekend,15.04
34035051200,Somerset,Weekend,19.98
34035051300,Somerset,Weekend,14.33
34035051400,Somerset,Weekend,19.22
34035051500,Somerset,Weekend,14.12
34035051600,Somerset,Weekend,22.05
34035051700,Somerset,Weekend,14.14
34035051800,Somerset,Weekend,10.8
34035051900,Somerset,Weekend,23.01
34035052001,Somerset,Weekend,20.39
34035052002,Somerset,Weekend,12.07
34035052100,Somerset,Weekend,24.47
34035052201,Somerset,Weekend,25.79
34035052203,Somerset,Weekend,28.58
34035052204,Somerset,Weekend,24.5
34035052300,Somerset,Weekend,24.21
34035052400,Somerset,Weekend,19.92
34035052601,Somerset,Weekend,23.31
34035052603,Somerset,Weekend,30.54
34035052700,Somerset,Weekend,23.59
34035052800,Somerset,Weekend,20.94
34035052901,Somerset,Weekend,27.09
34035052903,Somerset,Weekend,25.28
34035052904,Somerset,Weekend,22.74
34035053000,Somerset,Weekend,21.35
34035053102,Somerset,Weekend,18.72
34035053103,Somerset,Weekend,18.58
34035053105,Somerset,Weekend,23.23
34035053200,Somerset,Weekend,15.77
34035053300,Somerset,Weekend,16.47
34035053402,Somerset,Weekend,19.8
34035053403,Somerset,Weekend,15.82
34035053404,Somerset,Weekend,19.74
34035053501,Somerset,Weekend,18.63
34035053602,Somerset,Weekend,20.03
34035053603,Somerset,Weekend,24.01
34035053604,Somerset,Weekend,23.04
34035053703,Somerset,Weekend,24.23
34035053704,Somerset,Weekend,26.11
34035053705,Somerset,Weekend,18.06
34035053706,Somerset,Weekend,20.2
34035053707,Somerset,Weekend,24.85
34035053801,Somerset,Weekend,18.82
34035053803,Somerset,Weekend,22.91
34035053804,Somerset,Weekend,22.34
34035053805,Somerset,Weekend,23.74
34035053901,Somerset,Weekend,24.07
34035053904,Somerset,Weekend,22.81
34035053905,Somerset,Weekend,21.04
34035054100,Somerset,Weekend,20.89
