GEOID,County,Day type,"Change in percent devices at home, midday"
36047118800,Kings,Weekday,26.48
36047119000,Kings,Weekday,16.77
36047119200,Kings,Weekday,18.67
36047119400,Kings,Weekday,18.35
36047119600,Kings,Weekday,18
36047119800,Kings,Weekday,35.82
36047120000,Kings,Weekday,21.47
36047120200,Kings,Weekday,34.5
36047120800,Kings,Weekday,23.89
36047121000,Kings,Weekday,20.82
36047121400,Kings,Weekday,23.64
36047122000,Kings,Weekday,32
36047123700,Kings,Weekday,15.48
36047150200,Kings,Weekday,43.02
36047152200,Kings,Weekday,31.51
36047990100,Kings,Weekday,-36.7
36059300100,Nassau,Weekday,40.98
36059300300,Nassau,Weekday,48.95
36059300400,Nassau,Weekday,43.57
36059300500,Nassau,Weekday,48.76
36059300600,Nassau,Weekday,46.41
36059300700,Nassau,Weekday,45.6
36059300800,Nassau,Weekday,49.75
36059300900,Nassau,Weekday,41.33
36059301000,Nassau,Weekday,45.93
36059301101,Nassau,Weekday,41.07
36059301102,Nassau,Weekday,45.85
36059301200,Nassau,Weekday,45.71
36059301300,Nassau,Weekday,32.95
36059301400,Nassau,Weekday,38.04
36059301500,Nassau,Weekday,39.9
36059301600,Nassau,Weekday,49.26
36059301700,Nassau,Weekday,47.09
36059301800,Nassau,Weekday,37.11
36059301900,Nassau,Weekday,45.74
36059302000,Nassau,Weekday,45.87
36059302101,Nassau,Weekday,47.41
36059302102,Nassau,Weekday,41.96
36059302200,Nassau,Weekday,42.55
36059302300,Nassau,Weekday,40.03
36059302400,Nassau,Weekday,43.1
36059302501,Nassau,Weekday,42.01
36059302502,Nassau,Weekday,32.69
36059302600,Nassau,Weekday,45.04
36059302700,Nassau,Weekday,38.16
36059302800,Nassau,Weekday,39.9
36059302900,Nassau,Weekday,40.99
36059303000,Nassau,Weekday,36.83
36059303101,Nassau,Weekday,46
36059303102,Nassau,Weekday,39.19
36059303201,Nassau,Weekday,43.03
36059303202,Nassau,Weekday,35.24
36059303301,Nassau,Weekday,41.08
36059303302,Nassau,Weekday,46.4
36059303400,Nassau,Weekday,42.89
36059303500,Nassau,Weekday,40.38
36059303600,Nassau,Weekday,30.96
36059303700,Nassau,Weekday,39.78
36059303800,Nassau,Weekday,41.89
36059303900,Nassau,Weekday,44.34
36059304001,Nassau,Weekday,47.61
36059304002,Nassau,Weekday,29.67
36059304100,Nassau,Weekday,23.12
36059304202,Nassau,Weekday,28.86
36059304203,Nassau,Weekday,27.07
36059304204,Nassau,Weekday,17.05
36059404300,Nassau,Weekday,37.29
36059404400,Nassau,Weekday,31.6
36059404500,Nassau,Weekday,35.06
36059404600,Nassau,Weekday,34.03
36059404700,Nassau,Weekday,38.74
36059404800,Nassau,Weekday,32.95
36059404901,Nassau,Weekday,28.07
36059404902,Nassau,Weekday,37.73
36059405000,Nassau,Weekday,27.68
36059405100,Nassau,Weekday,32.75
36059405200,Nassau,Weekday,27.99
36059405301,Nassau,Weekday,39.05
36059405302,Nassau,Weekday,34.88
36059405400,Nassau,Weekday,34.09
36059405500,Nassau,Weekday,38.65
36059405600,Nassau,Weekday,37.26
36059405700,Nassau,Weekday,31.57
36059405800,Nassau,Weekday,40.24
36059405900,Nassau,Weekday,35.67
36059406001,Nassau,Weekday,40.09
36059406002,Nassau,Weekday,35.39
36059406100,Nassau,Weekday,38.5
36059406201,Nassau,Weekday,23.94
36059406202,Nassau,Weekday,37.88
36059406300,Nassau,Weekday,48.85
36059406400,Nassau,Weekday,42.15
36059406501,Nassau,Weekday,43.27
36059406600,Nassau,Weekday,45.86
36059406701,Nassau,Weekday,28.02
36059406702,Nassau,Weekday,27.52
36059406801,Nassau,Weekday,25.88
36059406802,Nassau,Weekday,20.51
36059406900,Nassau,Weekday,28.64
36059407000,Nassau,Weekday,32.11
36059407101,Nassau,Weekday,27.31
36059407102,Nassau,Weekday,25.57
36059407201,Nassau,Weekday,29.17
36059407203,Nassau,Weekday,23
36059407204,Nassau,Weekday,16.6
36059407301,Nassau,Weekday,-14.1
36059407302,Nassau,Weekday,22.91
36059407401,Nassau,Weekday,31.24
36059407402,Nassau,Weekday,27.17
36059407501,Nassau,Weekday,24.63
36059407502,Nassau,Weekday,27.81
36059407600,Nassau,Weekday,34.19
36059407700,Nassau,Weekday,44.86
36059407801,Nassau,Weekday,42.21
36059407802,Nassau,Weekday,7.09
36059407900,Nassau,Weekday,41.78
36059408000,Nassau,Weekday,39.4
36059408100,Nassau,Weekday,40.51
36059408200,Nassau,Weekday,29.23
36059408300,Nassau,Weekday,39.04
36059408400,Nassau,Weekday,46.1
36059408500,Nassau,Weekday,40.24
36059408600,Nassau,Weekday,38.33
36059408700,Nassau,Weekday,36.59
36059408800,Nassau,Weekday,36.87
36059408900,Nassau,Weekday,36.94
36059409000,Nassau,Weekday,32.27
36059409100,Nassau,Weekday,36.13
36059409200,Nassau,Weekday,34.39
36059409300,Nassau,Weekday,41.08
36059409400,Nassau,Weekday,35.75
36059409500,Nassau,Weekday,39.63
36059409600,Nassau,Weekday,40.14
36059409700,Nassau,Weekday,41.16
36059409800,Nassau,Weekday,33.66
36059409900,Nassau,Weekday,32.22
36059410000,Nassau,Weekday,39.57
36059410100,Nassau,Weekday,37.97
36059410200,Nassau,Weekday,29.16
36059410300,Nassau,Weekday,34.69
36059410400,Nassau,Weekday,40.4
36059410500,Nassau,Weekday,32.22
36059410600,Nassau,Weekday,31.54
36059410700,Nassau,Weekday,35.16
36059410800,Nassau,Weekday,40.4
36059410900,Nassau,Weekday,36.16
36059411000,Nassau,Weekday,20.87
36059411100,Nassau,Weekday,27.59
36059411200,Nassau,Weekday,31.12
36059411301,Nassau,Weekday,38.56
36059411302,Nassau,Weekday,38.53
36059411400,Nassau,Weekday,37.48
36059411500,Nassau,Weekday,45.86
36059411600,Nassau,Weekday,31.38
36059411700,Nassau,Weekday,42.94
36059411800,Nassau,Weekday,32.47
36059411901,Nassau,Weekday,31.62
36059411902,Nassau,Weekday,39.43
36059412000,Nassau,Weekday,36.14
36059412100,Nassau,Weekday,35.33
36059412200,Nassau,Weekday,37.26
36059412301,Nassau,Weekday,43.22
36059412302,Nassau,Weekday,42.64
36059412400,Nassau,Weekday,33.04
36059412500,Nassau,Weekday,48.56
36059412600,Nassau,Weekday,35.44
36059412700,Nassau,Weekday,49.78
36059412800,Nassau,Weekday,38.47
36059412900,Nassau,Weekday,38.5
36059413001,Nassau,Weekday,39.51
36059413002,Nassau,Weekday,38.68
36059413100,Nassau,Weekday,44.68
36059413200,Nassau,Weekday,39.66
36059413300,Nassau,Weekday,35.48
36059413400,Nassau,Weekday,46.24
36059413500,Nassau,Weekday,36.51
36059413600,Nassau,Weekday,29.41
36059413700,Nassau,Weekday,36.36
36059413803,Nassau,Weekday,37.18
36059413804,Nassau,Weekday,38.81
36059413900,Nassau,Weekday,28.73
36059414001,Nassau,Weekday,32.81
36059414002,Nassau,Weekday,26.39
36059414100,Nassau,Weekday,32.15
36059414201,Nassau,Weekday,35.36
36059414202,Nassau,Weekday,31.09
36059414301,Nassau,Weekday,32.06
36059414303,Nassau,Weekday,35.24
36059414304,Nassau,Weekday,26.42
36059414400,Nassau,Weekday,24.23
36059414501,Nassau,Weekday,36.79
36059414502,Nassau,Weekday,34.97
36059414600,Nassau,Weekday,41.36
36059414700,Nassau,Weekday,43.86
36059414800,Nassau,Weekday,37.88
36059414900,Nassau,Weekday,43.19
36059415000,Nassau,Weekday,34.36
36059415101,Nassau,Weekday,40.3
36059415102,Nassau,Weekday,42.31
36059415201,Nassau,Weekday,40.34
36059415202,Nassau,Weekday,46.03
36059415300,Nassau,Weekday,35.99
36059415401,Nassau,Weekday,48.39
36059415402,Nassau,Weekday,43.62
36059415500,Nassau,Weekday,49.02
36059415600,Nassau,Weekday,39.84
36059415700,Nassau,Weekday,38.74
36059415802,Nassau,Weekday,40.97
36059416000,Nassau,Weekday,39.04
36059416100,Nassau,Weekday,41
36059416201,Nassau,Weekday,35.68
36059416202,Nassau,Weekday,25.14
36059416300,Nassau,Weekday,41.2
36059416401,Nassau,Weekday,30.05
36059416402,Nassau,Weekday,36.82
36059416500,Nassau,Weekday,29.57
36059416600,Nassau,Weekday,42.1
36059416701,Nassau,Weekday,31.26
36059416702,Nassau,Weekday,41.21
36059416801,Nassau,Weekday,26.09
36059416802,Nassau,Weekday,42.39
36059416900,Nassau,Weekday,44.42
36059517000,Nassau,Weekday,37.27
36059517101,Nassau,Weekday,29.43
36059517102,Nassau,Weekday,24.73
36059517200,Nassau,Weekday,22.2
36059517301,Nassau,Weekday,32.68
36059517302,Nassau,Weekday,30.27
36059517400,Nassau,Weekday,42.76
36059517500,Nassau,Weekday,38.97
36059517600,Nassau,Weekday,47.78
36059517701,Nassau,Weekday,40.79
36059517705,Nassau,Weekday,49.07
36059517801,Nassau,Weekday,32.69
36059517802,Nassau,Weekday,40.74
36059517901,Nassau,Weekday,42.43
36059517902,Nassau,Weekday,48.79
36059518000,Nassau,Weekday,36.3
36059518100,Nassau,Weekday,37.16
36059518201,Nassau,Weekday,43.8
36059518203,Nassau,Weekday,36.72
36059518204,Nassau,Weekday,50.31
36059518300,Nassau,Weekday,47.22
36059518400,Nassau,Weekday,44.37
36059518501,Nassau,Weekday,47.94
36059518502,Nassau,Weekday,45.69
36059518600,Nassau,Weekday,48.4
36059518700,Nassau,Weekday,45.1
36059518800,Nassau,Weekday,48.61
36059518900,Nassau,Weekday,37.79
36059519000,Nassau,Weekday,35.09
36059519100,Nassau,Weekday,41.53
36059519200,Nassau,Weekday,34.96
36059519300,Nassau,Weekday,25.75
36059519400,Nassau,Weekday,31.74
36059519500,Nassau,Weekday,46.2
36059519601,Nassau,Weekday,44.99
36059519602,Nassau,Weekday,39.91
36059519702,Nassau,Weekday,45.05
36059519703,Nassau,Weekday,50.41
36059519704,Nassau,Weekday,45.63
36059519801,Nassau,Weekday,44.7
36059519802,Nassau,Weekday,48.32
36059519900,Nassau,Weekday,46.48
36059520001,Nassau,Weekday,33.84
36059520002,Nassau,Weekday,35.52
36059520100,Nassau,Weekday,40.54
36059520200,Nassau,Weekday,38.84
36059520300,Nassau,Weekday,38.63
36059520401,Nassau,Weekday,34.95
36059520402,Nassau,Weekday,33.61
36059520501,Nassau,Weekday,31.9
36059520502,Nassau,Weekday,39.05
36059520600,Nassau,Weekday,36.7
36059520700,Nassau,Weekday,34.6
36059520800,Nassau,Weekday,42
36059520900,Nassau,Weekday,37.65
36059521000,Nassau,Weekday,36.09
36059521100,Nassau,Weekday,42.64
36059521200,Nassau,Weekday,38.09
36059521301,Nassau,Weekday,43.68
36059521302,Nassau,Weekday,38.62
36059521400,Nassau,Weekday,43.21
36059521500,Nassau,Weekday,40.51
36059521601,Nassau,Weekday,41.58
36059521602,Nassau,Weekday,42.4
36059521700,Nassau,Weekday,49.61
36059521801,Nassau,Weekday,37.6
36059521802,Nassau,Weekday,36.44
36059521902,Nassau,Weekday,42.4
36059522000,Nassau,Weekday,34.44
36059522700,Nassau,Weekday,43.49
36059980100,Nassau,Weekday,-80.33
36059981100,Nassau,Weekday,-67.4
36059982100,Nassau,Weekday,-4.77
36061000100,New York,Weekday,78.89
36061000201,New York,Weekday,20.27
36061000202,New York,Weekday,17.51
36061000500,New York,Weekday,-27.85
36061000600,New York,Weekday,23.2
36061000700,New York,Weekday,9.79
36061000800,New York,Weekday,26.64
36061000900,New York,Weekday,7.05
36061001001,New York,Weekday,38.48
36061001002,New York,Weekday,18.69
36061001200,New York,Weekday,28.63
36061001300,New York,Weekday,19.39
36061001401,New York,Weekday,23.24
36061001402,New York,Weekday,20.7
36061001501,New York,Weekday,-14.37
36061001502,New York,Weekday,-4.67
36061001600,New York,Weekday,20.08
36061001800,New York,Weekday,26.43
36061002000,New York,Weekday,23.56
36061002100,New York,Weekday,16.78
36061002201,New York,Weekday,15.7
36061002202,New York,Weekday,27.89
36061002400,New York,Weekday,12.5
36061002500,New York,Weekday,19.58
36061002601,New York,Weekday,27.02
36061002602,New York,Weekday,22.01
36061002700,New York,Weekday,15.99
36061002800,New York,Weekday,25.38
36061002900,New York,Weekday,16.5
36061003001,New York,Weekday,35.62
36061003002,New York,Weekday,25.34
36061003100,New York,Weekday,20.29
36061003200,New York,Weekday,22.9
36061003300,New York,Weekday,6.58
36061003400,New York,Weekday,26.93
36061003601,New York,Weekday,7.5
36061003602,New York,Weekday,9.67
36061003700,New York,Weekday,6.38
36061003800,New York,Weekday,7.11
36061003900,New York,Weekday,9.3
36061004000,New York,Weekday,20.48
36061004100,New York,Weekday,26.8
36061004200,New York,Weekday,-35.53
36061004300,New York,Weekday,7.32
36061004400,New York,Weekday,28.2
36061004500,New York,Weekday,6.89
36061004700,New York,Weekday,-5.42
36061004800,New York,Weekday,20.1
36061004900,New York,Weekday,5.3
36061005000,New York,Weekday,13.11
36061005200,New York,Weekday,-14.82
36061005400,New York,Weekday,17.19
36061005501,New York,Weekday,8.56
36061005502,New York,Weekday,-4.34
36061005600,New York,Weekday,13.06
36061005700,New York,Weekday,3.73
36061005800,New York,Weekday,18.8
36061005900,New York,Weekday,-31.62
36061006000,New York,Weekday,28.7
36061006100,New York,Weekday,-34.52
36061006200,New York,Weekday,13.56
36061006300,New York,Weekday,5.56
36061006400,New York,Weekday,21.32
36061006500,New York,Weekday,6.41
36061006600,New York,Weekday,18.6
36061006700,New York,Weekday,-3.47
36061006800,New York,Weekday,18.45
36061006900,New York,Weekday,46.44
36061007000,New York,Weekday,19.89
36061007100,New York,Weekday,14.31
36061007200,New York,Weekday,16.93
36061007300,New York,Weekday,17.25
36061007400,New York,Weekday,17.95
36061007500,New York,Weekday,12.42
36061007600,New York,Weekday,13.91
36061007700,New York,Weekday,11.08
36061007800,New York,Weekday,35.3
36061007900,New York,Weekday,26.23
36061008000,New York,Weekday,16.27
36061008100,New York,Weekday,26.82
36061008200,New York,Weekday,31.52
36061008300,New York,Weekday,12.15
36061008400,New York,Weekday,-7.78
36061008601,New York,Weekday,20.88
36061008602,New York,Weekday,36.58
36061008603,New York,Weekday,20.56
36061008700,New York,Weekday,14
36061008800,New York,Weekday,27.56
36061008900,New York,Weekday,24.17
36061009000,New York,Weekday,10.49
36061009100,New York,Weekday,16.39
36061009200,New York,Weekday,-11.21
36061009300,New York,Weekday,23.35
36061009400,New York,Weekday,-2.65
36061009500,New York,Weekday,-40.97
36061009600,New York,Weekday,-16.47
36061009700,New York,Weekday,10.28
36061009800,New York,Weekday,23.85
36061009900,New York,Weekday,13.01
36061010000,New York,Weekday,-2.77
36061010100,New York,Weekday,7.89
36061010200,New York,Weekday,-1.26
36061010300,New York,Weekday,2.08
36061010400,New York,Weekday,-1.94
36061010601,New York,Weekday,20.02
36061010602,New York,Weekday,36.5
36061010800,New York,Weekday,5.52
36061010900,New York,Weekday,-33.47
36061011000,New York,Weekday,16.28
36061011100,New York,Weekday,21.78
36061011201,New York,Weekday,13.18
36061011202,New York,Weekday,11.3
36061011203,New York,Weekday,31.37
36061011300,New York,Weekday,-5.19
36061011401,New York,Weekday,4.34
36061011402,New York,Weekday,30.42
36061011500,New York,Weekday,8.91
36061011600,New York,Weekday,-1.8
36061011700,New York,Weekday,43.07
36061011800,New York,Weekday,26.18
36061011900,New York,Weekday,2.6
36061012000,New York,Weekday,-0.46
36061012100,New York,Weekday,25.94
36061012200,New York,Weekday,3.98
36061012400,New York,Weekday,22.67
36061012500,New York,Weekday,17.7
36061012600,New York,Weekday,23.87
36061012700,New York,Weekday,31.74
36061012800,New York,Weekday,12.12
36061012900,New York,Weekday,29.02
36061013000,New York,Weekday,15.56
36061013100,New York,Weekday,16.62
36061013200,New York,Weekday,18.7
36061013300,New York,Weekday,19.3
36061013400,New York,Weekday,38.61
36061013500,New York,Weekday,21.32
36061013600,New York,Weekday,27.21
36061013700,New York,Weekday,20.38
36061013800,New York,Weekday,16.03
36061013900,New York,Weekday,23.06
36061014000,New York,Weekday,-1.48
36061014200,New York,Weekday,1.71
36061014300,New York,Weekday,6.48
36061014401,New York,Weekday,19.38
36061014402,New York,Weekday,44.58
36061014500,New York,Weekday,10.05
36061014601,New York,Weekday,19.23
36061014602,New York,Weekday,35.68
36061014700,New York,Weekday,38.23
36061014801,New York,Weekday,22.36
36061014802,New York,Weekday,-1.79
36061014900,New York,Weekday,22.25
36061015001,New York,Weekday,5.45
36061015002,New York,Weekday,14.7
36061015100,New York,Weekday,21.43
36061015200,New York,Weekday,19.38
36061015300,New York,Weekday,10.72
36061015400,New York,Weekday,18.5
36061015500,New York,Weekday,31.9
36061015601,New York,Weekday,24.1
36061015602,New York,Weekday,26.18
36061015700,New York,Weekday,18.95
36061015801,New York,Weekday,10.5
36061015802,New York,Weekday,14.86
36061015900,New York,Weekday,32.9
36061016001,New York,Weekday,4.71
36061016002,New York,Weekday,5.52
36061016100,New York,Weekday,32.79
36061016200,New York,Weekday,23.09
36061016300,New York,Weekday,18.41
36061016400,New York,Weekday,15.39
36061016500,New York,Weekday,26.15
36061016600,New York,Weekday,19.72
36061016700,New York,Weekday,24.13
36061016800,New York,Weekday,17.12
36061016900,New York,Weekday,17.72
36061017000,New York,Weekday,17.33
36061017100,New York,Weekday,28.6
36061017200,New York,Weekday,11.32
36061017300,New York,Weekday,9.59
36061017401,New York,Weekday,23.97
36061017402,New York,Weekday,13.68
36061017500,New York,Weekday,16.54
36061017700,New York,Weekday,17.95
36061017800,New York,Weekday,16.05
36061017900,New York,Weekday,20.87
36061018000,New York,Weekday,17.04
36061018100,New York,Weekday,21.72
36061018200,New York,Weekday,17.3
36061018300,New York,Weekday,25.88
36061018400,New York,Weekday,17.71
36061018500,New York,Weekday,17.78
36061018600,New York,Weekday,14.46
36061018700,New York,Weekday,18.25
36061018800,New York,Weekday,22.62
36061018900,New York,Weekday,10.54
36061019000,New York,Weekday,21.01
36061019100,New York,Weekday,16.04
36061019200,New York,Weekday,15.29
36061019300,New York,Weekday,14.1
36061019400,New York,Weekday,20.97
36061019500,New York,Weekday,10.73
36061019600,New York,Weekday,21.42
36061019701,New York,Weekday,16.83
36061019702,New York,Weekday,25.55
36061019800,New York,Weekday,19.94
36061019900,New York,Weekday,1.67
36061020000,New York,Weekday,25.58
36061020101,New York,Weekday,-41.27
36061020102,New York,Weekday,18.07
36061020300,New York,Weekday,-55.55
36061020500,New York,Weekday,4.79
36061020600,New York,Weekday,20.51
36061020701,New York,Weekday,-28.45
36061020800,New York,Weekday,17.53
36061020901,New York,Weekday,26.1
36061021000,New York,Weekday,18.04
36061021100,New York,Weekday,23.24
36061021200,New York,Weekday,19.98
36061021303,New York,Weekday,23.38
36061021400,New York,Weekday,23.92
36061021500,New York,Weekday,24.1
36061021600,New York,Weekday,22.05
36061021703,New York,Weekday,-7.16
36061021800,New York,Weekday,19.33
36061021900,New York,Weekday,20.38
36061022000,New York,Weekday,22.99
36061022102,New York,Weekday,20.92
36061022200,New York,Weekday,16.03
36061022301,New York,Weekday,22.03
36061022302,New York,Weekday,11.86
36061022400,New York,Weekday,20.26
36061022500,New York,Weekday,16.21
36061022600,New York,Weekday,19.29
36061022700,New York,Weekday,26.5
36061022800,New York,Weekday,17.87
36061022900,New York,Weekday,12.79
36061023000,New York,Weekday,20.8
36061023100,New York,Weekday,16.45
36061023200,New York,Weekday,23.1
36061023300,New York,Weekday,19.31
36061023400,New York,Weekday,24.31
36061023501,New York,Weekday,28.49
36061023502,New York,Weekday,29.43
36061023600,New York,Weekday,22.77
36061023700,New York,Weekday,20.39
36061023801,New York,Weekday,28.87
36061023802,New York,Weekday,49.18
36061023900,New York,Weekday,26.19
36061024000,New York,Weekday,15.78
36061024100,New York,Weekday,30.55
36061024200,New York,Weekday,21.96
36061024301,New York,Weekday,15.44
36061024302,New York,Weekday,12.68
36061024500,New York,Weekday,24.62
36061024700,New York,Weekday,25.9
36061024900,New York,Weekday,6.44
36061025100,New York,Weekday,-4.33
36061025300,New York,Weekday,18.7
36061025500,New York,Weekday,11.54
36061025700,New York,Weekday,24.36
36061025900,New York,Weekday,19.23
36061026100,New York,Weekday,21.79
36061026300,New York,Weekday,23.97
36061026500,New York,Weekday,23.02
36061026700,New York,Weekday,24.73
36061026900,New York,Weekday,20.54
36061027100,New York,Weekday,18.1
36061027300,New York,Weekday,34.94
36061027500,New York,Weekday,27.51
36061027700,New York,Weekday,21.68
36061027900,New York,Weekday,26.55
36061028100,New York,Weekday,28.07
36061028300,New York,Weekday,32.55
36061028500,New York,Weekday,27.63
36061028700,New York,Weekday,30.96
36061029100,New York,Weekday,21.94
36061029300,New York,Weekday,24
36061029500,New York,Weekday,30.45
36061029700,New York,Weekday,10.6
36061029900,New York,Weekday,16.01
36061030300,New York,Weekday,26.25
36061030700,New York,Weekday,35.98
36061030900,New York,Weekday,20.9
36061031100,New York,Weekday,12.06
36061031703,New York,Weekday,9.64
36061031704,New York,Weekday,36.53
36061031900,New York,Weekday,4.09
36079010100,Putnam,Weekday,35.54
36079010200,Putnam,Weekday,26.68
36079010300,Putnam,Weekday,28.75
36079010400,Putnam,Weekday,29.35
36079010500,Putnam,Weekday,34.46
36079010600,Putnam,Weekday,26.65
36079010700,Putnam,Weekday,27.11
36079010800,Putnam,Weekday,24
36079010900,Putnam,Weekday,32.99
36079011000,Putnam,Weekday,35.4
36079011100,Putnam,Weekday,38.53
36079011200,Putnam,Weekday,32.59
36079011300,Putnam,Weekday,29.68
36079011400,Putnam,Weekday,37.51
36079011500,Putnam,Weekday,32.07
36079011600,Putnam,Weekday,35.71
36079011700,Putnam,Weekday,29.8
36079011800,Putnam,Weekday,24.48
36079011900,Putnam,Weekday,25.72
36081000100,Queens,Weekday,29.38
36081000200,Queens,Weekday,19.61
36081000400,Queens,Weekday,30.4
36081000600,Queens,Weekday,33.86
36081000700,Queens,Weekday,29.85
36081000800,Queens,Weekday,26.97
36081001000,Queens,Weekday,40.57
36081001200,Queens,Weekday,34.46
36081001400,Queens,Weekday,32.7
36081001600,Queens,Weekday,32.35
36081001800,Queens,Weekday,32.07
36081001900,Queens,Weekday,37.04
36081002000,Queens,Weekday,36.32
36081002200,Queens,Weekday,34.88
36081002400,Queens,Weekday,31.63
36081002500,Queens,Weekday,18.58
36081002600,Queens,Weekday,34.79
36081002800,Queens,Weekday,29.85
36081003000,Queens,Weekday,33.99
36081003100,Queens,Weekday,22.13
36081003200,Queens,Weekday,35.59
36081003300,Queens,Weekday,21.51
36081003400,Queens,Weekday,30.03
36081003600,Queens,Weekday,32.28
36081003700,Queens,Weekday,-5.85
36081003800,Queens,Weekday,22.81
36081003900,Queens,Weekday,25
36081004001,Queens,Weekday,27.65
36081004002,Queens,Weekday,27.87
36081004200,Queens,Weekday,21.97
36081004300,Queens,Weekday,22.5
36081004401,Queens,Weekday,20.34
36081004500,Queens,Weekday,29.28
36081004700,Queens,Weekday,20.97
36081005000,Queens,Weekday,69.52
36081005100,Queens,Weekday,27.46
36081005200,Queens,Weekday,22.67
36081005300,Queens,Weekday,22.43
36081005400,Queens,Weekday,31.78
36081005500,Queens,Weekday,29.99
36081005700,Queens,Weekday,16.76
36081005800,Queens,Weekday,39.99
36081005900,Queens,Weekday,32.62
36081006100,Queens,Weekday,35.55
36081006201,Queens,Weekday,34.43
36081006202,Queens,Weekday,40.55
36081006300,Queens,Weekday,31.46
36081006501,Queens,Weekday,27.2
36081006502,Queens,Weekday,23.1
36081006900,Queens,Weekday,27.6
36081007100,Queens,Weekday,30
36081007300,Queens,Weekday,29.8
36081007500,Queens,Weekday,35.29
36081007700,Queens,Weekday,49.26
36081007900,Queens,Weekday,27.12
36081008100,Queens,Weekday,29.46
36081008300,Queens,Weekday,31.98
36081008500,Queens,Weekday,32.4
36081008600,Queens,Weekday,32.23
36081008700,Queens,Weekday,31.41
36081008800,Queens,Weekday,28.37
36081009100,Queens,Weekday,32.42
36081009400,Queens,Weekday,32.54
36081009500,Queens,Weekday,31.32
36081009600,Queens,Weekday,22.67
36081009700,Queens,Weekday,47.76
36081009800,Queens,Weekday,24.91
36081009900,Queens,Weekday,44.24
36081010000,Queens,Weekday,30.9
36081010100,Queens,Weekday,33.73
36081010200,Queens,Weekday,31.3
36081010300,Queens,Weekday,30.69
36081010400,Queens,Weekday,25.75
36081010500,Queens,Weekday,29.35
36081010600,Queens,Weekday,26.78
36081010701,Queens,Weekday,-28.8
36081010800,Queens,Weekday,27.02
36081011000,Queens,Weekday,23.91
36081011100,Queens,Weekday,16.83
36081011200,Queens,Weekday,24.52
36081011300,Queens,Weekday,33.67
36081011400,Queens,Weekday,23.65
36081011500,Queens,Weekday,28.38
36081011600,Queens,Weekday,27.76
36081011700,Queens,Weekday,33.08
36081011800,Queens,Weekday,26.6
36081011900,Queens,Weekday,44.81
36081012000,Queens,Weekday,28.61
36081012100,Queens,Weekday,46.67
36081012200,Queens,Weekday,33.58
36081012301,Queens,Weekday,31.15
36081012400,Queens,Weekday,37.83
36081012500,Queens,Weekday,49.84
36081012601,Queens,Weekday,30.98
36081012602,Queens,Weekday,30.54
36081012800,Queens,Weekday,20.74
36081013000,Queens,Weekday,7.66
36081013200,Queens,Weekday,32.57
36081013400,Queens,Weekday,43.92
36081013500,Queens,Weekday,33.38
36081013600,Queens,Weekday,42.97
36081013700,Queens,Weekday,28.32
36081013800,Queens,Weekday,36.69
36081014000,Queens,Weekday,28.29
36081014100,Queens,Weekday,24.1
36081014201,Queens,Weekday,31.29
36081014202,Queens,Weekday,20.18
36081014300,Queens,Weekday,26.68
36081014400,Queens,Weekday,32.7
36081014500,Queens,Weekday,26.29
36081014700,Queens,Weekday,22.99
36081014800,Queens,Weekday,27.56
36081014900,Queens,Weekday,26.67
36081015000,Queens,Weekday,33.95
36081015100,Queens,Weekday,27.16
36081015200,Queens,Weekday,23.66
36081015300,Queens,Weekday,29.55
36081015400,Queens,Weekday,33.03
36081015500,Queens,Weekday,35.64
36081015600,Queens,Weekday,25.18
36081015700,Queens,Weekday,23.58
36081015801,Queens,Weekday,24.62
36081015802,Queens,Weekday,24.29
36081015900,Queens,Weekday,21.55
36081016100,Queens,Weekday,29.5
36081016300,Queens,Weekday,24.22
36081016400,Queens,Weekday,21.24
36081016600,Queens,Weekday,20.65
36081016800,Queens,Weekday,20.62
36081016900,Queens,Weekday,32.48
36081017000,Queens,Weekday,28.67
36081017100,Queens,Weekday,7.25
36081017200,Queens,Weekday,25.56
36081017400,Queens,Weekday,33.87
36081017600,Queens,Weekday,37.76
36081017800,Queens,Weekday,36.71
36081017900,Queens,Weekday,12.19
36081018000,Queens,Weekday,25.79
36081018101,Queens,Weekday,23.43
36081018102,Queens,Weekday,34.48
36081018200,Queens,Weekday,21.81
36081018300,Queens,Weekday,34.18
36081018401,Queens,Weekday,15.88
36081018402,Queens,Weekday,28.7
36081018501,Queens,Weekday,36.82
36081018502,Queens,Weekday,18.09
36081018600,Queens,Weekday,26.31
36081018700,Queens,Weekday,28.88
36081018800,Queens,Weekday,38.24
36081018900,Queens,Weekday,38.81
36081019000,Queens,Weekday,33.76
36081019200,Queens,Weekday,28.55
36081019400,Queens,Weekday,37.98
36081019600,Queens,Weekday,30.39
36081019800,Queens,Weekday,28.36
36081019900,Queens,Weekday,9.31
36081020200,Queens,Weekday,32.13
36081020400,Queens,Weekday,20.42
36081020500,Queens,Weekday,14.18
36081020600,Queens,Weekday,21.71
36081020800,Queens,Weekday,29.58
36081021200,Queens,Weekday,14.45
36081021400,Queens,Weekday,28.18
36081021600,Queens,Weekday,24.37
36081021900,Queens,Weekday,-2.27
36081022001,Queens,Weekday,35.21
36081022002,Queens,Weekday,40.6
36081022900,Queens,Weekday,21.6
36081023000,Queens,Weekday,29.92
36081023200,Queens,Weekday,29.11
36081023500,Queens,Weekday,26.89
36081023600,Queens,Weekday,24.64
