Person Type Scenario,Period,Location,Percent Active Devices
Resident Weekend Now,7,WORK,0.032159176
Resident Weekend Now,8,WORK,0.03173871
Resident Weekend Now,9,WORK,0.031522299
Resident Weekend Now,10,WORK,0.032135907
Resident Weekend Now,11,WORK,0.032541252
Resident Weekend Now,12,WORK,0.034790528
Resident Weekend Now,13,WORK,0.038360418
Resident Weekend Now,14,WORK,0.041901428
Resident Weekend Now,15,WORK,0.048499472
Resident Weekend Now,16,WORK,0.052815195
Resident Weekend Now,17,WORK,0.058138574
Resident Weekend Now,18,WORK,0.061382259
Resident Weekend Now,19,WORK,0.064583016
Resident Weekend Now,20,WORK,0.067255783
Resident Weekend Now,21,WORK,0.072101954
Resident Weekend Now,22,WORK,0.073745228
Resident Weekend Now,23,WORK,0.074269873
Resident Weekend Now,24,WORK,0.07536695
Resident Weekend Now,25,WORK,0.076261302
Resident Weekend Now,26,WORK,0.076848372
Resident Weekend Now,27,WORK,0.075720746
Resident Weekend Now,28,WORK,0.076221552
Resident Weekend Now,29,WORK,0.075280027
Resident Weekend Now,30,WORK,0.075019395
Resident Weekend Now,31,WORK,0.073454094
Resident Weekend Now,32,WORK,0.071754168
Resident Weekend Now,33,WORK,0.069443174
Resident Weekend Now,34,WORK,0.067233271
Resident Weekend Now,35,WORK,0.063798887
Resident Weekend Now,36,WORK,0.062033351
Resident Weekend Now,37,WORK,0.060220769
Resident Weekend Now,38,WORK,0.059708277
Resident Weekend Now,39,WORK,0.05844134
Resident Weekend Now,40,WORK,0.05918112
Resident Weekend Now,41,WORK,0.053187784
Resident Weekend Now,42,WORK,0.052604109
Resident Weekend Now,43,WORK,0.049484597
Resident Weekend Now,44,WORK,0.048825244
Resident Weekend Now,45,WORK,0.045540408
Resident Weekend Now,46,WORK,0.044125424
Resident Weekend Now,47,WORK,0.04137717
Resident Weekend Now,48,WORK,0.039476891
Resident Weekend Now,1,OTHER,0.05847712
Resident Weekend Now,2,OTHER,0.056648631
Resident Weekend Now,3,OTHER,0.052962992
Resident Weekend Now,4,OTHER,0.052116012
Resident Weekend Now,5,OTHER,0.049752063
Resident Weekend Now,6,OTHER,0.048998743
Resident Weekend Now,7,OTHER,0.047854838
Resident Weekend Now,8,OTHER,0.047805758
Resident Weekend Now,9,OTHER,0.047188637
Resident Weekend Now,10,OTHER,0.047648026
Resident Weekend Now,11,OTHER,0.046842991
Resident Weekend Now,12,OTHER,0.048078618
Resident Weekend Now,13,OTHER,0.050469982
Resident Weekend Now,14,OTHER,0.054025292
Resident Weekend Now,15,OTHER,0.058668091
Resident Weekend Now,16,OTHER,0.062133912
Resident Weekend Now,17,OTHER,0.065871199
Resident Weekend Now,18,OTHER,0.069976816
Resident Weekend Now,19,OTHER,0.073349069
Resident Weekend Now,20,OTHER,0.077361316
Resident Weekend Now,21,OTHER,0.081947865
Resident Weekend Now,22,OTHER,0.084780685
Resident Weekend Now,23,OTHER,0.085166034
Resident Weekend Now,24,OTHER,0.086777316
Resident Weekend Now,25,OTHER,0.088546971
Resident Weekend Now,26,OTHER,0.091415841
Resident Weekend Now,27,OTHER,0.089160359
Resident Weekend Now,28,OTHER,0.091923374
Resident Weekend Now,29,OTHER,0.091703088
Resident Weekend Now,30,OTHER,0.09303665
Resident Weekend Now,31,OTHER,0.09205165
Resident Weekend Now,32,OTHER,0.092433598
Resident Weekend Now,33,OTHER,0.090247043
Resident Weekend Now,34,OTHER,0.088975913
Resident Weekend Now,35,OTHER,0.085862395
Resident Weekend Now,36,OTHER,0.086484144
Resident Weekend Now,37,OTHER,0.082537104
Resident Weekend Now,38,OTHER,0.082896724
Resident Weekend Now,39,OTHER,0.082146435
Resident Weekend Now,40,OTHER,0.086514139
Resident Weekend Now,41,OTHER,0.072627517
Resident Weekend Now,42,OTHER,0.073084558
Resident Weekend Now,43,OTHER,0.06875995
Resident Weekend Now,44,OTHER,0.068108991
Resident Weekend Now,45,OTHER,0.06418095
Resident Weekend Now,46,OTHER,0.063036658
Resident Weekend Now,47,OTHER,0.058506258
Resident Weekend Now,48,OTHER,0.056574666
Resident Weekend Now,1,SCHOOL,0
Resident Weekend Now,2,SCHOOL,0
Resident Weekend Now,3,SCHOOL,0
Resident Weekend Now,4,SCHOOL,0
Resident Weekend Now,5,SCHOOL,0
Resident Weekend Now,6,SCHOOL,0
Resident Weekend Now,7,SCHOOL,0
Resident Weekend Now,8,SCHOOL,0
Resident Weekend Now,9,SCHOOL,0
Resident Weekend Now,10,SCHOOL,0
Resident Weekend Now,11,SCHOOL,0
Resident Weekend Now,12,SCHOOL,0
Resident Weekend Now,13,SCHOOL,0
Resident Weekend Now,14,SCHOOL,0
Resident Weekend Now,15,SCHOOL,0
Resident Weekend Now,16,SCHOOL,0
Resident Weekend Now,17,SCHOOL,0
Resident Weekend Now,18,SCHOOL,0
Resident Weekend Now,19,SCHOOL,0
Resident Weekend Now,20,SCHOOL,0
Resident Weekend Now,21,SCHOOL,0
Resident Weekend Now,22,SCHOOL,0
Resident Weekend Now,23,SCHOOL,0
Resident Weekend Now,24,SCHOOL,0
Resident Weekend Now,25,SCHOOL,0
Resident Weekend Now,26,SCHOOL,0
Resident Weekend Now,27,SCHOOL,0
Resident Weekend Now,28,SCHOOL,0
Resident Weekend Now,29,SCHOOL,0
Resident Weekend Now,30,SCHOOL,0
Resident Weekend Now,31,SCHOOL,0
Resident Weekend Now,32,SCHOOL,0
Resident Weekend Now,33,SCHOOL,0
Resident Weekend Now,34,SCHOOL,0
Resident Weekend Now,35,SCHOOL,0
Resident Weekend Now,36,SCHOOL,0
Resident Weekend Now,37,SCHOOL,0
Resident Weekend Now,38,SCHOOL,0
Resident Weekend Now,39,SCHOOL,0
Resident Weekend Now,40,SCHOOL,0
Resident Weekend Now,41,SCHOOL,0
Resident Weekend Now,42,SCHOOL,0
Resident Weekend Now,43,SCHOOL,0
Resident Weekend Now,44,SCHOOL,0
Resident Weekend Now,45,SCHOOL,0
Resident Weekend Now,46,SCHOOL,0
Resident Weekend Now,47,SCHOOL,0
Resident Weekend Now,48,SCHOOL,0
Visitor Weekday Before,1,HOME,0.797925945
Visitor Weekday Before,2,HOME,0.805648014
Visitor Weekday Before,3,HOME,0.813289383
Visitor Weekday Before,4,HOME,0.818328679
Visitor Weekday Before,5,HOME,0.8220369
Visitor Weekday Before,6,HOME,0.824545597
Visitor Weekday Before,7,HOME,0.826944777
Visitor Weekday Before,8,HOME,0.827125397
Visitor Weekday Before,9,HOME,0.824489005
Visitor Weekday Before,10,HOME,0.818444411
Visitor Weekday Before,11,HOME,0.806591839
Visitor Weekday Before,12,HOME,0.788059729
Visitor Weekday Before,13,HOME,0.756416062
Visitor Weekday Before,14,HOME,0.719213676
Visitor Weekday Before,15,HOME,0.658114705
Visitor Weekday Before,16,HOME,0.583114209
Visitor Weekday Before,17,HOME,0.51420837
Visitor Weekday Before,18,HOME,0.46255092
Visitor Weekday Before,19,HOME,0.424464342
Visitor Weekday Before,20,HOME,0.400975726
Visitor Weekday Before,21,HOME,0.383281832
Visitor Weekday Before,22,HOME,0.371270308
Visitor Weekday Before,23,HOME,0.363326209
Visitor Weekday Before,24,HOME,0.357631173
Visitor Weekday Before,25,HOME,0.35655941
Visitor Weekday Before,26,HOME,0.35518603
Visitor Weekday Before,27,HOME,0.356939981
Visitor Weekday Before,28,HOME,0.359204281
Visitor Weekday Before,29,HOME,0.363554528
Visitor Weekday Before,30,HOME,0.378380456
Visitor Weekday Before,31,HOME,0.403248881
Visitor Weekday Before,32,HOME,0.428702958
Visitor Weekday Before,33,HOME,0.455063381
Visitor Weekday Before,34,HOME,0.482535344
Visitor Weekday Before,35,HOME,0.516810574
Visitor Weekday Before,36,HOME,0.543789362
Visitor Weekday Before,37,HOME,0.563677953
Visitor Weekday Before,38,HOME,0.57109092
Visitor Weekday Before,39,HOME,0.592421607
Visitor Weekday Before,40,HOME,0.60207833
Visitor Weekday Before,41,HOME,0.627009687
Visitor Weekday Before,42,HOME,0.65084929
Visitor Weekday Before,43,HOME,0.680176177
Visitor Weekday Before,44,HOME,0.702165696
Visitor Weekday Before,45,HOME,0.727528358
Visitor Weekday Before,46,HOME,0.739778312
Visitor Weekday Before,47,HOME,0.759480102
Visitor Weekday Before,48,HOME,0.767584292
Visitor Weekday Before,1,WORK,0.048188542
Visitor Weekday Before,2,WORK,0.044911173
Visitor Weekday Before,3,WORK,0.042177883
Visitor Weekday Before,4,WORK,0.040311109
Visitor Weekday Before,5,WORK,0.038952267
Visitor Weekday Before,6,WORK,0.038109959
Visitor Weekday Before,7,WORK,0.03765046
Visitor Weekday Before,8,WORK,0.037686941
Visitor Weekday Before,9,WORK,0.038883099
Visitor Weekday Before,10,WORK,0.041150357
Visitor Weekday Before,11,WORK,0.046284778
Visitor Weekday Before,12,WORK,0.054911327
Visitor Weekday Before,13,WORK,0.073785284
Visitor Weekday Before,14,WORK,0.096968166
Visitor Weekday Before,15,WORK,0.144196445
Visitor Weekday Before,16,WORK,0.208044267
Visitor Weekday Before,17,WORK,0.270535051
Visitor Weekday Before,18,WORK,0.315028674
Visitor Weekday Before,19,WORK,0.351624481
Visitor Weekday Before,20,WORK,0.369200508
Visitor Weekday Before,21,WORK,0.380342782
Visitor Weekday Before,22,WORK,0.388179544
Visitor Weekday Before,23,WORK,0.393083299
Visitor Weekday Before,24,WORK,0.393386411
Visitor Weekday Before,25,WORK,0.388962
Visitor Weekday Before,26,WORK,0.386218549
Visitor Weekday Before,27,WORK,0.388858885
Visitor Weekday Before,28,WORK,0.388820632
Visitor Weekday Before,29,WORK,0.387123451
Visitor Weekday Before,30,WORK,0.370337132
Visitor Weekday Before,31,WORK,0.347874702
Visitor Weekday Before,32,WORK,0.318654383
Visitor Weekday Before,33,WORK,0.286433142
Visitor Weekday Before,34,WORK,0.251104141
Visitor Weekday Before,35,WORK,0.202644762
Visitor Weekday Before,36,WORK,0.167414593
Visitor Weekday Before,37,WORK,0.141536467
Visitor Weekday Before,38,WORK,0.126684971
Visitor Weekday Before,39,WORK,0.111884773
Visitor Weekday Before,40,WORK,0.105856519
Visitor Weekday Before,41,WORK,0.098376775
Visitor Weekday Before,42,WORK,0.093095263
Visitor Weekday Before,43,WORK,0.085984535
Visitor Weekday Before,44,WORK,0.080122342
Visitor Weekday Before,45,WORK,0.071205548
Visitor Weekday Before,46,WORK,0.066806259
Visitor Weekday Before,47,WORK,0.059651208
Visitor Weekday Before,48,WORK,0.055775729
Visitor Weekday Before,1,OTHER,0.153885513
Visitor Weekday Before,2,OTHER,0.149440814
Visitor Weekday Before,3,OTHER,0.144532734
Visitor Weekday Before,4,OTHER,0.141360211
Visitor Weekday Before,5,OTHER,0.139010833
Visitor Weekday Before,6,OTHER,0.137344444
Visitor Weekday Before,7,OTHER,0.135404763
Visitor Weekday Before,8,OTHER,0.135187662
Visitor Weekday Before,9,OTHER,0.136627897
Visitor Weekday Before,10,OTHER,0.140405232
Visitor Weekday Before,11,OTHER,0.147123383
Visitor Weekday Before,12,OTHER,0.157028944
Visitor Weekday Before,13,OTHER,0.169798654
Visitor Weekday Before,14,OTHER,0.183818158
Visitor Weekday Before,15,OTHER,0.19768885
Visitor Weekday Before,16,OTHER,0.208841524
Visitor Weekday Before,17,OTHER,0.215256578
Visitor Weekday Before,18,OTHER,0.222420406
Visitor Weekday Before,19,OTHER,0.223911177
Visitor Weekday Before,20,OTHER,0.229823766
Visitor Weekday Before,21,OTHER,0.236375386
Visitor Weekday Before,22,OTHER,0.240550148
Visitor Weekday Before,23,OTHER,0.243590492
Visitor Weekday Before,24,OTHER,0.248982416
Visitor Weekday Before,25,OTHER,0.254478589
Visitor Weekday Before,26,OTHER,0.25859542
Visitor Weekday Before,27,OTHER,0.254201134
Visitor Weekday Before,28,OTHER,0.251975088
Visitor Weekday Before,29,OTHER,0.249322021
Visitor Weekday Before,30,OTHER,0.251282412
Visitor Weekday Before,31,OTHER,0.248876417
Visitor Weekday Before,32,OTHER,0.252642659
Visitor Weekday Before,33,OTHER,0.258503478
Visitor Weekday Before,34,OTHER,0.266360515
Visitor Weekday Before,35,OTHER,0.280544664
Visitor Weekday Before,36,OTHER,0.288796045
Visitor Weekday Before,37,OTHER,0.29478558
Visitor Weekday Before,38,OTHER,0.302224109
Visitor Weekday Before,39,OTHER,0.29569362
Visitor Weekday Before,40,OTHER,0.292065152
Visitor Weekday Before,41,OTHER,0.274613538
Visitor Weekday Before,42,OTHER,0.256055447
Visitor Weekday Before,43,OTHER,0.233839288
Visitor Weekday Before,44,OTHER,0.217711962
Visitor Weekday Before,45,OTHER,0.201266094
Visitor Weekday Before,46,OTHER,0.193415429
Visitor Weekday Before,47,OTHER,0.18086869
Visitor Weekday Before,48,OTHER,0.176639979
Visitor Weekday Before,1,SCHOOL,0
Visitor Weekday Before,2,SCHOOL,0
Visitor Weekday Before,3,SCHOOL,0
Visitor Weekday Before,4,SCHOOL,0
Visitor Weekday Before,5,SCHOOL,0
Visitor Weekday Before,6,SCHOOL,0
Visitor Weekday Before,7,SCHOOL,0
Visitor Weekday Before,8,SCHOOL,0
Visitor Weekday Before,9,SCHOOL,0
Visitor Weekday Before,10,SCHOOL,0
Visitor Weekday Before,11,SCHOOL,0
Visitor Weekday Before,12,SCHOOL,0
Visitor Weekday Before,13,SCHOOL,0
Visitor Weekday Before,14,SCHOOL,0
Visitor Weekday Before,15,SCHOOL,0
Visitor Weekday Before,16,SCHOOL,0
Visitor Weekday Before,17,SCHOOL,0
Visitor Weekday Before,18,SCHOOL,0
Visitor Weekday Before,19,SCHOOL,0
Visitor Weekday Before,20,SCHOOL,0
Visitor Weekday Before,21,SCHOOL,0
Visitor Weekday Before,22,SCHOOL,0
Visitor Weekday Before,23,SCHOOL,0
Visitor Weekday Before,24,SCHOOL,0
Visitor Weekday Before,25,SCHOOL,0
Visitor Weekday Before,26,SCHOOL,0
Visitor Weekday Before,27,SCHOOL,0
Visitor Weekday Before,28,SCHOOL,0
Visitor Weekday Before,29,SCHOOL,0
Visitor Weekday Before,30,SCHOOL,0
Visitor Weekday Before,31,SCHOOL,0
Visitor Weekday Before,32,SCHOOL,0
Visitor Weekday Before,33,SCHOOL,0
Visitor Weekday Before,34,SCHOOL,0
Visitor Weekday Before,35,SCHOOL,0
Visitor Weekday Before,36,SCHOOL,0
Visitor Weekday Before,37,SCHOOL,0
Visitor Weekday Before,38,SCHOOL,0
Visitor Weekday Before,39,SCHOOL,0
Visitor Weekday Before,40,SCHOOL,0
Visitor Weekday Before,41,SCHOOL,0
Visitor Weekday Before,42,SCHOOL,0
Visitor Weekday Before,43,SCHOOL,0
Visitor Weekday Before,44,SCHOOL,0
Visitor Weekday Before,45,SCHOOL,0
Visitor Weekday Before,46,SCHOOL,0
Visitor Weekday Before,47,SCHOOL,0
Visitor Weekday Before,48,SCHOOL,0
Visitor Weekday Now,1,HOME,0.804259589
Visitor Weekday Now,2,HOME,0.806241201
Visitor Weekday Now,3,HOME,0.812639148
Visitor Weekday Now,4,HOME,0.814748694
Visitor Weekday Now,5,HOME,0.819270775
Visitor Weekday Now,6,HOME,0.82024629
Visitor Weekday Now,7,HOME,0.822777855
Visitor Weekday Now,8,HOME,0.82237667
Visitor Weekday Now,9,HOME,0.823097991
Visitor Weekday Now,10,HOME,0.820111081
Visitor Weekday Now,11,HOME,0.815354922
Visitor Weekday Now,12,HOME,0.805397325
Visitor Weekday Now,13,HOME,0.786770784
Visitor Weekday Now,14,HOME,0.766270918
Visitor Weekday Now,15,HOME,0.741714262
Visitor Weekday Now,16,HOME,0.719404946
Visitor Weekday Now,17,HOME,0.694647171
Visitor Weekday Now,18,HOME,0.675329423
Visitor Weekday Now,19,HOME,0.661724869
Visitor Weekday Now,20,HOME,0.650514358
Visitor Weekday Now,21,HOME,0.643684423
Visitor Weekday Now,22,HOME,0.635963755
Visitor Weekday Now,23,HOME,0.634442585
Visitor Weekday Now,24,HOME,0.628311039
Visitor Weekday Now,25,HOME,0.627276591
Visitor Weekday Now,26,HOME,0.625234702
Visitor Weekday Now,27,HOME,0.628256495
Visitor Weekday Now,28,HOME,0.626913465
Visitor Weekday Now,29,HOME,0.629610342
Visitor Weekday Now,30,HOME,0.631192214
Visitor Weekday Now,31,HOME,0.639606369
Visitor Weekday Now,32,HOME,0.648181745
Visitor Weekday Now,33,HOME,0.665074609
Visitor Weekday Now,34,HOME,0.676720867
Visitor Weekday Now,35,HOME,0.698894976
Visitor Weekday Now,36,HOME,0.708330447
Visitor Weekday Now,37,HOME,0.71839296
Visitor Weekday Now,38,HOME,0.719043968
Visitor Weekday Now,39,HOME,0.727896907
Visitor Weekday Now,40,HOME,0.72420907
Visitor Weekday Now,41,HOME,0.749944382
Visitor Weekday Now,42,HOME,0.751638952
Visitor Weekday Now,43,HOME,0.761500822
Visitor Weekday Now,44,HOME,0.763526617
Visitor Weekday Now,45,HOME,0.776229609
Visitor Weekday Now,46,HOME,0.777740063
Visitor Weekday Now,47,HOME,0.787659479
Visitor Weekday Now,48,HOME,0.791586672
Visitor Weekday Now,1,WORK,0.068348529
Visitor Weekday Now,2,WORK,0.067243534
Visitor Weekday Now,3,WORK,0.064930475
Visitor Weekday Now,4,WORK,0.06403423
Visitor Weekday Now,5,WORK,0.061974371
Visitor Weekday Now,6,WORK,0.061279167
Visitor Weekday Now,7,WORK,0.06050465
Visitor Weekday Now,8,WORK,0.060354001
Visitor Weekday Now,9,WORK,0.060724959
Visitor Weekday Now,10,WORK,0.062177633
Visitor Weekday Now,11,WORK,0.064887014
Visitor Weekday Now,12,WORK,0.070545717
Visitor Weekday Now,13,WORK,0.082423267
Visitor Weekday Now,14,WORK,0.096660517
Visitor Weekday Now,15,WORK,0.117994907
Visitor Weekday Now,16,WORK,0.13516147
Visitor Weekday Now,17,WORK,0.15649435
Visitor Weekday Now,18,WORK,0.171143967
Visitor Weekday Now,19,WORK,0.18569633
Visitor Weekday Now,20,WORK,0.192578921
Visitor Weekday Now,21,WORK,0.19755293
Visitor Weekday Now,22,WORK,0.201181804
Visitor Weekday Now,23,WORK,0.203444335
Visitor Weekday Now,24,WORK,0.205507054
Visitor Weekday Now,25,WORK,0.20505618
Visitor Weekday Now,26,WORK,0.205526149
Visitor Weekday Now,27,WORK,0.204538537
Visitor Weekday Now,28,WORK,0.203916311
Visitor Weekday Now,29,WORK,0.202773707
Visitor Weekday Now,30,WORK,0.199092176
Visitor Weekday Now,31,WORK,0.193017515
Visitor Weekday Now,32,WORK,0.183422547
Visitor Weekday Now,33,WORK,0.170116814
Visitor Weekday Now,34,WORK,0.156014081
Visitor Weekday Now,35,WORK,0.133286899
Visitor Weekday Now,36,WORK,0.120461162
Visitor Weekday Now,37,WORK,0.1114167
Visitor Weekday Now,38,WORK,0.107341096
Visitor Weekday Now,39,WORK,0.102625107
Visitor Weekday Now,40,WORK,0.101732113
Visitor Weekday Now,41,WORK,0.093667818
Visitor Weekday Now,42,WORK,0.092359133
Visitor Weekday Now,43,WORK,0.08787741
Visitor Weekday Now,44,WORK,0.086156146
Visitor Weekday Now,45,WORK,0.080198108
Visitor Weekday Now,46,WORK,0.078819562
Visitor Weekday Now,47,WORK,0.074730592
Visitor Weekday Now,48,WORK,0.07260855
Visitor Weekday Now,1,OTHER,0.127391882
Visitor Weekday Now,2,OTHER,0.126515265
Visitor Weekday Now,3,OTHER,0.122430377
Visitor Weekday Now,4,OTHER,0.121217076
Visitor Weekday Now,5,OTHER,0.118754854
Visitor Weekday Now,6,OTHER,0.118474542
Visitor Weekday Now,7,OTHER,0.116717495
Visitor Weekday Now,8,OTHER,0.117269329
Visitor Weekday Now,9,OTHER,0.11617705
Visitor Weekday Now,10,OTHER,0.117711286
Visitor Weekday Now,11,OTHER,0.119758064
Visitor Weekday Now,12,OTHER,0.124056957
Visitor Weekday Now,13,OTHER,0.130805948
Visitor Weekday Now,14,OTHER,0.137068565
Visitor Weekday Now,15,OTHER,0.140290831
Visitor Weekday Now,16,OTHER,0.145433583
Visitor Weekday Now,17,OTHER,0.148858479
Visitor Weekday Now,18,OTHER,0.15352661
Visitor Weekday Now,19,OTHER,0.1525788
Visitor Weekday Now,20,OTHER,0.156906721
Visitor Weekday Now,21,OTHER,0.158762647
Visitor Weekday Now,22,OTHER,0.162854441
Visitor Weekday Now,23,OTHER,0.16211308
Visitor Weekday Now,24,OTHER,0.166181907
Visitor Weekday Now,25,OTHER,0.167667229
Visitor Weekday Now,26,OTHER,0.16923915
Visitor Weekday Now,27,OTHER,0.167204968
Visitor Weekday Now,28,OTHER,0.169170224
Visitor Weekday Now,29,OTHER,0.167615951
Visitor Weekday Now,30,OTHER,0.16971561
Visitor Weekday Now,31,OTHER,0.167376116
Visitor Weekday Now,32,OTHER,0.168395707
Visitor Weekday Now,33,OTHER,0.164808577
Visitor Weekday Now,34,OTHER,0.167265052
Visitor Weekday Now,35,OTHER,0.167818125
Visitor Weekday Now,36,OTHER,0.171208391
Visitor Weekday Now,37,OTHER,0.17019034
Visitor Weekday Now,38,OTHER,0.173614937
Visitor Weekday Now,39,OTHER,0.169477986
Visitor Weekday Now,40,OTHER,0.174058817
Visitor Weekday Now,41,OTHER,0.156387801
Visitor Weekday Now,42,OTHER,0.156001915
Visitor Weekday Now,43,OTHER,0.150621768
Visitor Weekday Now,44,OTHER,0.150317237
Visitor Weekday Now,45,OTHER,0.143572284
Visitor Weekday Now,46,OTHER,0.143440375
Visitor Weekday Now,47,OTHER,0.137609928
Visitor Weekday Now,48,OTHER,0.135804778
Visitor Weekday Now,1,SCHOOL,0
Visitor Weekday Now,2,SCHOOL,0
Visitor Weekday Now,3,SCHOOL,0
Visitor Weekday Now,4,SCHOOL,0
Visitor Weekday Now,5,SCHOOL,0
Visitor Weekday Now,6,SCHOOL,0
Visitor Weekday Now,7,SCHOOL,0
Visitor Weekday Now,8,SCHOOL,0
Visitor Weekday Now,9,SCHOOL,0
Visitor Weekday Now,10,SCHOOL,0
Visitor Weekday Now,11,SCHOOL,0
Visitor Weekday Now,12,SCHOOL,0
Visitor Weekday Now,13,SCHOOL,0
Visitor Weekday Now,14,SCHOOL,0
Visitor Weekday Now,15,SCHOOL,0
Visitor Weekday Now,16,SCHOOL,0
Visitor Weekday Now,17,SCHOOL,0
Visitor Weekday Now,18,SCHOOL,0
Visitor Weekday Now,19,SCHOOL,0
Visitor Weekday Now,20,SCHOOL,0
Visitor Weekday Now,21,SCHOOL,0
Visitor Weekday Now,22,SCHOOL,0
Visitor Weekday Now,23,SCHOOL,0
Visitor Weekday Now,24,SCHOOL,0
Visitor Weekday Now,25,SCHOOL,0
Visitor Weekday Now,26,SCHOOL,0
Visitor Weekday Now,27,SCHOOL,0
Visitor Weekday Now,28,SCHOOL,0
Visitor Weekday Now,29,SCHOOL,0
Visitor Weekday Now,30,SCHOOL,0
Visitor Weekday Now,31,SCHOOL,0
Visitor Weekday Now,32,SCHOOL,0
Visitor Weekday Now,33,SCHOOL,0
Visitor Weekday Now,34,SCHOOL,0
Visitor Weekday Now,35,SCHOOL,0
Visitor Weekday Now,36,SCHOOL,0
Visitor Weekday Now,37,SCHOOL,0
Visitor Weekday Now,38,SCHOOL,0
Visitor Weekday Now,39,SCHOOL,0
Visitor Weekday Now,40,SCHOOL,0
Visitor Weekday Now,41,SCHOOL,0
Visitor Weekday Now,42,SCHOOL,0
Visitor Weekday Now,43,SCHOOL,0
Visitor Weekday Now,44,SCHOOL,0
Visitor Weekday Now,45,SCHOOL,0
Visitor Weekday Now,46,SCHOOL,0
Visitor Weekday Now,47,SCHOOL,0
Visitor Weekday Now,48,SCHOOL,0
Visitor Weekend Before,1,HOME,0.724103594
Visitor Weekend Before,2,HOME,0.737088056
Visitor Weekend Before,3,HOME,0.751507158
Visitor Weekend Before,4,HOME,0.760547744
Visitor Weekend Before,5,HOME,0.770572638
Visitor Weekend Before,6,HOME,0.77620796
Visitor Weekend Before,7,HOME,0.77803643
Visitor Weekend Before,8,HOME,0.781145485
Visitor Weekend Before,9,HOME,0.78316546
Visitor Weekend Before,10,HOME,0.783337256
Visitor Weekend Before,11,HOME,0.781372824
Visitor Weekend Before,12,HOME,0.776845093
Visitor Weekend Before,13,HOME,0.768742813
Visitor Weekend Before,14,HOME,0.758523566
Visitor Weekend Before,15,HOME,0.744373834
Visitor Weekend Before,16,HOME,0.72931047
Visitor Weekend Before,17,HOME,0.710202784
Visitor Weekend Before,18,HOME,0.690498132
Visitor Weekend Before,19,HOME,0.665059071
Visitor Weekend Before,20,HOME,0.641609101
Visitor Weekend Before,21,HOME,0.612558863
Visitor Weekend Before,22,HOME,0.591891091
Visitor Weekend Before,23,HOME,0.575349197
Visitor Weekend Before,24,HOME,0.563174356
Visitor Weekend Before,25,HOME,0.557868298
Visitor Weekend Before,26,HOME,0.552290482
Visitor Weekend Before,27,HOME,0.550649596
Visitor Weekend Before,28,HOME,0.549047036
Visitor Weekend Before,29,HOME,0.550327479
Visitor Weekend Before,30,HOME,0.553363444
Visitor Weekend Before,31,HOME,0.559115678
Visitor Weekend Before,32,HOME,0.562461446
Visitor Weekend Before,33,HOME,0.565930566
Visitor Weekend Before,34,HOME,0.566734523
Visitor Weekend Before,35,HOME,0.567560967
Visitor Weekend Before,36,HOME,0.567611075
Visitor Weekend Before,37,HOME,0.577741128
Visitor Weekend Before,38,HOME,0.579288364
Visitor Weekend Before,39,HOME,0.602874214
Visitor Weekend Before,40,HOME,0.609667902
Visitor Weekend Before,41,HOME,0.626463489
Visitor Weekend Before,42,HOME,0.642875216
Visitor Weekend Before,43,HOME,0.664150499
Visitor Weekend Before,44,HOME,0.682049962
Visitor Weekend Before,45,HOME,0.704064302
Visitor Weekend Before,46,HOME,0.719089475
Visitor Weekend Before,47,HOME,0.736409307
Visitor Weekend Before,48,HOME,0.74617261
Visitor Weekend Before,1,WORK,0.052422094
Visitor Weekend Before,2,WORK,0.048603889
Visitor Weekend Before,3,WORK,0.044233846
Visitor Weekend Before,4,WORK,0.041888414
Visitor Weekend Before,5,WORK,0.039370095
Visitor Weekend Before,6,WORK,0.037909056
Visitor Weekend Before,7,WORK,0.037759586
Visitor Weekend Before,8,WORK,0.037130569
Visitor Weekend Before,9,WORK,0.036972341
Visitor Weekend Before,10,WORK,0.037129433
Visitor Weekend Before,11,WORK,0.038617677
Visitor Weekend Before,12,WORK,0.041019856
Visitor Weekend Before,13,WORK,0.045978438
Visitor Weekend Before,14,WORK,0.050812092
Visitor Weekend Before,15,WORK,0.058154973
Visitor Weekend Before,16,WORK,0.063852146
Visitor Weekend Before,17,WORK,0.070781721
Visitor Weekend Before,18,WORK,0.076832325
Visitor Weekend Before,19,WORK,0.083565486
Visitor Weekend Before,20,WORK,0.088941666
Visitor Weekend Before,21,WORK,0.097459464
Visitor Weekend Before,22,WORK,0.101630907
Visitor Weekend Before,23,WORK,0.104551254
Visitor Weekend Before,24,WORK,0.106812842
Visitor Weekend Before,25,WORK,0.107695174
Visitor Weekend Before,26,WORK,0.107877119
Visitor Weekend Before,27,WORK,0.107240245
Visitor Weekend Before,28,WORK,0.107180551
Visitor Weekend Before,29,WORK,0.106425697
Visitor Weekend Before,30,WORK,0.105245657
Visitor Weekend Before,31,WORK,0.104477691
Visitor Weekend Before,32,WORK,0.103624397
Visitor Weekend Before,33,WORK,0.101877763
Visitor Weekend Before,34,WORK,0.101074876
Visitor Weekend Before,35,WORK,0.098840722
Visitor Weekend Before,36,WORK,0.096232705
Visitor Weekend Before,37,WORK,0.089749612
Visitor Weekend Before,38,WORK,0.08771777
Visitor Weekend Before,39,WORK,0.079529483
Visitor Weekend Before,40,WORK,0.078236406
Visitor Weekend Before,41,WORK,0.075580081
Visitor Weekend Before,42,WORK,0.074037041
Visitor Weekend Before,43,WORK,0.070479264
