PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
CHILD AGE 0 TO 4,22,WORK,47.6927895833333
CHILD AGE 0 TO 4,23,COMMUTE,74.2210128376158
CHILD AGE 0 TO 4,23,ESCORT,416.897608541667
CHILD AGE 0 TO 4,23,HOME,524.631068541666
CHILD AGE 0 TO 4,23,MEAL,15.86461375
CHILD AGE 0 TO 4,23,OTHER,0
CHILD AGE 0 TO 4,23,SCHOOL,328.239378958333
CHILD AGE 0 TO 4,23,SHOP,121.7619975
CHILD AGE 0 TO 4,23,SOC AND REC,66.13146
CHILD AGE 0 TO 4,23,WORK,47.6927895833333
CHILD AGE 0 TO 4,24,COMMUTE,90.132222887963
CHILD AGE 0 TO 4,24,ESCORT,422.580390416667
CHILD AGE 0 TO 4,24,HOME,534.275175625
CHILD AGE 0 TO 4,24,MEAL,20.001574375
CHILD AGE 0 TO 4,24,OTHER,0
CHILD AGE 0 TO 4,24,SCHOOL,328.239378958333
CHILD AGE 0 TO 4,24,SHOP,98.8880160416667
CHILD AGE 0 TO 4,24,SOC AND REC,68.3830189583333
CHILD AGE 0 TO 4,24,WORK,47.6927895833333
CHILD AGE 0 TO 4,25,COMMUTE,155.440173054167
CHILD AGE 0 TO 4,25,ESCORT,454.494722291667
CHILD AGE 0 TO 4,25,HOME,513.724840208333
CHILD AGE 0 TO 4,25,MEAL,29.750625
CHILD AGE 0 TO 4,25,OTHER,0
CHILD AGE 0 TO 4,25,SCHOOL,328.239378958333
CHILD AGE 0 TO 4,25,SHOP,100.621551041667
CHILD AGE 0 TO 4,25,SOC AND REC,65.6215072916667
CHILD AGE 0 TO 4,25,WORK,47.6927895833333
CHILD AGE 0 TO 4,26,COMMUTE,159.409419586805
CHILD AGE 0 TO 4,26,ESCORT,434.724372916667
CHILD AGE 0 TO 4,26,HOME,552.854954166667
CHILD AGE 0 TO 4,26,MEAL,37.4918264583333
CHILD AGE 0 TO 4,26,OTHER,0
CHILD AGE 0 TO 4,26,SCHOOL,297.116859583333
CHILD AGE 0 TO 4,26,SHOP,113.501723333333
CHILD AGE 0 TO 4,26,SOC AND REC,51.0307704166667
CHILD AGE 0 TO 4,26,WORK,47.6927895833333
CHILD AGE 0 TO 4,27,COMMUTE,176.524831743981
CHILD AGE 0 TO 4,27,ESCORT,420.0608725
CHILD AGE 0 TO 4,27,HOME,558.246727916667
CHILD AGE 0 TO 4,27,MEAL,40.8114266666667
CHILD AGE 0 TO 4,27,OTHER,0
CHILD AGE 0 TO 4,27,SCHOOL,298.779058333333
CHILD AGE 0 TO 4,27,SHOP,102.411642916667
CHILD AGE 0 TO 4,27,SOC AND REC,81.8127102083333
CHILD AGE 0 TO 4,27,WORK,45.584880625
CHILD AGE 0 TO 4,28,COMMUTE,186.062139292245
CHILD AGE 0 TO 4,28,ESCORT,376.211416666667
CHILD AGE 0 TO 4,28,HOME,647.038286041667
CHILD AGE 0 TO 4,28,MEAL,45.0272445833333
CHILD AGE 0 TO 4,28,OTHER,0
CHILD AGE 0 TO 4,28,SCHOOL,203.134211458333
CHILD AGE 0 TO 4,28,SHOP,110.751790416667
CHILD AGE 0 TO 4,28,SOC AND REC,108.449064166667
CHILD AGE 0 TO 4,28,WORK,41.3690627083333
CHILD AGE 0 TO 4,29,COMMUTE,222.917761528357
CHILD AGE 0 TO 4,29,ESCORT,298.903188333333
CHILD AGE 0 TO 4,29,HOME,683.105752083334
CHILD AGE 0 TO 4,29,MEAL,59.4266285416667
CHILD AGE 0 TO 4,29,OTHER,0
CHILD AGE 0 TO 4,29,SCHOOL,174.258689583333
CHILD AGE 0 TO 4,29,SHOP,134.579693125
CHILD AGE 0 TO 4,29,SOC AND REC,83.5214804166667
CHILD AGE 0 TO 4,29,WORK,41.3690627083333
CHILD AGE 0 TO 4,30,COMMUTE,170.340075055556
CHILD AGE 0 TO 4,30,ESCORT,217.15023875
CHILD AGE 0 TO 4,30,HOME,650.287039375
CHILD AGE 0 TO 4,30,MEAL,62.3420054166667
CHILD AGE 0 TO 4,30,OTHER,0
CHILD AGE 0 TO 4,30,SCHOOL,63.5565120833334
CHILD AGE 0 TO 4,30,SHOP,150.844970208333
CHILD AGE 0 TO 4,30,SOC AND REC,79.9864916666667
CHILD AGE 0 TO 4,30,WORK,24.70339125
CHILD AGE 0 TO 4,31,COMMUTE,183.323829664375
CHILD AGE 0 TO 4,31,ESCORT,142.23254375
CHILD AGE 0 TO 4,31,HOME,630.7790675
CHILD AGE 0 TO 4,31,MEAL,49.2748702083333
CHILD AGE 0 TO 4,31,OTHER,0
CHILD AGE 0 TO 4,31,SCHOOL,25.6175822916667
CHILD AGE 0 TO 4,31,SHOP,158.431225
CHILD AGE 0 TO 4,31,SOC AND REC,129.001398333333
CHILD AGE 0 TO 4,31,WORK,16.4689275
CHILD AGE 0 TO 4,32,COMMUTE,157.237412228727
CHILD AGE 0 TO 4,32,ESCORT,109.8637575
CHILD AGE 0 TO 4,32,HOME,607.071879583334
CHILD AGE 0 TO 4,32,MEAL,78.5544652083333
CHILD AGE 0 TO 4,32,OTHER,0
CHILD AGE 0 TO 4,32,SCHOOL,0
CHILD AGE 0 TO 4,32,SHOP,105.85708625
CHILD AGE 0 TO 4,32,SOC AND REC,149.445395
CHILD AGE 0 TO 4,32,WORK,8.23446375
CHILD AGE 0 TO 4,33,COMMUTE,110.889941556157
CHILD AGE 0 TO 4,33,ESCORT,121.712722708333
CHILD AGE 0 TO 4,33,HOME,601.780291875001
CHILD AGE 0 TO 4,33,MEAL,29.6141914583333
CHILD AGE 0 TO 4,33,OTHER,0
CHILD AGE 0 TO 4,33,SCHOOL,0
CHILD AGE 0 TO 4,33,SHOP,100.643091458333
CHILD AGE 0 TO 4,33,SOC AND REC,139.344645416667
CHILD AGE 0 TO 4,33,WORK,0
CHILD AGE 0 TO 4,34,COMMUTE,89.5549759849769
CHILD AGE 0 TO 4,34,ESCORT,93.334848125
CHILD AGE 0 TO 4,34,HOME,579.190690625001
CHILD AGE 0 TO 4,34,MEAL,47.436371875
CHILD AGE 0 TO 4,34,OTHER,0
CHILD AGE 0 TO 4,34,SCHOOL,0
CHILD AGE 0 TO 4,34,SHOP,70.4657289583333
CHILD AGE 0 TO 4,34,SOC AND REC,126.157275833333
CHILD AGE 0 TO 4,34,WORK,0
CHILD AGE 0 TO 4,35,COMMUTE,59.8038908231713
CHILD AGE 0 TO 4,35,ESCORT,98.604620625
CHILD AGE 0 TO 4,35,HOME,569.076453750001
CHILD AGE 0 TO 4,35,MEAL,15.970814375
CHILD AGE 0 TO 4,35,OTHER,0
CHILD AGE 0 TO 4,35,SCHOOL,0
CHILD AGE 0 TO 4,35,SHOP,52.33819125
CHILD AGE 0 TO 4,35,SOC AND REC,79.7773827083333
CHILD AGE 0 TO 4,35,WORK,0
CHILD AGE 0 TO 4,36,COMMUTE,35.3559811476852
CHILD AGE 0 TO 4,36,ESCORT,106.35345125
CHILD AGE 0 TO 4,36,HOME,535.533607083333
CHILD AGE 0 TO 4,36,MEAL,7.283466875
CHILD AGE 0 TO 4,36,OTHER,0
CHILD AGE 0 TO 4,36,SCHOOL,0
CHILD AGE 0 TO 4,36,SHOP,54.6357797916667
CHILD AGE 0 TO 4,36,SOC AND REC,44.2962639583333
CHILD AGE 0 TO 4,36,WORK,0
CHILD AGE 0 TO 4,37,COMMUTE,33.2278034581019
CHILD AGE 0 TO 4,37,ESCORT,78.2603583333333
CHILD AGE 0 TO 4,37,HOME,554.878301875001
CHILD AGE 0 TO 4,37,MEAL,2.63488625
CHILD AGE 0 TO 4,37,OTHER,0
CHILD AGE 0 TO 4,37,SCHOOL,0
CHILD AGE 0 TO 4,37,SHOP,49.6484608333334
CHILD AGE 0 TO 4,37,SOC AND REC,35.6516408333333
CHILD AGE 0 TO 4,37,WORK,2.63488625
CHILD AGE 0 TO 4,38,COMMUTE,12.20358408125
CHILD AGE 0 TO 4,38,ESCORT,84.9443910416667
CHILD AGE 0 TO 4,38,HOME,521.779910416667
CHILD AGE 0 TO 4,38,MEAL,0
CHILD AGE 0 TO 4,38,OTHER,0
CHILD AGE 0 TO 4,38,SCHOOL,0
CHILD AGE 0 TO 4,38,SHOP,24.9664108333333
CHILD AGE 0 TO 4,38,SOC AND REC,24.68904625
CHILD AGE 0 TO 4,38,WORK,2.63488625
CHILD AGE 0 TO 4,39,COMMUTE,9.85241379513889
CHILD AGE 0 TO 4,39,ESCORT,64.7759445833334
CHILD AGE 0 TO 4,39,HOME,520.305717083333
CHILD AGE 0 TO 4,39,MEAL,0
CHILD AGE 0 TO 4,39,OTHER,0
CHILD AGE 0 TO 4,39,SCHOOL,0
CHILD AGE 0 TO 4,39,SHOP,24.8368904166667
CHILD AGE 0 TO 4,39,SOC AND REC,23.87985375
CHILD AGE 0 TO 4,39,WORK,2.63488625
CHILD AGE 0 TO 4,40,COMMUTE,2.85290769652778
CHILD AGE 0 TO 4,40,ESCORT,62.524385625
CHILD AGE 0 TO 4,40,HOME,519.052298958334
CHILD AGE 0 TO 4,40,MEAL,0
CHILD AGE 0 TO 4,40,OTHER,0
CHILD AGE 0 TO 4,40,SCHOOL,0
CHILD AGE 0 TO 4,40,SHOP,24.8368904166667
CHILD AGE 0 TO 4,40,SOC AND REC,15.64539
CHILD AGE 0 TO 4,40,WORK,2.63488625
CHILD AGE 0 TO 4,41,COMMUTE,1.8971181
CHILD AGE 0 TO 4,41,ESCORT,62.524385625
CHILD AGE 0 TO 4,41,HOME,518.815219166667
CHILD AGE 0 TO 4,41,MEAL,0
CHILD AGE 0 TO 4,41,OTHER,0
CHILD AGE 0 TO 4,41,SCHOOL,0
CHILD AGE 0 TO 4,41,SHOP,24.8368904166667
CHILD AGE 0 TO 4,41,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,41,WORK,2.63488625
CHILD AGE 0 TO 4,42,COMMUTE,0
CHILD AGE 0 TO 4,42,ESCORT,62.524385625
CHILD AGE 0 TO 4,42,HOME,513.545446666667
CHILD AGE 0 TO 4,42,MEAL,0
CHILD AGE 0 TO 4,42,OTHER,0
CHILD AGE 0 TO 4,42,SCHOOL,0
CHILD AGE 0 TO 4,42,SHOP,24.8368904166667
CHILD AGE 0 TO 4,42,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,42,WORK,2.63488625
CHILD AGE 0 TO 4,43,COMMUTE,0
CHILD AGE 0 TO 4,43,ESCORT,62.524385625
CHILD AGE 0 TO 4,43,HOME,513.545446666667
CHILD AGE 0 TO 4,43,MEAL,0
CHILD AGE 0 TO 4,43,OTHER,0
CHILD AGE 0 TO 4,43,SCHOOL,0
CHILD AGE 0 TO 4,43,SHOP,24.8368904166667
CHILD AGE 0 TO 4,43,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,43,WORK,2.63488625
CHILD AGE 0 TO 4,44,COMMUTE,0
CHILD AGE 0 TO 4,44,ESCORT,62.524385625
CHILD AGE 0 TO 4,44,HOME,513.545446666667
CHILD AGE 0 TO 4,44,MEAL,0
CHILD AGE 0 TO 4,44,OTHER,0
CHILD AGE 0 TO 4,44,SCHOOL,0
CHILD AGE 0 TO 4,44,SHOP,24.8368904166667
CHILD AGE 0 TO 4,44,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,44,WORK,2.63488625
CHILD AGE 0 TO 4,45,COMMUTE,2.40250121666667
CHILD AGE 0 TO 4,45,ESCORT,62.524385625
CHILD AGE 0 TO 4,45,HOME,516.180332916667
CHILD AGE 0 TO 4,45,MEAL,0
CHILD AGE 0 TO 4,45,OTHER,0
CHILD AGE 0 TO 4,45,SCHOOL,0
CHILD AGE 0 TO 4,45,SHOP,24.8368904166667
CHILD AGE 0 TO 4,45,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,45,WORK,2.63488625
CHILD AGE 0 TO 4,46,COMMUTE,1.26620932083333
CHILD AGE 0 TO 4,46,ESCORT,64.4284597916667
CHILD AGE 0 TO 4,46,HOME,511.6413725
CHILD AGE 0 TO 4,46,MEAL,0
CHILD AGE 0 TO 4,46,OTHER,0
CHILD AGE 0 TO 4,46,SCHOOL,0
CHILD AGE 0 TO 4,46,SHOP,24.8368904166667
CHILD AGE 0 TO 4,46,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,46,WORK,2.63488625
CHILD AGE 0 TO 4,47,COMMUTE,0.637864845833333
CHILD AGE 0 TO 4,47,ESCORT,62.524385625
CHILD AGE 0 TO 4,47,HOME,513.545446666667
CHILD AGE 0 TO 4,47,MEAL,0
CHILD AGE 0 TO 4,47,OTHER,0
CHILD AGE 0 TO 4,47,SCHOOL,0
CHILD AGE 0 TO 4,47,SHOP,24.8368904166667
CHILD AGE 0 TO 4,47,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,47,WORK,2.63488625
CHILD AGE 0 TO 4,48,COMMUTE,0
CHILD AGE 0 TO 4,48,ESCORT,62.524385625
CHILD AGE 0 TO 4,48,HOME,513.545446666667
CHILD AGE 0 TO 4,48,MEAL,0
CHILD AGE 0 TO 4,48,OTHER,0
CHILD AGE 0 TO 4,48,SCHOOL,0
CHILD AGE 0 TO 4,48,SHOP,24.8368904166667
CHILD AGE 0 TO 4,48,SOC AND REC,10.1385377083333
CHILD AGE 0 TO 4,48,WORK,2.63488625
CHILD AGE 5 TO 15,1,COMMUTE,5.550616427
CHILD AGE 5 TO 15,1,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,1,HOME,1301.46613041667
CHILD AGE 5 TO 15,1,MEAL,7.09626958333333
CHILD AGE 5 TO 15,1,OTHER,0
CHILD AGE 5 TO 15,1,SCHOOL,0
CHILD AGE 5 TO 15,1,SHOP,47.3198208333333
CHILD AGE 5 TO 15,1,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,1,WORK,0
CHILD AGE 5 TO 15,2,COMMUTE,5.550616427
CHILD AGE 5 TO 15,2,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,2,HOME,1301.46613041667
CHILD AGE 5 TO 15,2,MEAL,7.09626958333333
CHILD AGE 5 TO 15,2,OTHER,0
CHILD AGE 5 TO 15,2,SCHOOL,0
CHILD AGE 5 TO 15,2,SHOP,47.3198208333333
CHILD AGE 5 TO 15,2,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,2,WORK,0
CHILD AGE 5 TO 15,3,COMMUTE,5.550616427
CHILD AGE 5 TO 15,3,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,3,HOME,1301.46613041667
CHILD AGE 5 TO 15,3,MEAL,7.09626958333333
CHILD AGE 5 TO 15,3,OTHER,0
CHILD AGE 5 TO 15,3,SCHOOL,0
CHILD AGE 5 TO 15,3,SHOP,47.3198208333333
CHILD AGE 5 TO 15,3,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,3,WORK,0
CHILD AGE 5 TO 15,4,COMMUTE,5.550616427
CHILD AGE 5 TO 15,4,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,4,HOME,1301.46613041667
CHILD AGE 5 TO 15,4,MEAL,7.09626958333333
CHILD AGE 5 TO 15,4,OTHER,0
CHILD AGE 5 TO 15,4,SCHOOL,0
CHILD AGE 5 TO 15,4,SHOP,47.3198208333333
CHILD AGE 5 TO 15,4,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,4,WORK,0
CHILD AGE 5 TO 15,5,COMMUTE,7.36460476033333
CHILD AGE 5 TO 15,5,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,5,HOME,1301.46613041667
CHILD AGE 5 TO 15,5,MEAL,7.09626958333333
CHILD AGE 5 TO 15,5,OTHER,0
CHILD AGE 5 TO 15,5,SCHOOL,0
CHILD AGE 5 TO 15,5,SHOP,47.3198208333333
CHILD AGE 5 TO 15,5,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,5,WORK,0
CHILD AGE 5 TO 15,6,COMMUTE,28.7803201388056
CHILD AGE 5 TO 15,6,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,6,HOME,1301.46613041667
CHILD AGE 5 TO 15,6,MEAL,7.09626958333333
CHILD AGE 5 TO 15,6,OTHER,0
CHILD AGE 5 TO 15,6,SCHOOL,0
CHILD AGE 5 TO 15,6,SHOP,50.9477975
CHILD AGE 5 TO 15,6,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,6,WORK,0
CHILD AGE 5 TO 15,7,COMMUTE,79.9042919868876
CHILD AGE 5 TO 15,7,ESCORT,71.9495222916667
CHILD AGE 5 TO 15,7,HOME,1335.77061208333
CHILD AGE 5 TO 15,7,MEAL,7.09626958333333
CHILD AGE 5 TO 15,7,OTHER,0
CHILD AGE 5 TO 15,7,SCHOOL,8.25667125
CHILD AGE 5 TO 15,7,SHOP,50.9477975
CHILD AGE 5 TO 15,7,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,7,WORK,12.3850070833333
CHILD AGE 5 TO 15,8,COMMUTE,276.952895726124
CHILD AGE 5 TO 15,8,ESCORT,117.955533125
CHILD AGE 5 TO 15,8,HOME,1322.972530625
CHILD AGE 5 TO 15,8,MEAL,7.09626958333333
CHILD AGE 5 TO 15,8,OTHER,0
CHILD AGE 5 TO 15,8,SCHOOL,79.4486395833334
CHILD AGE 5 TO 15,8,SHOP,65.5383529166667
CHILD AGE 5 TO 15,8,SOC AND REC,23.281503125
CHILD AGE 5 TO 15,8,WORK,22.7058460416667
CHILD AGE 5 TO 15,9,COMMUTE,827.721511705753
CHILD AGE 5 TO 15,9,ESCORT,514.987744166667
CHILD AGE 5 TO 15,9,HOME,1274.49406791666
CHILD AGE 5 TO 15,9,MEAL,12.0767972916667
CHILD AGE 5 TO 15,9,OTHER,0
CHILD AGE 5 TO 15,9,SCHOOL,801.65882875
CHILD AGE 5 TO 15,9,SHOP,69.270361875
CHILD AGE 5 TO 15,9,SOC AND REC,68.1156058333334
CHILD AGE 5 TO 15,9,WORK,51.6742985416667
CHILD AGE 5 TO 15,10,COMMUTE,815.230136276471
CHILD AGE 5 TO 15,10,ESCORT,631.897222916667
CHILD AGE 5 TO 15,10,HOME,1069.30351229167
CHILD AGE 5 TO 15,10,MEAL,24.7531491666667
CHILD AGE 5 TO 15,10,OTHER,0
CHILD AGE 5 TO 15,10,SCHOOL,1320.67491791667
CHILD AGE 5 TO 15,10,SHOP,102.240324375
CHILD AGE 5 TO 15,10,SOC AND REC,119.60357
CHILD AGE 5 TO 15,10,WORK,79.99937625
CHILD AGE 5 TO 15,11,COMMUTE,745.275459012388
CHILD AGE 5 TO 15,11,ESCORT,732.533839166667
CHILD AGE 5 TO 15,11,HOME,993.623605625002
CHILD AGE 5 TO 15,11,MEAL,25.899811875
CHILD AGE 5 TO 15,11,OTHER,0
CHILD AGE 5 TO 15,11,SCHOOL,2028.49973333333
CHILD AGE 5 TO 15,11,SHOP,120.77564
CHILD AGE 5 TO 15,11,SOC AND REC,193.999556875
CHILD AGE 5 TO 15,11,WORK,108.060095208333
CHILD AGE 5 TO 15,12,COMMUTE,419.45119107879
CHILD AGE 5 TO 15,12,ESCORT,736.655366666667
CHILD AGE 5 TO 15,12,HOME,780.410663541667
CHILD AGE 5 TO 15,12,MEAL,25.4881795833333
CHILD AGE 5 TO 15,12,OTHER,0
CHILD AGE 5 TO 15,12,SCHOOL,2207.5568775
CHILD AGE 5 TO 15,12,SHOP,164.737899791667
CHILD AGE 5 TO 15,12,SOC AND REC,265.467795625
CHILD AGE 5 TO 15,12,WORK,103.37924875
CHILD AGE 5 TO 15,13,COMMUTE,348.752178063049
CHILD AGE 5 TO 15,13,ESCORT,808.734853333334
CHILD AGE 5 TO 15,13,HOME,702.923812083334
CHILD AGE 5 TO 15,13,MEAL,12.9571985416667
CHILD AGE 5 TO 15,13,OTHER,0
CHILD AGE 5 TO 15,13,SCHOOL,2596.06948708333
CHILD AGE 5 TO 15,13,SHOP,167.0497225
CHILD AGE 5 TO 15,13,SOC AND REC,251.145408125
CHILD AGE 5 TO 15,13,WORK,103.37924875
CHILD AGE 5 TO 15,14,COMMUTE,134.532644756287
CHILD AGE 5 TO 15,14,ESCORT,722.366584375
CHILD AGE 5 TO 15,14,HOME,741.165301875
CHILD AGE 5 TO 15,14,MEAL,39.9489533333333
CHILD AGE 5 TO 15,14,OTHER,0
CHILD AGE 5 TO 15,14,SCHOOL,2609.61511395833
CHILD AGE 5 TO 15,14,SHOP,169.168757916667
CHILD AGE 5 TO 15,14,SOC AND REC,268.117418541667
CHILD AGE 5 TO 15,14,WORK,103.37924875
CHILD AGE 5 TO 15,15,COMMUTE,85.6811329863792
CHILD AGE 5 TO 15,15,ESCORT,723.196920833333
CHILD AGE 5 TO 15,15,HOME,729.726410208334
CHILD AGE 5 TO 15,15,MEAL,27.56394625
CHILD AGE 5 TO 15,15,OTHER,0
CHILD AGE 5 TO 15,15,SCHOOL,2609.61511395833
CHILD AGE 5 TO 15,15,SHOP,174.371191458333
CHILD AGE 5 TO 15,15,SOC AND REC,301.312233333333
CHILD AGE 5 TO 15,15,WORK,103.37924875
CHILD AGE 5 TO 15,16,COMMUTE,73.9121825410088
CHILD AGE 5 TO 15,16,ESCORT,728.240461041667
CHILD AGE 5 TO 15,16,HOME,719.529109791667
CHILD AGE 5 TO 15,16,MEAL,24.2612777083333
CHILD AGE 5 TO 15,16,OTHER,0
CHILD AGE 5 TO 15,16,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,16,SHOP,154.115768958333
CHILD AGE 5 TO 15,16,SOC AND REC,313.286423541667
CHILD AGE 5 TO 15,16,WORK,103.37924875
CHILD AGE 5 TO 15,17,COMMUTE,85.5868054354532
CHILD AGE 5 TO 15,17,ESCORT,728.040081458333
CHILD AGE 5 TO 15,17,HOME,728.460388333334
CHILD AGE 5 TO 15,17,MEAL,29.1247960416667
CHILD AGE 5 TO 15,17,OTHER,0
CHILD AGE 5 TO 15,17,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,17,SHOP,163.472785416667
CHILD AGE 5 TO 15,17,SOC AND REC,307.339719791667
CHILD AGE 5 TO 15,17,WORK,103.37924875
CHILD AGE 5 TO 15,18,COMMUTE,65.2893046407773
CHILD AGE 5 TO 15,18,ESCORT,764.369435416667
CHILD AGE 5 TO 15,18,HOME,710.485344375001
CHILD AGE 5 TO 15,18,MEAL,29.216808125
CHILD AGE 5 TO 15,18,OTHER,0
CHILD AGE 5 TO 15,18,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,18,SHOP,142.7406225
CHILD AGE 5 TO 15,18,SOC AND REC,274.313034375
CHILD AGE 5 TO 15,18,WORK,103.37924875
CHILD AGE 5 TO 15,19,COMMUTE,99.9204323018884
CHILD AGE 5 TO 15,19,ESCORT,736.098148958333
CHILD AGE 5 TO 15,19,HOME,754.474733541667
CHILD AGE 5 TO 15,19,MEAL,24.3532897916667
CHILD AGE 5 TO 15,19,OTHER,0
CHILD AGE 5 TO 15,19,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,19,SHOP,150.354094583333
CHILD AGE 5 TO 15,19,SOC AND REC,290.319408125
CHILD AGE 5 TO 15,19,WORK,103.37924875
CHILD AGE 5 TO 15,20,COMMUTE,118.950798818208
CHILD AGE 5 TO 15,20,ESCORT,721.634858333334
CHILD AGE 5 TO 15,20,HOME,806.971535625001
CHILD AGE 5 TO 15,20,MEAL,46.935631875
CHILD AGE 5 TO 15,20,OTHER,0
CHILD AGE 5 TO 15,20,SCHOOL,2596.704875
CHILD AGE 5 TO 15,20,SHOP,129.941457708333
CHILD AGE 5 TO 15,20,SOC AND REC,296.586645833333
CHILD AGE 5 TO 15,20,WORK,103.37924875
CHILD AGE 5 TO 15,21,COMMUTE,108.589243824111
CHILD AGE 5 TO 15,21,ESCORT,721.361894166667
CHILD AGE 5 TO 15,21,HOME,814.105043750001
CHILD AGE 5 TO 15,21,MEAL,86.5044329166667
CHILD AGE 5 TO 15,21,OTHER,0
CHILD AGE 5 TO 15,21,SCHOOL,2526.909424375
CHILD AGE 5 TO 15,21,SHOP,150.776955
CHILD AGE 5 TO 15,21,SOC AND REC,262.536405208333
CHILD AGE 5 TO 15,21,WORK,103.37924875
CHILD AGE 5 TO 15,22,COMMUTE,167.034106872837
CHILD AGE 5 TO 15,22,ESCORT,742.211305416667
CHILD AGE 5 TO 15,22,HOME,794.363004583334
CHILD AGE 5 TO 15,22,MEAL,86.5044329166667
CHILD AGE 5 TO 15,22,OTHER,0
CHILD AGE 5 TO 15,22,SCHOOL,2539.29443125
CHILD AGE 5 TO 15,22,SHOP,192.680398958333
CHILD AGE 5 TO 15,22,SOC AND REC,250.488495416667
CHILD AGE 5 TO 15,22,WORK,103.37924875
CHILD AGE 5 TO 15,23,COMMUTE,316.719345786032
CHILD AGE 5 TO 15,23,ESCORT,778.276377708333
CHILD AGE 5 TO 15,23,HOME,1104.14944625
CHILD AGE 5 TO 15,23,MEAL,84.0567558333333
CHILD AGE 5 TO 15,23,OTHER,0
CHILD AGE 5 TO 15,23,SCHOOL,2365.28954770833
CHILD AGE 5 TO 15,23,SHOP,239.915258125
CHILD AGE 5 TO 15,23,SOC AND REC,255.663995
CHILD AGE 5 TO 15,23,WORK,86.86590625
CHILD AGE 5 TO 15,24,COMMUTE,444.578129961958
CHILD AGE 5 TO 15,24,ESCORT,754.536825833333
CHILD AGE 5 TO 15,24,HOME,1097.591090625
CHILD AGE 5 TO 15,24,MEAL,80.2435354166667
CHILD AGE 5 TO 15,24,OTHER,0
CHILD AGE 5 TO 15,24,SCHOOL,2185.15052354166
CHILD AGE 5 TO 15,24,SHOP,300.39771375
CHILD AGE 5 TO 15,24,SOC AND REC,320.506068541667
CHILD AGE 5 TO 15,24,WORK,86.86590625
CHILD AGE 5 TO 15,25,COMMUTE,633.701084829435
CHILD AGE 5 TO 15,25,ESCORT,785.590114375
CHILD AGE 5 TO 15,25,HOME,1492.94373979166
CHILD AGE 5 TO 15,25,MEAL,99.6059589583333
CHILD AGE 5 TO 15,25,OTHER,0
CHILD AGE 5 TO 15,25,SCHOOL,1889.81371229167
CHILD AGE 5 TO 15,25,SHOP,344.440370416667
CHILD AGE 5 TO 15,25,SOC AND REC,258.731328125
CHILD AGE 5 TO 15,25,WORK,58.8461277083333
CHILD AGE 5 TO 15,26,COMMUTE,744.805937519906
CHILD AGE 5 TO 15,26,ESCORT,825.319857083333
CHILD AGE 5 TO 15,26,HOME,1734.32129104166
CHILD AGE 5 TO 15,26,MEAL,83.7211254166667
CHILD AGE 5 TO 15,26,OTHER,0
CHILD AGE 5 TO 15,26,SCHOOL,1340.90220458333
CHILD AGE 5 TO 15,26,SHOP,314.051447083333
CHILD AGE 5 TO 15,26,SOC AND REC,291.87062
CHILD AGE 5 TO 15,26,WORK,51.5508502083333
CHILD AGE 5 TO 15,27,COMMUTE,716.858525548345
CHILD AGE 5 TO 15,27,ESCORT,713.279233541667
CHILD AGE 5 TO 15,27,HOME,1924.46683875
CHILD AGE 5 TO 15,27,MEAL,42.9758066666667
CHILD AGE 5 TO 15,27,OTHER,0
CHILD AGE 5 TO 15,27,SCHOOL,962.967949583333
CHILD AGE 5 TO 15,27,SHOP,395.104519375
CHILD AGE 5 TO 15,27,SOC AND REC,288.240219583333
CHILD AGE 5 TO 15,27,WORK,44.2555725
CHILD AGE 5 TO 15,28,COMMUTE,701.71522482022
CHILD AGE 5 TO 15,28,ESCORT,633.050814166667
CHILD AGE 5 TO 15,28,HOME,1876.40219583333
CHILD AGE 5 TO 15,28,MEAL,63.7871366666667
CHILD AGE 5 TO 15,28,OTHER,0
CHILD AGE 5 TO 15,28,SCHOOL,490.579304375
CHILD AGE 5 TO 15,28,SHOP,390.79791625
CHILD AGE 5 TO 15,28,SOC AND REC,395.200086875
CHILD AGE 5 TO 15,28,WORK,48.7196520833333
