PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
CHILD AGE 16 PLUS,34,MEAL,3.30214875
CHILD AGE 16 PLUS,34,OTHER,0
CHILD AGE 16 PLUS,34,SCHOOL,40.3771647916667
CHILD AGE 16 PLUS,34,SHOP,38.2260027083333
CHILD AGE 16 PLUS,34,SOC AND REC,40.7812252083333
CHILD AGE 16 PLUS,34,WORK,24.7685429166667
CHILD AGE 16 PLUS,35,COMMUTE,50.3711549659722
CHILD AGE 16 PLUS,35,ESCORT,48.4954554166667
CHILD AGE 16 PLUS,35,HOME,193.960056666667
CHILD AGE 16 PLUS,35,MEAL,10.2932510416667
CHILD AGE 16 PLUS,35,OTHER,0
CHILD AGE 16 PLUS,35,SCHOOL,40.3771647916667
CHILD AGE 16 PLUS,35,SHOP,34.54081625
CHILD AGE 16 PLUS,35,SOC AND REC,32.525853125
CHILD AGE 16 PLUS,35,WORK,24.7685429166667
CHILD AGE 16 PLUS,36,COMMUTE,49.8688613545139
CHILD AGE 16 PLUS,36,ESCORT,63.4228885416667
CHILD AGE 16 PLUS,36,HOME,214.322351041667
CHILD AGE 16 PLUS,36,MEAL,7.72118083333333
CHILD AGE 16 PLUS,36,OTHER,0
CHILD AGE 16 PLUS,36,SCHOOL,24.8147502083333
CHILD AGE 16 PLUS,36,SHOP,25.237388125
CHILD AGE 16 PLUS,36,SOC AND REC,21.4387766666667
CHILD AGE 16 PLUS,36,WORK,0
CHILD AGE 16 PLUS,37,COMMUTE,29.7970402979167
CHILD AGE 16 PLUS,37,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,37,HOME,153.0251075
CHILD AGE 16 PLUS,37,MEAL,3.30214875
CHILD AGE 16 PLUS,37,OTHER,0
CHILD AGE 16 PLUS,37,SCHOOL,10.0707927083333
CHILD AGE 16 PLUS,37,SHOP,21.9836439583333
CHILD AGE 16 PLUS,37,SOC AND REC,31.83833375
CHILD AGE 16 PLUS,37,WORK,0
CHILD AGE 16 PLUS,38,COMMUTE,13.9958985163194
CHILD AGE 16 PLUS,38,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,38,HOME,161.016163333333
CHILD AGE 16 PLUS,38,MEAL,3.30214875
CHILD AGE 16 PLUS,38,OTHER,0
CHILD AGE 16 PLUS,38,SCHOOL,0
CHILD AGE 16 PLUS,38,SHOP,11.392553125
CHILD AGE 16 PLUS,38,SOC AND REC,6.76996520833333
CHILD AGE 16 PLUS,38,WORK,0
CHILD AGE 16 PLUS,39,COMMUTE,0
CHILD AGE 16 PLUS,39,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,39,HOME,123.782470416667
CHILD AGE 16 PLUS,39,MEAL,3.30214875
CHILD AGE 16 PLUS,39,OTHER,0
CHILD AGE 16 PLUS,39,SCHOOL,0
CHILD AGE 16 PLUS,39,SHOP,10.5750958333333
CHILD AGE 16 PLUS,39,SOC AND REC,0.762007083333333
CHILD AGE 16 PLUS,39,WORK,0
CHILD AGE 16 PLUS,40,COMMUTE,0
CHILD AGE 16 PLUS,40,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,40,HOME,123.782470416667
CHILD AGE 16 PLUS,40,MEAL,3.30214875
CHILD AGE 16 PLUS,40,OTHER,0
CHILD AGE 16 PLUS,40,SCHOOL,0
CHILD AGE 16 PLUS,40,SHOP,10.5750958333333
CHILD AGE 16 PLUS,40,SOC AND REC,0.762007083333333
CHILD AGE 16 PLUS,40,WORK,0
CHILD AGE 16 PLUS,41,COMMUTE,0.309882880555556
CHILD AGE 16 PLUS,41,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,41,HOME,124.5444775
CHILD AGE 16 PLUS,41,MEAL,3.30214875
CHILD AGE 16 PLUS,41,OTHER,0
CHILD AGE 16 PLUS,41,SCHOOL,0
CHILD AGE 16 PLUS,41,SHOP,10.5750958333333
CHILD AGE 16 PLUS,41,SOC AND REC,0.762007083333333
CHILD AGE 16 PLUS,41,WORK,0
CHILD AGE 16 PLUS,42,COMMUTE,0
CHILD AGE 16 PLUS,42,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,42,HOME,123.782470416667
CHILD AGE 16 PLUS,42,MEAL,3.30214875
CHILD AGE 16 PLUS,42,OTHER,0
CHILD AGE 16 PLUS,42,SCHOOL,0
CHILD AGE 16 PLUS,42,SHOP,10.5750958333333
CHILD AGE 16 PLUS,42,SOC AND REC,0
CHILD AGE 16 PLUS,42,WORK,0
CHILD AGE 16 PLUS,43,COMMUTE,0
CHILD AGE 16 PLUS,43,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,43,HOME,123.782470416667
CHILD AGE 16 PLUS,43,MEAL,3.30214875
CHILD AGE 16 PLUS,43,OTHER,0
CHILD AGE 16 PLUS,43,SCHOOL,0
CHILD AGE 16 PLUS,43,SHOP,10.5750958333333
CHILD AGE 16 PLUS,43,SOC AND REC,0
CHILD AGE 16 PLUS,43,WORK,0
CHILD AGE 16 PLUS,44,COMMUTE,0
CHILD AGE 16 PLUS,44,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,44,HOME,123.782470416667
CHILD AGE 16 PLUS,44,MEAL,3.30214875
CHILD AGE 16 PLUS,44,OTHER,0
CHILD AGE 16 PLUS,44,SCHOOL,0
CHILD AGE 16 PLUS,44,SHOP,10.5750958333333
CHILD AGE 16 PLUS,44,SOC AND REC,0
CHILD AGE 16 PLUS,44,WORK,0
CHILD AGE 16 PLUS,45,COMMUTE,0
CHILD AGE 16 PLUS,45,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,45,HOME,123.782470416667
CHILD AGE 16 PLUS,45,MEAL,3.30214875
CHILD AGE 16 PLUS,45,OTHER,0
CHILD AGE 16 PLUS,45,SCHOOL,0
CHILD AGE 16 PLUS,45,SHOP,10.5750958333333
CHILD AGE 16 PLUS,45,SOC AND REC,0
CHILD AGE 16 PLUS,45,WORK,0
CHILD AGE 16 PLUS,46,COMMUTE,0
CHILD AGE 16 PLUS,46,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,46,HOME,123.782470416667
CHILD AGE 16 PLUS,46,MEAL,3.30214875
CHILD AGE 16 PLUS,46,OTHER,0
CHILD AGE 16 PLUS,46,SCHOOL,0
CHILD AGE 16 PLUS,46,SHOP,10.5750958333333
CHILD AGE 16 PLUS,46,SOC AND REC,0
CHILD AGE 16 PLUS,46,WORK,0
CHILD AGE 16 PLUS,47,COMMUTE,0
CHILD AGE 16 PLUS,47,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,47,HOME,123.782470416667
CHILD AGE 16 PLUS,47,MEAL,3.30214875
CHILD AGE 16 PLUS,47,OTHER,0
CHILD AGE 16 PLUS,47,SCHOOL,0
CHILD AGE 16 PLUS,47,SHOP,10.5750958333333
CHILD AGE 16 PLUS,47,SOC AND REC,0
CHILD AGE 16 PLUS,47,WORK,0
CHILD AGE 16 PLUS,48,COMMUTE,0
CHILD AGE 16 PLUS,48,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,48,HOME,123.782470416667
CHILD AGE 16 PLUS,48,MEAL,3.30214875
CHILD AGE 16 PLUS,48,OTHER,0
CHILD AGE 16 PLUS,48,SCHOOL,0
CHILD AGE 16 PLUS,48,SHOP,10.5750958333333
CHILD AGE 16 PLUS,48,SOC AND REC,0
CHILD AGE 16 PLUS,48,WORK,0
FULL TIME WORKER,1,COMMUTE,110.950407585828
FULL TIME WORKER,1,ESCORT,0
FULL TIME WORKER,1,HOME,3456.27704166667
FULL TIME WORKER,1,MEAL,55.3018845833334
FULL TIME WORKER,1,OTHER,0
FULL TIME WORKER,1,SCHOOL,0
FULL TIME WORKER,1,SHOP,48.6428266666667
FULL TIME WORKER,1,SOC AND REC,32.312181875
FULL TIME WORKER,1,WORK,93.1259625
FULL TIME WORKER,2,COMMUTE,132.462472482588
FULL TIME WORKER,2,ESCORT,0
FULL TIME WORKER,2,HOME,3466.40557458334
FULL TIME WORKER,2,MEAL,41.410143125
FULL TIME WORKER,2,OTHER,0
FULL TIME WORKER,2,SCHOOL,0
FULL TIME WORKER,2,SHOP,50.5962025
FULL TIME WORKER,2,SOC AND REC,42.8991941666667
FULL TIME WORKER,2,WORK,161.57408625
FULL TIME WORKER,3,COMMUTE,91.077153234886
FULL TIME WORKER,3,ESCORT,0
FULL TIME WORKER,3,HOME,3456.10933791667
FULL TIME WORKER,3,MEAL,41.410143125
FULL TIME WORKER,3,OTHER,0
FULL TIME WORKER,3,SCHOOL,0
FULL TIME WORKER,3,SHOP,43.4132433333333
FULL TIME WORKER,3,SOC AND REC,44.7002472916667
FULL TIME WORKER,3,WORK,164.074450208333
FULL TIME WORKER,4,COMMUTE,193.085322015557
FULL TIME WORKER,4,ESCORT,0
FULL TIME WORKER,4,HOME,3449.52567937501
FULL TIME WORKER,4,MEAL,46.6721189583333
FULL TIME WORKER,4,OTHER,0
FULL TIME WORKER,4,SCHOOL,0
FULL TIME WORKER,4,SHOP,64.7254164583334
FULL TIME WORKER,4,SOC AND REC,104.243554583333
FULL TIME WORKER,4,WORK,211.564361666667
FULL TIME WORKER,5,COMMUTE,384.932350124693
FULL TIME WORKER,5,ESCORT,39.9011239583333
FULL TIME WORKER,5,HOME,3443.64399833334
FULL TIME WORKER,5,MEAL,68.65676625
FULL TIME WORKER,5,OTHER,0
FULL TIME WORKER,5,SCHOOL,0
FULL TIME WORKER,5,SHOP,113.87657625
FULL TIME WORKER,5,SOC AND REC,91.0852864583334
FULL TIME WORKER,5,WORK,312.419664375
FULL TIME WORKER,6,COMMUTE,849.605290322481
FULL TIME WORKER,6,ESCORT,26.7614610416667
FULL TIME WORKER,6,HOME,3331.832445625
FULL TIME WORKER,6,MEAL,214.943096875
FULL TIME WORKER,6,OTHER,0
FULL TIME WORKER,6,SCHOOL,0
FULL TIME WORKER,6,SHOP,98.6782554166667
FULL TIME WORKER,6,SOC AND REC,176.031180208333
FULL TIME WORKER,6,WORK,751.97639375
FULL TIME WORKER,7,COMMUTE,1374.12625802028
FULL TIME WORKER,7,ESCORT,41.9606820833333
FULL TIME WORKER,7,HOME,3311.152579375
FULL TIME WORKER,7,MEAL,179.075179166667
FULL TIME WORKER,7,OTHER,0
FULL TIME WORKER,7,SCHOOL,0
FULL TIME WORKER,7,SHOP,125.635170625
FULL TIME WORKER,7,SOC AND REC,480.008835833333
FULL TIME WORKER,7,WORK,1452.34295333333
FULL TIME WORKER,8,COMMUTE,2073.08798602385
FULL TIME WORKER,8,ESCORT,121.389519375
FULL TIME WORKER,8,HOME,3166.787465
FULL TIME WORKER,8,MEAL,175.379495
FULL TIME WORKER,8,OTHER,0
FULL TIME WORKER,8,SCHOOL,6.86995770833333
FULL TIME WORKER,8,SHOP,229.062249791667
FULL TIME WORKER,8,SOC AND REC,411.275077916666
FULL TIME WORKER,8,WORK,2569.68642770834
FULL TIME WORKER,9,COMMUTE,3072.23268404056
FULL TIME WORKER,9,ESCORT,242.970408541667
FULL TIME WORKER,9,HOME,3002.30844645834
FULL TIME WORKER,9,MEAL,325.152202083333
FULL TIME WORKER,9,OTHER,0
FULL TIME WORKER,9,SCHOOL,133.181576458333
FULL TIME WORKER,9,SHOP,400.693840625
FULL TIME WORKER,9,SOC AND REC,421.700447291667
FULL TIME WORKER,9,WORK,4399.12984020833
FULL TIME WORKER,10,COMMUTE,3753.89134231027
FULL TIME WORKER,10,ESCORT,292.033779375
FULL TIME WORKER,10,HOME,2639.06433270833
FULL TIME WORKER,10,MEAL,372.9833375
FULL TIME WORKER,10,OTHER,0
FULL TIME WORKER,10,SCHOOL,168.339252708333
FULL TIME WORKER,10,SHOP,611.256731458333
FULL TIME WORKER,10,SOC AND REC,412.4577075
FULL TIME WORKER,10,WORK,6741.39475312499
FULL TIME WORKER,11,COMMUTE,3420.75170859303
FULL TIME WORKER,11,ESCORT,276.02108625
FULL TIME WORKER,11,HOME,2230.73948375
FULL TIME WORKER,11,MEAL,358.298720625
FULL TIME WORKER,11,OTHER,0
FULL TIME WORKER,11,SCHOOL,136.881101458333
FULL TIME WORKER,11,SHOP,831.623994583333
FULL TIME WORKER,11,SOC AND REC,231.0347225
FULL TIME WORKER,11,WORK,9578.77950375
FULL TIME WORKER,12,COMMUTE,2625.29071803672
FULL TIME WORKER,12,ESCORT,186.850106875
FULL TIME WORKER,12,HOME,1827.204029375
FULL TIME WORKER,12,MEAL,310.483974166667
FULL TIME WORKER,12,OTHER,0
FULL TIME WORKER,12,SCHOOL,64.8254214583333
FULL TIME WORKER,12,SHOP,875.86907
FULL TIME WORKER,12,SOC AND REC,172.690824375
FULL TIME WORKER,12,WORK,11738.4754254167
FULL TIME WORKER,13,COMMUTE,1914.06070835237
FULL TIME WORKER,13,ESCORT,175.138434375
FULL TIME WORKER,13,HOME,1672.31075645833
FULL TIME WORKER,13,MEAL,240.279288541667
FULL TIME WORKER,13,OTHER,0
FULL TIME WORKER,13,SCHOOL,53.075714375
FULL TIME WORKER,13,SHOP,1039.03061395833
FULL TIME WORKER,13,SOC AND REC,295.182719791667
FULL TIME WORKER,13,WORK,12951.2611929167
FULL TIME WORKER,14,COMMUTE,1555.78480122754
FULL TIME WORKER,14,ESCORT,118.151525
FULL TIME WORKER,14,HOME,1621.919226875
FULL TIME WORKER,14,MEAL,244.916145416667
FULL TIME WORKER,14,OTHER,0
FULL TIME WORKER,14,SCHOOL,77.3504914583333
FULL TIME WORKER,14,SHOP,1252.40277854167
FULL TIME WORKER,14,SOC AND REC,314.237095416667
FULL TIME WORKER,14,WORK,13710.2545822917
FULL TIME WORKER,15,COMMUTE,1491.56581794648
FULL TIME WORKER,15,ESCORT,109.8886675
FULL TIME WORKER,15,HOME,1569.31519270833
FULL TIME WORKER,15,MEAL,203.11156625
FULL TIME WORKER,15,OTHER,0
FULL TIME WORKER,15,SCHOOL,73.2228241666667
FULL TIME WORKER,15,SHOP,1291.20400145833
FULL TIME WORKER,15,SOC AND REC,440.408646041667
FULL TIME WORKER,15,WORK,14202.9994095833
FULL TIME WORKER,16,COMMUTE,1275.72791982528
FULL TIME WORKER,16,ESCORT,88.2252054166667
FULL TIME WORKER,16,HOME,1752.419423125
FULL TIME WORKER,16,MEAL,288.947157916667
FULL TIME WORKER,16,OTHER,0
FULL TIME WORKER,16,SCHOOL,61.521615
FULL TIME WORKER,16,SHOP,1296.75866625
FULL TIME WORKER,16,SOC AND REC,361.474386875
FULL TIME WORKER,16,WORK,14309.4669052083
FULL TIME WORKER,17,COMMUTE,1281.86962650046
FULL TIME WORKER,17,ESCORT,71.70186625
FULL TIME WORKER,17,HOME,1721.30803208333
FULL TIME WORKER,17,MEAL,479.695056041667
FULL TIME WORKER,17,OTHER,0
FULL TIME WORKER,17,SCHOOL,41.103839375
FULL TIME WORKER,17,SHOP,1349.565368125
FULL TIME WORKER,17,SOC AND REC,357.363758541667
FULL TIME WORKER,17,WORK,14381.87487625
FULL TIME WORKER,18,COMMUTE,1250.24654200958
FULL TIME WORKER,18,ESCORT,81.0705579166667
FULL TIME WORKER,18,HOME,1779.250715625
FULL TIME WORKER,18,MEAL,784.19767625
FULL TIME WORKER,18,OTHER,0
FULL TIME WORKER,18,SCHOOL,41.103839375
FULL TIME WORKER,18,SHOP,1459.28447604167
FULL TIME WORKER,18,SOC AND REC,382.320123333333
FULL TIME WORKER,18,WORK,14390.33039375
FULL TIME WORKER,19,COMMUTE,1509.03916683131
FULL TIME WORKER,19,ESCORT,61.5037408333334
FULL TIME WORKER,19,HOME,2087.98990479166
FULL TIME WORKER,19,MEAL,1210.48134083333
FULL TIME WORKER,19,OTHER,0
FULL TIME WORKER,19,SCHOOL,45.6553470833333
FULL TIME WORKER,19,SHOP,1477.69273041667
FULL TIME WORKER,19,SOC AND REC,501.021679375
FULL TIME WORKER,19,WORK,14148.8481595833
FULL TIME WORKER,20,COMMUTE,1567.87548564522
FULL TIME WORKER,20,ESCORT,69.286724375
FULL TIME WORKER,20,HOME,1967.463780625
FULL TIME WORKER,20,MEAL,1258.622520625
FULL TIME WORKER,20,OTHER,0
FULL TIME WORKER,20,SCHOOL,41.103839375
FULL TIME WORKER,20,SHOP,1529.73675729167
FULL TIME WORKER,20,SOC AND REC,519.417528333333
FULL TIME WORKER,20,WORK,13967.384505625
FULL TIME WORKER,21,COMMUTE,1455.3824883542
FULL TIME WORKER,21,ESCORT,133.980736666667
FULL TIME WORKER,21,HOME,1937.904655
FULL TIME WORKER,21,MEAL,1071.48542875
FULL TIME WORKER,21,OTHER,0
FULL TIME WORKER,21,SCHOOL,41.103839375
FULL TIME WORKER,21,SHOP,1526.70605541667
FULL TIME WORKER,21,SOC AND REC,545.695900416667
FULL TIME WORKER,21,WORK,13963.1986122917
FULL TIME WORKER,22,COMMUTE,1361.26239537348
FULL TIME WORKER,22,ESCORT,141.075909166667
FULL TIME WORKER,22,HOME,1947.30200625
FULL TIME WORKER,22,MEAL,704.374491041667
FULL TIME WORKER,22,OTHER,0
FULL TIME WORKER,22,SCHOOL,51.706819375
FULL TIME WORKER,22,SHOP,1408.13710041667
FULL TIME WORKER,22,SOC AND REC,598.490757916667
FULL TIME WORKER,22,WORK,14205.582068125
FULL TIME WORKER,23,COMMUTE,1231.95148517608
FULL TIME WORKER,23,ESCORT,76.5254952083333
FULL TIME WORKER,23,HOME,1886.80284541667
FULL TIME WORKER,23,MEAL,535.040728958333
FULL TIME WORKER,23,OTHER,0
FULL TIME WORKER,23,SCHOOL,28.5753075
FULL TIME WORKER,23,SHOP,1499.00003520833
FULL TIME WORKER,23,SOC AND REC,528.5391325
FULL TIME WORKER,23,WORK,14173.4752841667
FULL TIME WORKER,24,COMMUTE,1393.84152081461
FULL TIME WORKER,24,ESCORT,92.8420152083334
FULL TIME WORKER,24,HOME,2010.48181604167
FULL TIME WORKER,24,MEAL,484.280652708334
FULL TIME WORKER,24,OTHER,0
FULL TIME WORKER,24,SCHOOL,28.5753075
FULL TIME WORKER,24,SHOP,1377.93343875
FULL TIME WORKER,24,SOC AND REC,549.962894375
FULL TIME WORKER,24,WORK,14156.36258625
FULL TIME WORKER,25,COMMUTE,1732.08631517695
FULL TIME WORKER,25,ESCORT,170.619518125
FULL TIME WORKER,25,HOME,2113.50336041666
FULL TIME WORKER,25,MEAL,492.776467291667
FULL TIME WORKER,25,OTHER,0
FULL TIME WORKER,25,SCHOOL,38.2567347916667
FULL TIME WORKER,25,SHOP,1310.729519375
FULL TIME WORKER,25,SOC AND REC,528.752717083333
FULL TIME WORKER,25,WORK,13848.4779441667
FULL TIME WORKER,26,COMMUTE,2103.52194082605
FULL TIME WORKER,26,ESCORT,192.722949583333
FULL TIME WORKER,26,HOME,2605.94804979166
FULL TIME WORKER,26,MEAL,349.838775208333
FULL TIME WORKER,26,OTHER,0
FULL TIME WORKER,26,SCHOOL,27.54447875
FULL TIME WORKER,26,SHOP,1391.59761854167
FULL TIME WORKER,26,SOC AND REC,529.848751041667
FULL TIME WORKER,26,WORK,13219.0203970833
FULL TIME WORKER,27,COMMUTE,2741.20673040367
FULL TIME WORKER,27,ESCORT,333.844214166667
FULL TIME WORKER,27,HOME,2974.61516333333
FULL TIME WORKER,27,MEAL,420.137969375
FULL TIME WORKER,27,OTHER,0
FULL TIME WORKER,27,SCHOOL,73.3571439583333
FULL TIME WORKER,27,SHOP,1517.20744395833
FULL TIME WORKER,27,SOC AND REC,611.810424791666
FULL TIME WORKER,27,WORK,12179.1661677083
FULL TIME WORKER,28,COMMUTE,3485.82357114262
FULL TIME WORKER,28,ESCORT,309.161058541667
FULL TIME WORKER,28,HOME,4027.06804770833
FULL TIME WORKER,28,MEAL,383.868775208334
FULL TIME WORKER,28,OTHER,0
FULL TIME WORKER,28,SCHOOL,75.867871875
FULL TIME WORKER,28,SHOP,1628.230330625
FULL TIME WORKER,28,SOC AND REC,552.608288125
FULL TIME WORKER,28,WORK,10639.8116577083
FULL TIME WORKER,29,COMMUTE,4403.87864283897
FULL TIME WORKER,29,ESCORT,332.223203541667
FULL TIME WORKER,29,HOME,4691.709501875
FULL TIME WORKER,29,MEAL,558.546705208333
FULL TIME WORKER,29,OTHER,0
FULL TIME WORKER,29,SCHOOL,85.0649229166667
FULL TIME WORKER,29,SHOP,1791.42570916667
FULL TIME WORKER,29,SOC AND REC,1009.751306875
FULL TIME WORKER,29,WORK,8772.91616374996
FULL TIME WORKER,30,COMMUTE,4497.08020321079
FULL TIME WORKER,30,ESCORT,306.945826666667
FULL TIME WORKER,30,HOME,5691.94770187499
FULL TIME WORKER,30,MEAL,667.028358125
FULL TIME WORKER,30,OTHER,0
FULL TIME WORKER,30,SCHOOL,29.59507125
FULL TIME WORKER,30,SHOP,1826.764516875
FULL TIME WORKER,30,SOC AND REC,1343.73350354167
FULL TIME WORKER,30,WORK,6011.93812499999
FULL TIME WORKER,31,COMMUTE,4255.68604843311
FULL TIME WORKER,31,ESCORT,264.308047291667
FULL TIME WORKER,31,HOME,6310.50783666665
FULL TIME WORKER,31,MEAL,881.836217916667
FULL TIME WORKER,31,OTHER,0
FULL TIME WORKER,31,SCHOOL,39.5595364583333
FULL TIME WORKER,31,SHOP,2081.313656875
FULL TIME WORKER,31,SOC AND REC,1668.26161875
FULL TIME WORKER,31,WORK,3985.48130270834
FULL TIME WORKER,32,COMMUTE,2932.01365524462
FULL TIME WORKER,32,ESCORT,220.16488
FULL TIME WORKER,32,HOME,5565.06113208332
FULL TIME WORKER,32,MEAL,967.393538333334
FULL TIME WORKER,32,OTHER,0
FULL TIME WORKER,32,SCHOOL,113.592798125
FULL TIME WORKER,32,SHOP,1810.494489375
FULL TIME WORKER,32,SOC AND REC,1843.71480479167
FULL TIME WORKER,32,WORK,2700.262566875
FULL TIME WORKER,33,COMMUTE,2312.98377775911
FULL TIME WORKER,33,ESCORT,265.954213958333
FULL TIME WORKER,33,HOME,4876.28382583333
FULL TIME WORKER,33,MEAL,1118.9468725
FULL TIME WORKER,33,OTHER,0
FULL TIME WORKER,33,SCHOOL,112.554763333333
FULL TIME WORKER,33,SHOP,1629.44871229167
FULL TIME WORKER,33,SOC AND REC,1860.87129270833
FULL TIME WORKER,33,WORK,2302.62428333333
FULL TIME WORKER,34,COMMUTE,1645.74668500048
FULL TIME WORKER,34,ESCORT,85.7572585416667
FULL TIME WORKER,34,HOME,4489.66997937499
FULL TIME WORKER,34,MEAL,952.530167083334
FULL TIME WORKER,34,OTHER,0
FULL TIME WORKER,34,SCHOOL,133.2970425
FULL TIME WORKER,34,SHOP,1274.60154520833
FULL TIME WORKER,34,SOC AND REC,1611.934768125
FULL TIME WORKER,34,WORK,1972.42930104167
FULL TIME WORKER,35,COMMUTE,1422.02843874325
FULL TIME WORKER,35,ESCORT,86.8095058333333
FULL TIME WORKER,35,HOME,4438.71914333333
FULL TIME WORKER,35,MEAL,849.019041041667
FULL TIME WORKER,35,OTHER,0
FULL TIME WORKER,35,SCHOOL,133.2970425
FULL TIME WORKER,35,SHOP,1029.02847208333
FULL TIME WORKER,35,SOC AND REC,1305.186360625
FULL TIME WORKER,35,WORK,1636.68913229167
FULL TIME WORKER,36,COMMUTE,1133.16551171358
FULL TIME WORKER,36,ESCORT,99.7665520833334
FULL TIME WORKER,36,HOME,4520.43414833332
FULL TIME WORKER,36,MEAL,682.930391875
FULL TIME WORKER,36,OTHER,0
FULL TIME WORKER,36,SCHOOL,48.7511091666667
FULL TIME WORKER,36,SHOP,798.676013958333
FULL TIME WORKER,36,SOC AND REC,1097.75962333333
FULL TIME WORKER,36,WORK,1199.3879775
FULL TIME WORKER,37,COMMUTE,885.436568963674
FULL TIME WORKER,37,ESCORT,106.783488541667
FULL TIME WORKER,37,HOME,4165.19610541666
FULL TIME WORKER,37,MEAL,581.79997375
FULL TIME WORKER,37,OTHER,0
FULL TIME WORKER,37,SCHOOL,29.595145625
FULL TIME WORKER,37,SHOP,396.70893
FULL TIME WORKER,37,SOC AND REC,758.607496666666
FULL TIME WORKER,37,WORK,979.002634791667
FULL TIME WORKER,38,COMMUTE,703.349606968403
FULL TIME WORKER,38,ESCORT,29.9096877083333
FULL TIME WORKER,38,HOME,4064.52450125
FULL TIME WORKER,38,MEAL,438.870260833333
FULL TIME WORKER,38,OTHER,0
FULL TIME WORKER,38,SCHOOL,8.85286645833334
FULL TIME WORKER,38,SHOP,241.567017916667
FULL TIME WORKER,38,SOC AND REC,700.265221041667
FULL TIME WORKER,38,WORK,768.019853125
FULL TIME WORKER,39,COMMUTE,555.161773450654
FULL TIME WORKER,39,ESCORT,35.46077375
FULL TIME WORKER,39,HOME,4025.66949854167
FULL TIME WORKER,39,MEAL,315.838447083333
FULL TIME WORKER,39,OTHER,0
FULL TIME WORKER,39,SCHOOL,0
FULL TIME WORKER,39,SHOP,139.465880416667
FULL TIME WORKER,39,SOC AND REC,469.001005208333
FULL TIME WORKER,39,WORK,628.795208958333
FULL TIME WORKER,40,COMMUTE,403.980088305076
FULL TIME WORKER,40,ESCORT,40.11704
FULL TIME WORKER,40,HOME,3834.22662541667
FULL TIME WORKER,40,MEAL,167.334573333333
FULL TIME WORKER,40,OTHER,0
FULL TIME WORKER,40,SCHOOL,0
FULL TIME WORKER,40,SHOP,136.628021458333
FULL TIME WORKER,40,SOC AND REC,298.108321041667
FULL TIME WORKER,40,WORK,516.498903958333
FULL TIME WORKER,41,COMMUTE,331.931714412834
FULL TIME WORKER,41,ESCORT,54.06687125
FULL TIME WORKER,41,HOME,3925.55703250001
FULL TIME WORKER,41,MEAL,111.00465
FULL TIME WORKER,41,OTHER,0
FULL TIME WORKER,41,SCHOOL,0
FULL TIME WORKER,41,SHOP,123.524548958333
FULL TIME WORKER,41,SOC AND REC,216.395997916667
FULL TIME WORKER,41,WORK,402.092895
FULL TIME WORKER,42,COMMUTE,265.471255578798
FULL TIME WORKER,42,ESCORT,18.859589375
FULL TIME WORKER,42,HOME,3735.01005791667
FULL TIME WORKER,42,MEAL,75.9365772916667
FULL TIME WORKER,42,OTHER,0
FULL TIME WORKER,42,SCHOOL,0
FULL TIME WORKER,42,SHOP,136.172200208333
FULL TIME WORKER,42,SOC AND REC,129.518579375
FULL TIME WORKER,42,WORK,343.435920416667
FULL TIME WORKER,43,COMMUTE,207.391384789565
FULL TIME WORKER,43,ESCORT,21.896825
FULL TIME WORKER,43,HOME,3730.38166979167
FULL TIME WORKER,43,MEAL,40.3550302083333
FULL TIME WORKER,43,OTHER,0
FULL TIME WORKER,43,SCHOOL,0
FULL TIME WORKER,43,SHOP,62.4008220833333
FULL TIME WORKER,43,SOC AND REC,57.0332495833334
FULL TIME WORKER,43,WORK,248.33190125
FULL TIME WORKER,44,COMMUTE,164.723421104843
FULL TIME WORKER,44,ESCORT,15.550014375
FULL TIME WORKER,44,HOME,3641.375529375
FULL TIME WORKER,44,MEAL,60.7793939583333
FULL TIME WORKER,44,OTHER,0
FULL TIME WORKER,44,SCHOOL,0
FULL TIME WORKER,44,SHOP,36.5848810416667
FULL TIME WORKER,44,SOC AND REC,49.26534375
FULL TIME WORKER,44,WORK,192.023743333333
FULL TIME WORKER,45,COMMUTE,158.828934365607
FULL TIME WORKER,45,ESCORT,14.2151077083333
FULL TIME WORKER,45,HOME,3656.29399645834
FULL TIME WORKER,45,MEAL,52.328624375
FULL TIME WORKER,45,OTHER,0
FULL TIME WORKER,45,SCHOOL,0
FULL TIME WORKER,45,SHOP,30.8793677083333
FULL TIME WORKER,45,SOC AND REC,48.1262370833333
FULL TIME WORKER,45,WORK,159.294143541667
FULL TIME WORKER,46,COMMUTE,150.277756766302
FULL TIME WORKER,46,ESCORT,14.2151077083333
FULL TIME WORKER,46,HOME,3690.96190125001
FULL TIME WORKER,46,MEAL,40.9614983333333
FULL TIME WORKER,46,OTHER,0
FULL TIME WORKER,46,SCHOOL,0
