ZONE,COUNTY,PERSON GROUP,QUANTITY
761,Davidson,RESIDENTS,1204.54
761,Davidson,VISITORS,19.15
762,Davidson,RESIDENTS,2239.15
762,Davidson,VISITORS,12.88
763,Davidson,RESIDENTS,351.71
763,Davidson,VISITORS,1
764,Davidson,RESIDENTS,1194.83
764,Davidson,VISITORS,9.65
765,Davidson,RESIDENTS,292.78
765,Davidson,VISITORS,24.75
766,Davidson,RESIDENTS,2274.79
766,Davidson,VISITORS,29.99
767,Davidson,RESIDENTS,3379.38
767,Davidson,VISITORS,52.86
768,Davidson,RESIDENTS,1477.53
768,Davidson,VISITORS,11.44
769,Davidson,RESIDENTS,345.88
769,Davidson,VISITORS,2.24
770,Davidson,RESIDENTS,818.31
770,Davidson,VISITORS,20.72
771,Davidson,RESIDENTS,913.35
771,Davidson,VISITORS,1.05
772,Davidson,RESIDENTS,1353.16
772,Davidson,VISITORS,16.84
773,Davidson,RESIDENTS,2267.16
773,Davidson,VISITORS,349.42
774,Davidson,RESIDENTS,3089.62
774,Davidson,VISITORS,20.53
775,Davidson,RESIDENTS,8017.57
775,Davidson,VISITORS,30.1
776,Davidson,RESIDENTS,1993.79
776,Davidson,VISITORS,25.12
777,Davidson,RESIDENTS,4406.5
777,Davidson,VISITORS,28.88
778,Davidson,RESIDENTS,3421.98
778,Davidson,VISITORS,34.97
779,Davidson,RESIDENTS,1201.48
779,Davidson,VISITORS,3.04
780,Davidson,RESIDENTS,1228.94
780,Davidson,VISITORS,34.57
781,Davidson,RESIDENTS,7630.88
781,Davidson,VISITORS,223.36
782,Davidson,RESIDENTS,2935.46
782,Davidson,VISITORS,105.86
783,Davidson,RESIDENTS,1298.71
783,Davidson,VISITORS,50.62
784,Davidson,RESIDENTS,2525.25
784,Davidson,VISITORS,50.43
785,Davidson,RESIDENTS,7553.87
785,Davidson,VISITORS,99.96
786,Davidson,RESIDENTS,1484.88
786,Davidson,VISITORS,66.49
787,Davidson,RESIDENTS,1865.11
787,Davidson,VISITORS,27.35
788,Davidson,RESIDENTS,104.23
788,Davidson,VISITORS,0
789,Davidson,RESIDENTS,3013.78
789,Davidson,VISITORS,127.01
790,Davidson,RESIDENTS,983.47
790,Davidson,VISITORS,18.79
791,Davidson,RESIDENTS,3940.73
791,Davidson,VISITORS,24.64
792,Davidson,RESIDENTS,1200.23
792,Davidson,VISITORS,38.73
793,Davidson,RESIDENTS,1514.84
793,Davidson,VISITORS,15.94
794,Davidson,RESIDENTS,4578.74
794,Davidson,VISITORS,28.79
795,Davidson,RESIDENTS,3723.46
795,Davidson,VISITORS,31.74
796,Davidson,RESIDENTS,3314.08
796,Davidson,VISITORS,36.78
797,Davidson,RESIDENTS,5443.84
797,Davidson,VISITORS,64.75
798,Davidson,RESIDENTS,1653.03
798,Davidson,VISITORS,4.27
799,Davidson,RESIDENTS,1916.69
799,Davidson,VISITORS,4.15
800,Davidson,RESIDENTS,2303.49
800,Davidson,VISITORS,18.38
801,Davidson,RESIDENTS,2194.39
801,Davidson,VISITORS,19.65
802,Davidson,RESIDENTS,1664.95
802,Davidson,VISITORS,7.56
803,Davidson,RESIDENTS,2920.95
803,Davidson,VISITORS,29.89
804,Davidson,RESIDENTS,1172.26
804,Davidson,VISITORS,7.92
805,Davidson,RESIDENTS,1430.75
805,Davidson,VISITORS,12.82
806,Davidson,RESIDENTS,1229.47
806,Davidson,VISITORS,9.16
807,Davidson,RESIDENTS,1184.75
807,Davidson,VISITORS,4.59
808,Davidson,RESIDENTS,2297.21
808,Davidson,VISITORS,25.05
809,Davidson,RESIDENTS,2239.1
809,Davidson,VISITORS,11.07
810,Davidson,RESIDENTS,920.68
810,Davidson,VISITORS,10.49
811,Davidson,RESIDENTS,2249.81
811,Davidson,VISITORS,4.16
812,Davidson,RESIDENTS,3211.32
812,Davidson,VISITORS,19.87
813,Davidson,RESIDENTS,1040.42
813,Davidson,VISITORS,6.8
814,Davidson,RESIDENTS,961.93
814,Davidson,VISITORS,1.55
815,Davidson,RESIDENTS,1390.56
815,Davidson,VISITORS,10.62
816,Davidson,RESIDENTS,1279.53
816,Davidson,VISITORS,4.15
817,Davidson,RESIDENTS,2639.93
817,Davidson,VISITORS,13.7
818,Davidson,RESIDENTS,867.07
818,Davidson,VISITORS,5.9
819,Davidson,RESIDENTS,184.5
819,Davidson,VISITORS,1.03
820,Davidson,RESIDENTS,1323.91
820,Davidson,VISITORS,6.73
821,Davidson,RESIDENTS,1361.21
821,Davidson,VISITORS,8.72
822,Davidson,RESIDENTS,1666.63
822,Davidson,VISITORS,14.52
823,Davidson,RESIDENTS,1479.66
823,Davidson,VISITORS,61.45
824,Davidson,RESIDENTS,2991.91
824,Davidson,VISITORS,32.25
825,Davidson,RESIDENTS,5228.98
825,Davidson,VISITORS,190.96
826,Davidson,RESIDENTS,4958.8
826,Davidson,VISITORS,55.15
827,Davidson,RESIDENTS,819.46
827,Davidson,VISITORS,5.76
828,Davidson,RESIDENTS,1265.77
828,Davidson,VISITORS,1.44
829,Davidson,RESIDENTS,1838.83
829,Davidson,VISITORS,47.98
830,Davidson,RESIDENTS,854.28
830,Davidson,VISITORS,11.53
831,Davidson,RESIDENTS,2002.21
831,Davidson,VISITORS,62.1
832,Davidson,RESIDENTS,5551.84
832,Davidson,VISITORS,156.01
833,Davidson,RESIDENTS,3677.77
833,Davidson,VISITORS,41.85
834,Davidson,RESIDENTS,1974.11
834,Davidson,VISITORS,27.11
835,Davidson,RESIDENTS,781.09
835,Davidson,VISITORS,5.5
836,Davidson,RESIDENTS,1952.01
836,Davidson,VISITORS,50.79
837,Davidson,RESIDENTS,2955.22
837,Davidson,VISITORS,35.22
838,Davidson,RESIDENTS,1885.98
838,Davidson,VISITORS,5.59
839,Davidson,RESIDENTS,4242.5
839,Davidson,VISITORS,19.76
840,Davidson,RESIDENTS,3783.58
840,Davidson,VISITORS,13.72
841,Davidson,RESIDENTS,1270.89
841,Davidson,VISITORS,16.78
842,Davidson,RESIDENTS,2115.8
842,Davidson,VISITORS,8.33
843,Davidson,RESIDENTS,2467.25
843,Davidson,VISITORS,13.42
844,Davidson,RESIDENTS,997.51
844,Davidson,VISITORS,13.53
845,Davidson,RESIDENTS,1714.53
845,Davidson,VISITORS,19.27
846,Davidson,RESIDENTS,1942.57
846,Davidson,VISITORS,14.47
847,Davidson,RESIDENTS,6103.22
847,Davidson,VISITORS,911.6
848,Davidson,RESIDENTS,1010.2
848,Davidson,VISITORS,50
849,Davidson,RESIDENTS,2264.17
849,Davidson,VISITORS,16.99
850,Davidson,RESIDENTS,5241.38
850,Davidson,VISITORS,128.67
851,Davidson,RESIDENTS,5235.52
851,Davidson,VISITORS,41.21
852,Davidson,RESIDENTS,5254.18
852,Davidson,VISITORS,32.39
853,Davidson,RESIDENTS,11827.04
853,Davidson,VISITORS,52.94
854,Davidson,RESIDENTS,3846.96
854,Davidson,VISITORS,136.57
855,Davidson,RESIDENTS,1270.47
855,Davidson,VISITORS,23.4
856,Davidson,RESIDENTS,4510.37
856,Davidson,VISITORS,42.08
857,Davidson,RESIDENTS,2648.12
857,Davidson,VISITORS,37.59
858,Davidson,RESIDENTS,2255.33
858,Davidson,VISITORS,148.17
859,Davidson,RESIDENTS,2339.89
859,Davidson,VISITORS,187.94
860,Davidson,RESIDENTS,3957.67
860,Davidson,VISITORS,415.48
861,Davidson,RESIDENTS,4502.47
861,Davidson,VISITORS,54.02
862,Davidson,RESIDENTS,3504.28
862,Davidson,VISITORS,146.1
863,Davidson,RESIDENTS,2580.57
863,Davidson,VISITORS,11.54
864,Davidson,RESIDENTS,4030.29
864,Davidson,VISITORS,22.46
865,Davidson,RESIDENTS,1262.08
865,Davidson,VISITORS,12.05
866,Davidson,RESIDENTS,3512.99
866,Davidson,VISITORS,40.44
867,Davidson,RESIDENTS,2243.2
867,Davidson,VISITORS,17.93
868,Davidson,RESIDENTS,1680.73
868,Davidson,VISITORS,26.06
869,Davidson,RESIDENTS,1794.48
869,Davidson,VISITORS,11.52
870,Davidson,RESIDENTS,541.9
870,Davidson,VISITORS,17.01
871,Davidson,RESIDENTS,1.09
871,Davidson,VISITORS,0
872,Davidson,RESIDENTS,282.82
872,Davidson,VISITORS,11.31
873,Davidson,RESIDENTS,71
873,Davidson,VISITORS,0
874,Davidson,RESIDENTS,1041.52
874,Davidson,VISITORS,102.5
875,Davidson,RESIDENTS,901.43
875,Davidson,VISITORS,55.43
876,Davidson,RESIDENTS,3809.73
876,Davidson,VISITORS,248.75
877,Davidson,RESIDENTS,2583.78
877,Davidson,VISITORS,179.91
878,Davidson,RESIDENTS,167.19
878,Davidson,VISITORS,0.43
879,Davidson,RESIDENTS,894.43
879,Davidson,VISITORS,6.3
880,Davidson,RESIDENTS,928.38
880,Davidson,VISITORS,38.19
881,Davidson,RESIDENTS,38.77
881,Davidson,VISITORS,0
882,Davidson,RESIDENTS,6013.78
882,Davidson,VISITORS,54.21
883,Davidson,RESIDENTS,274.72
883,Davidson,VISITORS,1.31
884,Davidson,RESIDENTS,2055.12
884,Davidson,VISITORS,36.05
885,Davidson,RESIDENTS,1080.13
885,Davidson,VISITORS,12.15
886,Davidson,RESIDENTS,5851.84
886,Davidson,VISITORS,169.32
887,Davidson,RESIDENTS,2763.27
887,Davidson,VISITORS,47.92
888,Davidson,RESIDENTS,83.78
888,Davidson,VISITORS,4.42
889,Davidson,RESIDENTS,543.5
889,Davidson,VISITORS,25.1
890,Davidson,RESIDENTS,2970.31
890,Davidson,VISITORS,88.35
891,Davidson,RESIDENTS,5969.67
891,Davidson,VISITORS,260.19
892,Davidson,RESIDENTS,3969.57
892,Davidson,VISITORS,57.1
893,Davidson,RESIDENTS,1967.6
893,Davidson,VISITORS,98.34
894,Davidson,RESIDENTS,2267.08
894,Davidson,VISITORS,44.93
895,Davidson,RESIDENTS,2815.81
895,Davidson,VISITORS,38.26
896,Davidson,RESIDENTS,1722.92
896,Davidson,VISITORS,27.99
897,Davidson,RESIDENTS,1141.87
897,Davidson,VISITORS,59.23
898,Davidson,RESIDENTS,2238.9
898,Davidson,VISITORS,72.58
899,Davidson,RESIDENTS,1617.41
899,Davidson,VISITORS,96.44
900,Davidson,RESIDENTS,652.86
900,Davidson,VISITORS,220.1
901,Davidson,RESIDENTS,1544.98
901,Davidson,VISITORS,32.46
902,Davidson,RESIDENTS,1689.36
902,Davidson,VISITORS,71.02
903,Davidson,RESIDENTS,2776.39
903,Davidson,VISITORS,261.74
904,Davidson,RESIDENTS,4996.27
904,Davidson,VISITORS,418.13
905,Davidson,RESIDENTS,926.66
905,Davidson,VISITORS,61.11
906,Davidson,RESIDENTS,2887.83
906,Davidson,VISITORS,222.6
907,Davidson,RESIDENTS,724.65
907,Davidson,VISITORS,13.11
908,Davidson,RESIDENTS,1019.17
908,Davidson,VISITORS,144.98
909,Davidson,RESIDENTS,1487.65
909,Davidson,VISITORS,77.2
910,Davidson,RESIDENTS,550.77
910,Davidson,VISITORS,32.42
911,Davidson,RESIDENTS,714.45
911,Davidson,VISITORS,73.07
912,Davidson,RESIDENTS,1352.43
912,Davidson,VISITORS,46.42
913,Davidson,RESIDENTS,1045.14
913,Davidson,VISITORS,11.23
914,Davidson,RESIDENTS,621.63
914,Davidson,VISITORS,13.45
915,Davidson,RESIDENTS,504.75
915,Davidson,VISITORS,78.37
916,Davidson,RESIDENTS,1393.54
916,Davidson,VISITORS,79.62
917,Davidson,RESIDENTS,528.97
917,Davidson,VISITORS,68.79
918,Davidson,RESIDENTS,193.74
918,Davidson,VISITORS,4.51
919,Davidson,RESIDENTS,1386.68
919,Davidson,VISITORS,67.93
920,Davidson,RESIDENTS,1331.71
920,Davidson,VISITORS,43.12
921,Davidson,RESIDENTS,1374.38
921,Davidson,VISITORS,18.57
922,Davidson,RESIDENTS,1096.76
922,Davidson,VISITORS,43.08
923,Davidson,RESIDENTS,1092.68
923,Davidson,VISITORS,48.36
924,Davidson,RESIDENTS,817.87
924,Davidson,VISITORS,9.22
925,Davidson,RESIDENTS,1142.88
925,Davidson,VISITORS,164.61
926,Davidson,RESIDENTS,3186.39
926,Davidson,VISITORS,137.27
927,Davidson,RESIDENTS,331.44
927,Davidson,VISITORS,6.1
928,Davidson,RESIDENTS,1342.45
928,Davidson,VISITORS,71.81
929,Davidson,RESIDENTS,575.3
929,Davidson,VISITORS,88.08
930,Davidson,RESIDENTS,460.56
930,Davidson,VISITORS,21.02
931,Davidson,RESIDENTS,617.33
931,Davidson,VISITORS,97.92
932,Davidson,RESIDENTS,416
932,Davidson,VISITORS,4.47
933,Davidson,RESIDENTS,1186.29
933,Davidson,VISITORS,55.23
934,Davidson,RESIDENTS,493.31
934,Davidson,VISITORS,1.45
935,Davidson,RESIDENTS,1232.66
935,Davidson,VISITORS,16.54
936,Davidson,RESIDENTS,820.97
936,Davidson,VISITORS,19.34
937,Davidson,RESIDENTS,1154.89
937,Davidson,VISITORS,0
938,Davidson,RESIDENTS,1731.94
938,Davidson,VISITORS,67.48
939,Davidson,RESIDENTS,1924.58
939,Davidson,VISITORS,57.87
940,Davidson,RESIDENTS,416.09
940,Davidson,VISITORS,15.78
941,Davidson,RESIDENTS,1389.71
941,Davidson,VISITORS,6.57
942,Davidson,RESIDENTS,986.76
942,Davidson,VISITORS,20.55
943,Davidson,RESIDENTS,554.2
943,Davidson,VISITORS,27.93
944,Davidson,RESIDENTS,1435.71
944,Davidson,VISITORS,44.83
945,Davidson,RESIDENTS,4843.79
945,Davidson,VISITORS,209.72
946,Davidson,RESIDENTS,2999.44
946,Davidson,VISITORS,34.03
947,Davidson,RESIDENTS,1961.6
947,Davidson,VISITORS,48.3
948,Davidson,RESIDENTS,1909.63
948,Davidson,VISITORS,31.96
949,Davidson,RESIDENTS,1216.35
949,Davidson,VISITORS,55.39
950,Davidson,RESIDENTS,3295.73
950,Davidson,VISITORS,82.07
951,Davidson,RESIDENTS,3868.27
951,Davidson,VISITORS,70.15
952,Davidson,RESIDENTS,1382.34
952,Davidson,VISITORS,112.64
953,Davidson,RESIDENTS,386.01
953,Davidson,VISITORS,1.69
954,Davidson,RESIDENTS,1012.34
954,Davidson,VISITORS,12.97
955,Davidson,RESIDENTS,5248.54
955,Davidson,VISITORS,68.41
956,Davidson,RESIDENTS,553.54
956,Davidson,VISITORS,3.06
957,Davidson,RESIDENTS,1334.1
957,Davidson,VISITORS,64.72
958,Davidson,RESIDENTS,2463.48
958,Davidson,VISITORS,144.13
959,Davidson,RESIDENTS,431.89
959,Davidson,VISITORS,5.48
960,Davidson,RESIDENTS,1822.71
960,Davidson,VISITORS,65.66
961,Davidson,RESIDENTS,3905.84
961,Davidson,VISITORS,166.27
962,Davidson,RESIDENTS,2854.56
962,Davidson,VISITORS,127.95
963,Davidson,RESIDENTS,2471.46
963,Davidson,VISITORS,99.85
964,Davidson,RESIDENTS,5744.18
964,Davidson,VISITORS,557.59
965,Davidson,RESIDENTS,759.09
965,Davidson,VISITORS,64.64
966,Davidson,RESIDENTS,4252.61
966,Davidson,VISITORS,145.83
967,Davidson,RESIDENTS,6172.32
967,Davidson,VISITORS,756.18
968,Davidson,RESIDENTS,9391.34
968,Davidson,VISITORS,285.29
969,Davidson,RESIDENTS,3655.29
969,Davidson,VISITORS,243.72
970,Davidson,RESIDENTS,965.79
970,Davidson,VISITORS,9.23
971,Davidson,RESIDENTS,22072.37
971,Davidson,VISITORS,2534.26
972,Davidson,RESIDENTS,1884.6
972,Davidson,VISITORS,37.6
973,Davidson,RESIDENTS,2878.13
973,Davidson,VISITORS,109.71
974,Davidson,RESIDENTS,4181.9
974,Davidson,VISITORS,147.63
975,Davidson,RESIDENTS,1004.64
975,Davidson,VISITORS,25.85
976,Davidson,RESIDENTS,738.03
976,Davidson,VISITORS,21.87
977,Davidson,RESIDENTS,2437.79
977,Davidson,VISITORS,84.71
978,Davidson,RESIDENTS,4332.32
978,Davidson,VISITORS,272.91
979,Davidson,RESIDENTS,791.65
979,Davidson,VISITORS,97.55
980,Davidson,RESIDENTS,1102.71
980,Davidson,VISITORS,28.51
981,Davidson,RESIDENTS,4545.62
981,Davidson,VISITORS,215.85
982,Davidson,RESIDENTS,3215.84
982,Davidson,VISITORS,156.76
983,Davidson,RESIDENTS,2019.06
983,Davidson,VISITORS,130
984,Davidson,RESIDENTS,433.66
984,Davidson,VISITORS,26.68
985,Davidson,RESIDENTS,903.09
985,Davidson,VISITORS,27.64
986,Davidson,RESIDENTS,785.75
986,Davidson,VISITORS,10.23
987,Davidson,RESIDENTS,808
987,Davidson,VISITORS,37.65
988,Davidson,RESIDENTS,805.29
988,Davidson,VISITORS,12.31
989,Davidson,RESIDENTS,459.05
989,Davidson,VISITORS,19.55
990,Davidson,RESIDENTS,505.33
990,Davidson,VISITORS,12.53
991,Davidson,RESIDENTS,373.86
991,Davidson,VISITORS,3.34
992,Davidson,RESIDENTS,1369.4
992,Davidson,VISITORS,21.12
993,Davidson,RESIDENTS,6435.82
993,Davidson,VISITORS,788.19
994,Davidson,RESIDENTS,525.67
994,Davidson,VISITORS,26.96
995,Davidson,RESIDENTS,527.7
995,Davidson,VISITORS,19.31
996,Davidson,RESIDENTS,608
996,Davidson,VISITORS,20.66
997,Davidson,RESIDENTS,818.85
997,Davidson,VISITORS,31.31
998,Davidson,RESIDENTS,648.96
998,Davidson,VISITORS,7.82
999,Davidson,RESIDENTS,1511.91
999,Davidson,VISITORS,66.89
1000,Davidson,RESIDENTS,960.54
1000,Davidson,VISITORS,27.02
1001,Davidson,RESIDENTS,2664.55
1001,Davidson,VISITORS,123.74
1002,Davidson,RESIDENTS,3795.79
1002,Davidson,VISITORS,275.32
1003,Davidson,RESIDENTS,312.29
1003,Davidson,VISITORS,3.28
1004,Davidson,RESIDENTS,1083.58
1004,Davidson,VISITORS,47.48
1005,Davidson,RESIDENTS,937.43
1005,Davidson,VISITORS,64.11
1006,Davidson,RESIDENTS,540.19
1006,Davidson,VISITORS,11.2
1007,Davidson,RESIDENTS,1486.27
1007,Davidson,VISITORS,31.96
1008,Davidson,RESIDENTS,919.33
1008,Davidson,VISITORS,56.76
1009,Davidson,RESIDENTS,325.09
1009,Davidson,VISITORS,13.11
1010,Davidson,RESIDENTS,1514.25
1010,Davidson,VISITORS,38.58
1011,Davidson,RESIDENTS,963.03
1011,Davidson,VISITORS,17.76
1012,Davidson,RESIDENTS,732.24
1012,Davidson,VISITORS,56.38
1013,Davidson,RESIDENTS,2322.53
1013,Davidson,VISITORS,83.41
1014,Davidson,RESIDENTS,138.2
1014,Davidson,VISITORS,3.61
1015,Davidson,RESIDENTS,708.07
1015,Davidson,VISITORS,5.26
1016,Davidson,RESIDENTS,924.17
1016,Davidson,VISITORS,44.32
1017,Davidson,RESIDENTS,322.84
1017,Davidson,VISITORS,18.64
1018,Davidson,RESIDENTS,275.4
1018,Davidson,VISITORS,9.25
1019,Davidson,RESIDENTS,1481.29
1019,Davidson,VISITORS,18.54
1020,Davidson,RESIDENTS,1641.71
1020,Davidson,VISITORS,32.32
1021,Davidson,RESIDENTS,559.03
1021,Davidson,VISITORS,4.87
1022,Davidson,RESIDENTS,696.88
1022,Davidson,VISITORS,12.93
1023,Davidson,RESIDENTS,248.57
1023,Davidson,VISITORS,6.86
1024,Davidson,RESIDENTS,363.3
1024,Davidson,VISITORS,18.23
1025,Davidson,RESIDENTS,1791.82
1025,Davidson,VISITORS,85.7
1026,Davidson,RESIDENTS,1641.28
1026,Davidson,VISITORS,17.55
1027,Davidson,RESIDENTS,1868.82
1027,Davidson,VISITORS,11.26
1028,Davidson,RESIDENTS,1021.15
1028,Davidson,VISITORS,67.58
1029,Davidson,RESIDENTS,980.42
1029,Davidson,VISITORS,43.92
1030,Davidson,RESIDENTS,1713.2
1030,Davidson,VISITORS,10.99
1031,Davidson,RESIDENTS,1711.4
1031,Davidson,VISITORS,52.43
1032,Davidson,RESIDENTS,3458.49
1032,Davidson,VISITORS,75.95
1033,Davidson,RESIDENTS,2178.41
1033,Davidson,VISITORS,73.32
1034,Davidson,RESIDENTS,3702.96
1034,Davidson,VISITORS,47.92
1035,Davidson,RESIDENTS,974.88
1035,Davidson,VISITORS,16.82
1036,Davidson,RESIDENTS,2270.64
1036,Davidson,VISITORS,47.74
1037,Davidson,RESIDENTS,3639.06
1037,Davidson,VISITORS,246.38
1038,Davidson,RESIDENTS,804.35
1038,Davidson,VISITORS,27.63
1039,Davidson,RESIDENTS,1555.4
1039,Davidson,VISITORS,143.62
1040,Davidson,RESIDENTS,3147.45
1040,Davidson,VISITORS,141.67
1041,Davidson,RESIDENTS,2201.82
1041,Davidson,VISITORS,83.77
1042,Davidson,RESIDENTS,3164.61
1042,Davidson,VISITORS,64.1
1043,Davidson,RESIDENTS,2653.21
1043,Davidson,VISITORS,309.54
1044,Davidson,RESIDENTS,875.07
1044,Davidson,VISITORS,28.24
1045,Davidson,RESIDENTS,1018.08
1045,Davidson,VISITORS,10.83
1046,Davidson,RESIDENTS,1340.09
1046,Davidson,VISITORS,93.09
1047,Davidson,RESIDENTS,1584.02
1047,Davidson,VISITORS,12.6
1048,Davidson,RESIDENTS,1612.91
1048,Davidson,VISITORS,7.27
1049,Davidson,RESIDENTS,3821.63
1049,Davidson,VISITORS,62.36
1050,Davidson,RESIDENTS,2504.22
1050,Davidson,VISITORS,130.43
1051,Davidson,RESIDENTS,1046.4
1051,Davidson,VISITORS,8.93
1052,Davidson,RESIDENTS,300.47
1052,Davidson,VISITORS,1.89
1053,Davidson,RESIDENTS,369.26
1053,Davidson,VISITORS,73.01
1054,Davidson,RESIDENTS,54.67
1054,Davidson,VISITORS,0
1055,Davidson,RESIDENTS,529.34
1055,Davidson,VISITORS,10.35
1056,Davidson,RESIDENTS,73.56
1056,Davidson,VISITORS,0
1057,Davidson,RESIDENTS,1180.24
1057,Davidson,VISITORS,25.12
1058,Davidson,RESIDENTS,3380.73
1058,Davidson,VISITORS,25.86
1059,Davidson,RESIDENTS,1763.69
1059,Davidson,VISITORS,22.86
1060,Davidson,RESIDENTS,1424.42
1060,Davidson,VISITORS,25.1
1061,Davidson,RESIDENTS,573.89
1061,Davidson,VISITORS,10.75
1062,Davidson,RESIDENTS,2390.16
1062,Davidson,VISITORS,62.06
1063,Davidson,RESIDENTS,906.06
1063,Davidson,VISITORS,20.4
1064,Davidson,RESIDENTS,517.67
1064,Davidson,VISITORS,21.86
1065,Davidson,RESIDENTS,935.19
1065,Davidson,VISITORS,16.49
1066,Davidson,RESIDENTS,2358.88
1066,Davidson,VISITORS,7.41
1067,Davidson,RESIDENTS,2231.58
1067,Davidson,VISITORS,19.43
1068,Davidson,RESIDENTS,1315.87
1068,Davidson,VISITORS,14.18
1069,Davidson,RESIDENTS,1952.94
1069,Davidson,VISITORS,96.95
1070,Davidson,RESIDENTS,3109.57
1070,Davidson,VISITORS,122.86
1071,Davidson,RESIDENTS,1098.61
1071,Davidson,VISITORS,22.08
1072,Davidson,RESIDENTS,1402.02
1072,Davidson,VISITORS,8.53
1073,Davidson,RESIDENTS,408.86
1073,Davidson,VISITORS,6.92
1074,Davidson,RESIDENTS,2453.07
1074,Davidson,VISITORS,123.95
1075,Davidson,RESIDENTS,747.57
1075,Davidson,VISITORS,71.16
1076,Davidson,RESIDENTS,890.23
1076,Davidson,VISITORS,13.81
1077,Davidson,RESIDENTS,605.85
1077,Davidson,VISITORS,12.37
1078,Davidson,RESIDENTS,2923.84
1078,Davidson,VISITORS,82.91
1079,Davidson,RESIDENTS,1787.26
1079,Davidson,VISITORS,65.04
1080,Davidson,RESIDENTS,855.8
1080,Davidson,VISITORS,20.15
1081,Davidson,RESIDENTS,96.24
1081,Davidson,VISITORS,0.31
1082,Davidson,RESIDENTS,752.41
1082,Davidson,VISITORS,7.56
1083,Davidson,RESIDENTS,949.03
1083,Davidson,VISITORS,6.29
1084,Davidson,RESIDENTS,1074.29
1084,Davidson,VISITORS,31.84
1085,Davidson,RESIDENTS,1236.75
1085,Davidson,VISITORS,32.08
1086,Davidson,RESIDENTS,177.16
1086,Davidson,VISITORS,10.17
1087,Davidson,RESIDENTS,1378.15
1087,Davidson,VISITORS,21.24
1088,Davidson,RESIDENTS,1405.03
1088,Davidson,VISITORS,43.53
1089,Davidson,RESIDENTS,5113.31
1089,Davidson,VISITORS,221.44
1090,Davidson,RESIDENTS,4688.47
1090,Davidson,VISITORS,157.19
1091,Davidson,RESIDENTS,794.51
1091,Davidson,VISITORS,11.02
1092,Davidson,RESIDENTS,1626.21
1092,Davidson,VISITORS,84.66
1093,Davidson,RESIDENTS,927.83
1093,Davidson,VISITORS,15.42
1094,Davidson,RESIDENTS,1344.63
1094,Davidson,VISITORS,0.52
1095,Davidson,RESIDENTS,503.51
1095,Davidson,VISITORS,13.69
1096,Davidson,RESIDENTS,342.67
1096,Davidson,VISITORS,6.48
1097,Davidson,RESIDENTS,1595.33
1097,Davidson,VISITORS,32.06
1098,Davidson,RESIDENTS,1094.75
1098,Davidson,VISITORS,0.24
1099,Davidson,RESIDENTS,1698.58
1099,Davidson,VISITORS,14.6
1100,Davidson,RESIDENTS,891.95
1100,Davidson,VISITORS,59.48
1101,Davidson,RESIDENTS,285
1101,Davidson,VISITORS,8.08
1102,Davidson,RESIDENTS,270.18
1102,Davidson,VISITORS,1.66
1103,Davidson,RESIDENTS,2366.92
1103,Davidson,VISITORS,24.7
1104,Davidson,RESIDENTS,954.44
1104,Davidson,VISITORS,17.73
1105,Davidson,RESIDENTS,5870.1
1105,Davidson,VISITORS,126.61
1106,Davidson,RESIDENTS,13290.87
1106,Davidson,VISITORS,314.26
1107,Davidson,RESIDENTS,3927.62
1107,Davidson,VISITORS,89.2
1108,Davidson,RESIDENTS,943.67
1108,Davidson,VISITORS,32.94
1109,Davidson,RESIDENTS,501.92
1109,Davidson,VISITORS,10.2
1110,Davidson,RESIDENTS,402.9
1110,Davidson,VISITORS,12.65
1111,Davidson,RESIDENTS,826.26
1111,Davidson,VISITORS,28.27
1112,Davidson,RESIDENTS,5143.83
1112,Davidson,VISITORS,199.32
1113,Davidson,RESIDENTS,12619.04
1113,Davidson,VISITORS,539.42
1114,Davidson,RESIDENTS,1895.14
1114,Davidson,VISITORS,41.65
1115,Davidson,RESIDENTS,1080.46
1115,Davidson,VISITORS,27.4
1116,Davidson,RESIDENTS,3853.98
1116,Davidson,VISITORS,157.65
1117,Davidson,RESIDENTS,1032.7
1117,Davidson,VISITORS,2.83
1118,Davidson,RESIDENTS,1224.49
1118,Davidson,VISITORS,21.31
1119,Davidson,RESIDENTS,376.14
1119,Davidson,VISITORS,4.6
1120,Davidson,RESIDENTS,4389.26
1120,Davidson,VISITORS,296.92
1121,Davidson,RESIDENTS,1245.04
1121,Davidson,VISITORS,20.22
1122,Davidson,RESIDENTS,473.54
1122,Davidson,VISITORS,4.13
1123,Davidson,RESIDENTS,516
1123,Davidson,VISITORS,20.24
1124,Davidson,RESIDENTS,579.96
1124,Davidson,VISITORS,8.11
1125,Davidson,RESIDENTS,504.32
1125,Davidson,VISITORS,18.59
1126,Davidson,RESIDENTS,1558.33
1126,Davidson,VISITORS,24.51
1127,Davidson,RESIDENTS,300.87
1127,Davidson,VISITORS,13.99
1128,Davidson,RESIDENTS,3848.58
1128,Davidson,VISITORS,141.71
1129,Davidson,RESIDENTS,979.13
1129,Davidson,VISITORS,12.29
1130,Davidson,RESIDENTS,193.56
1130,Davidson,VISITORS,15.72
1131,Davidson,RESIDENTS,816.7
1131,Davidson,VISITORS,12.29
1132,Davidson,RESIDENTS,62.98
1132,Davidson,VISITORS,1.08
1133,Davidson,RESIDENTS,2271.43
1133,Davidson,VISITORS,101.04
1134,Davidson,RESIDENTS,375.53
1134,Davidson,VISITORS,3.86
1135,Davidson,RESIDENTS,2977.32
