ZONE,COUNTY,PERSON GROUP,QUANTITY
379,Davidson,VISITORS,5.98
380,Davidson,RESIDENTS,4509.72
380,Davidson,VISITORS,110.81
381,Davidson,RESIDENTS,3184.19
381,Davidson,VISITORS,53.56
382,Davidson,RESIDENTS,1488.57
382,Davidson,VISITORS,18.03
383,Davidson,RESIDENTS,1391
383,Davidson,VISITORS,3.04
384,Davidson,RESIDENTS,720.25
384,Davidson,VISITORS,8.01
385,Davidson,RESIDENTS,1061.07
385,Davidson,VISITORS,3.07
386,Davidson,RESIDENTS,3112.48
386,Davidson,VISITORS,166.39
387,Davidson,RESIDENTS,2090.85
387,Davidson,VISITORS,17.68
388,Davidson,RESIDENTS,2307.32
388,Davidson,VISITORS,10.3
389,Davidson,RESIDENTS,3462.44
389,Davidson,VISITORS,56.19
390,Davidson,RESIDENTS,5056.89
390,Davidson,VISITORS,52.62
391,Davidson,RESIDENTS,4246.85
391,Davidson,VISITORS,46.24
392,Davidson,RESIDENTS,230.38
392,Davidson,VISITORS,14.91
393,Davidson,RESIDENTS,1193.02
393,Davidson,VISITORS,34.82
394,Davidson,RESIDENTS,1410.76
394,Davidson,VISITORS,5.06
395,Davidson,RESIDENTS,991.5
395,Davidson,VISITORS,3.11
396,Davidson,RESIDENTS,548.74
396,Davidson,VISITORS,9.01
397,Davidson,RESIDENTS,926.67
397,Davidson,VISITORS,17.53
398,Davidson,RESIDENTS,363.39
398,Davidson,VISITORS,3.3
399,Davidson,RESIDENTS,1896.31
399,Davidson,VISITORS,59.68
400,Davidson,RESIDENTS,3930.81
400,Davidson,VISITORS,44.06
401,Davidson,RESIDENTS,845.19
401,Davidson,VISITORS,8.78
402,Davidson,RESIDENTS,2734.65
402,Davidson,VISITORS,41.26
403,Davidson,RESIDENTS,1678.05
403,Davidson,VISITORS,16.41
404,Davidson,RESIDENTS,1070.68
404,Davidson,VISITORS,7.12
405,Davidson,RESIDENTS,458.79
405,Davidson,VISITORS,13.61
406,Davidson,RESIDENTS,310.58
406,Davidson,VISITORS,1.44
407,Davidson,RESIDENTS,437.83
407,Davidson,VISITORS,16.66
408,Davidson,RESIDENTS,313.58
408,Davidson,VISITORS,12.48
409,Davidson,RESIDENTS,274.94
409,Davidson,VISITORS,1.71
410,Davidson,RESIDENTS,512.27
410,Davidson,VISITORS,7.55
411,Davidson,RESIDENTS,1696.99
411,Davidson,VISITORS,54.6
412,Davidson,RESIDENTS,2532.51
412,Davidson,VISITORS,52.15
413,Davidson,RESIDENTS,1175.43
413,Davidson,VISITORS,61.84
414,Davidson,RESIDENTS,2870.16
414,Davidson,VISITORS,93.59
415,Davidson,RESIDENTS,4280.63
415,Davidson,VISITORS,317.9
416,Davidson,RESIDENTS,7180.65
416,Davidson,VISITORS,152.12
417,Davidson,RESIDENTS,1751.78
417,Davidson,VISITORS,14.74
418,Davidson,RESIDENTS,2403.84
418,Davidson,VISITORS,24.6
419,Davidson,RESIDENTS,1787.33
419,Davidson,VISITORS,3.47
420,Davidson,RESIDENTS,151.28
420,Davidson,VISITORS,0
421,Davidson,RESIDENTS,2799.75
421,Davidson,VISITORS,45.11
422,Davidson,RESIDENTS,3556.52
422,Davidson,VISITORS,120.43
423,Davidson,RESIDENTS,1794.95
423,Davidson,VISITORS,11.85
424,Davidson,RESIDENTS,2059.34
424,Davidson,VISITORS,37.61
425,Davidson,RESIDENTS,2824.14
425,Davidson,VISITORS,79.62
426,Davidson,RESIDENTS,4093.88
426,Davidson,VISITORS,121.42
427,Davidson,RESIDENTS,356.51
427,Davidson,VISITORS,7.94
428,Davidson,RESIDENTS,1426.07
428,Davidson,VISITORS,7.54
429,Davidson,RESIDENTS,4193.41
429,Davidson,VISITORS,132.3
430,Davidson,RESIDENTS,1440.48
430,Davidson,VISITORS,14.31
431,Davidson,RESIDENTS,2375.09
431,Davidson,VISITORS,112.08
432,Davidson,RESIDENTS,3029.59
432,Davidson,VISITORS,161.81
433,Davidson,RESIDENTS,2402.21
433,Davidson,VISITORS,15.29
434,Davidson,RESIDENTS,591.48
434,Davidson,VISITORS,10
435,Davidson,RESIDENTS,449.7
435,Davidson,VISITORS,6.84
436,Davidson,RESIDENTS,1209.5
436,Davidson,VISITORS,67.67
437,Davidson,RESIDENTS,3180.44
437,Davidson,VISITORS,13.09
438,Davidson,RESIDENTS,1037.34
438,Davidson,VISITORS,10.34
439,Davidson,RESIDENTS,969.36
439,Davidson,VISITORS,14.94
440,Davidson,RESIDENTS,762.55
440,Davidson,VISITORS,9
441,Davidson,RESIDENTS,1488.93
441,Davidson,VISITORS,36.55
442,Davidson,RESIDENTS,2108.54
442,Davidson,VISITORS,29.52
443,Davidson,RESIDENTS,550.39
443,Davidson,VISITORS,16.01
444,Davidson,RESIDENTS,1576.85
444,Davidson,VISITORS,17.27
445,Davidson,RESIDENTS,1323.03
445,Davidson,VISITORS,4.24
446,Davidson,RESIDENTS,996.87
446,Davidson,VISITORS,5.93
447,Davidson,RESIDENTS,928.51
447,Davidson,VISITORS,0.75
448,Davidson,RESIDENTS,2391.66
448,Davidson,VISITORS,17.7
449,Davidson,RESIDENTS,5423.2
449,Davidson,VISITORS,74.61
450,Davidson,RESIDENTS,692.51
450,Davidson,VISITORS,1.66
451,Davidson,RESIDENTS,508.48
451,Davidson,VISITORS,3.58
452,Davidson,RESIDENTS,2342.36
452,Davidson,VISITORS,28.8
453,Davidson,RESIDENTS,2613.77
453,Davidson,VISITORS,60.87
454,Davidson,RESIDENTS,3006.33
454,Davidson,VISITORS,51.65
455,Davidson,RESIDENTS,1810.05
455,Davidson,VISITORS,35.13
456,Davidson,RESIDENTS,1464.24
456,Davidson,VISITORS,201.43
457,Davidson,RESIDENTS,1515.69
457,Davidson,VISITORS,13.02
458,Davidson,RESIDENTS,949.68
458,Davidson,VISITORS,11.58
459,Davidson,RESIDENTS,1107.4
459,Davidson,VISITORS,10.9
460,Davidson,RESIDENTS,658.65
460,Davidson,VISITORS,11.77
461,Davidson,RESIDENTS,773.69
461,Davidson,VISITORS,14.37
462,Davidson,RESIDENTS,3243.1
462,Davidson,VISITORS,176.42
463,Davidson,RESIDENTS,175.14
463,Davidson,VISITORS,10.82
464,Davidson,RESIDENTS,1185.72
464,Davidson,VISITORS,10.23
465,Davidson,RESIDENTS,885.29
465,Davidson,VISITORS,19.25
466,Davidson,RESIDENTS,1845.89
466,Davidson,VISITORS,35.71
467,Davidson,RESIDENTS,216.6
467,Davidson,VISITORS,14.07
468,Davidson,RESIDENTS,1582.27
468,Davidson,VISITORS,25.49
469,Davidson,RESIDENTS,1933.84
469,Davidson,VISITORS,84.26
470,Davidson,RESIDENTS,1922.41
470,Davidson,VISITORS,27.9
471,Davidson,RESIDENTS,1013.99
471,Davidson,VISITORS,7.8
472,Davidson,RESIDENTS,368.25
472,Davidson,VISITORS,0.38
473,Davidson,RESIDENTS,1999.44
473,Davidson,VISITORS,21.56
474,Davidson,RESIDENTS,290.98
474,Davidson,VISITORS,7.76
475,Davidson,RESIDENTS,2355.1
475,Davidson,VISITORS,47.19
476,Davidson,RESIDENTS,514.04
476,Davidson,VISITORS,7.27
477,Davidson,RESIDENTS,804.65
477,Davidson,VISITORS,5.47
478,Davidson,RESIDENTS,2141.49
478,Davidson,VISITORS,5.55
479,Davidson,RESIDENTS,1944.72
479,Davidson,VISITORS,21.85
480,Davidson,RESIDENTS,2518.68
480,Davidson,VISITORS,57.95
481,Davidson,RESIDENTS,2415.9
481,Davidson,VISITORS,23.58
482,Davidson,RESIDENTS,741.3
482,Davidson,VISITORS,5.42
483,Davidson,RESIDENTS,990.85
483,Davidson,VISITORS,17.31
484,Davidson,RESIDENTS,744.1
484,Davidson,VISITORS,5.96
485,Davidson,RESIDENTS,1666.37
485,Davidson,VISITORS,5.34
486,Davidson,RESIDENTS,1572.67
486,Davidson,VISITORS,20.94
487,Davidson,RESIDENTS,845.97
487,Davidson,VISITORS,11.76
488,Davidson,RESIDENTS,590.21
488,Davidson,VISITORS,7.44
489,Davidson,RESIDENTS,1369.13
489,Davidson,VISITORS,12.98
490,Davidson,RESIDENTS,979.32
490,Davidson,VISITORS,13.51
491,Davidson,RESIDENTS,1637.89
491,Davidson,VISITORS,21.52
492,Davidson,RESIDENTS,858.19
492,Davidson,VISITORS,11.94
493,Davidson,RESIDENTS,453.53
493,Davidson,VISITORS,15.1
494,Davidson,RESIDENTS,1383.69
494,Davidson,VISITORS,20.95
495,Davidson,RESIDENTS,1477.58
495,Davidson,VISITORS,23.15
496,Davidson,RESIDENTS,802.43
496,Davidson,VISITORS,15.34
497,Davidson,RESIDENTS,521.3
497,Davidson,VISITORS,12.86
498,Davidson,RESIDENTS,1889.8
498,Davidson,VISITORS,25.66
499,Davidson,RESIDENTS,3529.65
499,Davidson,VISITORS,84.12
500,Davidson,RESIDENTS,3178.07
500,Davidson,VISITORS,32.04
501,Davidson,RESIDENTS,1272.07
501,Davidson,VISITORS,11.92
502,Davidson,RESIDENTS,2510.09
502,Davidson,VISITORS,49.78
503,Davidson,RESIDENTS,900.3
503,Davidson,VISITORS,5.54
504,Davidson,RESIDENTS,1716
504,Davidson,VISITORS,36.11
505,Davidson,RESIDENTS,902.19
505,Davidson,VISITORS,4.89
506,Davidson,RESIDENTS,706.45
506,Davidson,VISITORS,3.07
507,Davidson,RESIDENTS,892.39
507,Davidson,VISITORS,7.33
508,Davidson,RESIDENTS,913.68
508,Davidson,VISITORS,3.36
509,Davidson,RESIDENTS,683.04
509,Davidson,VISITORS,23.73
510,Davidson,RESIDENTS,1322.36
510,Davidson,VISITORS,23.24
511,Davidson,RESIDENTS,876.73
511,Davidson,VISITORS,11.36
512,Davidson,RESIDENTS,1745.52
512,Davidson,VISITORS,37.29
513,Davidson,RESIDENTS,624.97
513,Davidson,VISITORS,18.51
514,Davidson,RESIDENTS,2281.92
514,Davidson,VISITORS,26.8
515,Davidson,RESIDENTS,1253.02
515,Davidson,VISITORS,1.43
516,Davidson,RESIDENTS,1472.79
516,Davidson,VISITORS,25.61
517,Davidson,RESIDENTS,1104.01
517,Davidson,VISITORS,14.27
518,Davidson,RESIDENTS,463.64
518,Davidson,VISITORS,4.68
519,Davidson,RESIDENTS,1867.16
519,Davidson,VISITORS,13.97
520,Davidson,RESIDENTS,1808.96
520,Davidson,VISITORS,42.65
521,Davidson,RESIDENTS,912.54
521,Davidson,VISITORS,18.21
522,Davidson,RESIDENTS,669.81
522,Davidson,VISITORS,33.28
523,Davidson,RESIDENTS,2405.36
523,Davidson,VISITORS,171.61
524,Davidson,RESIDENTS,575.16
524,Davidson,VISITORS,16.47
525,Davidson,RESIDENTS,666.04
525,Davidson,VISITORS,14.28
526,Davidson,RESIDENTS,564.66
526,Davidson,VISITORS,20.04
527,Davidson,RESIDENTS,859.69
527,Davidson,VISITORS,15.84
528,Davidson,RESIDENTS,686.48
528,Davidson,VISITORS,9.51
529,Davidson,RESIDENTS,759.33
529,Davidson,VISITORS,9.62
530,Davidson,RESIDENTS,445.5
530,Davidson,VISITORS,22.1
531,Davidson,RESIDENTS,342.02
531,Davidson,VISITORS,4.63
532,Davidson,RESIDENTS,2648
532,Davidson,VISITORS,18.53
533,Davidson,RESIDENTS,1742.47
533,Davidson,VISITORS,67.12
534,Davidson,RESIDENTS,602.57
534,Davidson,VISITORS,7.45
535,Davidson,RESIDENTS,482.28
535,Davidson,VISITORS,6.01
536,Davidson,RESIDENTS,634.6
536,Davidson,VISITORS,47.42
537,Davidson,RESIDENTS,512.31
537,Davidson,VISITORS,14.95
538,Davidson,RESIDENTS,340.55
538,Davidson,VISITORS,2.5
539,Davidson,RESIDENTS,1698.06
539,Davidson,VISITORS,16.01
540,Davidson,RESIDENTS,4250.39
540,Davidson,VISITORS,235.64
541,Davidson,RESIDENTS,1766.25
541,Davidson,VISITORS,16.62
542,Davidson,RESIDENTS,117.39
542,Davidson,VISITORS,6.04
543,Davidson,RESIDENTS,7044.86
543,Davidson,VISITORS,219.97
544,Davidson,RESIDENTS,1063.14
544,Davidson,VISITORS,3.11
545,Davidson,RESIDENTS,2066.64
545,Davidson,VISITORS,16.03
546,Davidson,RESIDENTS,2320.42
546,Davidson,VISITORS,31.85
547,Davidson,RESIDENTS,1302.88
547,Davidson,VISITORS,63.77
548,Davidson,RESIDENTS,826.97
548,Davidson,VISITORS,9.1
549,Davidson,RESIDENTS,976.73
549,Davidson,VISITORS,11.57
550,Davidson,RESIDENTS,920.15
550,Davidson,VISITORS,103.03
551,Davidson,RESIDENTS,4393.19
551,Davidson,VISITORS,145.42
552,Davidson,RESIDENTS,2597.02
552,Davidson,VISITORS,37
553,Davidson,RESIDENTS,1948.85
553,Davidson,VISITORS,23.4
554,Davidson,RESIDENTS,2278.62
554,Davidson,VISITORS,34.46
555,Davidson,RESIDENTS,701.29
555,Davidson,VISITORS,65.24
556,Davidson,RESIDENTS,1659.66
556,Davidson,VISITORS,35.29
557,Davidson,RESIDENTS,5515.66
557,Davidson,VISITORS,220.13
558,Davidson,RESIDENTS,2134.87
558,Davidson,VISITORS,21.9
559,Davidson,RESIDENTS,395.86
559,Davidson,VISITORS,1.66
560,Davidson,RESIDENTS,266.54
560,Davidson,VISITORS,4.61
561,Davidson,RESIDENTS,1124.24
561,Davidson,VISITORS,0.39
562,Davidson,RESIDENTS,3559.63
562,Davidson,VISITORS,130.58
563,Davidson,RESIDENTS,2285.71
563,Davidson,VISITORS,84.14
564,Davidson,RESIDENTS,782.07
564,Davidson,VISITORS,35.79
565,Davidson,RESIDENTS,1782.32
565,Davidson,VISITORS,15.31
566,Davidson,RESIDENTS,1178.22
566,Davidson,VISITORS,45.41
567,Davidson,RESIDENTS,581.46
567,Davidson,VISITORS,130.28
568,Davidson,RESIDENTS,806.83
568,Davidson,VISITORS,86.05
569,Davidson,RESIDENTS,1147.15
569,Davidson,VISITORS,203.33
570,Davidson,RESIDENTS,216.61
570,Davidson,VISITORS,5.65
571,Davidson,RESIDENTS,3225.81
571,Davidson,VISITORS,905.3
572,Davidson,RESIDENTS,2050.22
572,Davidson,VISITORS,360.16
573,Davidson,RESIDENTS,1209.14
573,Davidson,VISITORS,160.1
574,Davidson,RESIDENTS,781.64
574,Davidson,VISITORS,156.85
575,Davidson,RESIDENTS,1908.23
575,Davidson,VISITORS,224.74
576,Davidson,RESIDENTS,3158.26
576,Davidson,VISITORS,399.11
577,Davidson,RESIDENTS,922.71
577,Davidson,VISITORS,121.71
578,Davidson,RESIDENTS,384.79
578,Davidson,VISITORS,74.48
579,Davidson,RESIDENTS,1019.25
579,Davidson,VISITORS,135.67
580,Davidson,RESIDENTS,1491.65
580,Davidson,VISITORS,18.46
581,Davidson,RESIDENTS,1339.32
581,Davidson,VISITORS,158.62
582,Davidson,RESIDENTS,231.12
582,Davidson,VISITORS,2.97
583,Davidson,RESIDENTS,1431.49
583,Davidson,VISITORS,55.41
584,Davidson,RESIDENTS,400.07
584,Davidson,VISITORS,27.01
585,Davidson,RESIDENTS,276.6
585,Davidson,VISITORS,9.56
586,Davidson,RESIDENTS,953.81
586,Davidson,VISITORS,34.13
587,Davidson,RESIDENTS,1448.1
587,Davidson,VISITORS,70.12
588,Davidson,RESIDENTS,808.22
588,Davidson,VISITORS,22.44
589,Davidson,RESIDENTS,1116.15
589,Davidson,VISITORS,77.97
590,Davidson,RESIDENTS,562.83
590,Davidson,VISITORS,11.06
591,Davidson,RESIDENTS,791.88
591,Davidson,VISITORS,91.14
592,Davidson,RESIDENTS,68.13
592,Davidson,VISITORS,0
593,Davidson,RESIDENTS,1193.82
593,Davidson,VISITORS,40.16
594,Davidson,RESIDENTS,1820.95
594,Davidson,VISITORS,69.31
595,Davidson,RESIDENTS,337.27
595,Davidson,VISITORS,24.85
596,Davidson,RESIDENTS,3228.65
596,Davidson,VISITORS,207.88
597,Davidson,RESIDENTS,1430.08
597,Davidson,VISITORS,90.36
598,Davidson,RESIDENTS,711
598,Davidson,VISITORS,92
599,Davidson,RESIDENTS,638.6
599,Davidson,VISITORS,55.96
600,Davidson,RESIDENTS,677.17
600,Davidson,VISITORS,114.76
601,Davidson,RESIDENTS,708.8
601,Davidson,VISITORS,39.39
602,Davidson,RESIDENTS,2474.34
602,Davidson,VISITORS,276.43
603,Davidson,RESIDENTS,800.95
603,Davidson,VISITORS,17.25
604,Davidson,RESIDENTS,919.64
604,Davidson,VISITORS,5.05
605,Davidson,RESIDENTS,1340.82
605,Davidson,VISITORS,155.27
606,Davidson,RESIDENTS,2201.03
606,Davidson,VISITORS,45.82
607,Davidson,RESIDENTS,1022.84
607,Davidson,VISITORS,9.75
608,Davidson,RESIDENTS,1446.92
608,Davidson,VISITORS,115.94
609,Davidson,RESIDENTS,1190.32
609,Davidson,VISITORS,5.94
610,Davidson,RESIDENTS,1969.27
610,Davidson,VISITORS,34.18
611,Davidson,RESIDENTS,366.15
611,Davidson,VISITORS,6.24
612,Davidson,RESIDENTS,1604.59
612,Davidson,VISITORS,163.38
613,Davidson,RESIDENTS,1105.93
613,Davidson,VISITORS,74.82
614,Davidson,RESIDENTS,160.43
614,Davidson,VISITORS,9.23
615,Davidson,RESIDENTS,910.44
615,Davidson,VISITORS,33.97
616,Davidson,RESIDENTS,1279.45
616,Davidson,VISITORS,76.9
617,Davidson,RESIDENTS,830.21
617,Davidson,VISITORS,72.05
618,Davidson,RESIDENTS,586.83
618,Davidson,VISITORS,1.65
619,Davidson,RESIDENTS,195.6
619,Davidson,VISITORS,15
620,Davidson,RESIDENTS,54.25
620,Davidson,VISITORS,10.24
621,Davidson,RESIDENTS,2279.73
621,Davidson,VISITORS,20.17
622,Davidson,RESIDENTS,880.81
622,Davidson,VISITORS,21
623,Davidson,RESIDENTS,1067.14
623,Davidson,VISITORS,59.69
624,Davidson,RESIDENTS,1765.06
624,Davidson,VISITORS,48.23
625,Davidson,RESIDENTS,631.54
625,Davidson,VISITORS,32.23
626,Davidson,RESIDENTS,3393.83
626,Davidson,VISITORS,48.93
627,Davidson,RESIDENTS,984.8
627,Davidson,VISITORS,21.37
628,Davidson,RESIDENTS,2253.33
628,Davidson,VISITORS,33.58
629,Davidson,RESIDENTS,1684.98
629,Davidson,VISITORS,20.89
630,Davidson,RESIDENTS,1733.41
630,Davidson,VISITORS,26.34
631,Davidson,RESIDENTS,347.9
631,Davidson,VISITORS,0.53
632,Davidson,RESIDENTS,2080.02
632,Davidson,VISITORS,97.61
633,Davidson,RESIDENTS,149.97
633,Davidson,VISITORS,6.95
634,Davidson,RESIDENTS,4521.81
634,Davidson,VISITORS,67.71
635,Davidson,RESIDENTS,4812.85
635,Davidson,VISITORS,106.83
636,Davidson,RESIDENTS,4606.26
636,Davidson,VISITORS,439.56
637,Davidson,RESIDENTS,1531.76
637,Davidson,VISITORS,26.64
638,Davidson,RESIDENTS,1760.84
638,Davidson,VISITORS,145.16
639,Davidson,RESIDENTS,3954.43
639,Davidson,VISITORS,310.22
640,Davidson,RESIDENTS,4856.11
640,Davidson,VISITORS,632.56
641,Davidson,RESIDENTS,802.17
641,Davidson,VISITORS,72.63
642,Davidson,RESIDENTS,5232.05
642,Davidson,VISITORS,356.68
643,Davidson,RESIDENTS,1079.28
643,Davidson,VISITORS,10.46
644,Davidson,RESIDENTS,2237.84
644,Davidson,VISITORS,37.75
645,Davidson,RESIDENTS,1585.66
645,Davidson,VISITORS,35.91
646,Davidson,RESIDENTS,2428.08
646,Davidson,VISITORS,13.2
647,Davidson,RESIDENTS,7945.32
647,Davidson,VISITORS,794.03
648,Davidson,RESIDENTS,1615.58
648,Davidson,VISITORS,30.31
649,Davidson,RESIDENTS,2744.36
649,Davidson,VISITORS,83.12
650,Davidson,RESIDENTS,2193.89
650,Davidson,VISITORS,75.9
651,Davidson,RESIDENTS,2047.96
651,Davidson,VISITORS,32.9
652,Davidson,RESIDENTS,1727.59
652,Davidson,VISITORS,17.95
653,Davidson,RESIDENTS,829.05
653,Davidson,VISITORS,17.83
654,Davidson,RESIDENTS,3108.23
654,Davidson,VISITORS,73.81
655,Davidson,RESIDENTS,1944.83
655,Davidson,VISITORS,31.82
656,Davidson,RESIDENTS,3502.64
656,Davidson,VISITORS,33.7
657,Davidson,RESIDENTS,311.63
657,Davidson,VISITORS,8.59
658,Davidson,RESIDENTS,3870.03
658,Davidson,VISITORS,194.39
659,Davidson,RESIDENTS,355.41
659,Davidson,VISITORS,11.79
660,Davidson,RESIDENTS,1281.43
660,Davidson,VISITORS,15.19
661,Davidson,RESIDENTS,350.26
661,Davidson,VISITORS,23.73
662,Davidson,RESIDENTS,1116.55
662,Davidson,VISITORS,20.19
663,Davidson,RESIDENTS,1714.47
663,Davidson,VISITORS,27.49
664,Davidson,RESIDENTS,362.38
664,Davidson,VISITORS,2.62
665,Davidson,RESIDENTS,717.38
665,Davidson,VISITORS,1.06
666,Davidson,RESIDENTS,681.48
666,Davidson,VISITORS,0.75
667,Davidson,RESIDENTS,1490.49
667,Davidson,VISITORS,16.77
668,Davidson,RESIDENTS,607.27
668,Davidson,VISITORS,23.48
669,Davidson,RESIDENTS,1154.62
669,Davidson,VISITORS,64.78
670,Davidson,RESIDENTS,1643.56
670,Davidson,VISITORS,81.75
671,Davidson,RESIDENTS,3385.72
671,Davidson,VISITORS,201.47
672,Davidson,RESIDENTS,2264.21
672,Davidson,VISITORS,210.04
673,Davidson,RESIDENTS,3713.37
673,Davidson,VISITORS,251.55
674,Davidson,RESIDENTS,2684.03
674,Davidson,VISITORS,331.73
675,Davidson,RESIDENTS,3291.27
675,Davidson,VISITORS,427.1
676,Davidson,RESIDENTS,682.72
676,Davidson,VISITORS,122.04
677,Davidson,RESIDENTS,1793.89
677,Davidson,VISITORS,128.07
678,Davidson,RESIDENTS,3178.6
678,Davidson,VISITORS,306.55
679,Davidson,RESIDENTS,1710.05
679,Davidson,VISITORS,89.61
680,Davidson,RESIDENTS,1235.59
680,Davidson,VISITORS,96.55
681,Davidson,RESIDENTS,1886.37
681,Davidson,VISITORS,202.07
682,Davidson,RESIDENTS,1282.71
682,Davidson,VISITORS,24.57
683,Davidson,RESIDENTS,1791.11
683,Davidson,VISITORS,8.62
684,Davidson,RESIDENTS,1698.38
684,Davidson,VISITORS,6.3
685,Davidson,RESIDENTS,1912.99
685,Davidson,VISITORS,24.1
686,Davidson,RESIDENTS,1221.63
686,Davidson,VISITORS,13.92
687,Davidson,RESIDENTS,2680.52
687,Davidson,VISITORS,35.04
688,Davidson,RESIDENTS,2639.17
688,Davidson,VISITORS,23.44
689,Davidson,RESIDENTS,1415.66
689,Davidson,VISITORS,28.2
690,Davidson,RESIDENTS,4189.12
690,Davidson,VISITORS,384.64
691,Davidson,RESIDENTS,965.29
691,Davidson,VISITORS,19.29
692,Davidson,RESIDENTS,393.51
692,Davidson,VISITORS,2.74
693,Davidson,RESIDENTS,1496.41
693,Davidson,VISITORS,29.8
694,Davidson,RESIDENTS,3043.55
694,Davidson,VISITORS,214.27
695,Davidson,RESIDENTS,263.45
695,Davidson,VISITORS,34.36
696,Davidson,RESIDENTS,1911.47
696,Davidson,VISITORS,144.78
697,Davidson,RESIDENTS,3163.86
697,Davidson,VISITORS,257.52
698,Davidson,RESIDENTS,4467.79
698,Davidson,VISITORS,313.15
699,Davidson,RESIDENTS,3504.66
699,Davidson,VISITORS,269.37
700,Davidson,RESIDENTS,1923.03
700,Davidson,VISITORS,149.29
701,Davidson,RESIDENTS,3185.54
701,Davidson,VISITORS,491.27
702,Davidson,RESIDENTS,2145.32
702,Davidson,VISITORS,25.25
703,Davidson,RESIDENTS,308.62
703,Davidson,VISITORS,5.64
704,Davidson,RESIDENTS,3432.8
704,Davidson,VISITORS,153.14
705,Davidson,RESIDENTS,631.8
705,Davidson,VISITORS,13.4
706,Davidson,RESIDENTS,5157.44
706,Davidson,VISITORS,77.06
707,Davidson,RESIDENTS,2160.8
707,Davidson,VISITORS,44.9
708,Davidson,RESIDENTS,339.78
708,Davidson,VISITORS,2.34
709,Davidson,RESIDENTS,467.91
709,Davidson,VISITORS,5.69
710,Davidson,RESIDENTS,3385.5
710,Davidson,VISITORS,109.4
711,Davidson,RESIDENTS,2628.03
711,Davidson,VISITORS,24.88
712,Davidson,RESIDENTS,1245.67
712,Davidson,VISITORS,29.89
713,Davidson,RESIDENTS,2556.86
713,Davidson,VISITORS,58.64
714,Davidson,RESIDENTS,938.48
714,Davidson,VISITORS,26.38
715,Davidson,RESIDENTS,1319.72
715,Davidson,VISITORS,55.35
716,Davidson,RESIDENTS,8622.5
716,Davidson,VISITORS,786.27
717,Davidson,RESIDENTS,1141.13
717,Davidson,VISITORS,23.84
718,Davidson,RESIDENTS,599.45
718,Davidson,VISITORS,54.28
719,Davidson,RESIDENTS,1357.31
719,Davidson,VISITORS,67.06
720,Davidson,RESIDENTS,9561.35
720,Davidson,VISITORS,850.95
721,Davidson,RESIDENTS,9760.5
721,Davidson,VISITORS,1035.7
722,Davidson,RESIDENTS,168.87
722,Davidson,VISITORS,1.71
723,Davidson,RESIDENTS,2845.68
723,Davidson,VISITORS,44.37
724,Davidson,RESIDENTS,995.36
724,Davidson,VISITORS,29.03
725,Davidson,RESIDENTS,1295.15
725,Davidson,VISITORS,9.06
726,Davidson,RESIDENTS,6182.67
726,Davidson,VISITORS,41.83
727,Davidson,RESIDENTS,8625.08
727,Davidson,VISITORS,42.8
728,Davidson,RESIDENTS,2188.7
728,Davidson,VISITORS,6.06
729,Davidson,RESIDENTS,5295.54
729,Davidson,VISITORS,150.32
730,Davidson,RESIDENTS,813.16
730,Davidson,VISITORS,6.98
731,Davidson,RESIDENTS,2111.58
731,Davidson,VISITORS,19.36
732,Davidson,RESIDENTS,2717.02
732,Davidson,VISITORS,24.38
733,Davidson,RESIDENTS,952.56
733,Davidson,VISITORS,6.25
734,Davidson,RESIDENTS,7445.61
734,Davidson,VISITORS,74.41
735,Davidson,RESIDENTS,6957.81
735,Davidson,VISITORS,206.51
736,Davidson,RESIDENTS,3615.93
736,Davidson,VISITORS,50.05
737,Davidson,RESIDENTS,1222.46
737,Davidson,VISITORS,19.83
738,Davidson,RESIDENTS,1821.85
738,Davidson,VISITORS,25.73
739,Davidson,RESIDENTS,1334.16
739,Davidson,VISITORS,1.37
740,Davidson,RESIDENTS,2802.4
740,Davidson,VISITORS,79.8
741,Davidson,RESIDENTS,1509.36
741,Davidson,VISITORS,15.64
742,Davidson,RESIDENTS,7920.28
742,Davidson,VISITORS,151.23
743,Davidson,RESIDENTS,2371.21
743,Davidson,VISITORS,10.87
744,Davidson,RESIDENTS,1031.54
744,Davidson,VISITORS,14.62
745,Davidson,RESIDENTS,4675.2
745,Davidson,VISITORS,194.74
746,Davidson,RESIDENTS,6512.04
746,Davidson,VISITORS,245.1
747,Davidson,RESIDENTS,3537.93
747,Davidson,VISITORS,29.12
748,Davidson,RESIDENTS,4235.44
748,Davidson,VISITORS,26.71
749,Davidson,RESIDENTS,790.11
749,Davidson,VISITORS,6.41
750,Davidson,RESIDENTS,2105.78
750,Davidson,VISITORS,61.19
751,Davidson,RESIDENTS,5177.62
751,Davidson,VISITORS,701.18
752,Davidson,RESIDENTS,1653.28
752,Davidson,VISITORS,40.21
753,Davidson,RESIDENTS,461.61
753,Davidson,VISITORS,13.53
754,Davidson,RESIDENTS,1396.68
754,Davidson,VISITORS,4.82
755,Davidson,RESIDENTS,632.57
755,Davidson,VISITORS,4.18
756,Davidson,RESIDENTS,1351.3
756,Davidson,VISITORS,50.32
757,Davidson,RESIDENTS,3440.97
757,Davidson,VISITORS,85.58
758,Davidson,RESIDENTS,3639.54
758,Davidson,VISITORS,54.32
759,Davidson,RESIDENTS,3834.99
759,Davidson,VISITORS,61.52
760,Davidson,RESIDENTS,2019.96
760,Davidson,VISITORS,15.28
